"survey","country","year","variable","status","records"
"NG61FL","NGA",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7320
"NG61FL","NGA",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7352
"NG61FL","NGA",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",1009
"NG6AFL","NGA",2012,"hib3_pct","observed",27849
"NG6AFL","NGA",2011,"hib3_pct","not_observed:pre_series_assumed_not_introduced",39600
"NG6AFL","NGA",2009,"hib3_pct","not_observed:pre_series_assumed_not_introduced",39697
"NG6AFL","NGA",2010,"hib3_pct","not_observed:pre_series_assumed_not_introduced",40461
"NG6AFL","NGA",2008,"hib3_pct","not_observed:pre_series_assumed_not_introduced",28321
"NG6AFL","NGA",2013,"hib3_pct","observed",1763
"NG6AFL","NGA",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",27849
"NG6AFL","NGA",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",39600
"NG6AFL","NGA",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",39697
"NG6AFL","NGA",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",40461
"NG6AFL","NGA",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",28321
"NG6AFL","NGA",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",1763
"NG6AFL","NGA",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",27849
"NG6AFL","NGA",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",39600
"NG6AFL","NGA",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",39697
"NG6AFL","NGA",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",40461
"NG6AFL","NGA",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",28321
"NG6AFL","NGA",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",1763
"NG7BFL","NGA",2017,"hib3_pct","observed",41227
"NG7BFL","NGA",2016,"hib3_pct","observed",44559
"NG7BFL","NGA",2015,"hib3_pct","observed",45279
"NG7BFL","NGA",2013,"hib3_pct","observed",8499
"NG7BFL","NGA",2018,"hib3_pct","observed",10544
"NG7BFL","NGA",2014,"hib3_pct","observed",45164
"NG7BFL","NGA",2017,"pcv3_pct","observed",41227
"NG7BFL","NGA",2016,"pcv3_pct","observed",44559
"NG7BFL","NGA",2015,"pcv3_pct","observed",45279
"NG7BFL","NGA",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8499
"NG7BFL","NGA",2018,"pcv3_pct","observed",10544
"NG7BFL","NGA",2014,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",45164
"NG7BFL","NGA",2017,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",41227
"NG7BFL","NGA",2016,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",44559
"NG7BFL","NGA",2015,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",45279
"NG7BFL","NGA",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8499
"NG7BFL","NGA",2018,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",10544
"NG7BFL","NGA",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",45164
"NG8BFL","NGA",2023,"hib3_pct","observed",16759
"NG8BFL","NGA",2020,"hib3_pct","observed",38015
"NG8BFL","NGA",2021,"hib3_pct","observed",36326
"NG8BFL","NGA",2022,"hib3_pct","observed",35073
"NG8BFL","NGA",2019,"hib3_pct","observed",35272
"NG8BFL","NGA",2023,"pcv3_pct","observed",16759
"NG8BFL","NGA",2020,"pcv3_pct","observed",38015
"NG8BFL","NGA",2021,"pcv3_pct","observed",36326
"NG8BFL","NGA",2022,"pcv3_pct","observed",35073
"NG8BFL","NGA",2019,"pcv3_pct","observed",35272
"NG8BFL","NGA",2023,"rotavirus_pct","observed",16759
"NG8BFL","NGA",2020,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",38015
"NG8BFL","NGA",2021,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",36326
"NG8BFL","NGA",2022,"rotavirus_pct","observed",35073
"NG8BFL","NGA",2019,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",35272
"RW53FL","RWA",2002,"hib3_pct","observed",10641
"RW53FL","RWA",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",6551
"RW53FL","RWA",2003,"hib3_pct","observed",11157
"RW53FL","RWA",2004,"hib3_pct","observed",7799
"RW53FL","RWA",2005,"hib3_pct","observed",741
"RW53FL","RWA",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",10641
"RW53FL","RWA",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6551
"RW53FL","RWA",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11157
"RW53FL","RWA",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7799
"RW53FL","RWA",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",741
"RW53FL","RWA",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",10641
"RW53FL","RWA",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6551
"RW53FL","RWA",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11157
"RW53FL","RWA",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7799
"RW53FL","RWA",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",741
"RW5AFL","RWA",2006,"hib3_pct","observed",7310
"RW5AFL","RWA",2007,"hib3_pct","observed",3562
"RW5AFL","RWA",2005,"hib3_pct","observed",6821
"RW5AFL","RWA",2004,"hib3_pct","observed",6950
"RW5AFL","RWA",2003,"hib3_pct","observed",5554
"RW5AFL","RWA",2008,"hib3_pct","observed",131
"RW5AFL","RWA",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7310
"RW5AFL","RWA",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3562
"RW5AFL","RWA",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6821
"RW5AFL","RWA",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6950
"RW5AFL","RWA",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5554
"RW5AFL","RWA",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",131
"RW5AFL","RWA",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7310
"RW5AFL","RWA",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3562
"RW5AFL","RWA",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6821
"RW5AFL","RWA",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6950
"RW5AFL","RWA",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5554
"RW5AFL","RWA",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",131
"RW61FL","RWA",2010,"hib3_pct","observed",3708
"RW61FL","RWA",2006,"hib3_pct","observed",11932
"RW61FL","RWA",2007,"hib3_pct","observed",12182
"RW61FL","RWA",2008,"hib3_pct","observed",12396
"RW61FL","RWA",2009,"hib3_pct","observed",11878
"RW61FL","RWA",2005,"hib3_pct","observed",932
"RW61FL","RWA",2011,"hib3_pct","observed",49
"RW61FL","RWA",2010,"pcv3_pct","observed",3708
"RW61FL","RWA",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11932
"RW61FL","RWA",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12182
"RW61FL","RWA",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",12396
"RW61FL","RWA",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",11878
"RW61FL","RWA",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",932
"RW61FL","RWA",2011,"pcv3_pct","observed",49
"RW61FL","RWA",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3708
"RW61FL","RWA",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11932
"RW61FL","RWA",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12182
"RW61FL","RWA",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",12396
"RW61FL","RWA",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",11878
"RW61FL","RWA",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",932
"RW61FL","RWA",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",49
"RW70FL","RWA",2011,"hib3_pct","observed",10346
"RW70FL","RWA",2014,"hib3_pct","observed",4345
"RW70FL","RWA",2010,"hib3_pct","observed",9716
"RW70FL","RWA",2013,"hib3_pct","observed",10492
"RW70FL","RWA",2012,"hib3_pct","observed",10724
"RW70FL","RWA",2015,"hib3_pct","observed",76
"RW70FL","RWA",2011,"pcv3_pct","observed",10346
"RW70FL","RWA",2014,"pcv3_pct","observed",4345
"RW70FL","RWA",2010,"pcv3_pct","observed",9716
"RW70FL","RWA",2013,"pcv3_pct","observed",10492
"RW70FL","RWA",2012,"pcv3_pct","observed",10724
"RW70FL","RWA",2015,"pcv3_pct","observed",76
"RW70FL","RWA",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",10346
"RW70FL","RWA",2014,"rotavirus_pct","observed",4345
"RW70FL","RWA",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9716
"RW70FL","RWA",2013,"rotavirus_pct","observed",10492
"RW70FL","RWA",2012,"rotavirus_pct","observed",10724
"RW70FL","RWA",2015,"rotavirus_pct","observed",76
"RW81FL","RWA",2017,"hib3_pct","observed",10928
"RW81FL","RWA",2019,"hib3_pct","observed",5359
"RW81FL","RWA",2016,"hib3_pct","observed",10616
"RW81FL","RWA",2018,"hib3_pct","observed",10996
"RW81FL","RWA",2015,"hib3_pct","observed",8634
"RW81FL","RWA",2020,"hib3_pct","observed",290
"RW81FL","RWA",2014,"hib3_pct","observed",315
"RW81FL","RWA",2017,"pcv3_pct","observed",10928
"RW81FL","RWA",2019,"pcv3_pct","observed",5359
"RW81FL","RWA",2016,"pcv3_pct","observed",10616
"RW81FL","RWA",2018,"pcv3_pct","observed",10996
"RW81FL","RWA",2015,"pcv3_pct","observed",8634
"RW81FL","RWA",2020,"pcv3_pct","observed",290
"RW81FL","RWA",2014,"pcv3_pct","observed",315
"RW81FL","RWA",2017,"rotavirus_pct","observed",10928
"RW81FL","RWA",2019,"rotavirus_pct","observed",5359
"RW81FL","RWA",2016,"rotavirus_pct","observed",10616
"RW81FL","RWA",2018,"rotavirus_pct","observed",10996
"RW81FL","RWA",2015,"rotavirus_pct","observed",8634
"RW81FL","RWA",2020,"rotavirus_pct","observed",290
"RW81FL","RWA",2014,"rotavirus_pct","observed",315
"SN4AFL","SEN",2005,"hib3_pct","observed",728
"SN4AFL","SEN",2002,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13460
"SN4AFL","SEN",2000,"hib3_pct","not_observed:pre_series_assumed_not_introduced",9800
"SN4AFL","SEN",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",13924
"SN4AFL","SEN",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",8996
"SN4AFL","SEN",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",728
"SN4AFL","SEN",2002,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13460
"SN4AFL","SEN",2000,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9800
"SN4AFL","SEN",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",13924
"SN4AFL","SEN",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8996
"SN4AFL","SEN",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",728
"SN4AFL","SEN",2002,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13460
"SN4AFL","SEN",2000,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9800
"SN4AFL","SEN",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",13924
"SN4AFL","SEN",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8996
"SN5AFL","SEN",2007,"hib3_pct","observed",19688
"SN5AFL","SEN",2005,"hib3_pct","observed",20039
"SN5AFL","SEN",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",19378
"SN5AFL","SEN",2008,"hib3_pct","observed",6624
"SN5AFL","SEN",2006,"hib3_pct","observed",20197
"SN5AFL","SEN",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",1125
"SN5AFL","SEN",2009,"hib3_pct","observed",6
"SN5AFL","SEN",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",19688
"SN5AFL","SEN",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",20039
"SN5AFL","SEN",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",19378
"SN5AFL","SEN",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6624
"SN5AFL","SEN",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",20197
"SN5AFL","SEN",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",1125
"SN5AFL","SEN",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6
"SN5AFL","SEN",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",19688
"SN5AFL","SEN",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",20039
"SN5AFL","SEN",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",19378
"SN5AFL","SEN",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6624
"SN5AFL","SEN",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",20197
"SN5AFL","SEN",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",1125
"SN5AFL","SEN",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6
"SN61FL","SEN",2010,"hib3_pct","observed",6839
"SN61FL","SEN",2007,"hib3_pct","observed",15477
"SN61FL","SEN",2009,"hib3_pct","observed",15590
"SN61FL","SEN",2006,"hib3_pct","observed",14154
"SN61FL","SEN",2008,"hib3_pct","observed",15802
"SN61FL","SEN",2011,"hib3_pct","observed",202
"SN61FL","SEN",2005,"hib3_pct","observed",672
"SN61FL","SEN",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6839
"SN61FL","SEN",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",15477
"SN61FL","SEN",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",15590
"SN61FL","SEN",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",14154
"SN61FL","SEN",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",15802
"SN61FL","SEN",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",202
"SN61FL","SEN",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",672
"SN61FL","SEN",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6839
"SN61FL","SEN",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",15477
"SN61FL","SEN",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",15590
"SN61FL","SEN",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",14154
"SN61FL","SEN",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",15802
"SN61FL","SEN",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",202
"SN61FL","SEN",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",672
"SN6DFL","SEN",2009,"hib3_pct","observed",8674
"SN6DFL","SEN",2007,"hib3_pct","observed",505
"SN6DFL","SEN",2008,"hib3_pct","observed",7190
"SN6DFL","SEN",2010,"hib3_pct","observed",8898
"SN6DFL","SEN",2011,"hib3_pct","observed",8746
"SN6DFL","SEN",2012,"hib3_pct","observed",4267
"SN6DFL","SEN",2013,"hib3_pct","observed",226
"SN6DFL","SEN",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8674
"SN6DFL","SEN",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",505
"SN6DFL","SEN",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7190
"SN6DFL","SEN",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8898
"SN6DFL","SEN",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8746
"SN6DFL","SEN",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",4267
"SN6DFL","SEN",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",226
"SN6DFL","SEN",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8674
"SN6DFL","SEN",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",505
"SN6DFL","SEN",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7190
"SN6DFL","SEN",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8898
"SN6DFL","SEN",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8746
"SN6DFL","SEN",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4267
"SN6DFL","SEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",226
"SN71FL","SEN",2013,"hib3_pct","observed",6011
"SN71FL","SEN",2011,"hib3_pct","observed",8905
"SN71FL","SEN",2012,"hib3_pct","observed",9138
"SN71FL","SEN",2009,"hib3_pct","observed",5525
"SN71FL","SEN",2010,"hib3_pct","observed",8524
"SN71FL","SEN",2014,"hib3_pct","observed",763
"SN71FL","SEN",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6011
"SN71FL","SEN",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8905
"SN71FL","SEN",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9138
"SN71FL","SEN",2009,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5525
"SN71FL","SEN",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8524
"SN71FL","SEN",2014,"pcv3_pct","observed",763
"SN71FL","SEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6011
"SN71FL","SEN",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8905
"SN71FL","SEN",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9138
"SN71FL","SEN",2009,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5525
"SN71FL","SEN",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8524
"SN71FL","SEN",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",763
"SN7AFL","SEN",2012,"hib3_pct","observed",9235
"SN7AFL","SEN",2013,"hib3_pct","observed",9302
"SN7AFL","SEN",2015,"hib3_pct","observed",980
"SN7AFL","SEN",2011,"hib3_pct","observed",8810
"SN7AFL","SEN",2014,"hib3_pct","observed",6382
"SN7AFL","SEN",2010,"hib3_pct","observed",5448
"SN7AFL","SEN",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9235
"SN7AFL","SEN",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",9302
"SN7AFL","SEN",2015,"pcv3_pct","observed",980
"SN7AFL","SEN",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8810
"SN7AFL","SEN",2014,"pcv3_pct","observed",6382
"SN7AFL","SEN",2010,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5448
"SN7AFL","SEN",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9235
"SN7AFL","SEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9302
"SN7AFL","SEN",2015,"rotavirus_pct","observed",980
"SN7AFL","SEN",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8810
"SN7AFL","SEN",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6382
"SN7AFL","SEN",2010,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5448
"SN7IFL","SEN",2015,"hib3_pct","observed",6705
"SN7IFL","SEN",2013,"hib3_pct","observed",8985
"SN7IFL","SEN",2012,"hib3_pct","observed",8747
"SN7IFL","SEN",2016,"hib3_pct","observed",1058
"SN7IFL","SEN",2014,"hib3_pct","observed",8796
"SN7IFL","SEN",2011,"hib3_pct","observed",4531
"SN7IFL","SEN",2015,"pcv3_pct","observed",6705
"SN7IFL","SEN",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8985
"SN7IFL","SEN",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",8747
"SN7IFL","SEN",2016,"pcv3_pct","observed",1058
"SN7IFL","SEN",2014,"pcv3_pct","observed",8796
"SN7IFL","SEN",2011,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",4531
"SN7IFL","SEN",2015,"rotavirus_pct","observed",6705
"SN7IFL","SEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8985
"SN7IFL","SEN",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8747
"SN7IFL","SEN",2016,"rotavirus_pct","observed",1058
"SN7IFL","SEN",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",8796
"SN7IFL","SEN",2011,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",4531
"SN7ZFL","SEN",2016,"hib3_pct","observed",13679
"SN7ZFL","SEN",2014,"hib3_pct","observed",16244
"SN7ZFL","SEN",2012,"hib3_pct","observed",6042
"SN7ZFL","SEN",2015,"hib3_pct","observed",16297
"SN7ZFL","SEN",2013,"hib3_pct","observed",16237
"SN7ZFL","SEN",2017,"hib3_pct","observed",2786
"SN7ZFL","SEN",2016,"pcv3_pct","observed",13679
"SN7ZFL","SEN",2014,"pcv3_pct","observed",16244
"SN7ZFL","SEN",2012,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",6042
"SN7ZFL","SEN",2015,"pcv3_pct","observed",16297
"SN7ZFL","SEN",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",16237
"SN7ZFL","SEN",2017,"pcv3_pct","observed",2786
"SN7ZFL","SEN",2016,"rotavirus_pct","observed",13679
"SN7ZFL","SEN",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16244
"SN7ZFL","SEN",2012,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",6042
"SN7ZFL","SEN",2015,"rotavirus_pct","observed",16297
"SN7ZFL","SEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",16237
"SN7ZFL","SEN",2017,"rotavirus_pct","observed",2786
"SN81FL","SEN",2014,"hib3_pct","observed",9020
"SN81FL","SEN",2017,"hib3_pct","observed",7430
"SN81FL","SEN",2016,"hib3_pct","observed",8885
"SN81FL","SEN",2018,"hib3_pct","observed",1399
"SN81FL","SEN",2015,"hib3_pct","observed",9046
"SN81FL","SEN",2013,"hib3_pct","observed",3534
"SN81FL","SEN",2014,"pcv3_pct","observed",9020
"SN81FL","SEN",2017,"pcv3_pct","observed",7430
"SN81FL","SEN",2016,"pcv3_pct","observed",8885
"SN81FL","SEN",2018,"pcv3_pct","observed",1399
"SN81FL","SEN",2015,"pcv3_pct","observed",9046
"SN81FL","SEN",2013,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3534
"SN81FL","SEN",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",9020
"SN81FL","SEN",2017,"rotavirus_pct","observed",7430
"SN81FL","SEN",2016,"rotavirus_pct","observed",8885
"SN81FL","SEN",2018,"rotavirus_pct","observed",1399
"SN81FL","SEN",2015,"rotavirus_pct","observed",9046
"SN81FL","SEN",2013,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3534
"SN8BFL","SEN",2015,"hib3_pct","observed",7882
"SN8BFL","SEN",2016,"hib3_pct","observed",8074
"SN8BFL","SEN",2019,"hib3_pct","observed",1293
"SN8BFL","SEN",2018,"hib3_pct","observed",6648
"SN8BFL","SEN",2017,"hib3_pct","observed",8127
"SN8BFL","SEN",2014,"hib3_pct","observed",3308
"SN8BFL","SEN",2015,"pcv3_pct","observed",7882
"SN8BFL","SEN",2016,"pcv3_pct","observed",8074
"SN8BFL","SEN",2019,"pcv3_pct","observed",1293
"SN8BFL","SEN",2018,"pcv3_pct","observed",6648
"SN8BFL","SEN",2017,"pcv3_pct","observed",8127
"SN8BFL","SEN",2014,"pcv3_pct","observed",3308
"SN8BFL","SEN",2015,"rotavirus_pct","observed",7882
"SN8BFL","SEN",2016,"rotavirus_pct","observed",8074
"SN8BFL","SEN",2019,"rotavirus_pct","observed",1293
"SN8BFL","SEN",2018,"rotavirus_pct","observed",6648
"SN8BFL","SEN",2017,"rotavirus_pct","observed",8127
"SN8BFL","SEN",2014,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3308
"SN8SFL","SEN",2022,"hib3_pct","observed",9088
"SN8SFL","SEN",2019,"hib3_pct","observed",14301
"SN8SFL","SEN",2023,"hib3_pct","observed",694
"SN8SFL","SEN",2020,"hib3_pct","observed",14298
"SN8SFL","SEN",2018,"hib3_pct","observed",9680
"SN8SFL","SEN",2021,"hib3_pct","observed",13873
"SN8SFL","SEN",2022,"pcv3_pct","observed",9088
"SN8SFL","SEN",2019,"pcv3_pct","observed",14301
"SN8SFL","SEN",2023,"pcv3_pct","observed",694
"SN8SFL","SEN",2020,"pcv3_pct","observed",14298
"SN8SFL","SEN",2018,"pcv3_pct","observed",9680
"SN8SFL","SEN",2021,"pcv3_pct","observed",13873
"SN8SFL","SEN",2022,"rotavirus_pct","observed",9088
"SN8SFL","SEN",2019,"rotavirus_pct","observed",14301
"SN8SFL","SEN",2023,"rotavirus_pct","observed",694
"SN8SFL","SEN",2020,"rotavirus_pct","observed",14298
"SN8SFL","SEN",2018,"rotavirus_pct","observed",9680
"SN8SFL","SEN",2021,"rotavirus_pct","observed",13873
"SL51FL","SLE",2004,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7216
"SL51FL","SLE",2008,"hib3_pct","observed",568
"SL51FL","SLE",2007,"hib3_pct","observed",5974
"SL51FL","SLE",2005,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7077
"SL51FL","SLE",2003,"hib3_pct","not_observed:pre_series_assumed_not_introduced",3425
"SL51FL","SLE",2006,"hib3_pct","not_observed:pre_series_assumed_not_introduced",7025
"SL51FL","SLE",2004,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7216
"SL51FL","SLE",2008,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",568
"SL51FL","SLE",2007,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",5974
"SL51FL","SLE",2005,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7077
"SL51FL","SLE",2003,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",3425
"SL51FL","SLE",2006,"pcv3_pct","not_observed:pre_series_assumed_not_introduced",7025
"SL51FL","SLE",2004,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7216
"SL51FL","SLE",2008,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",568
"SL51FL","SLE",2007,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",5974
"SL51FL","SLE",2005,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7077
"SL51FL","SLE",2003,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",3425
"SL51FL","SLE",2006,"rotavirus_pct","not_observed:pre_series_assumed_not_introduced",7025
"SL61FL","SLE",2012,"hib3_pct","observed",13517
"SL61FL","SLE",2008,"hib3_pct","observed",5507
"SL61FL","SLE",2010,"hib3_pct","observed",15835
