"baseline","survey","country","variable","source","records","imputed_records","missing_records"
"eligible_MAP","ET41FL","ETH","dtp3_pct","retained_regional_estimate",468,0,0
"eligible_MAP","ET41FL","ETH","measles_pct","retained_regional_estimate",468,0,0
"previous_primary","ET51FL","ETH","dtp3_pct","retained_regional_estimate",43574,0,0
"previous_primary","ET51FL","ETH","measles_pct","retained_regional_estimate",43574,0,0
"eligible_MAP","ET51FL","ETH","dtp3_pct","retained_regional_estimate",57107,0,0
"eligible_MAP","ET51FL","ETH","measles_pct","retained_regional_estimate",57107,0,0
"previous_primary","ET61FL","ETH","dtp3_pct","retained_regional_estimate",68312,0,0
"previous_primary","ET61FL","ETH","measles_pct","retained_regional_estimate",68312,0,0
"eligible_MAP","ET61FL","ETH","dtp3_pct","retained_regional_estimate",68312,0,0
"eligible_MAP","ET61FL","ETH","measles_pct","retained_regional_estimate",68312,0,0
"previous_primary","ET71FL","ETH","dtp3_pct","retained_regional_estimate",62705,0,0
"previous_primary","ET71FL","ETH","measles_pct","retained_regional_estimate",62705,0,0
"eligible_MAP","ET71FL","ETH","dtp3_pct","retained_regional_estimate",62705,0,0
"eligible_MAP","ET71FL","ETH","measles_pct","retained_regional_estimate",62705,0,0
"previous_primary","ET81FL","ETH","dtp3_pct","retained_regional_estimate",33797,0,0
"previous_primary","ET81FL","ETH","measles_pct","retained_regional_estimate",33797,0,0
"eligible_MAP","ET81FL","ETH","dtp3_pct","retained_regional_estimate",33797,0,0
"eligible_MAP","ET81FL","ETH","measles_pct","retained_regional_estimate",33797,0,0
"previous_primary","ET8AFL","ETH","dtp3_pct","retained_regional_estimate",76674,0,0
"previous_primary","ET8AFL","ETH","measles_pct","retained_regional_estimate",76674,0,0
"eligible_MAP","ET8AFL","ETH","dtp3_pct","retained_regional_estimate",81174,0,0
"eligible_MAP","ET8AFL","ETH","measles_pct","retained_regional_estimate",81174,0,0
"eligible_MAP","GA41FL","GAB","dtp3_pct","retained_regional_estimate",1508,0,0
"eligible_MAP","GA41FL","GAB","measles_pct","retained_regional_estimate",1508,0,0
"previous_primary","GA61FL","GAB","dtp3_pct","retained_regional_estimate",28139,0,0
"previous_primary","GA61FL","GAB","dtp3_pct","UNICEF_WUENIC_country_year",5341,5341,0
"previous_primary","GA61FL","GAB","measles_pct","retained_regional_estimate",28139,0,0
"previous_primary","GA61FL","GAB","measles_pct","UNICEF_WUENIC_country_year",5341,5341,0
"eligible_MAP","GA61FL","GAB","dtp3_pct","retained_regional_estimate",28160,0,0
"eligible_MAP","GA61FL","GAB","dtp3_pct","UNICEF_WUENIC_country_year",5346,5346,0
"eligible_MAP","GA61FL","GAB","measles_pct","retained_regional_estimate",28160,0,0
"eligible_MAP","GA61FL","GAB","measles_pct","UNICEF_WUENIC_country_year",5346,5346,0
"previous_primary","GA71FL","GAB","dtp3_pct","retained_regional_estimate",36435,0,0
"previous_primary","GA71FL","GAB","measles_pct","retained_regional_estimate",36435,0,0
"eligible_MAP","GA71FL","GAB","dtp3_pct","retained_regional_estimate",36435,0,0
"eligible_MAP","GA71FL","GAB","measles_pct","retained_regional_estimate",36435,0,0
"previous_primary","GH4BFL","GHA","dtp3_pct","retained_regional_estimate",10476,0,0
"previous_primary","GH4BFL","GHA","measles_pct","retained_regional_estimate",10476,0,0
"eligible_MAP","GH4BFL","GHA","dtp3_pct","retained_regional_estimate",15353,0,0
"eligible_MAP","GH4BFL","GHA","measles_pct","retained_regional_estimate",15353,0,0
"previous_primary","GH5AFL","GHA","dtp3_pct","retained_regional_estimate",16700,0,0
"previous_primary","GH5AFL","GHA","measles_pct","retained_regional_estimate",16700,0,0
"eligible_MAP","GH5AFL","GHA","dtp3_pct","retained_regional_estimate",16772,0,0
"eligible_MAP","GH5AFL","GHA","measles_pct","retained_regional_estimate",16772,0,0
"previous_primary","GH72FL","GHA","dtp3_pct","retained_regional_estimate",33352,0,0
"previous_primary","GH72FL","GHA","measles_pct","retained_regional_estimate",33352,0,0
"eligible_MAP","GH72FL","GHA","dtp3_pct","retained_regional_estimate",33352,0,0
"eligible_MAP","GH72FL","GHA","measles_pct","retained_regional_estimate",33352,0,0
"previous_primary","GH8CFL","GHA","dtp3_pct","retained_regional_estimate",53731,0,0
"previous_primary","GH8CFL","GHA","measles_pct","retained_regional_estimate",53731,0,0
"eligible_MAP","GH8CFL","GHA","dtp3_pct","retained_regional_estimate",53731,0,0
"eligible_MAP","GH8CFL","GHA","measles_pct","retained_regional_estimate",53731,0,0
"previous_primary","GN52FL","GIN","dtp3_pct","retained_regional_estimate",27339,0,0
"previous_primary","GN52FL","GIN","measles_pct","retained_regional_estimate",27339,0,0
"eligible_MAP","GN52FL","GIN","dtp3_pct","retained_regional_estimate",35908,0,0
"eligible_MAP","GN52FL","GIN","measles_pct","retained_regional_estimate",35908,0,0
"previous_primary","GN62FL","GIN","dtp3_pct","retained_regional_estimate",39920,0,0
"previous_primary","GN62FL","GIN","measles_pct","retained_regional_estimate",39920,0,0
"eligible_MAP","GN62FL","GIN","dtp3_pct","retained_regional_estimate",39920,0,0
"eligible_MAP","GN62FL","GIN","measles_pct","retained_regional_estimate",39920,0,0
"previous_primary","GN71FL","GIN","dtp3_pct","retained_regional_estimate",46902,0,0
"previous_primary","GN71FL","GIN","measles_pct","retained_regional_estimate",46902,0,0
"eligible_MAP","GN71FL","GIN","dtp3_pct","retained_regional_estimate",46902,0,0
"eligible_MAP","GN71FL","GIN","measles_pct","retained_regional_estimate",46902,0,0
"previous_primary","GM61FL","GMB","dtp3_pct","retained_regional_estimate",44604,0,0
"previous_primary","GM61FL","GMB","measles_pct","retained_regional_estimate",44604,0,0
"eligible_MAP","GM61FL","GMB","dtp3_pct","retained_regional_estimate",44611,0,0
"eligible_MAP","GM61FL","GMB","measles_pct","retained_regional_estimate",44611,0,0
"previous_primary","GM81FL","GMB","dtp3_pct","retained_regional_estimate",49125,0,0
"previous_primary","GM81FL","GMB","measles_pct","retained_regional_estimate",49125,0,0
"eligible_MAP","GM81FL","GMB","dtp3_pct","retained_regional_estimate",49125,0,0
"eligible_MAP","GM81FL","GMB","measles_pct","retained_regional_estimate",49125,0,0
"previous_primary","KE42FL","KEN","dtp3_pct","retained_regional_estimate",13797,0,0
"previous_primary","KE42FL","KEN","measles_pct","retained_regional_estimate",13797,0,0
"eligible_MAP","KE42FL","KEN","dtp3_pct","retained_regional_estimate",21204,0,0
"eligible_MAP","KE42FL","KEN","measles_pct","retained_regional_estimate",21204,0,0
"previous_primary","KE52FL","KEN","dtp3_pct","retained_regional_estimate",34075,0,0
"previous_primary","KE52FL","KEN","measles_pct","retained_regional_estimate",34075,0,0
"eligible_MAP","KE52FL","KEN","dtp3_pct","retained_regional_estimate",34075,0,0
"eligible_MAP","KE52FL","KEN","measles_pct","retained_regional_estimate",34075,0,0
"previous_primary","KE72FL","KEN","dtp3_pct","retained_regional_estimate",127018,0,0
"previous_primary","KE72FL","KEN","measles_pct","retained_regional_estimate",127018,0,0
"eligible_MAP","KE72FL","KEN","dtp3_pct","retained_regional_estimate",127018,0,0
"eligible_MAP","KE72FL","KEN","measles_pct","retained_regional_estimate",127018,0,0
"previous_primary","KE8CFL","KEN","dtp3_pct","retained_regional_estimate",114518,0,0
"previous_primary","KE8CFL","KEN","measles_pct","retained_regional_estimate",114518,0,0
"eligible_MAP","KE8CFL","KEN","dtp3_pct","retained_regional_estimate",114518,0,0
"eligible_MAP","KE8CFL","KEN","measles_pct","retained_regional_estimate",114518,0,0
"eligible_MAP","LB51FL","LBR","dtp3_pct","retained_regional_estimate",31692,0,0
"eligible_MAP","LB51FL","LBR","measles_pct","retained_regional_estimate",31692,0,0
"eligible_MAP","LB5AFL","LBR","dtp3_pct","UNICEF_WUENIC_country_year",22821,22821,0
"eligible_MAP","LB5AFL","LBR","measles_pct","UNICEF_WUENIC_country_year",22821,22821,0
"eligible_MAP","LB6AFL","LBR","dtp3_pct","retained_regional_estimate",44084,0,0
"eligible_MAP","LB6AFL","LBR","measles_pct","retained_regional_estimate",44084,0,0
"eligible_MAP","LB7AFL","LBR","dtp3_pct","retained_regional_estimate",32887,0,0
"eligible_MAP","LB7AFL","LBR","measles_pct","retained_regional_estimate",32887,0,0
"previous_primary","MD42FL","MDG","dtp3_pct","retained_regional_estimate",17463,0,0
"previous_primary","MD42FL","MDG","measles_pct","retained_regional_estimate",17463,0,0
"eligible_MAP","MD42FL","MDG","dtp3_pct","retained_regional_estimate",24494,0,0
"eligible_MAP","MD42FL","MDG","measles_pct","retained_regional_estimate",24494,0,0
"previous_primary","MD51FL","MDG","dtp3_pct","retained_regional_estimate",73105,0,0
"previous_primary","MD51FL","MDG","measles_pct","retained_regional_estimate",73105,0,0
"eligible_MAP","MD51FL","MDG","dtp3_pct","retained_regional_estimate",73129,0,0
"eligible_MAP","MD51FL","MDG","measles_pct","retained_regional_estimate",73129,0,0
"previous_primary","MD81FL","MDG","dtp3_pct","retained_regional_estimate",71503,0,0
"previous_primary","MD81FL","MDG","measles_pct","retained_regional_estimate",71503,0,0
"eligible_MAP","MD81FL","MDG","dtp3_pct","retained_regional_estimate",71503,0,0
"eligible_MAP","MD81FL","MDG","measles_pct","retained_regional_estimate",71503,0,0
"eligible_MAP","ML41FL","MLI","dtp3_pct","retained_regional_estimate",8987,0,0
"eligible_MAP","ML41FL","MLI","measles_pct","retained_regional_estimate",8987,0,0
"previous_primary","ML53FL","MLI","dtp3_pct","retained_regional_estimate",71228,0,0
"previous_primary","ML53FL","MLI","measles_pct","retained_regional_estimate",71228,0,0
"eligible_MAP","ML53FL","MLI","dtp3_pct","retained_regional_estimate",77894,0,0
"eligible_MAP","ML53FL","MLI","measles_pct","retained_regional_estimate",77894,0,0
"previous_primary","ML6AFL","MLI","dtp3_pct","retained_regional_estimate",58732,0,0
"previous_primary","ML6AFL","MLI","measles_pct","retained_regional_estimate",58732,0,0
"eligible_MAP","ML6AFL","MLI","dtp3_pct","retained_regional_estimate",58732,0,0
"eligible_MAP","ML6AFL","MLI","measles_pct","retained_regional_estimate",58732,0,0
"previous_primary","ML7AFL","MLI","dtp3_pct","retained_regional_estimate",56215,0,0
"previous_primary","ML7AFL","MLI","measles_pct","retained_regional_estimate",56215,0,0
"eligible_MAP","ML7AFL","MLI","dtp3_pct","retained_regional_estimate",56215,0,0
"eligible_MAP","ML7AFL","MLI","measles_pct","retained_regional_estimate",56215,0,0
"previous_primary","ML8AFL","MLI","dtp3_pct","retained_regional_estimate",87405,0,0
"previous_primary","ML8AFL","MLI","dtp3_pct","UNICEF_WUENIC_country_year",1171,1171,0
"previous_primary","ML8AFL","MLI","measles_pct","retained_regional_estimate",87405,0,0
"previous_primary","ML8AFL","MLI","measles_pct","UNICEF_WUENIC_country_year",1171,1171,0
"eligible_MAP","ML8AFL","MLI","dtp3_pct","retained_regional_estimate",87515,0,0
"eligible_MAP","ML8AFL","MLI","dtp3_pct","UNICEF_WUENIC_country_year",1174,1174,0
"eligible_MAP","ML8AFL","MLI","measles_pct","retained_regional_estimate",87515,0,0
"eligible_MAP","ML8AFL","MLI","measles_pct","UNICEF_WUENIC_country_year",1174,1174,0
"previous_primary","MZ41FL","MOZ","dtp3_pct","retained_regional_estimate",28619,0,0
"previous_primary","MZ41FL","MOZ","measles_pct","retained_regional_estimate",28619,0,0
"eligible_MAP","MZ41FL","MOZ","dtp3_pct","retained_regional_estimate",41212,0,0
"eligible_MAP","MZ41FL","MOZ","measles_pct","retained_regional_estimate",41212,0,0
"previous_primary","MZ62FL","MOZ","dtp3_pct","retained_regional_estimate",60470,0,0
"previous_primary","MZ62FL","MOZ","measles_pct","retained_regional_estimate",60470,0,0
"eligible_MAP","MZ62FL","MOZ","dtp3_pct","retained_regional_estimate",60470,0,0
"eligible_MAP","MZ62FL","MOZ","measles_pct","retained_regional_estimate",60470,0,0
"previous_primary","MZ81FL","MOZ","dtp3_pct","retained_regional_estimate",52833,0,0
"previous_primary","MZ81FL","MOZ","measles_pct","retained_regional_estimate",52833,0,0
"eligible_MAP","MZ81FL","MOZ","dtp3_pct","retained_regional_estimate",52833,0,0
"eligible_MAP","MZ81FL","MOZ","measles_pct","retained_regional_estimate",52833,0,0
"previous_primary","MR71FL","MRT","dtp3_pct","retained_regional_estimate",65292,0,0
"previous_primary","MR71FL","MRT","measles_pct","retained_regional_estimate",65292,0,0
"eligible_MAP","MR71FL","MRT","dtp3_pct","retained_regional_estimate",65366,0,0
"eligible_MAP","MR71FL","MRT","measles_pct","retained_regional_estimate",65366,0,0
"eligible_MAP","MW41FL","MWI","dtp3_pct","retained_regional_estimate",3157,0,0
"eligible_MAP","MW41FL","MWI","measles_pct","retained_regional_estimate",3157,0,0
"previous_primary","MW4EFL","MWI","dtp3_pct","retained_regional_estimate",42835,0,0
"previous_primary","MW4EFL","MWI","measles_pct","retained_regional_estimate",42835,0,0
"eligible_MAP","MW4EFL","MWI","dtp3_pct","retained_regional_estimate",55293,0,0
"eligible_MAP","MW4EFL","MWI","measles_pct","retained_regional_estimate",55293,0,0
"previous_primary","MW61FL","MWI","dtp3_pct","retained_regional_estimate",114288,0,0
"previous_primary","MW61FL","MWI","measles_pct","retained_regional_estimate",114288,0,0
"eligible_MAP","MW61FL","MWI","dtp3_pct","retained_regional_estimate",114288,0,0
"eligible_MAP","MW61FL","MWI","measles_pct","retained_regional_estimate",114288,0,0
"previous_primary","MW7AFL","MWI","dtp3_pct","retained_regional_estimate",102346,0,0
"previous_primary","MW7AFL","MWI","measles_pct","retained_regional_estimate",102346,0,0
"eligible_MAP","MW7AFL","MWI","dtp3_pct","retained_regional_estimate",102346,0,0
"eligible_MAP","MW7AFL","MWI","measles_pct","retained_regional_estimate",102346,0,0
"previous_primary","MW81FL","MWI","dtp3_pct","retained_regional_estimate",67742,0,0
"previous_primary","MW81FL","MWI","measles_pct","retained_regional_estimate",67742,0,0
"eligible_MAP","MW81FL","MWI","dtp3_pct","retained_regional_estimate",69348,0,0
"eligible_MAP","MW81FL","MWI","measles_pct","retained_regional_estimate",69348,0,0
"eligible_MAP","NM41FL","NAM","dtp3_pct","retained_regional_estimate",1266,0,0
"eligible_MAP","NM41FL","NAM","measles_pct","retained_regional_estimate",1266,0,0
"previous_primary","NM51FL","NAM","dtp3_pct","retained_regional_estimate",26166,0,0
"previous_primary","NM51FL","NAM","measles_pct","retained_regional_estimate",26166,0,0
"eligible_MAP","NM51FL","NAM","dtp3_pct","retained_regional_estimate",26318,0,0
"eligible_MAP","NM51FL","NAM","measles_pct","retained_regional_estimate",26318,0,0
"previous_primary","NM61FL","NAM","dtp3_pct","retained_regional_estimate",24181,0,0
"previous_primary","NM61FL","NAM","measles_pct","retained_regional_estimate",24181,0,0
"eligible_MAP","NM61FL","NAM","dtp3_pct","retained_regional_estimate",24195,0,0
"eligible_MAP","NM61FL","NAM","measles_pct","retained_regional_estimate",24195,0,0
"previous_primary","NI51FL","NER","dtp3_pct","retained_regional_estimate",43179,0,0
"previous_primary","NI51FL","NER","measles_pct","retained_regional_estimate",43179,0,0
"eligible_MAP","NI51FL","NER","dtp3_pct","retained_regional_estimate",52153,0,0
"eligible_MAP","NI51FL","NER","measles_pct","retained_regional_estimate",52153,0,0
"previous_primary","NI61FL","NER","dtp3_pct","retained_regional_estimate",72981,0,0
"previous_primary","NI61FL","NER","measles_pct","retained_regional_estimate",72981,0,0
"eligible_MAP","NI61FL","NER","dtp3_pct","retained_regional_estimate",73120,0,0
"eligible_MAP","NI61FL","NER","measles_pct","retained_regional_estimate",73120,0,0
"previous_primary","NG4BFL","NGA","dtp3_pct","retained_regional_estimate",13794,0,0
"previous_primary","NG4BFL","NGA","measles_pct","retained_regional_estimate",13794,0,0
"eligible_MAP","NG4BFL","NGA","dtp3_pct","retained_regional_estimate",20997,0,0
"eligible_MAP","NG4BFL","NGA","measles_pct","retained_regional_estimate",20997,0,0
"previous_primary","NG53FL","NGA","dtp3_pct","retained_regional_estimate",156922,0,0
"previous_primary","NG53FL","NGA","measles_pct","retained_regional_estimate",156922,0,0
"eligible_MAP","NG53FL","NGA","dtp3_pct","retained_regional_estimate",157016,0,0
"eligible_MAP","NG53FL","NGA","measles_pct","retained_regional_estimate",157016,0,0
"previous_primary","NG61FL","NGA","dtp3_pct","UNICEF_WUENIC_country_year",31888,31888,0
"previous_primary","NG61FL","NGA","measles_pct","UNICEF_WUENIC_country_year",31888,31888,0
"eligible_MAP","NG61FL","NGA","dtp3_pct","UNICEF_WUENIC_country_year",32266,32266,0
"eligible_MAP","NG61FL","NGA","measles_pct","UNICEF_WUENIC_country_year",32266,32266,0
"previous_primary","NG6AFL","NGA","dtp3_pct","retained_regional_estimate",177691,0,0
"previous_primary","NG6AFL","NGA","measles_pct","retained_regional_estimate",177691,0,0
"eligible_MAP","NG6AFL","NGA","dtp3_pct","retained_regional_estimate",177779,0,0
"eligible_MAP","NG6AFL","NGA","measles_pct","retained_regional_estimate",177779,0,0
"previous_primary","NG7BFL","NGA","dtp3_pct","retained_regional_estimate",195272,0,0
"previous_primary","NG7BFL","NGA","measles_pct","retained_regional_estimate",195272,0,0
"eligible_MAP","NG7BFL","NGA","dtp3_pct","retained_regional_estimate",195272,0,0
"eligible_MAP","NG7BFL","NGA","measles_pct","retained_regional_estimate",195272,0,0
"previous_primary","NG8BFL","NGA","dtp3_pct","retained_regional_estimate",161445,0,0
"previous_primary","NG8BFL","NGA","measles_pct","retained_regional_estimate",161445,0,0
"eligible_MAP","NG8BFL","NGA","dtp3_pct","retained_regional_estimate",162020,0,0
"eligible_MAP","NG8BFL","NGA","measles_pct","retained_regional_estimate",162020,0,0
"eligible_MAP","RW41FL","RWA","dtp3_pct","retained_regional_estimate",2196,0,0
"eligible_MAP","RW41FL","RWA","measles_pct","retained_regional_estimate",2196,0,0
"previous_primary","RW53FL","RWA","dtp3_pct","retained_regional_estimate",36889,0,0
"previous_primary","RW53FL","RWA","measles_pct","retained_regional_estimate",36889,0,0
"eligible_MAP","RW53FL","RWA","dtp3_pct","retained_regional_estimate",46547,0,0
"eligible_MAP","RW53FL","RWA","measles_pct","retained_regional_estimate",46547,0,0
"previous_primary","RW5AFL","RWA","dtp3_pct","retained_regional_estimate",30328,0,0
"previous_primary","RW5AFL","RWA","measles_pct","retained_regional_estimate",30328,0,0
"eligible_MAP","RW5AFL","RWA","dtp3_pct","retained_regional_estimate",30338,0,0
"eligible_MAP","RW5AFL","RWA","measles_pct","retained_regional_estimate",30338,0,0
"previous_primary","RW61FL","RWA","dtp3_pct","retained_regional_estimate",53077,0,0
"previous_primary","RW61FL","RWA","measles_pct","retained_regional_estimate",53077,0,0
"eligible_MAP","RW61FL","RWA","dtp3_pct","retained_regional_estimate",53077,0,0
"eligible_MAP","RW61FL","RWA","measles_pct","retained_regional_estimate",53077,0,0
"previous_primary","RW70FL","RWA","dtp3_pct","retained_regional_estimate",45699,0,0
"previous_primary","RW70FL","RWA","measles_pct","retained_regional_estimate",45699,0,0
"eligible_MAP","RW70FL","RWA","dtp3_pct","retained_regional_estimate",45739,0,0
"eligible_MAP","RW70FL","RWA","measles_pct","retained_regional_estimate",45739,0,0
"previous_primary","RW81FL","RWA","dtp3_pct","retained_regional_estimate",47138,0,0
"previous_primary","RW81FL","RWA","measles_pct","retained_regional_estimate",47138,0,0
"eligible_MAP","RW81FL","RWA","dtp3_pct","retained_regional_estimate",47138,0,0
"eligible_MAP","RW81FL","RWA","measles_pct","retained_regional_estimate",47138,0,0
"previous_primary","SN4AFL","SEN","dtp3_pct","retained_regional_estimate",46908,0,0
"previous_primary","SN4AFL","SEN","measles_pct","retained_regional_estimate",46908,0,0
"eligible_MAP","SN4AFL","SEN","dtp3_pct","retained_regional_estimate",59928,0,0
"eligible_MAP","SN4AFL","SEN","measles_pct","retained_regional_estimate",59928,0,0
