"svkey","regkey","imp_water","year","Value"
"BF81FL","nord",63.4750136788618,2021,63.8
"BF81FL","plateaucentral",94.6706404755,2021,96.4
"BF81FL","sahel",79.4911045209821,2021,83.1
"BF81FL","sudouest",76.511318423559,2021,80.3
"BJ41FL","atacoradonga",20.3805152482723,2001,40.2
"BJ41FL","atlantique",78.4266600462125,2001,63
"BJ41FL","borgoualibori",32.3046330747883,2001,52.8
"BJ41FL","monocouffo",33.6217856735796,2001,54.8
"BJ41FL","zoucollines",69.2567709555203,2001,77.2
"BJ51FL","alibori",59.0972874621212,2006,59
"BJ51FL","atacora",46.0771921827504,2006,47.8
"BJ51FL","atlantique",70.2243156770599,2006,70.5
"BJ51FL","borgou",68.43233146073,2006,71
"BJ51FL","collines",76.0394850885001,2006,78.3
"BJ51FL","couffo",67.7865542679813,2006,68.1
"BJ51FL","donga",41.7149258576521,2006,40.4
"BJ51FL","mono",62.82176206372,2006,64.1
"BJ51FL","oueme",67.5658054833808,2006,69.1
"BJ51FL","plateau",75.7427366469935,2006,77.5
"BJ51FL","zou",69.1996380768817,2006,71.8
"BJ61FL","alibori",57.4327006237975,2012,58.7
"BJ61FL","atacora",69.8235785062976,2012,68.3
"BJ61FL","atlantique",75.6114173613656,2012,75.6
"BJ61FL","borgou",69.270904068718,2012,72
"BJ61FL","collines",86.594478719767,2012,86.4
"BJ61FL","couffo",77.4575073695115,2012,77.9
"BJ61FL","donga",60.3545460404245,2012,60.9
"BJ61FL","mono",80.2219264562186,2012,78.6
"BJ61FL","oueme",78.7774290222071,2012,78.5
"BJ61FL","plateau",80.7798744466766,2012,82.8
"BJ61FL","zou",75.2007400900175,2012,74.7
"BJ71FL","alibori",36.621143010248,2017,38.5
"BJ71FL","atacora",59.8659960429512,2017,62.6
"BJ71FL","borgou",64.3944341956724,2017,65.9
"BJ71FL","collines",83.3606653841069,2017,84.3
"BJ71FL","couffo",62.6035955214504,2017,63.2
"BJ71FL","donga",48.6404066869526,2017,46.7
"BJ71FL","mono",77.2497434320877,2017,77
"BJ71FL","oueme",83.1379906840259,2017,82.9
"BJ71FL","plateau",76.467879024126,2017,77.4
"BJ71FL","zou",77.1977383113465,2017,80.6
"BU61FL","bujumburamairie",88.9449346132287,2010,89.2
"BU61FL","north",81.3071688524727,2010,81.3
"BU61FL","south",68.0471579614187,2010,68.1
"BU61FL","west",64.3210645903857,2010,64.9
"BU71FL","bubanza",77.3297757359379,2016,78.1
"BU71FL","bujumburamairie",96.8589457374045,2016,98.4
"BU71FL","bujumburarural",91.938652523586,2016,91.9
"BU71FL","bururi",70.9377073380068,2016,73.8
"BU71FL","cankuzo",66.6511802577585,2016,67.3
"BU71FL","cibitoke",79.7269599629279,2016,80.7
"BU71FL","gitega",77.7809411405218,2016,77.9
"BU71FL","karusi",93.1754761386039,2016,93.6
"BU71FL","kayanza",96.0602522758472,2016,95.9
"BU71FL","kirundo",77.141132035145,2016,76.3
"BU71FL","makamba",85.4047068184371,2016,85.2
"BU71FL","muramvya",95.0735791331444,2016,95.4
"BU71FL","muyinga",81.2589641745575,2016,81.3
"BU71FL","mwaro",90.1641379854947,2016,89.9
"BU71FL","ngozi",84.7234058652956,2016,84.6
"BU71FL","rumonge",82.2206647397232,2016,82.2
"BU71FL","rutana",53.3593238974032,2016,54.4
"BU71FL","ruyigi",73.1249647046601,2016,71.8
"CD51FL","bandundu",30.0273816889168,2007,33.7
"CD51FL","bascongo",51.4023701254436,2007,52.2
"CD51FL","equateur",11.6749295735601,2007,12.1
"CD51FL","kasaioccident",24.2024383811275,2007,24.7
"CD51FL","kasaioriental",65.7166859238383,2007,67
"CD51FL","katanga",46.7147574787609,2007,49
"CD51FL","kinshasa",91.9452492591784,2007,92.4
"CD51FL","maniema",43.7949708821677,2007,43.3
"CD51FL","nordkivu",72.0152139983748,2007,74.9
"CD51FL","orientale",35.46334875266,2007,32.9
"CD51FL","sudkivu",62.7763989167037,2007,60.5
"CD61FL","bandundu",28.3941932743398,2013,27.6
"CD61FL","bascongo",60.4494907654945,2013,61.1
"CD61FL","equateur",21.1577962106767,2013,21.4
"CD61FL","kasaioriental",38.5330988254377,2013,38.8
"CD61FL","katanga",47.4837739047159,2013,46.4
"CD61FL","kinshasa",97.0870950629199,2013,99
"CD61FL","maniema",64.0727397943332,2013,63.8
"CD61FL","nordkivu",79.2548508529068,2013,82
"CD61FL","orientale",48.6300491507314,2013,47.8
"CD61FL","sudkivu",71.6354157168827,2013,71.7
"CD81FL","basuele",31.2246285543354,2023,29.1
"CD81FL","equateur",25.5929623683852,2023,22
"CD81FL","hautkatanga",87.517372713915,2023,88
"CD81FL","hautuele",46.6742255469874,2023,42.1
"CD81FL","ituri",44.8782637482282,2023,48.3
"CD81FL","kasai",24.454868372064,2023,22.8
"CD81FL","kasaicentral",40.8617882388617,2023,41.7
"CD81FL","kasaioriental",85.0909682353736,2023,57.4
"CD81FL","kinshasa",98.5201571272493,2023,99.7
"CD81FL","kwango",4.04550557518769,2023,4.7
"CD81FL","kwilu",33.4552210956062,2023,35.8
"CD81FL","lualaba",39.939938545342,2023,39
"CD81FL","maindombe",27.3584334198435,2023,28.2
"CD81FL","maniema",32.1503166298279,2023,33.8
"CD81FL","mongala",13.3285310066331,2023,14
"CD81FL","nordkivu",79.3211022889114,2023,85
"CD81FL","nordubangi",48.1734398864001,2023,48
"CD81FL","sankuru",5.78265969346251,2023,6.2
"CD81FL","sudkivu",59.8370167239803,2023,59.6
"CD81FL","sudubangi",20.3597190564109,2023,21.7
"CD81FL","tshopo",42.304431724185,2023,40.9
"CD81FL","tshuapa",2.29883110817329,2023,2.3
"CG61FL","bouenza",54.8800883883334,2011,52.9
"CG61FL","cuvette",56.8879011693932,2011,60.6
"CG61FL","cuvetteouest",20.2800141415848,2011,20.1
"CG61FL","kouilou",33.1540926169834,2011,34.1
"CG61FL","lekoumou",44.8973696321331,2011,44.9
"CG61FL","likouala",52.7543668604343,2011,52.6
"CG61FL","niari",53.0881294962005,2011,49.9
"CG61FL","plateaux",47.8316447642093,2011,48
"CG61FL","pool",44.5111368826849,2011,44
"CG61FL","sangha",49.7688156246984,2011,50
"CI62FL","abidjan",98.8036109349884,2012,99
"CI81FL","abidjan",96.3506315600158,2021,99
"CI81FL","bassassandra",67.8625678262958,2021,69.8
"CI81FL","comoe",79.6825770374321,2021,83.6
"CI81FL","denguele",88.0270235861261,2021,89.5
"CI81FL","gohdjiboua",76.3324118049982,2021,79.7
"CI81FL","lacs",86.6926873754579,2021,88
"CI81FL","lagunes",77.237592001754,2021,80.6
"CI81FL","montagnes",62.358809244308,2021,63.7
"CI81FL","sassandramarahoue",75.7644781980776,2021,79
"CI81FL","savanes",84.7985229119417,2021,87.9
"CI81FL","valleedubandama",91.3729301533122,2021,95
"CI81FL","woroba",73.5541910051672,2021,74.7
"CI81FL","yamoussoukro",93.3281681504979,2021,97.1
"CI81FL","zanzan",82.3371235013944,2021,87.3
"CM44FL","centre",43.142171967844,2004,62.9
"CM44FL","douala",15.7258064516128,2004,85.2
"CM44FL","littoral",34.3534765558069,2004,68.2
"CM44FL","yaounde",8.40517241379316,2004,96.6
"CM61FL","centre",70.1204637723826,2011,74.1
"CM61FL","douala",96.2376964870881,2011,99
"CM61FL","littoral",69.8298689725559,2011,74.2
"CM61FL","yaounde",96.331099302766,2011,98.3
"CM71FL","centre",63.2319710957473,2018,68.6
"CM71FL","douala",97.3902442514836,2018,99.9
"CM71FL","littoral",83.8632231716741,2018,87.6
"CM71FL","yaounde",96.2925114994328,2018,98.2
"ET41FL","addisababa",95.9225584067045,2000,98.4
"ET41FL","amhara",9.89191534616259,2000,17.7
"ET41FL","benishangulgumuz",4.21136204503633,2000,27.1
"ET41FL","diredawa",78.8594601901407,2000,84.2
"ET41FL","gambela",17.5418867583597,2000,36.3
"ET41FL","harari",50.4833168084644,2000,64.6
"ET41FL","somali",14.556996336034,2000,24.2
"ET41FL","tigray",20.9762615999688,2000,40.5
"ET51FL","addisababa",97.3684620225108,2005,99.4
"ET51FL","amhara",60.5266189581753,2005,62.5
"ET51FL","benishangulgumuz",56.148082348739,2005,57.4
"ET51FL","diredawa",90.5845393269602,2005,93.8
"ET51FL","gambela",56.7562160970857,2005,58
"ET51FL","harari",79.0847562718412,2005,85.1
"ET51FL","somali",30.6920214231477,2005,33.6
"ET51FL","tigray",69.3678261278619,2005,71.6
"ET61FL","addisababa",99.0336571267969,2011,100
"ET61FL","amhara",54.279048610461,2011,56.5
"ET61FL","benishangulgumuz",54.548049530867,2011,56.8
"ET61FL","diredawa",83.1672962246793,2011,87.6
"ET61FL","gambela",66.5401271500654,2011,67.8
"ET61FL","harari",79.0557135188293,2011,87.6
"ET61FL","somali",46.5779113396106,2011,61.8
"ET61FL","tigray",65.1291240351889,2011,68.8
"ET71FL","addisababa",97.6299758675365,2016,99.6
"ET71FL","amhara",59.2446705379618,2016,64.4
"ET71FL","benishangulgumuz",81.1942956287669,2016,82.3
"ET71FL","diredawa",84.8843048480578,2016,90.5
"ET71FL","gambela",81.9842655075426,2016,84.7
"ET71FL","harari",78.9199916048342,2016,83.4
"ET71FL","somali",40.1341477472873,2016,48
"ET71FL","tigray",76.3365643681758,2016,77.2
"ET81FL","addisababa",95.9863604644509,2019,98.7
"ET81FL","afar",49.8214286635632,2019,54.3
"ET81FL","amhara",66.9723644668622,2019,67.4
"ET81FL","benishangulgumuz",83.2428996041672,2019,84.9
"ET81FL","diredawa",85.1793141291851,2019,88.1
"ET81FL","gambela",67.4947623854443,2019,72
"ET81FL","harari",86.8042999426908,2019,87.8
"ET81FL","oromia",66.0668131762733,2019,64.9
"ET81FL","snnpr",72.1901104268047,2019,71.6
"ET81FL","somali",39.479560681084,2019,48.8
"ET81FL","tigray",76.7342220638167,2019,78
"ET8AFL","addisababa",83.2250632305244,2024,98.5
"ET8AFL","afar",38.8249634446211,2024,47.3
"ET8AFL","amhara",83.4948569842955,2024,85.8
"ET8AFL","benishangulgumuz",84.0696008406521,2024,85.3
"ET8AFL","centralethiopia",77.5999181624104,2024,78.3
"ET8AFL","diredawa",75.1789946633337,2024,93.6
"ET8AFL","harari",70.1063962908206,2024,85.2
"ET8AFL","oromia",68.1888046492568,2024,70.6
"ET8AFL","sidama",67.4921548737063,2024,70.5
"ET8AFL","somali",36.4173160502882,2024,49.9
"ET8AFL","southethiopia",62.4452084361632,2024,62.4
"ET8AFL","southwestethiopia",47.0264756978482,2024,46.1
"ET8AFL","tigray",75.1965711906032,2024,74.5
"GA41FL","east",72.1321867536293,2000,64.6
"GA41FL","librevilleportgentil",99.6966632962588,2000,99.7
"GA41FL","north",43.8590110989659,2000,44.7
"GA41FL","south",65.1583872370439,2000,61.1
"GA41FL","west",67.0770528785794,2000,59.5
"GA61FL","hautogooue",88.6814182361857,2012,88.7
"GA61FL","moyenogooue",82.5025957804965,2012,77.5
"GA61FL","ngounie",75.9984282069486,2012,87.8
"GA61FL","nyanga",81.4619849968289,2012,75.8
"GA61FL","ogooueivindo",71.5061670626792,2012,74.8
"GA61FL","ogoouelolo",72.51113536052,2012,73.3
"GA61FL","woleuntem",78.6064998373719,2012,92.8
"GA71FL","hautogooue",93.5774809299813,2019,90.9
"GA71FL","moyenogooue",84.0277968734829,2019,77.5
"GA71FL","ngounie",85.8652540480126,2019,81.4
"GA71FL","nyanga",84.4896196980089,2019,78.8
"GA71FL","ogooueivindo",58.2424413681719,2019,59.3
"GA71FL","ogoouelolo",71.5558087977124,2019,67.3
"GA71FL","portgentil",98.1244449808034,2019,99.9
"GA71FL","woleuntem",79.8511608071366,2019,78.9
"GH4BFL","ashanti",70.9174478080789,2003,72
"GH4BFL","brongahafo",65.3469687455938,2003,69
"GH4BFL","central",56.5411587382639,2003,68.6
"GH4BFL","eastern",60.5663648632007,2003,63.1
"GH4BFL","greateraccra",81.642979742628,2003,93.8
"GH4BFL","uppereast",65.2897368180135,2003,66
"GH4BFL","upperwest",69.0345693355106,2003,67.9
"GH5AFL","ashanti",94.3526600634328,2008,94.7
"GH5AFL","brongahafo",78.3929798126545,2008,78.6
"GH5AFL","central",84.9149394578159,2008,93.4
"GH5AFL","eastern",85.6756607908993,2008,85.4
"GH5AFL","greateraccra",97.6528192034991,2008,99.2
"GH5AFL","uppereast",95.848897631138,2008,96.2
"GH5AFL","upperwest",97.180217302647,2008,95.8
"GH72FL","ashanti",93.2589060911024,2014,94.7
"GH72FL","brongahafo",84.344257785381,2014,87.9
"GH72FL","central",86.4266102659436,2014,90.5
"GH72FL","eastern",79.9761010904817,2014,82.4
"GH72FL","greateraccra",97.2040199922554,2014,98.8
"GH72FL","uppereast",88.9034005898774,2014,89.7
"GH72FL","upperwest",93.0362379740977,2014,95.9
"GH8CFL","ahafo",83.5342617067152,2022,83.3
"GH8CFL","ashanti",95.3577438409714,2022,96.8
"GH8CFL","bono",91.2819238739101,2022,92.2
"GH8CFL","bonoeast",82.2819301497931,2022,86.4
"GH8CFL","central",89.9017005887419,2022,91.8
"GH8CFL","eastern",87.9755728099713,2022,88.7
"GH8CFL","greateraccra",98.2289869527732,2022,98.5
"GH8CFL","northeast",57.9847836533786,2022,59.3
"GH8CFL","oti",63.3283190882931,2022,66.9
"GH8CFL","savannah",58.3747241271221,2022,61.9
"GH8CFL","uppereast",95.5973121738071,2022,96.8
"GH8CFL","upperwest",96.7603311687715,2022,97.9
"GH8CFL","westernnorth",82.778951580042,2022,83.4
"GM61FL","banjul",99.0093579952233,2013,98.9
"GM61FL","basse",92.2362797705601,2013,92.7
"GM61FL","brikama",86.8765705842337,2013,87.2
"GM61FL","janjanbureh",77.5572237160436,2013,80.8
"GM61FL","kanifing",98.4240650501959,2013,98.5
"GM61FL","kerewan",88.5002786727136,2013,89.7
"GM61FL","kuntaur",82.6733815945652,2013,82
"GM61FL","mansakonko",95.8291154711726,2013,96.8
"GM81FL","banjul",99.0819543613957,2019,100
"GM81FL","basse",95.956056243635,2019,97.4
"GM81FL","brikama",90.1249629691428,2019,92.4
"GM81FL","janjanbureh",86.3160117991471,2019,87.8
"GM81FL","kanifing",99.516910674702,2019,100
"GM81FL","kerewan",94.960810107654,2019,96.6
"GM81FL","kuntaur",87.3300599546912,2019,89.9
"GM81FL","mansakonko",89.64774351955,2019,92.4
"GN52FL","boke",20.9682148820793,2005,50.3
"GN52FL","conakry",93.4377340317592,2005,96.4
"GN52FL","conakry",93.4377340317592,2005,96.4
"GN52FL","faranah",21.4605918441013,2005,67
"GN52FL","kankan",17.7904277521591,2005,79.6
"GN52FL","kindia",20.9890116843832,2005,56.8
"GN52FL","labe",9.25018604137643,2005,53.7
"GN52FL","mamou",18.4481039427836,2005,48.1
"GN52FL","nzerekore",17.1398498232718,2005,45.6
"GN62FL","boke",71.1244205218044,2012,70.2
"GN62FL","conakry",97.7687420948941,2012,99.5
"GN62FL","conakry",97.7687420948941,2012,99.5
"GN62FL","faranah",78.0184399378816,2012,78.6
"GN62FL","kankan",79.7220026245078,2012,80.9
"GN62FL","kindia",53.9156911114426,2012,56
"GN62FL","labe",61.2547305179463,2012,60.1
"GN62FL","mamou",53.3785530194136,2012,56.4
"GN62FL","nzerekore",80.4913421130337,2012,81.3
"GN71FL","boke",66.7869947049907,2018,67.8
"GN71FL","conakry",95.8202735863701,2018,98.5
"GN71FL","faranah",85.6576584957458,2018,86.7
"GN71FL","kankan",90.4848063733017,2018,90.9
"GN71FL","kindia",61.3603098845316,2018,62.5
"GN71FL","labe",61.5787833310899,2018,62.7
"GN71FL","mamou",63.1355223602802,2018,63.7
"GN71FL","nzerekore",88.7788658538651,2018,90.5
"KE42FL","central",41.1813185374117,2003,55
"KE42FL","coast",55.5833067866784,2003,61.2
"KE42FL","eastern",29.1041450895423,2003,42.1
"KE42FL","northeastern",3.56746816582802,2003,11.5
"KE42FL","nyanza",16.131771496096,2003,27
"KE42FL","riftvalley",18.8973460685895,2003,39.6
"KE42FL","western",8.40809879705485,2003,26.4
"KE52FL","central",66.7542374049009,2008,69.7
"KE52FL","coast",63.205550532884,2008,69.8
"KE52FL","eastern",50.2681136363536,2008,51.7
"KE52FL","northeastern",68.4726767243549,2008,74.5
"KE52FL","nyanza",55.5001156747773,2008,56.1
"KE52FL","riftvalley",56.7750160436277,2008,58.2
"KE52FL","western",75.5134614600722,2008,75.1
"KE72FL","central",80.1511927030275,2014,81.4
"KE72FL","coast",69.875936470621,2014,81.3
"KE72FL","eastern",54.6612304545082,2014,58
"KE72FL","nairobi",94.0451072402554,2014,98.2
"KE72FL","nairobi",94.0451072402554,2014,98.2
"KE72FL","northeastern",52.2136692229063,2014,60.9
"KE72FL","nyanza",62.8652865598108,2014,64.7
"KE72FL","riftvalley",60.4466373559905,2014,65.1
"KE72FL","western",75.2559750421962,2014,78
"KE8CFL","baringo",54.6336182847996,2022,58.9
"KE8CFL","bomet",80.4758058967561,2022,81.5
"KE8CFL","bungoma",86.4816386871397,2022,88.8
"KE8CFL","busia",71.668085930266,2022,72.1
"KE8CFL","elgeyomarakwet",68.7358257770608,2022,67.1
"KE8CFL","embu",80.6414174926143,2022,83.4
"KE8CFL","garissa",60.3014646696832,2022,85.5
"KE8CFL","homabay",63.429200527138,2022,67.7
"KE8CFL","isiolo",85.1820957109607,2022,88
"KE8CFL","kajiado",85.9090703689781,2022,92.3
"KE8CFL","kakamega",86.4586072893628,2022,87.5
"KE8CFL","kericho",67.2059587012141,2022,71.4
"KE8CFL","kiambu",92.7930767972523,2022,96.6
"KE8CFL","kilifi",70.2345908273286,2022,81.4
"KE8CFL","kirinyaga",74.8015162009915,2022,80.9
"KE8CFL","kisii",66.8561441499519,2022,70.3
"KE8CFL","kisumu",82.5369538820008,2022,83.1
"KE8CFL","kitui",40.5093313535864,2022,43.1
"KE8CFL","kwale",59.9241094195828,2022,67.5
"KE8CFL","laikipia",72.1298296789692,2022,77
"KE8CFL","lamu",74.878710663305,2022,82.5
"KE8CFL","machakos",73.8420535250612,2022,82.3
"KE8CFL","makueni",61.4573230132715,2022,64.7
"KE8CFL","mandera",37.1273862347759,2022,73.4
"KE8CFL","marsabit",74.8193224737139,2022,86.3
"KE8CFL","meru",73.7193189944902,2022,82.4
"KE8CFL","migori",56.2300048719304,2022,59
"KE8CFL","mombasa",48.1626606838388,2022,58.4
"KE8CFL","muranga",77.4068725347135,2022,83.5
"KE8CFL","nairobi",97.047512120574,2022,100
"KE8CFL","nakuru",80.4409060556425,2022,82.3
"KE8CFL","nandi",47.0234842057877,2022,54.2
"KE8CFL","narok",59.7063535789386,2022,64.4
"KE8CFL","nyamira",77.1774355417662,2022,76.6
"KE8CFL","nyandarua",91.1620607900335,2022,93.1
"KE8CFL","nyeri",88.8235023959988,2022,91.5
"KE8CFL","samburu",36.3910732262263,2022,46.5
"KE8CFL","siaya",53.6635187009728,2022,58.5
"KE8CFL","taitataveta",80.4923187332703,2022,82.5
"KE8CFL","tanariver",56.6858649893088,2022,60.7
"KE8CFL","tharakanithi",63.998823151669,2022,70.5
"KE8CFL","transnzoia",86.2369413753272,2022,86.6
"KE8CFL","turkana",62.3669895630859,2022,67.7
"KE8CFL","uasingishu",83.1001352323884,2022,86.1
"KE8CFL","vihiga",83.8189186538906,2022,85.6
"KE8CFL","wajir",67.435192116045,2022,77.6
"KE8CFL","westpokot",43.9272882123751,2022,43.4
"KM61FL","mwali",90.5872263870323,2012,90.4
"KM61FL","ndzuwani",88.3466892219669,2012,91
"KM61FL","ngazidja",83.9064607403273,2012,91.1
"LB51FL","monrovia",81.7215542856691,2007,90.3
"LB51FL","northcentral",61.7523807147624,2007,61.9
"LB51FL","northwestern",70.7443277636533,2007,70.6
"LB51FL","southcentral",49.8750118049947,2007,48.7
"LB51FL","southeasterna",59.8851712657013,2007,57.1
"LB51FL","southeasternb",55.5368922803585,2007,55.1
"LB5AFL","monrovia",94.7142763637694,2009,97.8
"LB5AFL","northcentral",77.4176401073772,2009,76.4
"LB5AFL","northwestern",61.1654257590112,2009,62.8
"LB5AFL","southcentral",64.2624330131855,2009,63.3
"LB5AFL","southeasterna",45.4908132843556,2009,47.4
"LB5AFL","southeasternb",63.235317422514,2009,60.8
"LB6AFL","northcentral",69.1417352900008,2013,70
"LB6AFL","northwestern",65.7894646480454,2013,68.4
"LB6AFL","southcentral",77.1326417945145,2013,83.4
"LB6AFL","southeasterna",54.4145057184522,2013,57.7
"LB6AFL","southeasternb",63.4126234625738,2013,65.5
"LB7AFL","northcentral",80.0464946677027,2019,79.5
"LB7AFL","northwestern",77.6481195651696,2019,79.6
"LB7AFL","southcentral",88.1789490727717,2019,89.3
"LB7AFL","southeasterna",74.3911798754174,2019,75.6
"LB7AFL","southeasternb",83.2919143506224,2019,81.4
"MD42FL","antananarivo",53.986664624891,2004,56.4
"MD42FL","antsiranana",31.3658642317841,2004,33.3
"MD42FL","fianarantsoa",18.979571562792,2004,18
"MD42FL","mahajanga",29.9663841389666,2004,29.5
"MD42FL","toamasina",20.6632661763166,2004,20.9
"MD51FL","alaotramangoro",56.0896425985652,2008,55.1
"MD51FL","analamanga",76.2765761526696,2008,77.8
"MD51FL","analanjirofo",19.8073823785692,2008,18
"MD51FL","androy",19.3244131274221,2008,19.8
"MD51FL","anosy",26.3401514697271,2008,25.6
"MD51FL","atsimoandrefana",29.1519304960507,2008,31
"MD51FL","atsimoatsinanana",10.1670878214578,2008,9.8
"MD51FL","atsinanana",36.7469497033292,2008,36.1
"MD51FL","betsiboka",28.0729198795315,2008,28.6
"MD51FL","boeny",40.4331779227306,2008,41.6
"MD51FL","bongolava",69.6546139416704,2008,69.5
"MD51FL","diana",36.8932074348213,2008,39.4
"MD51FL","hautematsiatra",37.1701385480817,2008,38.7
"MD51FL","ihorombe",45.9246356848854,2008,43.9
"MD51FL","itasy",55.046720367954,2008,55.8
"MD51FL","melaky",7.74751938617765,2008,8
"MD51FL","menabe",41.5638185564602,2008,40.9
"MD51FL","sava",35.7151427088843,2008,33.6
"MD51FL","sofia",25.7419380304469,2008,28.4
"MD51FL","vatovavyfitovinany",18.5126794049737,2008,20.4
"MD81FL","alaotramangoro",44.6433462209045,2021,46
"MD81FL","analamangaexcludingcapital",73.900079336543,2021,76.4
"MD81FL","analanjirofo",44.0248496776516,2021,44.2
"MD81FL","androy",26.0666118093832,2021,33.9
"MD81FL","anosy",25.0051783923898,2021,26.4
"MD81FL","antananarivocapital",99.0894384688597,2021,99.5
"MD81FL","atsimoandrefana",51.3798148918447,2021,53.6
"MD81FL","atsimoatsinanana",14.908374441226,2021,17.5
"MD81FL","atsinanana",27.8539526791758,2021,32.6
"MD81FL","betsiboka",27.3320350462197,2021,29.6
"MD81FL","boeny",46.3006167455869,2021,48.1
"MD81FL","bongolava",66.3709819899422,2021,65.9
"MD81FL","diana",63.512778183152,2021,65
"MD81FL","hautematsiatra",35.1043182524758,2021,37.6
"MD81FL","ihorombe",36.1250550438477,2021,38.4
"MD81FL","itasy",57.9890649758187,2021,60.4
"MD81FL","melaky",32.3772535419071,2021,32.7
"MD81FL","menabe",28.9379804258796,2021,31.2
"MD81FL","sava",47.4281016034968,2021,48.8
"MD81FL","sofia",16.7618589939475,2021,18.4
"MD81FL","vatovavyfitovinany",25.9786766949281,2021,28.5
"ML41FL","bamako",88.9530103636257,2001,89.4
"ML41FL","kayes",35.6299306455583,2001,38.3
"ML41FL","koulikoro",31.7690873426574,2001,28.6
"ML41FL","mopti",34.8888680764457,2001,34.8
"ML41FL","segou",31.473188255826,2001,32.1
"ML41FL","sikasso",48.6179441712498,2001,47.1
"ML53FL","bamako",95.1195218773608,2006,95.6
"ML53FL","gao",54.6478774808073,2006,56.1
"ML53FL","kayes",57.540384663852,2006,59
"ML53FL","kidal",28.02885332403,2006,27.2
"ML53FL","koulikoro",39.8415338709174,2006,41.1
"ML53FL","mopti",49.3242833213656,2006,47.5
"ML53FL","segou",50.7375423340814,2006,51.5
"ML53FL","sikasso",56.0043638814865,2006,55.8
"ML53FL","tombouctou",47.3370467774673,2006,48.8
"ML6AFL","bamako",97.345628733644,2012,98.5
"ML6AFL","kayes",67.1595214567093,2012,68.5
"ML6AFL","koulikoro",57.0299652499882,2012,58.3
"ML6AFL","mopti",57.8595879487631,2012,57.1
"ML6AFL","segou",62.0940777458446,2012,61.9
"ML6AFL","sikasso",67.8605765409539,2012,65.9
"ML7AFL","bamako",94.3695828381708,2018,98.9
