"svkey","regkey","imp_water","imp_sanit","imp_water_api","imp_water_api_source","imp_sanit_api","imp_sanit_api_source"
"AO62FL","hyperendemic",26.2111601115813,7.8926909264192,30.7,"regional",24.5,"regional"
"AO62FL","luanda",59.5647245895175,28.8970239761726,97.7,"regional",92.7,"regional"
"AO62FL","mesoendemicstable",54.0173029916252,10.3397784668249,58.9,"national",44.2,"national"
"AO62FL","mesoendemicunstable",57.4406766361658,8.94226374492699,58.9,"national",44.2,"national"
"AO71FL","bengo",16.3965968358431,64.1491944475463,41.9,"regional",62.3,"regional"
"AO71FL","benguela",47.1151721792317,48.9244673582043,60.6,"regional",48.3,"regional"
"AO71FL","bie",49.7542968212557,66.4329962539936,56.7,"regional",70,"regional"
"AO71FL","cabinda",79.90852586406,66.0068708337489,85.3,"regional",70.9,"regional"
"AO71FL","cuandocubango",35.1938171357367,40.8373057296348,54.3,"regional",46.1,"regional"
"AO71FL","cuanzanorte",46.9842280298535,50.3527181364771,79.3,"regional",49.6,"regional"
"AO71FL","cuanzasul",22.535534051851,27.8042220374239,35.8,"regional",28.4,"regional"
"AO71FL","cunene",41.6796014468626,17.4263778337041,65,"regional",15.2,"regional"
"AO71FL","huambo",47.9301506978036,76.3965883500641,53.9,"regional",77.7,"regional"
"AO71FL","huila",38.1116298331609,31.19707939485,50.7,"regional",31.5,"regional"
"AO71FL","luanda",49.6683422018902,92.3008326210212,96.7,"regional",95.5,"regional"
"AO71FL","lundanorte",33.4080988309709,51.9183059122929,54.3,"regional",46.8,"regional"
"AO71FL","lundasul",23.499295222518,47.1023310809216,60.6,"regional",48,"regional"
"AO71FL","malanje",49.4500054551654,58.073168798375,54.7,"regional",53.7,"regional"
"AO71FL","moxico",18.1044425481317,38.0558722697519,41.1,"regional",58.6,"regional"
"AO71FL","namibe",53.303459882763,40.5203433316858,73.3,"regional",41.3,"regional"
"AO71FL","uige",26.6702876302488,57.2003199867132,40,"regional",53.6,"regional"
"AO71FL","zaire",32.3978726287291,74.7070475172113,70.2,"regional",73.6,"regional"
"AO81FL","bengo",41.0437659401116,49.546283555726,48.8,"regional",51.9,"regional"
"AO81FL","benguela",68.6216841155874,60.9458168532511,77.8,"regional",59.9,"regional"
"AO81FL","bie",47.6651939045447,33.3838839995321,43.8,"regional",32.8,"regional"
"AO81FL","cabinda",85.1157160984269,92.7630971649135,89.9,"regional",94.6,"regional"
"AO81FL","cuandocubango",51.7429924705949,54.0322923485629,49.8,"regional",46,"regional"
"AO81FL","cunene",65.5101111562265,28.481375194954,67.9,"regional",27.4,"regional"
"AO81FL","huambo",45.1144703087201,84.5828587391081,42,"regional",84.1,"regional"
"AO81FL","huila",63.3138765104964,45.3021695637886,63,"regional",43.3,"regional"
"AO81FL","luanda",74.4851592426388,96.5359039382782,99.9,"regional",97.4,"regional"
"AO81FL","malanje",58.5420702005102,45.2715984112287,60.4,"regional",45,"regional"
"AO81FL","moxico",46.0016560600654,43.3212795819333,45.7,"regional",43.6,"regional"
"AO81FL","namibe",70.5840786145187,51.5111737778427,80.4,"regional",53.4,"regional"
"AO81FL","northcuanza",44.9710567377792,43.0519495783114,69.9,"national",66.8,"national"
"AO81FL","northlunda",60.3445095946782,58.7783350388362,69.9,"national",66.8,"national"
"AO81FL","southcuanza",52.2297974094697,51.4168499253112,69.9,"national",66.8,"national"
"AO81FL","southlunda",73.3299534944435,86.8257869938069,69.9,"national",66.8,"national"
"AO81FL","uige",34.3159539102075,58.1969499331041,32.4,"regional",56.6,"regional"
"AO81FL","zaire",52.6349495297348,57.1660885385074,58.4,"regional",58.8,"regional"
"BU61FL","bujumburamairie",88.9449346132287,83.1493894152331,89.2,"regional",85.8,"regional"
"BU61FL","centraleast",77.9125856215541,44.6902692668291,75.3,"national",39.9,"national"
"BU61FL","north",81.3071688524727,18.3371872835759,81.3,"regional",17.2,"regional"
"BU61FL","south",68.0471579614187,52.1554725889603,68.1,"regional",54.2,"regional"
"BU61FL","west",64.3210645903857,40.9094093922109,64.9,"regional",41.2,"regional"
"BU71FL","bubanza",77.3297757359379,53.7408499532623,78.1,"regional",54.6,"regional"
"BU71FL","bujumburamairie",96.8589457374045,79.8868393038985,98.4,"regional",81.8,"regional"
"BU71FL","bujumburarural",91.938652523586,43.958586158628,91.9,"regional",42.4,"regional"
"BU71FL","bururi",70.9377073380068,75.0211506724024,73.8,"regional",75.1,"regional"
"BU71FL","cankuzo",66.6511802577585,52.7714513712384,67.3,"regional",53.8,"regional"
"BU71FL","cibitoke",79.7269599629279,58.7665598999181,80.7,"regional",58.8,"regional"
"BU71FL","gitega",77.7809411405218,44.5168889750658,77.9,"regional",43.6,"regional"
"BU71FL","karusi",93.1754761386039,83.7706976219011,93.6,"regional",84.9,"regional"
"BU71FL","kayanza",96.0602522758472,43.3948779678502,95.9,"regional",42.7,"regional"
"BU71FL","kirundo",77.141132035145,21.8382631435653,76.3,"regional",20,"regional"
"BU71FL","makamba",85.4047068184371,77.1296804138957,85.2,"regional",75,"regional"
"BU71FL","muramvya",95.0735791331444,74.5226856458673,95.4,"regional",73,"regional"
"BU71FL","muyinga",81.2589641745575,33.6437181556218,81.3,"regional",31.2,"regional"
"BU71FL","mwaro",90.1641379854947,64.0925295694162,89.9,"regional",65,"regional"
"BU71FL","ngozi",84.7234058652956,16.5880238075961,84.6,"regional",16.7,"regional"
"BU71FL","rumonge",82.2206647397232,62.7218649651226,82.2,"regional",63.1,"regional"
"BU71FL","rutana",53.3593238974032,54.6873962459214,54.4,"regional",52.8,"regional"
"BU71FL","ruyigi",73.1249647046601,33.8154304199091,71.8,"regional",31.9,"regional"
"BJ41FL","atacoradonga",20.3805152482723,8.72466826132681,40.2,"regional",2,"regional"
"BJ41FL","atlantique",78.4266600462125,55.7981636299165,63,"regional",12.4,"regional"
"BJ41FL","borgoualibori",32.3046330747883,21.8548725028253,52.8,"regional",5.6,"regional"
"BJ41FL","monocouffo",33.6217856735796,26.1211129258891,54.8,"regional",13.7,"regional"
"BJ41FL","quemeplateau",57.2035174867137,39.6733313479877,66.5,"national",17.1,"national"
"BJ41FL","zoucollines",69.2567709555203,21.5215400559007,77.2,"regional",5.1,"regional"
"BJ51FL","alibori",59.0972874621212,10.3982106159343,59,"regional",9,"regional"
"BJ51FL","atacora",46.0771921827504,9.23004830119617,47.8,"regional",7.2,"regional"
"BJ51FL","atlantique",70.2243156770599,41.1313852713955,70.5,"regional",22,"regional"
"BJ51FL","borgou",68.43233146073,27.0544937915719,71,"regional",18.6,"regional"
"BJ51FL","collines",76.0394850885001,16.4197911578305,78.3,"regional",8.1,"regional"
"BJ51FL","couffo",67.7865542679813,25.8735974430641,68.1,"regional",15.6,"regional"
"BJ51FL","donga",41.7149258576521,23.2678002839431,40.4,"regional",11.8,"regional"
"BJ51FL","littoral",98.3181194392625,88.4054488608351,71,"national",18,"national"
"BJ51FL","mono",62.82176206372,27.4883690728409,64.1,"regional",12.2,"regional"
"BJ51FL","oueme",67.5658054833808,47.204899399424,69.1,"regional",28.7,"regional"
"BJ51FL","plateau",75.7427366469935,28.6550348682523,77.5,"regional",25.6,"regional"
"BJ51FL","zou",69.1996380768817,36.2012098102984,71.8,"regional",25.8,"regional"
"BJ61FL","alibori",57.4327006237975,7.3316571869861,58.7,"regional",7.1,"regional"
"BJ61FL","atacora",69.8235785062976,9.34750979839324,68.3,"regional",9.4,"regional"
"BJ61FL","atlantique",75.6114173613656,42.1580218676377,75.6,"regional",43.1,"regional"
"BJ61FL","borgou",69.270904068718,24.889897179344,72,"regional",25.6,"regional"
"BJ61FL","collines",86.594478719767,19.7825799564716,86.4,"regional",21.3,"regional"
"BJ61FL","couffo",77.4575073695115,14.586691284778,77.9,"regional",14.7,"regional"
"BJ61FL","donga",60.3545460404245,18.0795915901565,60.9,"regional",16.6,"regional"
"BJ61FL","littoral",97.7240683605075,84.83965768682,78.6,"national",33.7,"national"
"BJ61FL","mono",80.2219264562186,16.5884117132925,78.6,"regional",17.1,"regional"
"BJ61FL","oueme",78.7774290222071,41.3027774563964,78.5,"regional",41.3,"regional"
"BJ61FL","plateau",80.7798744466766,13.6339838525324,82.8,"regional",15.1,"regional"
"BJ61FL","zou",75.2007400900175,25.9454181211784,74.7,"regional",24.5,"regional"
"BJ71FL","alibori",36.621143010248,11.5923532918662,38.5,"regional",13,"regional"
"BJ71FL","atacora",59.8659960429512,7.94893161456543,62.6,"regional",8.9,"regional"
"BJ71FL","atlantic",76.0974102552597,52.484694740891,71.7,"national",34.4,"national"
"BJ71FL","borgou",64.3944341956724,16.3689900639322,65.9,"regional",18.1,"regional"
"BJ71FL","collines",83.3606653841069,20.1260140175452,84.3,"regional",20.8,"regional"
"BJ71FL","couffo",62.6035955214504,21.9873564688695,63.2,"regional",21.6,"regional"
"BJ71FL","donga",48.6404066869526,22.3166033073033,46.7,"regional",21.2,"regional"
"BJ71FL","littoral",97.6374813675459,85.8176236691992,71.7,"national",34.4,"national"
"BJ71FL","mono",77.2497434320877,33.3276327904262,77,"regional",33.4,"regional"
"BJ71FL","oueme",83.1379906840259,44.2349610369682,82.9,"regional",43.8,"regional"
"BJ71FL","plateau",76.467879024126,27.2331321450074,77.4,"regional",27.2,"regional"
"BJ71FL","zou",77.1977383113465,47.4435634441628,80.6,"regional",46.9,"regional"
"BF43FL","boucledumouhoun",32.717889818126,11.8565532557826,60.6,"national",21.4,"national"
"BF43FL","cascades",66.1996127971137,27.4973372207411,67.8,"regional",30.2,"regional"
"BF43FL","centre",72.5324485725243,17.8139119462806,60.6,"national",21.4,"national"
"BF43FL","centreest",79.6206964214578,9.20629912888332,79.7,"regional",10.1,"regional"
"BF43FL","centrenord",65.5353676591464,11.3860629574341,67.3,"regional",13.6,"regional"
"BF43FL","centreouest",46.9562450354295,15.93299407026,47.3,"regional",17.6,"regional"
"BF43FL","centresud",64.4114847999774,7.00496144124409,65.4,"regional",9.2,"regional"
"BF43FL","est",62.453568285003,2.76701125413211,64.6,"regional",3.4,"regional"
"BF43FL","hautsbassins",46.2623918240992,35.9338191211466,52.7,"regional",39.4,"regional"
"BF43FL","nord",49.9367328466634,16.1847177090691,50.7,"regional",17.2,"regional"
"BF43FL","ouagadougou",95.4898547456635,73.6412374956787,98.3,"regional",77.4,"regional"
"BF43FL","plateaucentral",65.8648451573442,7.23692220613135,65.7,"regional",7.5,"regional"
"BF43FL","sahel",33.4964856410708,7.93472508261354,34.8,"regional",7,"regional"
"BF43FL","sudouest",39.3657254003223,6.71180437602535,37.6,"regional",6.8,"regional"
"BF62FL","boucledumouhoun",61.7631674724626,25.6499840343158,77,"national",31.3,"national"
"BF62FL","cascades",91.1791622179625,36.6124103123177,92.1,"regional",37.8,"regional"
"BF62FL","centre",96.7538462291014,84.3644306521613,77,"national",31.3,"national"
"BF62FL","centreest",87.4781195505376,17.2810072041248,86.8,"regional",17.7,"regional"
"BF62FL","centrenord",86.1553817174834,21.8455541540075,88.1,"regional",21.7,"regional"
"BF62FL","centreouest",66.8990261036829,20.1320765863946,69.9,"regional",23.3,"regional"
"BF62FL","centresud",84.6115121095646,14.0820916908076,86.3,"regional",15.1,"regional"
"BF62FL","est",65.3178867514063,5.01828515288134,65.6,"regional",6.1,"regional"
"BF62FL","hautsbassins",77.8160194769718,41.1116070545464,77.7,"regional",43.3,"regional"
"BF62FL","nord",69.7264903772645,31.2696727536095,70.8,"regional",32,"regional"
"BF62FL","plateaucentral",93.5585386765391,34.0406565872798,93.7,"regional",33.9,"regional"
"BF62FL","sahel",59.3797771272031,7.84861725949791,60.5,"regional",8.7,"regional"
"BF62FL","sudouest",52.2219442505558,10.9377883471871,54.2,"regional",12.9,"regional"
"BF81FL","boucledumouhoun",50.640046946134,55.6092564750686,84.4,"national",64.3,"national"
"BF81FL","cascades",93.019725557742,81.6556194342097,93.5,"regional",82.1,"regional"
"BF81FL","centre",95.353778118077,91.7119214250221,84.4,"national",64.3,"national"
"BF81FL","centreest",92.8912391756673,54.0650678087295,94.1,"regional",54.9,"regional"
"BF81FL","centrenord",86.8763522346374,50.1355907635804,88.8,"regional",51.2,"regional"
"BF81FL","centreouest",65.7473677513464,49.2954067993275,69.4,"regional",53.2,"regional"
"BF81FL","centresud",96.8228850364172,46.2092966896758,97.2,"regional",47.3,"regional"
"BF81FL","est",87.3817077861848,35.003773458309,89.9,"regional",36.6,"regional"
"BF81FL","hautsbassins",78.6757325853801,77.5145233240636,81.5,"regional",79.1,"regional"
"BF81FL","nord",63.4750136788618,55.8585737361056,63.8,"regional",55.7,"regional"
"BF81FL","plateaucentral",94.6706404755,58.0077736808426,96.4,"regional",59.3,"regional"
"BF81FL","sahel",79.4911045209821,45.6491762834758,83.1,"regional",47.6,"regional"
"BF81FL","sudouest",76.511318423559,35.9430034919949,80.3,"regional",36.7,"regional"
"CI62FL","abidjan",98.8036109349884,88.529594376148,99,"regional",88.6,"regional"
"CI62FL","central",76.0757376667225,32.5863502529701,78.4,"national",46.8,"national"
"CI62FL","eastcentral",78.6711636130174,58.0021697777028,78.4,"national",46.8,"national"
"CI62FL","north",86.525501381502,39.5273476994805,78.4,"national",46.8,"national"
"CI62FL","northcentral",85.3539948355039,47.0014566304536,78.4,"national",46.8,"national"
"CI62FL","northeast",79.6793783291168,21.2333130231718,78.4,"national",46.8,"national"
"CI62FL","northwest",76.8783309052295,42.4533224352478,78.4,"national",46.8,"national"
"CI62FL","south",73.8017775935047,52.27659525608,78.4,"national",46.8,"national"
"CI62FL","southwest",48.3904391613691,25.8537823388955,78.4,"national",46.8,"national"
"CI62FL","west",65.7357706151421,33.2761610069062,78.4,"national",46.8,"national"
"CI62FL","westcentral",70.8121924719827,25.9440745212684,78.4,"national",46.8,"national"
"CI81FL","abidjan",96.3506315600158,88.9099806467704,99,"regional",90.5,"regional"
"CI81FL","bassassandra",67.8625678262958,49.119984187011,69.8,"regional",54.5,"regional"
"CI81FL","comoe",79.6825770374321,79.5751114536419,83.6,"regional",77.6,"regional"
"CI81FL","denguele",88.0270235861261,60.2461690566359,89.5,"regional",61.8,"regional"
"CI81FL","gohdjiboua",76.3324118049982,70.9528709946964,79.7,"regional",72.5,"regional"
"CI81FL","lacs",86.6926873754579,38.388525832598,88,"regional",41.4,"regional"
"CI81FL","lagunes",77.237592001754,56.8456987723711,80.6,"regional",59,"regional"
"CI81FL","montagnes",62.358809244308,46.8318226254057,63.7,"regional",47.6,"regional"
"CI81FL","sassandramarahoue",75.7644781980776,49.1579051139051,79,"regional",52.5,"regional"
"CI81FL","savanes",84.7985229119417,40.192896910773,87.9,"regional",40.9,"regional"
"CI81FL","valleedubandama",91.3729301533122,51.8150244447795,95,"regional",54.1,"regional"
"CI81FL","woroba",73.5541910051672,42.6193220988923,74.7,"regional",43.9,"regional"
"CI81FL","yamoussoukro",93.3281681504979,72.5845555216823,97.1,"regional",74.1,"regional"
"CI81FL","zanzan",82.3371235013944,47.9300501197274,87.3,"regional",52.8,"regional"
"CM44FL","adamawa",56.6767823337347,4.98805968430127,59.6,"national",35.4,"national"
"CM44FL","centre",43.142171967844,1.46680017020517,62.9,"regional",35.9,"regional"
"CM44FL","douala",15.7258064516128,23.1854838709676,85.2,"regional",55.6,"regional"
"CM44FL","east",70.2487612473602,4.67272159402051,59.6,"national",35.4,"national"
"CM44FL","farnorth",59.8568873540288,1.04959805932677,59.6,"national",35.4,"national"
"CM44FL","littoral",34.3534765558069,5.42087063837262,68.2,"regional",47.4,"regional"
"CM44FL","north",65.7116274315274,1.62729097283004,59.6,"national",35.4,"national"
"CM44FL","northwest",48.0541707557044,4.48433318731647,59.6,"national",35.4,"national"
"CM44FL","south",52.4314987248972,5.76551859311073,59.6,"national",35.4,"national"
"CM44FL","southwest",32.4642479984037,11.9203745741861,59.6,"national",35.4,"national"
"CM44FL","west",48.6499119426995,5.28059365758988,59.6,"national",35.4,"national"
"CM44FL","yaounde",8.40517241379316,21.5517241379312,96.6,"regional",63.1,"regional"
"CM61FL","adamawa",69.2019111634576,77.7866534686224,71.1,"national",59.2,"national"
"CM61FL","centre",70.1204637723826,52.2241428829186,74.1,"regional",56.7,"regional"
"CM61FL","douala",96.2376964870881,93.6238586647349,99,"regional",96.4,"regional"
"CM61FL","east",54.601894701023,37.5437287747226,71.1,"national",59.2,"national"
"CM61FL","farnorth",54.211937357692,42.9995463892322,71.1,"national",59.2,"national"
"CM61FL","littoral",69.8298689725559,67.9220174695772,74.2,"regional",69.2,"regional"
"CM61FL","north",52.4871065163424,36.9674039616153,71.1,"national",59.2,"national"
"CM61FL","northwest",62.8492560400247,43.1942578588203,71.1,"national",59.2,"national"
"CM61FL","south",70.6523741487922,42.6964779677179,71.1,"national",59.2,"national"
"CM61FL","southwest",65.3431283389994,55.2113951976975,71.1,"national",59.2,"national"
"CM61FL","west",65.9064732405773,57.2335339105101,71.1,"national",59.2,"national"
"CM61FL","yaounde",96.331099302766,90.2621371254147,98.3,"regional",91.2,"regional"
"CM71FL","adamawa",59.172737006581,38.4970194962253,78.8,"national",61.3,"national"
"CM71FL","centre",63.2319710957473,52.836393216754,68.6,"regional",57.2,"regional"
"CM71FL","douala",97.3902442514836,90.9672001315508,99.9,"regional",93.3,"regional"
"CM71FL","east",66.1181961474242,38.416877928976,78.8,"national",61.3,"national"
"CM71FL","farnorth",74.879459114568,31.8883102755638,78.8,"national",61.3,"national"
"CM71FL","littoral",83.8632231716741,68.9205279808462,87.6,"regional",70.4,"regional"
"CM71FL","north",39.8764537252004,38.9682074358631,78.8,"national",61.3,"national"
"CM71FL","northwest",78.9498411058658,44.6884084780639,78.8,"national",61.3,"national"
"CM71FL","south",78.6863271465561,54.4304750676275,78.8,"national",61.3,"national"
"CM71FL","southwest",95.9676530790704,94.0186623158186,78.8,"national",61.3,"national"
"CM71FL","west",70.4599247890189,68.5554302102881,78.8,"national",61.3,"national"
"CM71FL","yaounde",96.2925114994328,87.4236504512873,98.2,"regional",90.8,"regional"
"CD51FL","bandundu",30.0273816889168,0,33.7,"regional",10,"regional"
"CD51FL","bascongo",51.4023701254436,0,52.2,"regional",28,"regional"
"CD51FL","equateur",11.6749295735601,0,12.1,"regional",20.1,"regional"
"CD51FL","kasaioccident",24.2024383811275,0,24.7,"regional",26.1,"regional"
"CD51FL","kasaioriental",65.7166859238383,0,67,"regional",67.4,"regional"
"CD51FL","katanga",46.7147574787609,0,49,"regional",51.6,"regional"
"CD51FL","kinshasa",91.9452492591784,0,92.4,"regional",61.7,"regional"
"CD51FL","maniema",43.7949708821677,0,43.3,"regional",57.7,"regional"
"CD51FL","nordkivu",72.0152139983748,0,74.9,"regional",23.7,"regional"
"CD51FL","orientale",35.46334875266,0,32.9,"regional",35.7,"regional"
"CD51FL","sudkivu",62.7763989167037,0,60.5,"regional",44.7,"regional"
"CD61FL","bandundu",28.3941932743398,38.4623917057447,27.6,"regional",38.8,"regional"
"CD61FL","bascongo",60.4494907654945,26.6155473713917,61.1,"regional",25.8,"regional"
"CD61FL","equateur",21.1577962106767,27.7486737956276,21.4,"regional",26.8,"regional"
"CD61FL","kasaioccidental",29.1902639247942,25.5393300691492,48.8,"national",39.7,"national"
"CD61FL","kasaioriental",38.5330988254377,38.6090730771525,38.8,"regional",36.4,"regional"
"CD61FL","katanga",47.4837739047159,32.6586303288909,46.4,"regional",32.7,"regional"
"CD61FL","kinshasa",97.0870950629199,62.3184826880684,99,"regional",64.9,"regional"
"CD61FL","maniema",64.0727397943332,70.5145914901112,63.8,"regional",74.4,"regional"
"CD61FL","nordkivu",79.2548508529068,49.0609104146478,82,"regional",49.7,"regional"
"CD61FL","orientale",48.6300491507314,67.3110591493776,47.8,"regional",66.8,"regional"
"CD61FL","sudkivu",71.6354157168827,6.45475401173716,71.7,"regional",7.5,"regional"
"CD81FL","basuele",31.2246285543354,16.7964510179172,29.1,"regional",18.2,"regional"
"CD81FL","equateur",25.5929623683852,27.8842810574243,22,"regional",50.7,"regional"
"CD81FL","hautkatanga",87.517372713915,59.9528941534343,88,"regional",60.8,"regional"
"CD81FL","hautlomami",44.1011713386329,11.8637657135156,52.5,"national",33.5,"national"
"CD81FL","hautuele",46.6742255469874,8.53696190998658,42.1,"regional",9.4,"regional"
"CD81FL","ituri",44.8782637482282,17.4228030757687,48.3,"regional",19.2,"regional"
"CD81FL","kasai",24.454868372064,5.55539008349292,22.8,"regional",4.1,"regional"
"CD81FL","kasaicentral",40.8617882388617,5.93538499101503,41.7,"regional",6.5,"regional"
"CD81FL","kasaioriental",85.0909682353736,42.8753659269463,57.4,"regional",33.1,"regional"
"CD81FL","kinshasa",98.5201571272493,78.941642606999,99.7,"regional",80.5,"regional"
"CD81FL","kongocentral",42.4174785894383,14.6757370122983,52.5,"national",33.5,"national"
"CD81FL","kwango",4.04550557518769,9.42404745818902,4.7,"regional",8.6,"regional"
"CD81FL","kwilu",33.4552210956062,4.97598256011833,35.8,"regional",4.9,"regional"
"CD81FL","lomami",52.2374062881718,24.0076274927688,52.5,"national",33.5,"national"
"CD81FL","lualaba",39.939938545342,16.1909302685636,39,"regional",18.9,"regional"
"CD81FL","maindombe",27.3584334198435,21.9579892054964,28.2,"regional",19.8,"regional"
"CD81FL","maniema",32.1503166298279,34.1172001291668,33.8,"regional",35.1,"regional"
"CD81FL","mongala",13.3285310066331,83.2332845363065,14,"regional",83.2,"regional"
"CD81FL","nordkivu",79.3211022889114,35.0605696555257,85,"regional",35.2,"regional"
"CD81FL","nordubangi",48.1734398864001,42.9899909719636,48,"regional",41.8,"regional"
"CD81FL","sankuru",5.78265969346251,33.3031077930223,6.2,"regional",29.2,"regional"
"CD81FL","sudkivu",59.8370167239803,26.628141994997,59.6,"regional",31.5,"regional"
"CD81FL","sudubangi",20.3597190564109,59.5931501992324,21.7,"regional",59.4,"regional"
"CD81FL","tanganyika",35.9861873629109,8.5656423587686,52.5,"national",33.5,"national"
"CD81FL","tshopo",42.304431724185,21.4564493905597,40.9,"regional",23.2,"regional"
"CD81FL","tshuapa",2.29883110817329,56.1518595095103,2.3,"regional",56,"regional"
"CG51FL","brazzaville",0.549091204479205,38.5275753444221,66.3,"national",19.9,"national"
"CG51FL","north",0.45210900656182,2.56046287196345,66.3,"national",19.9,"national"
"CG51FL","pointenoire",0,27.8435832732012,66.3,"national",19.9,"national"
"CG51FL","south",0.0101654263921499,6.87185405133817,66.3,"national",19.9,"national"
"CG61FL","bouenza",54.8800883883334,42.1460004021998,52.9,"regional",41.2,"regional"
"CG61FL","brazzaville",93.7529520905015,59.514220178772,75.7,"national",41.6,"national"
"CG61FL","cuvette",56.8879011693932,12.8881189213786,60.6,"regional",12.4,"regional"
"CG61FL","cuvetteouest",20.2800141415848,3.81331854398146,20.1,"regional",4.1,"regional"
"CG61FL","kouilou",33.1540926169834,8.91982950399056,34.1,"regional",7.9,"regional"
"CG61FL","lekoumou",44.8973696321331,14.3877733846896,44.9,"regional",15.9,"regional"
"CG61FL","likouala",52.7543668604343,11.0482725638088,52.6,"regional",11.9,"regional"
"CG61FL","niari",53.0881294962005,40.5004660029124,49.9,"regional",36.5,"regional"
"CG61FL","plateaux",47.8316447642093,2.89855275606994,48,"regional",3.3,"regional"
"CG61FL","pointenoire",95.7575072313808,48.8842092818616,75.7,"national",41.6,"national"
"CG61FL","pool",44.5111368826849,9.89263318179052,44,"regional",8.9,"regional"
"CG61FL","sangha",49.7688156246984,14.2528228100872,50,"regional",13.3,"regional"
"KM61FL","mwali",90.5872263870323,48.0696377462382,90.4,"regional",49.4,"regional"
"KM61FL","ndzuwani",88.3466892219669,51.711894483067,91,"regional",52.6,"regional"
"KM61FL","ngazidja",83.9064607403273,20.0010067862807,91.1,"regional",23.7,"regional"
"ET41FL","addisababa",95.9225584067045,8.81525363338249,98.4,"regional",9.7,"regional"
"ET41FL","affar",10.9835199090663,0.613406330582764,25.3,"national",0.6,"national"
"ET41FL","amhara",9.89191534616259,0.252322427376555,17.7,"regional",0.3,"regional"
"ET41FL","benishangulgumuz",4.21136204503633,0,27.1,"regional",0,"regional"
"ET41FL","diredawa",78.8594601901407,7.12219954504774,84.2,"regional",7,"regional"
"ET41FL","gambela",17.5418867583597,2.35628773379655,36.3,"regional",2.5,"regional"
"ET41FL","harari",50.4833168084644,3.40007905796685,64.6,"regional",3.9,"regional"
"ET41FL","oromiya",13.5452076766123,0.167478404156555,25.3,"national",0.6,"national"
"ET41FL","snnp",12.1058482073649,0,25.3,"national",0.6,"national"
"ET41FL","somali",14.556996336034,0,24.2,"regional",0,"regional"
"ET41FL","tigray",20.9762615999688,1.42153462418344,40.5,"regional",1.3,"regional"
"ET51FL","addisababa",97.3684620225108,69.3122282496869,99.4,"regional",71.3,"regional"
"ET51FL","affar",38.5481271793064,8.38321073762946,61.6,"national",12.9,"national"
"ET51FL","amhara",60.5266189581753,7.4701228637441,62.5,"regional",8.5,"regional"
"ET51FL","benishangulgumuz",56.148082348739,5.53355062393557,57.4,"regional",6.3,"regional"
"ET51FL","diredawa",90.5845393269602,48.296818170099,93.8,"regional",53.3,"regional"
"ET51FL","gambela",56.7562160970857,6.86149007225177,58,"regional",6.9,"regional"
"ET51FL","harari",79.0847562718412,36.0540095870924,85.1,"regional",40.8,"regional"
"ET51FL","oromiya",60.0320906620846,7.6889350214076,61.6,"national",12.9,"national"
"ET51FL","snnp",55.7212058774648,14.6837927855392,61.6,"national",12.9,"national"
"ET51FL","somali",30.6920214231477,12.1313196296015,33.6,"regional",11.7,"regional"
"ET51FL","tigray",69.3678261278619,10.7671044419417,71.6,"regional",13.4,"regional"
"ET61FL","addisababa",99.0336571267969,69.8505626741037,100,"regional",71.5,"regional"
"ET61FL","affar",41.430637441264,15.109065727747,54.4,"national",17.8,"national"
"ET61FL","amhara",54.279048610461,16.2382756541321,56.5,"regional",18.2,"regional"
"ET61FL","benishangulgumuz",54.548049530867,12.0280039812582,56.8,"regional",14,"regional"
"ET61FL","diredawa",83.1672962246793,49.7596673310097,87.6,"regional",56.8,"regional"
"ET61FL","gambela",66.5401271500654,24.0508324675672,67.8,"regional",24.7,"regional"
"ET61FL","harari",79.0557135188293,35.0798584008993,87.6,"regional",40,"regional"
"ET61FL","oromiya",44.0281211900952,10.9602736149724,54.4,"national",17.8,"national"
"ET61FL","snnp",44.1434477352504,9.18218174328814,54.4,"national",17.8,"national"
"ET61FL","somali",46.5779113396106,31.6743011320239,61.8,"regional",32.3,"regional"
"ET61FL","tigray",65.1291240351889,20.6789539020655,68.8,"regional",22.3,"regional"
"ET71FL","addisababa",97.6299758675365,78.1985375950712,99.6,"regional",78.7,"regional"
"ET71FL","affar",54.1509176168126,17.2190540940298,65.2,"national",14.8,"national"
