"label","n_hh","w_hh","matched","numeric_code","svkey","variable"
"flush to piped sewer system",15,7.174663,TRUE,FALSE,"MD51FL","v116"
"flush to pit latrine",80,83.974564,TRUE,FALSE,"MD51FL","v116"
"flush to septic tank",409,316.097074,TRUE,FALSE,"MD51FL","v116"
"flush to somewhere else",1,1.794331,FALSE,FALSE,"MD51FL","v116"
"hanging toilet/latrine",8,5.336147,FALSE,FALSE,"MD51FL","v116"
"no facility/bush/field",5944,5308.86482199991,FALSE,FALSE,"MD51FL","v116"
"not dejure resident",59,58.35546,FALSE,FALSE,"MD51FL","v116"
"pit latrine with slab that can not be washed",175,172.837852,TRUE,FALSE,"MD51FL","v116"
"pit latrine with washable slab",84,59.334031,TRUE,FALSE,"MD51FL","v116"
"pit latrine without slab/open pit",5188,6090.22797500007,FALSE,FALSE,"MD51FL","v116"
"ventilated improved pit latrine (laa)",30,21.078505,TRUE,FALSE,"MD51FL","v116"
"no",9664,10116.1344030002,FALSE,FALSE,"MD51FL","v119"
"not dejure resident",59,58.35546,FALSE,FALSE,"MD51FL","v119"
"yes",2347,2049.35195799998,TRUE,FALSE,"MD51FL","v119"
"bucket toilet",32,33.099696,FALSE,FALSE,"MD81FL","v116"
"composting toilet",3,3.544904,TRUE,FALSE,"MD81FL","v116"
"flush to piped sewer system",92,98.122419,TRUE,FALSE,"MD81FL","v116"
"flush to pit latrine",66,63.061569,TRUE,FALSE,"MD81FL","v116"
"flush to septic tank",590,604.540211,TRUE,FALSE,"MD81FL","v116"
"flush to somewhere else",15,14.006439,FALSE,FALSE,"MD81FL","v116"
"flush, don't know where",10,8.758687,TRUE,FALSE,"MD81FL","v116"
"hanging toilet/latrine",37,31.052139,FALSE,FALSE,"MD81FL","v116"
"no facility/bush/field",4922,4306.882173,FALSE,FALSE,"MD81FL","v116"
"not a dejure resident",62,64.88607,FALSE,FALSE,"MD81FL","v116"
"other",22,17.352668,FALSE,FALSE,"MD81FL","v116"
"pit latrine with slab",3245,3572.28336499999,TRUE,FALSE,"MD81FL","v116"
"pit latrine without slab/open pit",4301,4550.03876699997,FALSE,FALSE,"MD81FL","v116"
"ventilated improved pit latrine (vip)",24,22.047507,TRUE,FALSE,"MD81FL","v116"
"no",9005,8891.67417500005,FALSE,FALSE,"MD81FL","v119"
"not a dejure resident",62,64.88607,FALSE,FALSE,"MD81FL","v119"
"yes",4354,4433.11636900001,TRUE,FALSE,"MD81FL","v119"
"flush toilet",159,133.051133,TRUE,FALSE,"ML41FL","v116"
"no facility, bush, field",447,406.668441000001,FALSE,FALSE,"ML41FL","v116"
"not dejure resident",16,15.83607,FALSE,FALSE,"ML41FL","v116"
"traditional pit toilet",1198,1246.697891,FALSE,FALSE,"ML41FL","v116"
"ventilated improved pit latrine",214,219.085776,TRUE,FALSE,"ML41FL","v116"
"no",1768,1752.79332599999,FALSE,FALSE,"ML41FL","v119"
"not dejure resident",16,15.83607,FALSE,FALSE,"ML41FL","v119"
"yes",245,247.583399,TRUE,FALSE,"ML41FL","v119"
" no facility, bush, field",2345,1948.12099400001,FALSE,FALSE,"ML53FL","v116"
"flush toilet",218,212.015794,TRUE,FALSE,"ML53FL","v116"
"not dejure resident",51,70.166195,FALSE,FALSE,"ML53FL","v116"
"other",3,1.871699,FALSE,FALSE,"ML53FL","v116"
"traditional pit toilet",5053,5427.10356499993,FALSE,FALSE,"ML53FL","v116"
"ventilated improved pit lat",1849,1789.357653,TRUE,FALSE,"ML53FL","v116"
"no",7885,7799.61542900002,FALSE,FALSE,"ML53FL","v119"
"not dejure resident",51,70.166195,FALSE,FALSE,"ML53FL","v119"
"yes",1580,1568.449671,TRUE,FALSE,"ML53FL","v119"
"composting toilet",11,15.862771,TRUE,FALSE,"ML6AFL","v116"
"flush to piped sewer system",114,101.716101,TRUE,FALSE,"ML6AFL","v116"
"flush to pit latrine",297,297.30743,TRUE,FALSE,"ML6AFL","v116"
"flush to septic tank",147,135.660116,TRUE,FALSE,"ML6AFL","v116"
"flush to somewhere else",10,7.893558,FALSE,FALSE,"ML6AFL","v116"
"flush, don't know where",9,9.073025,TRUE,FALSE,"ML6AFL","v116"
"hanging toilet/latrine",38,46.62894,FALSE,FALSE,"ML6AFL","v116"
"no facility/bush/field",800,774.882405999997,FALSE,FALSE,"ML6AFL","v116"
"not a dejure resident",13,10.524063,FALSE,FALSE,"ML6AFL","v116"
"pit latrine with slab",2512,2370.75477799999,TRUE,FALSE,"ML6AFL","v116"
"pit latrine without slab/open pit",3217,3475.189373,FALSE,FALSE,"ML6AFL","v116"
"ventilated improved pit latrine (vip)",82,66.96358,TRUE,FALSE,"ML6AFL","v116"
"no",5050,5364.14493400011,FALSE,FALSE,"ML6AFL","v119"
"not a dejure resident",13,10.524063,FALSE,FALSE,"ML6AFL","v119"
"yes",2187,1937.78714400001,TRUE,FALSE,"ML6AFL","v119"
"bucket toilet",1,1.831946,FALSE,FALSE,"ML7AFL","v116"
"composting toilet",26,19.63658,TRUE,FALSE,"ML7AFL","v116"
"flush to piped sewer system",129,127.553754,TRUE,FALSE,"ML7AFL","v116"
"flush to pit latrine",39,32.42734,TRUE,FALSE,"ML7AFL","v116"
"flush to septic tank",80,94.45539,TRUE,FALSE,"ML7AFL","v116"
"flush to somewhere else",5,4.166503,FALSE,FALSE,"ML7AFL","v116"
"flush, don't know where",23,18.12085,TRUE,FALSE,"ML7AFL","v116"
"hanging toilet/latrine",75,102.798204,FALSE,FALSE,"ML7AFL","v116"
"no facility/bush/field",887,616.553665000002,FALSE,FALSE,"ML7AFL","v116"
"not a dejure resident",25,19.810617,FALSE,FALSE,"ML7AFL","v116"
"other",15,18.692546,FALSE,FALSE,"ML7AFL","v116"
"pit latrine with slab",3242,3434.224334,TRUE,FALSE,"ML7AFL","v116"
"pit latrine without slab/open pit",2200,2360.447697,FALSE,FALSE,"ML7AFL","v116"
"ventilated improved pit latrine (vip)",215,262.968273,TRUE,FALSE,"ML7AFL","v116"
"no",3569,3544.00238500005,FALSE,FALSE,"ML7AFL","v119"
"not a dejure resident",25,19.810617,FALSE,FALSE,"ML7AFL","v119"
"yes",3368,3549.874697,TRUE,FALSE,"ML7AFL","v119"
"bucket toilet",4,1.816969,FALSE,FALSE,"ML8AFL","v116"
"composting toilet",6,5.89568,TRUE,FALSE,"ML8AFL","v116"
"flush to piped sewer system",64,68.973937,TRUE,FALSE,"ML8AFL","v116"
"flush to pit latrine",109,112.620245,TRUE,FALSE,"ML8AFL","v116"
"flush to septic tank",298,348.690964999999,TRUE,FALSE,"ML8AFL","v116"
"flush to somewhere else",14,11.265808,FALSE,FALSE,"ML8AFL","v116"
"flush, don't know where",22,12.255731,TRUE,FALSE,"ML8AFL","v116"
"hanging toilet/latrine",83,92.324003,FALSE,FALSE,"ML8AFL","v116"
"no facility/bush/field",1039,510.532554,FALSE,FALSE,"ML8AFL","v116"
"not a dejure resident",46,48.8799,FALSE,FALSE,"ML8AFL","v116"
"pit latrine with slab",4581,4855.23942700005,TRUE,FALSE,"ML8AFL","v116"
"pit latrine without slab/open pit",1614,1542.721741,FALSE,FALSE,"ML8AFL","v116"
"ventilated improved pit latrine (vip)",98,112.078645,TRUE,FALSE,"ML8AFL","v116"
"no",4129,3835.82067700006,FALSE,FALSE,"ML8AFL","v119"
"not a dejure resident",46,48.8799,FALSE,FALSE,"ML8AFL","v119"
"yes",3803,3838.59502800003,TRUE,FALSE,"ML8AFL","v119"
"flush toilet",258,211.231457,TRUE,FALSE,"MZ41FL","v116"
"latrine",4234,3992.58651200001,FALSE,FALSE,"MZ41FL","v116"
"no facility",3506,4277.95212599998,FALSE,FALSE,"MZ41FL","v116"
"no flush toilet",147,122.135708,TRUE,FALSE,"MZ41FL","v116"
"not dejure resident",104,100.954498,FALSE,FALSE,"MZ41FL","v116"
"other",63,52.770639,FALSE,FALSE,"MZ41FL","v116"
"no",7270,7876.53257799996,FALSE,FALSE,"MZ41FL","v119"
"not dejure resident",104,100.954498,FALSE,FALSE,"MZ41FL","v119"
"yes",933,771.760863999998,TRUE,FALSE,"MZ41FL","v119"
"flush, don't know where",390,266.425005000001,TRUE,FALSE,"MZ62FL","v116"
"no facility/bush/field",3070,3901.03494200001,FALSE,FALSE,"MZ62FL","v116"
"no flush toilet, don't know where",432,287.846678,TRUE,FALSE,"MZ62FL","v116"
"not a dejure resident",56,53.86087,FALSE,FALSE,"MZ62FL","v116"
"pit latrine with slab",1224,1229.590082,TRUE,FALSE,"MZ62FL","v116"
"pit latrine without slab/open pit",3176,3154.919466,FALSE,FALSE,"MZ62FL","v116"
"ventilated improved pit latrine (vip)",1021,832.870105000002,TRUE,FALSE,"MZ62FL","v116"
"no",6670,7568.3358970001,FALSE,FALSE,"MZ62FL","v119"
"not a dejure resident",56,53.86087,FALSE,FALSE,"MZ62FL","v119"
"yes",2643,2104.350381,TRUE,FALSE,"MZ62FL","v119"
"flush to piped sewer system",48,32.794819,TRUE,FALSE,"MZ81FL","v116"
"flush to septic tank",443,341.50263,TRUE,FALSE,"MZ81FL","v116"
"flush to somewhere else",2,1.129473,FALSE,FALSE,"MZ81FL","v116"
"flush, don't know where",1,0.676884,TRUE,FALSE,"MZ81FL","v116"
"no facility/bush/field",1821,2206.25222800001,FALSE,FALSE,"MZ81FL","v116"
"no flush to piped sewer system",31,20.995624,TRUE,FALSE,"MZ81FL","v116"
"no flush to septic tank",893,757.947534000001,TRUE,FALSE,"MZ81FL","v116"
"no flush to somewhere else",22,20.640875,FALSE,FALSE,"MZ81FL","v116"
"no flush, don't know where",6,5.453612,TRUE,FALSE,"MZ81FL","v116"
"not a dejure resident",70,65.691899,FALSE,FALSE,"MZ81FL","v116"
"other",10,11.527364,FALSE,FALSE,"MZ81FL","v116"
"pit latrine with slab",1091,1264.047239,TRUE,FALSE,"MZ81FL","v116"
"pit latrine without slab/open pit",3417,3494.90217500001,FALSE,FALSE,"MZ81FL","v116"
"ventilated improved pit latrine (vip)",999,973.409589,TRUE,FALSE,"MZ81FL","v116"
"no",4987,5723.20718800001,FALSE,FALSE,"MZ81FL","v119"
"not a dejure resident",70,65.691899,FALSE,FALSE,"MZ81FL","v119"
"yes",3797,3408.07285799998,TRUE,FALSE,"MZ81FL","v119"
"composting toilet",173,126.872295,TRUE,FALSE,"MR71FL","v116"
"flush to piped sewer system",508,481.99441,TRUE,FALSE,"MR71FL","v116"
"flush to pit latrine",1680,1857.693474,TRUE,FALSE,"MR71FL","v116"
"flush to septic tank",1249,1301.800406,TRUE,FALSE,"MR71FL","v116"
"flush to somewhere else",229,271.502218,FALSE,FALSE,"MR71FL","v116"
"flush, don't know where",25,19.579872,TRUE,FALSE,"MR71FL","v116"
"hanging toilet/latrine",89,52.812016,FALSE,FALSE,"MR71FL","v116"
"no facility/bush/field",2740,2881.58253900001,FALSE,FALSE,"MR71FL","v116"
"not a dejure resident",114,116.271979,FALSE,FALSE,"MR71FL","v116"
"other",9,12.274432,FALSE,FALSE,"MR71FL","v116"
"pit latrine with slab",456,419.893714,TRUE,FALSE,"MR71FL","v116"
"pit latrine without slab/open pit",220,191.115526,FALSE,FALSE,"MR71FL","v116"
"ventilated improved pit latrine (vip)",499,408.633601999999,TRUE,FALSE,"MR71FL","v116"
"no",4469,4416.28708999997,FALSE,FALSE,"MR71FL","v119"
"not a dejure resident",114,116.271979,FALSE,FALSE,"MR71FL","v119"
"yes",3408,3609.46741400001,TRUE,FALSE,"MR71FL","v119"
"flush toilet",340,277.891953,TRUE,FALSE,"MW41FL","v116"
"no facility",1522,1674.36936100003,FALSE,FALSE,"MW41FL","v116"
"not dejure resident",151,149.250651,FALSE,FALSE,"MW41FL","v116"
"traditional pit toilet",7479,7479.42242299973,FALSE,FALSE,"MW41FL","v116"
"ventilated improved pit (vip) latrine",60,57.019027,TRUE,FALSE,"MW41FL","v116"
"no",8815,9005.84254699968,FALSE,FALSE,"MW41FL","v119"
"not dejure resident",151,149.250651,FALSE,FALSE,"MW41FL","v119"
"yes",577,473.468563999998,TRUE,FALSE,"MW41FL","v119"
"11",206,253.254555,FALSE,TRUE,"MW4EFL","v116"
"21",7129,7033.46424899987,FALSE,TRUE,"MW4EFL","v116"
"22",117,118.511822,FALSE,TRUE,"MW4EFL","v116"
"31",1303,1331.784002,FALSE,TRUE,"MW4EFL","v116"
"not dejure resident",58,53.724013,FALSE,FALSE,"MW4EFL","v116"
"other",2,3.182846,FALSE,FALSE,"MW4EFL","v116"
"no",8217,8134.72538199984,FALSE,FALSE,"MW4EFL","v119"
"not dejure resident",58,53.724013,FALSE,FALSE,"MW4EFL","v119"
"yes",529,597.400660999998,TRUE,FALSE,"MW4EFL","v119"
"bucket toilet",1,0.966708,FALSE,FALSE,"MW61FL","v116"
"composting toilet",13,10.747039,TRUE,FALSE,"MW61FL","v116"
"flush toilet",324,320.968993,TRUE,FALSE,"MW61FL","v116"
"hanging toilet/latrine",2,1.79001,FALSE,FALSE,"MW61FL","v116"
"no facility/bush/field",1917,1661.32539,FALSE,FALSE,"MW61FL","v116"
"not dejure resident",124,133.29408,FALSE,FALSE,"MW61FL","v116"
"other",80,79.89593,FALSE,FALSE,"MW61FL","v116"
"pit latrine - ventilated improved pit (vip)",397,524.715385999999,TRUE,FALSE,"MW61FL","v116"
"pit latrine - with slab",1122,1445.301249,TRUE,FALSE,"MW61FL","v116"
"pit latrine - without slab / open pit",12988,12769.1847699999,FALSE,FALSE,"MW61FL","v116"
"no",15565,15240.9214039997,FALSE,FALSE,"MW61FL","v119"
"not dejure resident",124,133.29408,FALSE,FALSE,"MW61FL","v119"
"yes",1256,1561.89277700001,TRUE,FALSE,"MW61FL","v119"
"bucket toilet",21,17.741691,FALSE,FALSE,"MW7AFL","v116"
"composting toilet",32,33.31286,TRUE,FALSE,"MW7AFL","v116"
"flush to piped sewer system",108,93.120255,TRUE,FALSE,"MW7AFL","v116"
"flush to pit latrine",68,72.490061,TRUE,FALSE,"MW7AFL","v116"
"flush to septic tank",387,335.937411,TRUE,FALSE,"MW7AFL","v116"
"flush to somewhere else",2,0.970011,FALSE,FALSE,"MW7AFL","v116"
"flush, don't know where",1,0.693387,TRUE,FALSE,"MW7AFL","v116"
"hanging toilet/latrine",5,3.304198,FALSE,FALSE,"MW7AFL","v116"
"no facility/bush/field",988,1032.87968,FALSE,FALSE,"MW7AFL","v116"
"not a dejure resident",73,80.316284,FALSE,FALSE,"MW7AFL","v116"
"other",4,2.899525,FALSE,FALSE,"MW7AFL","v116"
"pit latrine with slab",14159,14156.8418049999,TRUE,FALSE,"MW7AFL","v116"
"pit latrine without slab/open pit",1854,1902.21105799999,FALSE,FALSE,"MW7AFL","v116"
"ventilated improved pit latrine (vip)",170,153.163183,TRUE,FALSE,"MW7AFL","v116"
"no",15460,15817.2920279997,FALSE,FALSE,"MW7AFL","v119"
"not a dejure resident",73,80.316284,FALSE,FALSE,"MW7AFL","v119"
"yes",2339,1988.273097,TRUE,FALSE,"MW7AFL","v119"
"bucket toilet",2,3.396992,FALSE,FALSE,"MW81FL","v116"
"composting toilet",10,11.775584,TRUE,FALSE,"MW81FL","v116"
"flush to piped sewer system",46,47.451283,TRUE,FALSE,"MW81FL","v116"
"flush to pit latrine",93,59.553779,TRUE,FALSE,"MW81FL","v116"
"flush to septic tank",415,291.061318,TRUE,FALSE,"MW81FL","v116"
"flush to somewhere else",7,4.814754,FALSE,FALSE,"MW81FL","v116"
"flush, don't know where",1,1.490556,TRUE,FALSE,"MW81FL","v116"
"hanging toilet/latrine",10,7.920649,FALSE,FALSE,"MW81FL","v116"
"no facility/bush/field",777,801.018740000001,FALSE,FALSE,"MW81FL","v116"
"not a dejure resident",53,49.364332,FALSE,FALSE,"MW81FL","v116"
"other",56,55.796553,FALSE,FALSE,"MW81FL","v116"
"pit latrine with log/rock",2766,3184.53303000003,FALSE,FALSE,"MW81FL","v116"
"pit latrine with slab",7418,6536.81980799987,TRUE,FALSE,"MW81FL","v116"
"pit latrine without slab/open pit",3434,3830.53553100001,FALSE,FALSE,"MW81FL","v116"
"ventilated improved pit latrine (vip)",339,336.236843,TRUE,FALSE,"MW81FL","v116"
"no",12228,12804.2679800002,FALSE,FALSE,"MW81FL","v119"
"not a dejure resident",53,49.364332,FALSE,FALSE,"MW81FL","v119"
"yes",3146,2368.13744,TRUE,FALSE,"MW81FL","v119"
"bucket",56,46.113869,FALSE,FALSE,"NM41FL","v116"
"flush toilet",1381,1116.058277,TRUE,FALSE,"NM41FL","v116"
"no facility, bush, field",1754,1858.69857200001,FALSE,FALSE,"NM41FL","v116"
"not dejure resident",83,61.529932,FALSE,FALSE,"NM41FL","v116"
"other",23,42.60856,FALSE,FALSE,"NM41FL","v116"
"pour flush latrine",194,207.724472,TRUE,FALSE,"NM41FL","v116"
"traditional pit toilet",206,244.461621,FALSE,FALSE,"NM41FL","v116"
"ventilated improved pit latrine",94,91.87947,TRUE,FALSE,"NM41FL","v116"
"no",2151,2270.179933,FALSE,FALSE,"NM41FL","v119"
"not dejure resident",83,61.529932,FALSE,FALSE,"NM41FL","v119"
"yes",1566,1351.685415,TRUE,FALSE,"NM41FL","v119"
"97",136,123.96437,FALSE,TRUE,"NM51FL","v116"
"bucket toilet",65,41.885188,FALSE,FALSE,"NM51FL","v116"
"composting toilet",22,20.260876,TRUE,FALSE,"NM51FL","v116"
"flush - don't know where",21,19.452203,TRUE,FALSE,"NM51FL","v116"
"flush - to piped sewer system",1707,1918.97178200001,TRUE,FALSE,"NM51FL","v116"
"flush - to pit latrine",59,48.668769,TRUE,FALSE,"NM51FL","v116"
"flush - to septic tank",28,25.351423,TRUE,FALSE,"NM51FL","v116"
"flush - to somewhere else",40,37.843604,FALSE,FALSE,"NM51FL","v116"
"hanging toilet/latrine",12,11.20418,FALSE,FALSE,"NM51FL","v116"
"no facility/bush/field",2741,2551.82331599998,FALSE,FALSE,"NM51FL","v116"
"other",1,3.661136,FALSE,FALSE,"NM51FL","v116"
"pit latrine - ventilated improved pit (vip)",306,253.239488,TRUE,FALSE,"NM51FL","v116"
"pit latrine - with slab",72,59.5329,TRUE,FALSE,"NM51FL","v116"
"pit latrine - without slab / open pit",136,113.859817,FALSE,FALSE,"NM51FL","v116"
"no",3122,2895.53748299997,FALSE,FALSE,"NM51FL","v119"
"not dejure resident",136,123.96437,FALSE,FALSE,"NM51FL","v119"
"yes",2087,2209.24697900003,TRUE,FALSE,"NM51FL","v119"
"bucket toilet",42,25.526751,FALSE,FALSE,"NM61FL","v116"
"composting toilet",8,6.226963,TRUE,FALSE,"NM61FL","v116"
"flush to piped sewer system",1833,1829.91813300001,TRUE,FALSE,"NM61FL","v116"
"flush to pit latrine",110,118.690209,TRUE,FALSE,"NM61FL","v116"
"flush to septic tank",58,59.45359,TRUE,FALSE,"NM61FL","v116"
"flush to somewhere else",48,51.850748,FALSE,FALSE,"NM61FL","v116"
"flush, don't know where",12,12.438824,TRUE,FALSE,"NM61FL","v116"
"hanging toilet/latrine",13,9.093807,FALSE,FALSE,"NM61FL","v116"
"no facility/bush/field",2542,2334.81630900001,FALSE,FALSE,"NM61FL","v116"
"not a dejure resident",87,77.351645,FALSE,FALSE,"NM61FL","v116"
"other",15,22.229084,FALSE,FALSE,"NM61FL","v116"
"pit latrine with slab",65,65.021435,TRUE,FALSE,"NM61FL","v116"
"pit latrine without slab/open pit",141,142.397876,FALSE,FALSE,"NM61FL","v116"
"ventilated improved pit latrine (vip)",314,315.817032,TRUE,FALSE,"NM61FL","v116"
"no",2639,2602.78981000002,FALSE,FALSE,"NM61FL","v119"
"not a dejure resident",87,77.351645,FALSE,FALSE,"NM61FL","v119"
"yes",2566,2393.971596,TRUE,FALSE,"NM61FL","v119"
"flush toilet",153,58.960608,TRUE,FALSE,"NI51FL","v116"
"no facility, bush, field",4032,4789.84669499996,FALSE,FALSE,"NI51FL","v116"
"not dejure resident",46,50.033626,FALSE,FALSE,"NI51FL","v116"
"traditional pit toilet",866,624.043885999998,FALSE,FALSE,"NI51FL","v116"
"ventilated improved pit latrine",578,439.120157999999,TRUE,FALSE,"NI51FL","v116"
"no",4677,5363.81694999991,FALSE,FALSE,"NI51FL","v119"
"not dejure resident",46,50.033626,FALSE,FALSE,"NI51FL","v119"
"yes",950,542.662387999998,TRUE,FALSE,"NI51FL","v119"
"bucket toilet",42,40.697017,FALSE,FALSE,"NI61FL","v116"
"flush to piped sewer system",64,39.610616,TRUE,FALSE,"NI61FL","v116"
"flush to septic tank",315,173.560149,TRUE,FALSE,"NI61FL","v116"
"no facility/bush/field",5033,5745.34963200002,FALSE,FALSE,"NI61FL","v116"
"not a dejure resident",23,19.532004,FALSE,FALSE,"NI61FL","v116"
"other",7,4.459204,FALSE,FALSE,"NI61FL","v116"
"pit latrine with slab",1497,1143.671894,TRUE,FALSE,"NI61FL","v116"
"pit latrine without slab/open pit",605,642.172499999999,FALSE,FALSE,"NI61FL","v116"
"ventilated improved pit latrine (vip)",173,126.983144,TRUE,FALSE,"NI61FL","v116"
"no",5989,6761.66670899999,FALSE,FALSE,"NI61FL","v119"
"not a dejure resident",23,19.532004,FALSE,FALSE,"NI61FL","v119"
"yes",1745,1152.618168,TRUE,FALSE,"NI61FL","v119"
"bush/field",1111,997.787821,FALSE,FALSE,"NG4BFL","v116"
"flush toilet",539,577.257063000001,TRUE,FALSE,"NG4BFL","v116"
"not dejure resident",39,35.446031,FALSE,FALSE,"NG4BFL","v116"
"other",1,1.083924,FALSE,FALSE,"NG4BFL","v116"
"river",61,71.156381,FALSE,FALSE,"NG4BFL","v116"
"traditional pit latrine",2436,2589.943107,FALSE,FALSE,"NG4BFL","v116"
"ventilated improved pit (vip) latrine",102,118.424596,TRUE,FALSE,"NG4BFL","v116"
"no",2141,2153.61624499999,FALSE,FALSE,"NG4BFL","v119"
"not dejure resident",39,35.446031,FALSE,FALSE,"NG4BFL","v119"
"yes",2103,2195.27382,TRUE,FALSE,"NG4BFL","v119"
"bucket toilet",11,10.238332,FALSE,FALSE,"NG53FL","v116"
"composting toilet",11,7.836113,TRUE,FALSE,"NG53FL","v116"
"flush - don't know where",5,4.586859,TRUE,FALSE,"NG53FL","v116"
"flush - to piped sewer system",794,860.344420999996,TRUE,FALSE,"NG53FL","v116"
"flush - to pit latrine",544,591.360036999998,TRUE,FALSE,"NG53FL","v116"
"flush - to septic tank",1318,1822.90426200002,TRUE,FALSE,"NG53FL","v116"
"flush - to somewhere else",26,30.115245,FALSE,FALSE,"NG53FL","v116"
"hanging toilet/latrine",337,289.810292,FALSE,FALSE,"NG53FL","v116"
"no facility",6874,6204.1652829999,FALSE,FALSE,"NG53FL","v116"
"not dejure resident",130,134.320223,FALSE,FALSE,"NG53FL","v116"
"other",150,141.001694,FALSE,FALSE,"NG53FL","v116"
"pit latrine - ventilated improved pit (vip)",4762,4779.08819899992,TRUE,FALSE,"NG53FL","v116"
"pit latrine - with slab",2250,2513.16618699996,TRUE,FALSE,"NG53FL","v116"
"pit latrine - without slab / open pit",2922,2732.30075300002,FALSE,FALSE,"NG53FL","v116"
"no",11439,10396.182383,FALSE,FALSE,"NG53FL","v119"
"not dejure resident",130,134.320223,FALSE,FALSE,"NG53FL","v119"
"yes",8586,9605.92833399976,TRUE,FALSE,"NG53FL","v119"
"bucket toilet",2,1.101316,FALSE,FALSE,"NG61FL","v116"
"composting toilet",10,6.291235,TRUE,FALSE,"NG61FL","v116"
"flush to piped sewer system",314,286.114517999999,TRUE,FALSE,"NG61FL","v116"
"flush to pit latrine",119,106.247107,TRUE,FALSE,"NG61FL","v116"
"flush to septic tank",195,155.562156,TRUE,FALSE,"NG61FL","v116"
"flush to somewhere else",18,23.951328,FALSE,FALSE,"NG61FL","v116"
"flush, don't know where",2,2.882669,TRUE,FALSE,"NG61FL","v116"
"hanging toilet/latrine",166,136.224129,FALSE,FALSE,"NG61FL","v116"
"no facility/bush/field",1228,1276.20848999999,FALSE,FALSE,"NG61FL","v116"
"not a dejure resident",12,11.037917,FALSE,FALSE,"NG61FL","v116"
"other",1,1.245131,FALSE,FALSE,"NG61FL","v116"
"pit latrine with slab",925,989.047544999999,TRUE,FALSE,"NG61FL","v116"
"pit latrine without slab/open pit",802,828.138998999998,FALSE,FALSE,"NG61FL","v116"
"ventilated improved pit latrine (vip)",105,91.424132,TRUE,FALSE,"NG61FL","v116"
"no",1947,2113.78885799999,FALSE,FALSE,"NG61FL","v119"
"not a dejure resident",12,11.037917,FALSE,FALSE,"NG61FL","v119"
"yes",1932,1781.660981,TRUE,FALSE,"NG61FL","v119"
"bucket toilet",19,16.6887,FALSE,FALSE,"NG6AFL","v116"
"composting toilet",21,20.003102,TRUE,FALSE,"NG6AFL","v116"
"flush to piped sewer system",1012,1103.938841,TRUE,FALSE,"NG6AFL","v116"
"flush to pit latrine",1176,1192.880528,TRUE,FALSE,"NG6AFL","v116"
"flush to septic tank",2091,2408.81525099999,TRUE,FALSE,"NG6AFL","v116"
"flush to somewhere else",58,58.024403,FALSE,FALSE,"NG6AFL","v116"
"flush, don't know where",7,5.342141,TRUE,FALSE,"NG6AFL","v116"
"hanging toilet/latrine",684,343.586515999999,FALSE,FALSE,"NG6AFL","v116"
"no facility/bush/field",7179,6831.69457500005,FALSE,FALSE,"NG6AFL","v116"
"not a dejure resident",187,143.212343,FALSE,FALSE,"NG6AFL","v116"
"other",5,3.240612,FALSE,FALSE,"NG6AFL","v116"
"pit latrine with slab",2740,2614.02866800002,TRUE,FALSE,"NG6AFL","v116"
"pit latrine without slab/open pit",3365,3614.10085599996,FALSE,FALSE,"NG6AFL","v116"
"ventilated improved pit latrine (vip)",4795,5197.29235600005,TRUE,FALSE,"NG6AFL","v116"
"no",11144,11004.1841839998,FALSE,FALSE,"NG6AFL","v119"
"not a dejure resident",187,143.212343,FALSE,FALSE,"NG6AFL","v119"
"yes",11996,12393.9214759998,TRUE,FALSE,"NG6AFL","v119"
"bucket toilet",48,51.033739,FALSE,FALSE,"NG7BFL","v116"
"composting toilet",28,26.783225,TRUE,FALSE,"NG7BFL","v116"
"flush to piped sewer system",860,916.470530999998,TRUE,FALSE,"NG7BFL","v116"
"flush to pit latrine",1928,2158.813486,TRUE,FALSE,"NG7BFL","v116"
"flush to septic tank",3215,3596.23681600003,TRUE,FALSE,"NG7BFL","v116"
"flush to somewhere else",215,226.88131,FALSE,FALSE,"NG7BFL","v116"
"flush, don't know where",9,12.232852,TRUE,FALSE,"NG7BFL","v116"
"hanging toilet/latrine",301,241.401737,FALSE,FALSE,"NG7BFL","v116"
"no facility/bush/field",6978,6028.79311200006,FALSE,FALSE,"NG7BFL","v116"
"not a dejure resident",216,193.772771,FALSE,FALSE,"NG7BFL","v116"
"other",14,7.1294,FALSE,FALSE,"NG7BFL","v116"
"pit latrine with slab",6167,6066.08291999997,TRUE,FALSE,"NG7BFL","v116"
"pit latrine without slab/open pit",4784,5169.67800600003,FALSE,FALSE,"NG7BFL","v116"
"ventilated improved pit latrine (vip)",858,950.827402000001,TRUE,FALSE,"NG7BFL","v116"
"no",11901,10854.309582,FALSE,FALSE,"NG7BFL","v119"
"not a dejure resident",216,193.772771,FALSE,FALSE,"NG7BFL","v119"
"yes",13504,14598.0549539997,TRUE,FALSE,"NG7BFL","v119"
"bucket toilet",35,34.271444,FALSE,FALSE,"NG8BFL","v116"
"composting toilet",206,280.239108,TRUE,FALSE,"NG8BFL","v116"
"flush to piped sewer system",191,190.643428,TRUE,FALSE,"NG8BFL","v116"
"flush to pit latrine",2134,2185.28471499998,TRUE,FALSE,"NG8BFL","v116"
"flush to septic tank",6832,6617.71516599993,TRUE,FALSE,"NG8BFL","v116"
"flush to somewhere else",18,21.048929,FALSE,FALSE,"NG8BFL","v116"
"flush, don't know where",6,5.504764,TRUE,FALSE,"NG8BFL","v116"
