"label","n_hh","w_hh","matched","numeric_code","svkey","variable"
"flush, don't know where",3,0.530163,TRUE,FALSE,"TZ7BFL","v116"
"no facility/bush/field",958,831.843252999998,FALSE,FALSE,"TZ7BFL","v116"
"not a dejure resident",182,175.263525,FALSE,FALSE,"TZ7BFL","v116"
"other",24,25.802362,FALSE,FALSE,"TZ7BFL","v116"
"pit latrine with slab",1404,1303.903269,TRUE,FALSE,"TZ7BFL","v116"
"pit latrine without slab non-wahable",3177,3302.52367,FALSE,FALSE,"TZ7BFL","v116"
"pit latrine without slab/open pit",1133,1284.836596,FALSE,FALSE,"TZ7BFL","v116"
"ventilated improved pit latrine (vip)",248,229.128971,TRUE,FALSE,"TZ7BFL","v116"
"no",6495,6531.12539499998,FALSE,FALSE,"TZ7BFL","v119"
"not a dejure resident",182,175.263525,FALSE,FALSE,"TZ7BFL","v119"
"yes",1798,1877.878914,TRUE,FALSE,"TZ7BFL","v119"
"bucket toilet",11,8.09935,FALSE,FALSE,"TZ82FL","v116"
"composting toilet",4,3.981313,TRUE,FALSE,"TZ82FL","v116"
"flush to piped sewer system",128,122.143396,TRUE,FALSE,"TZ82FL","v116"
"flush to pit latrine",2075,2067.862219,TRUE,FALSE,"TZ82FL","v116"
"flush to septic tank",414,512.274178,TRUE,FALSE,"TZ82FL","v116"
"flush to somewhere else",109,82.76075,FALSE,FALSE,"TZ82FL","v116"
"flush, don't know where",4,4.72505,TRUE,FALSE,"TZ82FL","v116"
"hanging toilet/latrine",5,3.838338,FALSE,FALSE,"TZ82FL","v116"
"no facility/bush/field",881,917.276261000002,FALSE,FALSE,"TZ82FL","v116"
"not a dejure resident",162,157.836454,FALSE,FALSE,"TZ82FL","v116"
"other",8,9.447871,FALSE,FALSE,"TZ82FL","v116"
"pit latrine with slab (not washable)",2108,2200.20610199999,TRUE,FALSE,"TZ82FL","v116"
"pit latrine with slab (washable)",1820,1822.40644899999,TRUE,FALSE,"TZ82FL","v116"
"pit latrine without slab/open pit",1360,1526.35786199999,FALSE,FALSE,"TZ82FL","v116"
"ventilated improved pit latrine (vip)",903,813.211808000001,TRUE,FALSE,"TZ82FL","v116"
"no",6011,6323.14857500008,FALSE,FALSE,"TZ82FL","v119"
"not a dejure resident",162,157.836454,FALSE,FALSE,"TZ82FL","v119"
"yes",3819,3771.44237200002,TRUE,FALSE,"TZ82FL","v119"
"flush toilet",144,76.5045960000001,TRUE,FALSE,"UG41FL","v116"
"no facility, bush, field",596,801.315572999998,FALSE,FALSE,"UG41FL","v116"
"not dejure resident",109,115.596416,FALSE,FALSE,"UG41FL","v116"
"other",27,33.218324,FALSE,FALSE,"UG41FL","v116"
"traditional pit toilet",4018,4009.62629100004,FALSE,FALSE,"UG41FL","v116"
"ventilated improved pit latrine",150,113.177368,TRUE,FALSE,"UG41FL","v116"
"no",4267,4609.86745500004,FALSE,FALSE,"UG41FL","v119"
"not dejure resident",109,115.596416,FALSE,FALSE,"UG41FL","v119"
"yes",666,423.642274999996,TRUE,FALSE,"UG41FL","v119"
"bush",832,696.282358000004,FALSE,FALSE,"UG52FL","v116"
"composting toilet",26,20.347678,TRUE,FALSE,"UG52FL","v116"
"covered pit latrine, no slab",2619,2707.61533499998,TRUE,FALSE,"UG52FL","v116"
"covered pit latrine, with slab",1038,1021.06376600001,TRUE,FALSE,"UG52FL","v116"
"flush toilet",73,62.485267,TRUE,FALSE,"UG52FL","v116"
"not de-jure resident",100,90.91356,FALSE,FALSE,"UG52FL","v116"
"other",5,3.790841,FALSE,FALSE,"UG52FL","v116"
"uncovered pit latrine, no slab",830,906.282292000002,TRUE,FALSE,"UG52FL","v116"
"uncovered pit latrine, with slab",103,107.865706,TRUE,FALSE,"UG52FL","v116"
"vip latrine",218,231.18019,TRUE,FALSE,"UG52FL","v116"
"no",5257,5261.30063299997,FALSE,FALSE,"UG52FL","v119"
"not dejure resident",100,90.91356,FALSE,FALSE,"UG52FL","v119"
"yes",481,489.198026000001,TRUE,FALSE,"UG52FL","v119"
"composting toilet",5,5.793101,TRUE,FALSE,"UG5AFL","v116"
"covered pit latrine no slab",1157,1295.200161,TRUE,FALSE,"UG5AFL","v116"
"covered pit latrine with slab",673,654.461584999998,TRUE,FALSE,"UG5AFL","v116"
"flush toilet",50,36.010471,TRUE,FALSE,"UG5AFL","v116"
"no facility",275,212.37136,FALSE,FALSE,"UG5AFL","v116"
"not dejure resident",24,21.938628,FALSE,FALSE,"UG5AFL","v116"
"other",5,2.471594,FALSE,FALSE,"UG5AFL","v116"
"uncovered pit latrine no slab",454,468.250054,TRUE,FALSE,"UG5AFL","v116"
"uncovered pit latrine with slab",118,88.118465,TRUE,FALSE,"UG5AFL","v116"
"vip latrine",152,148.5686,TRUE,FALSE,"UG5AFL","v116"
"no",2587,2645.84960199998,FALSE,FALSE,"UG5AFL","v119"
"not dejure resident",24,21.938628,FALSE,FALSE,"UG5AFL","v119"
"yes",302,264.195532,TRUE,FALSE,"UG5AFL","v119"
"composting toilet",14,16.752875,TRUE,FALSE,"UG61FL","v116"
"covered pit latrine no slab",2297,2516.427084,TRUE,FALSE,"UG61FL","v116"
"covered pit latrine with slab",1287,1272.727326,TRUE,FALSE,"UG61FL","v116"
"ecosan",7,4.95013,FALSE,FALSE,"UG61FL","v116"
"flush or pour flush toilet",158,116.980462,TRUE,FALSE,"UG61FL","v116"
"no facility/bush/field",745,560.682208999999,FALSE,FALSE,"UG61FL","v116"
"not a de jure resident",61,57.241792,FALSE,FALSE,"UG61FL","v116"
"other",16,11.993698,FALSE,FALSE,"UG61FL","v116"
"uncovered pit latrine no slab",740,827.584945000004,TRUE,FALSE,"UG61FL","v116"
"uncovered pit latrine with slab",168,176.462485,TRUE,FALSE,"UG61FL","v116"
"ventilated improved pit latrine (vip)",380,382.745213000001,TRUE,FALSE,"UG61FL","v116"
"no",4863,5064.36942000006,FALSE,FALSE,"UG61FL","v119"
"not a dejure resident",61,57.241792,FALSE,FALSE,"UG61FL","v119"
"yes",952,824.801833000004,TRUE,FALSE,"UG61FL","v119"
"bucket toilet",2,2.405407,FALSE,FALSE,"UG7BFL","v116"
"composting toilet/ecosan",21,16.916533,TRUE,FALSE,"UG7BFL","v116"
"flush to piped sewer system",82,71.937757,TRUE,FALSE,"UG7BFL","v116"
"flush to pit latrine",59,60.6849,TRUE,FALSE,"UG7BFL","v116"
"flush to septic tank",213,229.972593,TRUE,FALSE,"UG7BFL","v116"
"flush to somewhere else",10,8.203223,FALSE,FALSE,"UG7BFL","v116"
"flush, don't know where",10,7.218469,TRUE,FALSE,"UG7BFL","v116"
"hanging toilet/latrine",44,44.228546,FALSE,FALSE,"UG7BFL","v116"
"no facility/bush/field",1057,740.554130000001,FALSE,FALSE,"UG7BFL","v116"
"not a dejure resident",194,206.929595,FALSE,FALSE,"UG7BFL","v116"
"other",46,34.636551,FALSE,FALSE,"UG7BFL","v116"
"pit latrine with slab",2995,3455.79639499999,TRUE,FALSE,"UG7BFL","v116"
"pit latrine without slab/open pit",7118,6835.36524600001,FALSE,FALSE,"UG7BFL","v116"
"ventilated improved pit latrine (vip)",729,800.192169000001,TRUE,FALSE,"UG7BFL","v116"
"no",9151,8738.1597590003,FALSE,FALSE,"UG7BFL","v119"
"not a dejure resident",194,206.929595,FALSE,FALSE,"UG7BFL","v119"
"yes",3235,3569.95216,TRUE,FALSE,"UG7BFL","v119"
"bucket toilet",92,90.125315,FALSE,FALSE,"ZA71FL","v116"
"chemical toilet",18,36.261148,FALSE,FALSE,"ZA71FL","v116"
"composting toilet",36,64.848216,TRUE,FALSE,"ZA71FL","v116"
"flush to piped sewer system",2543,2888.79930100001,TRUE,FALSE,"ZA71FL","v116"
"flush to pit latrine",46,64.770881,TRUE,FALSE,"ZA71FL","v116"
"flush to septic tank",86,77.43594,TRUE,FALSE,"ZA71FL","v116"
"flush to somewhere else",17,17.571387,FALSE,FALSE,"ZA71FL","v116"
"flush, don't know where",7,4.298028,TRUE,FALSE,"ZA71FL","v116"
"no facility/bush/field",170,134.903414,FALSE,FALSE,"ZA71FL","v116"
"not a dejure resident",133,122.836524,FALSE,FALSE,"ZA71FL","v116"
"other",2,1.003845,FALSE,FALSE,"ZA71FL","v116"
"pit latrine with slab",505,424.769804,TRUE,FALSE,"ZA71FL","v116"
"pit latrine without slab/open pit",1205,1074.712995,FALSE,FALSE,"ZA71FL","v116"
"ventilated improved pit latrine (vip)",371,310.576127,TRUE,FALSE,"ZA71FL","v116"
"no",537,505.110741,FALSE,FALSE,"ZA71FL","v119"
"not a dejure resident",133,122.836524,FALSE,FALSE,"ZA71FL","v119"
"yes",4561,4684.96566000004,TRUE,FALSE,"ZA71FL","v119"
"flush toilet",643,861.074844999999,TRUE,FALSE,"ZM42FL","v116"
"no facility/bush/field",1466,1396.95295100002,FALSE,FALSE,"ZM42FL","v116"
"not dejure resident",75,70.687297,FALSE,FALSE,"ZM42FL","v116"
"other",2,1.667497,FALSE,FALSE,"ZM42FL","v116"
"traditional pit latrine",2836,2625.27188699999,FALSE,FALSE,"ZM42FL","v116"
"vip",69,77.7306940000001,TRUE,FALSE,"ZM42FL","v116"
"no",4284,4031.57494799994,FALSE,FALSE,"ZM42FL","v119"
"not dejure resident",75,70.687297,FALSE,FALSE,"ZM42FL","v119"
"yes",736,937.087286000001,TRUE,FALSE,"ZM42FL","v119"
"composting toilet",4,3.117025,TRUE,FALSE,"ZM51FL","v116"
"flush - don't know where",3,2.407174,TRUE,FALSE,"ZM51FL","v116"
"flush - to piped sewer system",379,462.605201000001,TRUE,FALSE,"ZM51FL","v116"
"flush - to pit latrine",18,19.467396,TRUE,FALSE,"ZM51FL","v116"
"flush - to septic tank",150,150.184888,TRUE,FALSE,"ZM51FL","v116"
"flush - to somewhere else",4,4.703311,FALSE,FALSE,"ZM51FL","v116"
"hanging toilet/latrine",1,1.046622,FALSE,FALSE,"ZM51FL","v116"
"no facility/bush/field",1156,1177.10249499999,FALSE,FALSE,"ZM51FL","v116"
"not dejure resident",52,50.128623,FALSE,FALSE,"ZM51FL","v116"
"other",30,33.206336,FALSE,FALSE,"ZM51FL","v116"
"pit latrine - ventilated improved pit (vip)",354,364.711688,TRUE,FALSE,"ZM51FL","v116"
"pit latrine - with slab",713,765.262083999998,TRUE,FALSE,"ZM51FL","v116"
"pit latrine - without slab / open pit",1997,1852.89025799999,FALSE,FALSE,"ZM51FL","v116"
"no",3930,3900.78880400001,FALSE,FALSE,"ZM51FL","v119"
"not dejure resident",52,50.128623,FALSE,FALSE,"ZM51FL","v119"
"yes",882,938.095854999997,TRUE,FALSE,"ZM51FL","v119"
"composting toilet",1,1.344373,TRUE,FALSE,"ZM61FL","v116"
"flush to piped sewer system",808,1067.77806,TRUE,FALSE,"ZM61FL","v116"
"flush to pit latrine",58,87.10488,TRUE,FALSE,"ZM61FL","v116"
"flush to septic tank",431,457.761119,TRUE,FALSE,"ZM61FL","v116"
"flush to somewhere else",6,7.572499,FALSE,FALSE,"ZM61FL","v116"
"flush, don't know where",2,2.963947,TRUE,FALSE,"ZM61FL","v116"
"hanging toilet/latrine",20,16.113452,FALSE,FALSE,"ZM61FL","v116"
"no facility/bush/field",1589,1767.075709,FALSE,FALSE,"ZM61FL","v116"
"not a dejure resident",109,109.808757,FALSE,FALSE,"ZM61FL","v116"
"other",1,0.515886,FALSE,FALSE,"ZM61FL","v116"
"pit latrine with slab",1870,2022.64025,TRUE,FALSE,"ZM61FL","v116"
"pit latrine without slab/open pit",4844,4213.37297299996,FALSE,FALSE,"ZM61FL","v116"
"ventilated improved pit latrine (vip)",1349,1366.45659,TRUE,FALSE,"ZM61FL","v116"
"no",8399,7944.74284999995,FALSE,FALSE,"ZM61FL","v119"
"not a dejure resident",109,109.808757,FALSE,FALSE,"ZM61FL","v119"
"yes",2575,3062.48508999999,TRUE,FALSE,"ZM61FL","v119"
"composting toilet",2,1.509705,TRUE,FALSE,"ZM71FL","v116"
"flush to piped sewer system",511,630.178856,TRUE,FALSE,"ZM71FL","v116"
"flush to pit latrine",99,162.857479,TRUE,FALSE,"ZM71FL","v116"
"flush to septic tank",516,593.894764999999,TRUE,FALSE,"ZM71FL","v116"
"flush to somewhere else",23,30.920719,FALSE,FALSE,"ZM71FL","v116"
"flush, don't know where",14,23.518217,TRUE,FALSE,"ZM71FL","v116"
"no facility/bush/field",963,895.971567,FALSE,FALSE,"ZM71FL","v116"
"not a dejure resident",99,101.123559,FALSE,FALSE,"ZM71FL","v116"
"other",2,1.922225,FALSE,FALSE,"ZM71FL","v116"
"pit latrine with slab",3274,3330.679328,TRUE,FALSE,"ZM71FL","v116"
"pit latrine without slab/open pit",3474,3198.52423099998,FALSE,FALSE,"ZM71FL","v116"
"ventilated improved pit latrine (vip)",73,69.919559,TRUE,FALSE,"ZM71FL","v116"
"no",6386,5863.667182,FALSE,FALSE,"ZM71FL","v119"
"not a dejure resident",99,101.123559,FALSE,FALSE,"ZM71FL","v119"
"yes",2565,3076.229469,TRUE,FALSE,"ZM71FL","v119"
"composting toilet",1,1.006304,TRUE,FALSE,"ZM81FL","v116"
"flush to piped sewer system",530,689.299198,TRUE,FALSE,"ZM81FL","v116"
"flush to pit latrine",155,177.284679,TRUE,FALSE,"ZM81FL","v116"
"flush to septic tank",744,879.613459,TRUE,FALSE,"ZM81FL","v116"
"flush to somewhere else",27,43.501374,FALSE,FALSE,"ZM81FL","v116"
"flush, don't know where",3,3.980386,TRUE,FALSE,"ZM81FL","v116"
"hanging toilet/latrine",9,6.317359,FALSE,FALSE,"ZM81FL","v116"
"no facility/bush/field",1044,946.806439999999,FALSE,FALSE,"ZM81FL","v116"
"not a de jure resident",71,65.475417,FALSE,FALSE,"ZM81FL","v116"
"other",22,23.191202,FALSE,FALSE,"ZM81FL","v116"
"pit latrine with slab",3116,3088.01519099999,TRUE,FALSE,"ZM81FL","v116"
"pit latrine without slab/open pit",3114,2748.405484,FALSE,FALSE,"ZM81FL","v116"
"ventilated improved pit latrine (vip)",150,181.293589,TRUE,FALSE,"ZM81FL","v116"
"no",6366,5752.59507100005,FALSE,FALSE,"ZM81FL","v119"
"not a de jure resident",71,65.475417,FALSE,FALSE,"ZM81FL","v119"
"yes",2549,3036.11959399999,TRUE,FALSE,"ZM81FL","v119"
"bucket toilet",8,9.760813,FALSE,FALSE,"ZW52FL","v116"
"composting toilet/arbo loo",6,4.852987,TRUE,FALSE,"ZW52FL","v116"
"flush other",9,10.99607,TRUE,FALSE,"ZW52FL","v116"
"flush to latrine",32,41.035444,TRUE,FALSE,"ZW52FL","v116"
"flush to septic tank",132,162.979312,TRUE,FALSE,"ZW52FL","v116"
"flush, don't know where",8,11.589931,TRUE,FALSE,"ZW52FL","v116"
"flushed to piped sewer system",1582,1713.043577,TRUE,FALSE,"ZW52FL","v116"
"no facility/bush/field",1856,1752.417699,FALSE,FALSE,"ZW52FL","v116"
"non-vip pit latrine with slab",363,367.446326,TRUE,FALSE,"ZW52FL","v116"
"non-vip pit latrine without slab",275,278.430695,FALSE,FALSE,"ZW52FL","v116"
"not dejure resident",71,70.508261,FALSE,FALSE,"ZW52FL","v116"
"other",6,6.623585,FALSE,FALSE,"ZW52FL","v116"
"ventilated improved pit/latrine (vip blair toilet)",1228,1165.620747,TRUE,FALSE,"ZW52FL","v116"
"no",3605,3480.404701,FALSE,FALSE,"ZW52FL","v119"
"not dejure resident",71,70.508261,FALSE,FALSE,"ZW52FL","v119"
"yes",1902,2049.993011,TRUE,FALSE,"ZW52FL","v119"
"bucket toilet",33,41.880743,FALSE,FALSE,"ZW62FL","v116"
"flush to piped sewer system",1685,1624.745931,TRUE,FALSE,"ZW62FL","v116"
"flush to pit latrine",61,100.45828,TRUE,FALSE,"ZW62FL","v116"
"flush to septic tank",174,213.784936,TRUE,FALSE,"ZW62FL","v116"
"flush to somewhere else",13,24.907836,FALSE,FALSE,"ZW62FL","v116"
"flush, don't know where",2,2.096426,TRUE,FALSE,"ZW62FL","v116"
"no facility/bush/field",1747,1625.889858,FALSE,FALSE,"ZW62FL","v116"
"not a dejure resident",133,131.153257,FALSE,FALSE,"ZW62FL","v116"
"other",4,2.7676,FALSE,FALSE,"ZW62FL","v116"
"pit latrine with slab",686,713.191484,TRUE,FALSE,"ZW62FL","v116"
"pit latrine without slab/open pit",499,529.772388,FALSE,FALSE,"ZW62FL","v116"
"ventilated improved pit latrine (vip)",1005,1067.433574,TRUE,FALSE,"ZW62FL","v116"
"no",3706,3741.38767899999,FALSE,FALSE,"ZW62FL","v119"
"not a dejure resident",133,131.153257,FALSE,FALSE,"ZW62FL","v119"
"yes",2203,2205.541377,TRUE,FALSE,"ZW62FL","v119"
"bucket toilet",19,19.263481,FALSE,FALSE,"ZW72FL","v116"
"flush to piped sewer system",2071,1767.97099200001,TRUE,FALSE,"ZW72FL","v116"
"flush to pit latrine",69,84.899607,TRUE,FALSE,"ZW72FL","v116"
"flush to septic tank",472,339.450818,TRUE,FALSE,"ZW72FL","v116"
"flush to somewhere else",44,26.005305,FALSE,FALSE,"ZW72FL","v116"
"flush, don't know where",12,8.268284,TRUE,FALSE,"ZW72FL","v116"
"no facility/bush/field",1382,1541.729066,FALSE,FALSE,"ZW72FL","v116"
"not a dejure resident",160,152.975417,FALSE,FALSE,"ZW72FL","v116"
"other",7,6.831461,FALSE,FALSE,"ZW72FL","v116"
"pit latrine with slab",1111,1320.778251,TRUE,FALSE,"ZW72FL","v116"
"pit latrine without slab/open pit",543,635.583027,FALSE,FALSE,"ZW72FL","v116"
"ventilated improved pit latrine (vip)",642,706.234136,TRUE,FALSE,"ZW72FL","v116"
"no",3798,4226.13450599996,FALSE,FALSE,"ZW72FL","v119"
"not a dejure resident",160,152.975417,FALSE,FALSE,"ZW72FL","v119"
"yes",2574,2230.879922,TRUE,FALSE,"ZW72FL","v119"
