"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","model_id","hiv_treatment","year"
"GHA","Ghana",33.4717058296969,"estimated",0.999730304961018,FALSE,57379.9146584327,42790.8394315367,14589.0752268959,0.254254041919386,"age_band_separate_v1","posterior_median",2005
"GIN","Guinea",42.9604000479577,"estimated",0.996935005435981,FALSE,47244.174690902,33101.8475405123,14142.3271503897,0.299345416507258,"age_band_separate_v1","posterior_median",2005
"GMB","The Gambia",6.80021050223797,"estimated",0.99989435444155,FALSE,5244.84227075379,4751.64296190411,493.199308849682,0.0940351079001655,"age_band_separate_v1","posterior_median",2005
"GNB","Guinea-Bissau",5.47134440577292,"estimated",0.996068689009789,FALSE,7767.2498258756,7103.36187044092,663.88795543468,0.0854727181843723,"age_band_separate_v1","posterior_median",2005
"GNQ","Equatorial Guinea",33.9046533846217,"estimated",0.967788791016353,FALSE,2828.61147410932,2113.74822219589,714.863251913439,0.252725854524979,"age_band_separate_v1","posterior_median",2005
"KEN","Kenya",12.1603957572431,"estimated",0.822215895130027,TRUE,82551.3260242614,70201.7954637852,12349.5305604762,0.149598209444228,"age_band_separate_v1","posterior_median",2005
"LBR","Liberia",42.3245620053839,"estimated",0.999979141849584,FALSE,18341.6145030929,13280.7515497378,5060.86295335511,0.275922435972128,"age_band_separate_v1","posterior_median",2005
"LSO","Lesotho",,"missing_MAP_no_estimate",0,TRUE,4720.58173459788,,,,"age_band_separate_v1","posterior_median",2005
"MDG","Madagascar",16.612555436176,"estimated",0.965066759112986,FALSE,62155.6370120645,49684.2919371847,12471.3450748798,0.20064704786887,"age_band_separate_v1","posterior_median",2005
"MLI","Mali",38.5111391906618,"estimated",0.977670801796849,FALSE,87830.0017542328,61098.1940068227,26731.8077474102,0.30435850180456,"age_band_separate_v1","posterior_median",2005
"MOZ","Mozambique",44.2928156950409,"estimated",0.999790945132115,FALSE,99135.6037445078,71873.8070380354,27261.7967064724,0.27499501366564,"age_band_separate_v1","posterior_median",2005
"MRT","Mauritania",4.08661106779518,"estimated",0.840119682930452,TRUE,7861.39012005786,7468.95799160187,392.432128455988,0.0499189230483196,"age_band_separate_v1","posterior_median",2005
"MWI","Malawi",32.2108258478265,"estimated",0.999764978481837,FALSE,61511.0868799982,43928.5569088076,17582.5299711906,0.285843266035801,"age_band_separate_v1","posterior_median",2005
"NAM","Namibia",4.5353951282014,"estimated",0.611389973186959,TRUE,3618.4787922097,3391.0109897832,227.467802426499,0.0628628259245901,"age_band_separate_v1","posterior_median",2005
"NER","Niger",26.7916282649868,"estimated",0.952363358910006,FALSE,124960.908948674,83622.3847368285,41338.5242118454,0.33081164789562,"age_band_separate_v1","posterior_median",2005
"NGA","Nigeria",44.911076588637,"estimated",0.999968748812492,FALSE,913193.381854744,623120.731407013,290072.650447731,0.317646465920042,"age_band_separate_v1","posterior_median",2005
"RWA","Rwanda",4.897431879853,"estimated",0.814603360177058,TRUE,38267.9806795348,35074.4671140052,3193.51356552961,0.0834513216747143,"age_band_separate_v1","posterior_median",2005
"SEN","Senegal",5.44994687087531,"estimated",0.99558981120801,FALSE,38522.3642175266,35213.5008228125,3308.86339471412,0.0858946085455647,"age_band_separate_v1","posterior_median",2005
"SLE","Sierra Leone",40.7926668056115,"estimated",0.99816935916103,FALSE,37841.2524673904,26662.7234246548,11178.5290427355,0.295405894727417,"age_band_separate_v1","posterior_median",2005
"SOM","Somalia",9.00565355096317,"estimated",0.983183349547194,FALSE,91196.349563142,77498.6956278477,13697.6539352942,0.150199585848667,"age_band_separate_v1","posterior_median",2005
"SSD","South Sudan",35.4180105817913,"estimated",0.998944588913762,FALSE,37611.7230423069,27201.4213250179,10410.301717289,0.276783430144349,"age_band_separate_v1","posterior_median",2005
"STP","Sao Tome and Principe",,"missing_MAP_no_estimate",,,413.742464346307,,,,"age_band_separate_v1","posterior_median",2005
"SWZ","Swaziland",2.77619052188256,"estimated",0.0274046526925583,TRUE,3247.7077903365,3124.7608164582,122.9469738783,0.037856538154118,"age_band_separate_v1","posterior_median",2005
"TCD","Chad",17.2544300153994,"estimated",0.941951498070144,TRUE,77646.949864827,58851.2044337938,18795.7454310331,0.242066758111607,"age_band_separate_v1","posterior_median",2005
"TGO","Togo",54.7789048030301,"estimated",1,FALSE,22148.2394810415,15464.122829486,6684.11665155544,0.301789975554352,"age_band_separate_v1","posterior_median",2005
"TZA","Tanzania",21.5102815877522,"estimated",0.982661834291151,FALSE,143205.034385894,110730.373073197,32474.6613126968,0.226770388708455,"age_band_separate_v1","posterior_median",2005
"UGA","Uganda",41.7907617391782,"estimated",0.972005626882908,FALSE,137915.902947265,97587.0448262858,40328.8581209795,0.292416300507418,"age_band_separate_v1","posterior_median",2005
"ZMB","Zambia",20.8670520447216,"estimated",0.999994981989078,FALSE,52399.2411670659,39366.6013725561,13032.6397945098,0.248718101717494,"age_band_separate_v1","posterior_median",2005
"ZWE","Zimbabwe",4.09485353977597,"estimated",0.993374399109765,FALSE,28517.2506942995,26810.9662008847,1706.28449341475,0.0598334149285937,"age_band_separate_v1","posterior_median",2005
