"subgroup","series","age_band","contrast","hazard_ratio","lower_95","upper_95","both_values_within_observed_support","both_values_within_central_support"
"east_africa","Eastern Africa","48-59","20% to 0%",0.686486366388178,0.520613209299855,0.905208555638879,FALSE,FALSE
"early","Surveys up to median year","<1","20% to 0%",0.919392463443106,0.85988277536917,0.983020623332153,FALSE,FALSE
"early","Surveys up to median year","1-5","20% to 0%",0.91134868084284,0.837383487373843,0.991847141240784,FALSE,FALSE
"early","Surveys up to median year","6-11","20% to 0%",0.807521096399091,0.738295539946873,0.883237519187117,FALSE,FALSE
"early","Surveys up to median year","12-23","20% to 0%",0.60285474633992,0.508327405357943,0.714960164165563,FALSE,FALSE
"early","Surveys up to median year","24-35","20% to 0%",0.561502243421584,0.463066635177384,0.68086263491365,FALSE,FALSE
"early","Surveys up to median year","36-47","20% to 0%",0.635665425547613,0.521590032965631,0.774689905286694,FALSE,FALSE
"early","Surveys up to median year","48-59","20% to 0%",0.694110021418189,0.567530337097312,0.848921529547324,FALSE,FALSE
"late","Surveys after median year","<1","20% to 0%",0.92358293564659,0.870840011073916,0.97952026568652,FALSE,FALSE
"late","Surveys after median year","1-5","20% to 0%",0.859334594426188,0.780909285321489,0.945636015678324,FALSE,FALSE
"late","Surveys after median year","6-11","20% to 0%",0.763282765952684,0.68637910427528,0.848802909604197,FALSE,FALSE
"late","Surveys after median year","12-23","20% to 0%",0.505280245024082,0.412219907608495,0.619349335874565,FALSE,FALSE
"late","Surveys after median year","24-35","20% to 0%",0.489250565457543,0.396505772741599,0.603688854629915,FALSE,FALSE
"late","Surveys after median year","36-47","20% to 0%",0.427699162285628,0.338439086057244,0.540500731020433,FALSE,FALSE
"late","Surveys after median year","48-59","20% to 0%",0.40168010308971,0.294924196950619,0.547079238958392,FALSE,FALSE
"map_full","Full analysis","<1","40% to 20%",0.935680812739981,0.906068956920131,0.966260433759597,TRUE,TRUE
"map_full","Full analysis","1-5","40% to 20%",0.92353246867843,0.885856459806251,0.962810860903829,TRUE,TRUE
"map_full","Full analysis","6-11","40% to 20%",0.813983348630764,0.773245822324423,0.856867082522903,TRUE,TRUE
"map_full","Full analysis","12-23","40% to 20%",0.83509970631583,0.779558252557644,0.894598341048564,TRUE,TRUE
"map_full","Full analysis","24-35","40% to 20%",0.8238374777074,0.764999556531241,0.887200762249818,TRUE,TRUE
"map_full","Full analysis","36-47","40% to 20%",0.839309623771094,0.772647276856995,0.911723454744224,TRUE,TRUE
"map_full","Full analysis","48-59","40% to 20%",0.929414797411845,0.838480442379783,1.03021110808073,TRUE,TRUE
"sahel","Sahel (≥12°N)","<1","40% to 20%",0.870302041071972,0.80663296359535,0.938996640204262,TRUE,TRUE
"sahel","Sahel (≥12°N)","1-5","40% to 20%",0.952494119807478,0.860193293724185,1.0546990483266,TRUE,TRUE
"sahel","Sahel (≥12°N)","6-11","40% to 20%",0.768793643826274,0.684337705913424,0.863672513848673,TRUE,TRUE
"sahel","Sahel (≥12°N)","12-23","40% to 20%",0.694821640864854,0.628705810553194,0.767890330438231,TRUE,TRUE
"sahel","Sahel (≥12°N)","24-35","40% to 20%",0.783379254403709,0.704354864215169,0.871269707087082,TRUE,TRUE
"sahel","Sahel (≥12°N)","36-47","40% to 20%",0.82224210491228,0.708087194466096,0.954800601358636,TRUE,TRUE
"sahel","Sahel (≥12°N)","48-59","40% to 20%",0.724395565096634,0.627002058177213,0.836917403839462,TRUE,TRUE
"east_africa","Eastern Africa","<1","40% to 20%",1.01665155633296,0.97421369172807,1.06093806294269,TRUE,TRUE
"east_africa","Eastern Africa","1-5","40% to 20%",0.930261471202945,0.869625336537495,0.995125565511115,TRUE,TRUE
"east_africa","Eastern Africa","6-11","40% to 20%",0.856406975643043,0.798903663871661,0.918049248110453,TRUE,TRUE
"east_africa","Eastern Africa","12-23","40% to 20%",0.830223478733593,0.759393333268925,0.907660094503906,TRUE,TRUE
"east_africa","Eastern Africa","24-35","40% to 20%",0.822444767789341,0.738967779230742,0.915351677130232,TRUE,TRUE
"east_africa","Eastern Africa","36-47","40% to 20%",0.980807079784704,0.873545739129335,1.1012388758425,TRUE,TRUE
"east_africa","Eastern Africa","48-59","40% to 20%",0.925833756991166,0.792342686951703,1.08181492642037,TRUE,TRUE
"early","Surveys up to median year","<1","40% to 20%",0.939734042831021,0.906773304227554,0.973892887161931,TRUE,TRUE
"early","Surveys up to median year","1-5","40% to 20%",0.92802397270905,0.882280715609633,0.976138862252703,TRUE,TRUE
"early","Surveys up to median year","6-11","40% to 20%",0.82941947289218,0.787727981591637,0.873317538654317,TRUE,TRUE
"early","Surveys up to median year","12-23","40% to 20%",0.789234027956958,0.736349339640066,0.845916900244168,TRUE,TRUE
"early","Surveys up to median year","24-35","40% to 20%",0.812553591864051,0.753440866699473,0.876304125290465,TRUE,TRUE
"early","Surveys up to median year","36-47","40% to 20%",0.845475407693782,0.777629308682338,0.919240899273994,TRUE,TRUE
"early","Surveys up to median year","48-59","40% to 20%",0.842316291504641,0.768127619818981,0.923670385789971,TRUE,TRUE
"late","Surveys after median year","<1","40% to 20%",0.926277014673253,0.88854648564111,0.965609702786604,TRUE,TRUE
"late","Surveys after median year","1-5","40% to 20%",0.904017962953809,0.850211757636624,0.961229329049624,TRUE,TRUE
"late","Surveys after median year","6-11","40% to 20%",0.800800604393278,0.748285627802937,0.857001102479444,TRUE,TRUE
"late","Surveys after median year","12-23","40% to 20%",0.880286833160054,0.799113381863241,0.969705834268677,TRUE,TRUE
"late","Surveys after median year","24-35","40% to 20%",0.780321117330775,0.709418213305052,0.858310422163521,TRUE,TRUE
"late","Surveys after median year","36-47","40% to 20%",0.81439988607368,0.727425416223523,0.911773440471898,TRUE,TRUE
"late","Surveys after median year","48-59","40% to 20%",1.03358187107205,0.889548304789251,1.20093701315287,TRUE,TRUE
