"stage","variable","year","records","missing_records","missing_pct","period"
"before","mean_maternal_education_years",2018,214386,0,0,"2015–2019"
"before","mean_maternal_education_years",2019,273022,0,0,"2015–2019"
"before","mean_maternal_education_years",2020,274490,0,0,"2020–2023"
"before","mean_maternal_education_years",2021,222501,0,0,"2020–2023"
"before","mean_maternal_education_years",2022,163774,0,0,"2020–2023"
"before","mean_maternal_education_years",2023,75416,0,0,"2020–2023"
"before","mean_wealth_quintile",2000,124558,0,0,"2000–2004"
"before","mean_wealth_quintile",2002,214849,0,0,"2000–2004"
"before","mean_wealth_quintile",2003,211264,0,0,"2000–2004"
"before","mean_wealth_quintile",2004,232180,0,0,"2000–2004"
"before","mean_wealth_quintile",2005,211756,0,0,"2005–2009"
"before","mean_wealth_quintile",2006,269037,0,0,"2005–2009"
"before","mean_wealth_quintile",2007,313228,0,0,"2005–2009"
"before","mean_wealth_quintile",2008,341736,0,0,"2005–2009"
"before","mean_wealth_quintile",2009,390467,0,0,"2005–2009"
"before","mean_wealth_quintile",2010,382179,0,0,"2010–2014"
"before","mean_wealth_quintile",2011,361765,0,0,"2010–2014"
"before","mean_wealth_quintile",2012,319085,0,0,"2010–2014"
"before","mean_wealth_quintile",2013,268926,0,0,"2010–2014"
"before","mean_wealth_quintile",2014,282296,0,0,"2010–2014"
"before","mean_wealth_quintile",2015,257762,0,0,"2015–2019"
"before","mean_wealth_quintile",2016,228167,0,0,"2015–2019"
"before","mean_wealth_quintile",2017,252178,0,0,"2015–2019"
"before","mean_wealth_quintile",2018,214386,0,0,"2015–2019"
"before","mean_wealth_quintile",2019,273022,0,0,"2015–2019"
"before","mean_wealth_quintile",2020,274490,0,0,"2020–2023"
"before","mean_wealth_quintile",2021,222501,0,0,"2020–2023"
"before","mean_wealth_quintile",2022,163774,0,0,"2020–2023"
"before","mean_wealth_quintile",2023,75416,0,0,"2020–2023"
"before","measles_pct",2000,124558,0,0,"2000–2004"
"before","measles_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"before","measles_pct",2003,211264,3402,1.61030748258104,"2000–2004"
"before","measles_pct",2004,232180,22218,9.56929968128176,"2000–2004"
"before","measles_pct",2005,211756,27395,12.9370596346739,"2005–2009"
"before","measles_pct",2006,269037,40277,14.9708032724123,"2005–2009"
"before","measles_pct",2007,313228,42500,13.568391076149,"2005–2009"
"before","measles_pct",2008,341736,31143,9.11317508251984,"2005–2009"
"before","measles_pct",2009,390467,21851,5.59611951842281,"2005–2009"
"before","measles_pct",2010,382179,10550,2.76048657827876,"2010–2014"
"before","measles_pct",2011,361765,2465,0.68138155985239,"2010–2014"
"before","measles_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","measles_pct",2013,268926,239,0.0888720317113258,"2010–2014"
"before","measles_pct",2014,282296,201,0.0712018590415734,"2010–2014"
"before","measles_pct",2015,257762,239,0.0927211924178118,"2015–2019"
"before","measles_pct",2016,228167,222,0.0972971551539004,"2015–2019"
"before","measles_pct",2017,252178,191,0.0757401517975398,"2015–2019"
"before","measles_pct",2018,214386,74,0.034517179293424,"2015–2019"
"before","measles_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","measles_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","measles_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","measles_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","measles_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","multiple_birth_pct",2000,124558,0,0,"2000–2004"
"before","multiple_birth_pct",2002,214849,0,0,"2000–2004"
"before","multiple_birth_pct",2003,211264,0,0,"2000–2004"
"before","multiple_birth_pct",2004,232180,0,0,"2000–2004"
"before","multiple_birth_pct",2005,211756,0,0,"2005–2009"
"before","multiple_birth_pct",2006,269037,0,0,"2005–2009"
"before","multiple_birth_pct",2007,313228,0,0,"2005–2009"
"before","multiple_birth_pct",2008,341736,0,0,"2005–2009"
"before","multiple_birth_pct",2009,390467,0,0,"2005–2009"
"before","multiple_birth_pct",2010,382179,0,0,"2010–2014"
"before","multiple_birth_pct",2011,361765,0,0,"2010–2014"
"before","multiple_birth_pct",2012,319085,0,0,"2010–2014"
"before","multiple_birth_pct",2013,268926,0,0,"2010–2014"
"before","multiple_birth_pct",2014,282296,0,0,"2010–2014"
"before","multiple_birth_pct",2015,257762,0,0,"2015–2019"
"before","multiple_birth_pct",2016,228167,0,0,"2015–2019"
"before","multiple_birth_pct",2017,252178,0,0,"2015–2019"
"before","multiple_birth_pct",2018,214386,0,0,"2015–2019"
"before","multiple_birth_pct",2019,273022,0,0,"2015–2019"
"before","multiple_birth_pct",2020,274490,0,0,"2020–2023"
"before","multiple_birth_pct",2021,222501,0,0,"2020–2023"
"before","multiple_birth_pct",2022,163774,0,0,"2020–2023"
"before","multiple_birth_pct",2023,75416,0,0,"2020–2023"
"before","pcv3_pct",2000,124558,124558,100,"2000–2004"
"before","pcv3_pct",2002,214849,214849,100,"2000–2004"
"before","pcv3_pct",2003,211264,211264,100,"2000–2004"
"before","pcv3_pct",2004,232180,232180,100,"2000–2004"
"before","pcv3_pct",2005,211756,211756,100,"2005–2009"
"before","pcv3_pct",2006,269037,269037,100,"2005–2009"
"before","pcv3_pct",2007,313228,313228,100,"2005–2009"
"before","pcv3_pct",2008,341736,341736,100,"2005–2009"
"before","pcv3_pct",2009,390467,390467,100,"2005–2009"
"before","pcv3_pct",2010,382179,358644,93.841890841726,"2010–2014"
"before","pcv3_pct",2011,361765,236130,65.2716542506876,"2010–2014"
"before","pcv3_pct",2012,319085,157041,49.2160396132692,"2010–2014"
"before","pcv3_pct",2013,268926,98769,36.7272037660918,"2010–2014"
"before","pcv3_pct",2014,282296,64955,23.0095360897781,"2010–2014"
"before","pcv3_pct",2015,257762,15065,5.84453876056207,"2015–2019"
"before","pcv3_pct",2016,228167,16105,7.05842650339444,"2015–2019"
"before","pcv3_pct",2017,252178,16710,6.62627191904131,"2015–2019"
"before","pcv3_pct",2018,214386,9147,4.26660322968851,"2015–2019"
"before","pcv3_pct",2019,273022,6064,2.22106643420677,"2015–2019"
"before","pcv3_pct",2020,274490,3471,1.26452694087216,"2020–2023"
"before","pcv3_pct",2021,222501,628,0.282245922490236,"2020–2023"
"before","pcv3_pct",2022,163774,0,0,"2020–2023"
"before","pcv3_pct",2023,75416,0,0,"2020–2023"
"before","political_stability",2000,124558,0,0,"2000–2004"
"before","political_stability",2002,214849,0,0,"2000–2004"
"before","political_stability",2003,211264,0,0,"2000–2004"
"before","political_stability",2004,232180,0,0,"2000–2004"
"before","political_stability",2005,211756,0,0,"2005–2009"
"before","political_stability",2006,269037,0,0,"2005–2009"
"before","political_stability",2007,313228,0,0,"2005–2009"
"before","political_stability",2008,341736,0,0,"2005–2009"
"before","political_stability",2009,390467,0,0,"2005–2009"
"before","political_stability",2010,382179,0,0,"2010–2014"
"before","political_stability",2011,361765,0,0,"2010–2014"
"before","political_stability",2012,319085,0,0,"2010–2014"
"before","political_stability",2013,268926,0,0,"2010–2014"
"before","political_stability",2014,282296,0,0,"2010–2014"
"before","political_stability",2015,257762,0,0,"2015–2019"
"before","political_stability",2016,228167,0,0,"2015–2019"
"before","political_stability",2017,252178,0,0,"2015–2019"
"before","political_stability",2018,214386,0,0,"2015–2019"
"before","political_stability",2019,273022,0,0,"2015–2019"
"before","political_stability",2020,274490,0,0,"2020–2023"
"before","political_stability",2021,222501,0,0,"2020–2023"
"before","political_stability",2022,163774,0,0,"2020–2023"
"before","political_stability",2023,75416,0,0,"2020–2023"
"before","rotavirus_pct",2000,124558,124558,100,"2000–2004"
"before","rotavirus_pct",2002,214849,214849,100,"2000–2004"
"before","rotavirus_pct",2003,211264,211264,100,"2000–2004"
"before","rotavirus_pct",2004,232180,232180,100,"2000–2004"
"before","rotavirus_pct",2005,211756,211756,100,"2005–2009"
"before","rotavirus_pct",2006,269037,269037,100,"2005–2009"
"before","rotavirus_pct",2007,313228,313228,100,"2005–2009"
"before","rotavirus_pct",2008,341736,341736,100,"2005–2009"
"before","rotavirus_pct",2009,390467,390467,100,"2005–2009"
"before","rotavirus_pct",2010,382179,382179,100,"2010–2014"
"before","rotavirus_pct",2011,361765,360398,99.6221303885119,"2010–2014"
"before","rotavirus_pct",2012,319085,273483,85.7085102715577,"2010–2014"
"before","rotavirus_pct",2013,268926,210881,78.41599547831,"2010–2014"
"before","rotavirus_pct",2014,282296,129794,45.9779805594128,"2010–2014"
"before","rotavirus_pct",2015,257762,80010,31.0402619470674,"2015–2019"
"before","rotavirus_pct",2016,228167,80476,35.2706570187626,"2015–2019"
"before","rotavirus_pct",2017,252178,64454,25.5589305966421,"2015–2019"
"before","rotavirus_pct",2018,214386,22071,10.2949819484481,"2015–2019"
"before","rotavirus_pct",2019,273022,41336,15.1401718542828,"2015–2019"
"before","rotavirus_pct",2020,274490,41486,15.1138474989981,"2020–2023"
"before","rotavirus_pct",2021,222501,36954,16.6084646810576,"2020–2023"
"before","rotavirus_pct",2022,163774,0,0,"2020–2023"
"before","rotavirus_pct",2023,75416,0,0,"2020–2023"
"before","short_birth_interval_pct",2000,124558,0,0,"2000–2004"
"before","short_birth_interval_pct",2002,214849,2293,1.06726119274467,"2000–2004"
"before","short_birth_interval_pct",2003,211264,2277,1.07779839442593,"2000–2004"
"before","short_birth_interval_pct",2004,232180,2474,1.06555258850892,"2000–2004"
"before","short_birth_interval_pct",2005,211756,3008,1.42050284289465,"2005–2009"
"before","short_birth_interval_pct",2006,269037,3591,1.33476064630516,"2005–2009"
"before","short_birth_interval_pct",2007,313228,4928,1.57329485231205,"2005–2009"
"before","short_birth_interval_pct",2008,341736,5867,1.71682234239296,"2005–2009"
"before","short_birth_interval_pct",2009,390467,6182,1.58323238583542,"2005–2009"
"before","short_birth_interval_pct",2010,382179,4745,1.24156481648652,"2010–2014"
"before","short_birth_interval_pct",2011,361765,2332,0.644617362099706,"2010–2014"
"before","short_birth_interval_pct",2012,319085,1506,0.471974552235298,"2010–2014"
"before","short_birth_interval_pct",2013,268926,226,0.0840379881454378,"2010–2014"
"before","short_birth_interval_pct",2014,282296,0,0,"2010–2014"
"before","short_birth_interval_pct",2015,257762,0,0,"2015–2019"
"before","short_birth_interval_pct",2016,228167,0,0,"2015–2019"
"before","short_birth_interval_pct",2017,252178,0,0,"2015–2019"
"before","short_birth_interval_pct",2018,214386,0,0,"2015–2019"
"before","short_birth_interval_pct",2019,273022,234,0.0857073788925435,"2015–2019"
"before","short_birth_interval_pct",2020,274490,253,0.0921709351888958,"2020–2023"
"before","short_birth_interval_pct",2021,222501,259,0.116403971218107,"2020–2023"
"before","short_birth_interval_pct",2022,163774,290,0.17707328391564,"2020–2023"
"before","short_birth_interval_pct",2023,75416,135,0.179007107245147,"2020–2023"
"before","urban_pct",2000,124558,0,0,"2000–2004"
"before","urban_pct",2002,214849,0,0,"2000–2004"
"before","urban_pct",2003,211264,0,0,"2000–2004"
"before","urban_pct",2004,232180,0,0,"2000–2004"
"before","urban_pct",2005,211756,0,0,"2005–2009"
"before","urban_pct",2006,269037,0,0,"2005–2009"
"before","urban_pct",2007,313228,0,0,"2005–2009"
"before","urban_pct",2008,341736,0,0,"2005–2009"
"before","urban_pct",2009,390467,0,0,"2005–2009"
"before","urban_pct",2010,382179,0,0,"2010–2014"
"before","urban_pct",2011,361765,0,0,"2010–2014"
"before","urban_pct",2012,319085,0,0,"2010–2014"
"before","urban_pct",2013,268926,0,0,"2010–2014"
"before","urban_pct",2014,282296,0,0,"2010–2014"
"before","urban_pct",2015,257762,0,0,"2015–2019"
"before","urban_pct",2016,228167,0,0,"2015–2019"
"before","urban_pct",2017,252178,0,0,"2015–2019"
"before","urban_pct",2018,214386,0,0,"2015–2019"
"before","urban_pct",2019,273022,0,0,"2015–2019"
"before","urban_pct",2020,274490,0,0,"2020–2023"
"before","urban_pct",2021,222501,0,0,"2020–2023"
"before","urban_pct",2022,163774,0,0,"2020–2023"
"before","urban_pct",2023,75416,0,0,"2020–2023"
