"survey","country","survey_year","regkey","dtp3_pct","measles_pct","dtp3_pct_before_imputation","dtp3_pct_imputed","dtp3_pct_source_year","dtp3_pct_imputation_source","measles_pct_before_imputation","measles_pct_imputed","measles_pct_source_year","measles_pct_imputation_source"
"AO81FL","AGO",2023,"northlunda",23.7,33.1,23.7,FALSE,2023,"retained_regional_estimate",33.1,FALSE,2023,"retained_regional_estimate"
"AO81FL","AGO",2023,"southcuanza",30.5,40,30.5,FALSE,2023,"retained_regional_estimate",40,FALSE,2023,"retained_regional_estimate"
"AO81FL","AGO",2023,"southlunda",41,46.2,41,FALSE,2023,"retained_regional_estimate",46.2,FALSE,2023,"retained_regional_estimate"
"AO81FL","AGO",2023,"uige",60.3,61.8,60.3,FALSE,2023,"retained_regional_estimate",61.8,FALSE,2023,"retained_regional_estimate"
"AO81FL","AGO",2023,"zaire",58,59,58,FALSE,2023,"retained_regional_estimate",59,FALSE,2023,"retained_regional_estimate"
"BF43FL","BFA",2003,"boucledumouhoun",63.6,60.2,63.6,FALSE,2003,"retained_regional_estimate",60.2,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"cascades",66.1,64.8,66.1,FALSE,2003,"retained_regional_estimate",64.8,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"centreest",59.4,62.8,59.4,FALSE,2003,"retained_regional_estimate",62.8,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"centrenord",72.4,69.2,72.4,FALSE,2003,"retained_regional_estimate",69.2,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"centreouest",55.5,51.6,55.5,FALSE,2003,"retained_regional_estimate",51.6,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"centresud",58.5,65.6,58.5,FALSE,2003,"retained_regional_estimate",65.6,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"est",57.3,51.9,57.3,FALSE,2003,"retained_regional_estimate",51.9,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"hautsbassins",52.6,47.7,52.6,FALSE,2003,"retained_regional_estimate",47.7,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"nord",36.7,47.3,36.7,FALSE,2003,"retained_regional_estimate",47.3,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"ouagadougou",70.7,73.1,70.7,FALSE,2003,"retained_regional_estimate",73.1,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"plateaucentral",57.1,50.1,57.1,FALSE,2003,"retained_regional_estimate",50.1,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"sahel",39.3,33.7,39.3,FALSE,2003,"retained_regional_estimate",33.7,FALSE,2003,"retained_regional_estimate"
"BF43FL","BFA",2003,"sudouest",66,65,66,FALSE,2003,"retained_regional_estimate",65,FALSE,2003,"retained_regional_estimate"
"BF62FL","BFA",2010,"boucledumouhoun",96.6,89.6,96.6,FALSE,2010,"retained_regional_estimate",89.6,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"cascades",75.4,91.4,75.4,FALSE,2010,"retained_regional_estimate",91.4,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"centre",88.8,94.4,88.8,FALSE,2010,"retained_regional_estimate",94.4,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"centreest",98.1,95.2,98.1,FALSE,2010,"retained_regional_estimate",95.2,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"centrenord",97.8,95.2,97.8,FALSE,2010,"retained_regional_estimate",95.2,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"centreouest",91.2,85.9,91.2,FALSE,2010,"retained_regional_estimate",85.9,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"centresud",96.7,95,96.7,FALSE,2010,"retained_regional_estimate",95,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"est",82.1,74.1,82.1,FALSE,2010,"retained_regional_estimate",74.1,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"hautsbassins",88.1,88.8,88.1,FALSE,2010,"retained_regional_estimate",88.8,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"nord",93,89.5,93,FALSE,2010,"retained_regional_estimate",89.5,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"plateaucentral",91.6,95.5,91.6,FALSE,2010,"retained_regional_estimate",95.5,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"sahel",74,70.4,74,FALSE,2010,"retained_regional_estimate",70.4,FALSE,2010,"retained_regional_estimate"
"BF62FL","BFA",2010,"sudouest",89.3,84.3,89.3,FALSE,2010,"retained_regional_estimate",84.3,FALSE,2010,"retained_regional_estimate"
"BF81FL","BFA",2021,"boucledumouhoun",83.3,90.1,83.3,FALSE,2021,"retained_regional_estimate",90.1,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"cascades",95.3,94.1,95.3,FALSE,2021,"retained_regional_estimate",94.1,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"centre",91.3,85.5,91.3,FALSE,2021,"retained_regional_estimate",85.5,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"centreest",90,89.3,90,FALSE,2021,"retained_regional_estimate",89.3,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"centrenord",83.7,82.3,83.7,FALSE,2021,"retained_regional_estimate",82.3,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"centreouest",93.4,88,93.4,FALSE,2021,"retained_regional_estimate",88,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"centresud",96.5,92.5,96.5,FALSE,2021,"retained_regional_estimate",92.5,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"est",85.6,80,85.6,FALSE,2021,"retained_regional_estimate",80,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"hautsbassins",84.7,81.8,84.7,FALSE,2021,"retained_regional_estimate",81.8,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"nord",87,85.1,87,FALSE,2021,"retained_regional_estimate",85.1,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"plateaucentral",95,92,95,FALSE,2021,"retained_regional_estimate",92,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"sahel",71.1,83.1,71.1,FALSE,2021,"retained_regional_estimate",83.1,FALSE,2021,"retained_regional_estimate"
"BF81FL","BFA",2021,"sudouest",90.7,83.9,90.7,FALSE,2021,"retained_regional_estimate",83.9,FALSE,2021,"retained_regional_estimate"
"BJ41FL","BEN",2001,"atacoradonga",66.8,58.5,66.8,FALSE,2001,"retained_regional_estimate",58.5,FALSE,2001,"retained_regional_estimate"
"BJ41FL","BEN",2001,"atlantique",56.7,56.5,56.7,FALSE,2001,"retained_regional_estimate",56.5,FALSE,2001,"retained_regional_estimate"
"BJ41FL","BEN",2001,"borgoualibori",64,61,64,FALSE,2001,"retained_regional_estimate",61,FALSE,2001,"retained_regional_estimate"
"BJ41FL","BEN",2001,"monocouffo",65.7,61.9,65.7,FALSE,2001,"retained_regional_estimate",61.9,FALSE,2001,"retained_regional_estimate"
"BJ41FL","BEN",2001,"zoucollines",82,76.2,82,FALSE,2001,"retained_regional_estimate",76.2,FALSE,2001,"retained_regional_estimate"
"BJ51FL","BEN",2006,"alibori",55.2,54.6,55.2,FALSE,2006,"retained_regional_estimate",54.6,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"atacora",67.2,64.2,67.2,FALSE,2006,"retained_regional_estimate",64.2,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"atlantique",65,59.9,65,FALSE,2006,"retained_regional_estimate",59.9,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"borgou",56.6,61.7,56.6,FALSE,2006,"retained_regional_estimate",61.7,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"collines",74.9,74.2,74.9,FALSE,2006,"retained_regional_estimate",74.2,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"couffo",61.5,53.4,61.5,FALSE,2006,"retained_regional_estimate",53.4,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"donga",76.4,64.8,76.4,FALSE,2006,"retained_regional_estimate",64.8,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"littoral",82.7,73.7,82.7,FALSE,2006,"retained_regional_estimate",73.7,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"mono",75.2,70,75.2,FALSE,2006,"retained_regional_estimate",70,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"oueme",70.2,57.8,70.2,FALSE,2006,"retained_regional_estimate",57.8,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"plateau",47.7,42.3,47.7,FALSE,2006,"retained_regional_estimate",42.3,FALSE,2006,"retained_regional_estimate"
"BJ51FL","BEN",2006,"zou",71.2,59.4,71.2,FALSE,2006,"retained_regional_estimate",59.4,FALSE,2006,"retained_regional_estimate"
"BJ61FL","BEN",2012,"alibori",56.7,48.4,56.7,FALSE,2012,"retained_regional_estimate",48.4,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"atacora",80.8,74.7,80.8,FALSE,2012,"retained_regional_estimate",74.7,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"atlantique",67.2,58.7,67.2,FALSE,2012,"retained_regional_estimate",58.7,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"borgou",68.5,65.6,68.5,FALSE,2012,"retained_regional_estimate",65.6,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"collines",83.9,78.1,83.9,FALSE,2012,"retained_regional_estimate",78.1,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"couffo",63.2,53.6,63.2,FALSE,2012,"retained_regional_estimate",53.6,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"donga",78.6,76.7,78.6,FALSE,2012,"retained_regional_estimate",76.7,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"littoral",81.3,86.6,81.3,FALSE,2012,"retained_regional_estimate",86.6,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"mono",81.8,80.5,81.8,FALSE,2012,"retained_regional_estimate",80.5,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"oueme",77.6,74,77.6,FALSE,2012,"retained_regional_estimate",74,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"plateau",63.3,62,63.3,FALSE,2012,"retained_regional_estimate",62,FALSE,2012,"retained_regional_estimate"
"BJ61FL","BEN",2012,"zou",78.7,77.2,78.7,FALSE,2012,"retained_regional_estimate",77.2,FALSE,2012,"retained_regional_estimate"
"BJ71FL","BEN",2017,"alibori",65.9,58.4,65.9,FALSE,2017,"retained_regional_estimate",58.4,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"atacora",78.4,71.9,78.4,FALSE,2017,"retained_regional_estimate",71.9,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"atlantic",79.3,73.7,79.3,FALSE,2017,"retained_regional_estimate",73.7,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"borgou",54,54.2,54,FALSE,2017,"retained_regional_estimate",54.2,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"collines",86.9,81.4,86.9,FALSE,2017,"retained_regional_estimate",81.4,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"couffo",59.2,56.4,59.2,FALSE,2017,"retained_regional_estimate",56.4,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"donga",77.5,70.8,77.5,FALSE,2017,"retained_regional_estimate",70.8,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"littoral",87,78.1,87,FALSE,2017,"retained_regional_estimate",78.1,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"mono",87.9,86.5,87.9,FALSE,2017,"retained_regional_estimate",86.5,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"oueme",83.4,80.7,83.4,FALSE,2017,"retained_regional_estimate",80.7,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"plateau",49.6,37,49.6,FALSE,2017,"retained_regional_estimate",37,FALSE,2017,"retained_regional_estimate"
"BJ71FL","BEN",2017,"zou",86.2,81.1,86.2,FALSE,2017,"retained_regional_estimate",81.1,FALSE,2017,"retained_regional_estimate"
"BU61FL","BDI",2010,"bujumburamairie",91.6,93.7,91.6,FALSE,2010,"retained_regional_estimate",93.7,FALSE,2010,"retained_regional_estimate"
"BU61FL","BDI",2010,"centraleast",94.1,93.4,94.1,FALSE,2010,"retained_regional_estimate",93.4,FALSE,2010,"retained_regional_estimate"
"BU61FL","BDI",2010,"north",95.5,93.3,95.5,FALSE,2010,"retained_regional_estimate",93.3,FALSE,2010,"retained_regional_estimate"
"BU61FL","BDI",2010,"south",96.7,95.6,96.7,FALSE,2010,"retained_regional_estimate",95.6,FALSE,2010,"retained_regional_estimate"
"BU61FL","BDI",2010,"west",96.6,95.8,96.6,FALSE,2010,"retained_regional_estimate",95.8,FALSE,2010,"retained_regional_estimate"
"BU71FL","BDI",2016,"bubanza",94.2,91.5,94.2,FALSE,2016,"retained_regional_estimate",91.5,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"bujumburamairie",91.5,90.6,91.5,FALSE,2016,"retained_regional_estimate",90.6,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"bujumburarural",96.6,97.3,96.6,FALSE,2016,"retained_regional_estimate",97.3,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"bururi",94.2,91.3,94.2,FALSE,2016,"retained_regional_estimate",91.3,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"cankuzo",97.9,91.7,97.9,FALSE,2016,"retained_regional_estimate",91.7,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"cibitoke",91.9,87.8,91.9,FALSE,2016,"retained_regional_estimate",87.8,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"gitega",96,95.8,96,FALSE,2016,"retained_regional_estimate",95.8,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"karusi",97.9,96.5,97.9,FALSE,2016,"retained_regional_estimate",96.5,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"kayanza",99,99,99,FALSE,2016,"retained_regional_estimate",99,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"kirundo",96.2,91.6,96.2,FALSE,2016,"retained_regional_estimate",91.6,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"makamba",99.3,94.1,99.3,FALSE,2016,"retained_regional_estimate",94.1,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"muramvya",97.8,97.4,97.8,FALSE,2016,"retained_regional_estimate",97.4,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"muyinga",99.3,91.9,99.3,FALSE,2016,"retained_regional_estimate",91.9,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"mwaro",96.4,94,96.4,FALSE,2016,"retained_regional_estimate",94,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"ngozi",96.6,95,96.6,FALSE,2016,"retained_regional_estimate",95,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"rumonge",97.6,92.4,97.6,FALSE,2016,"retained_regional_estimate",92.4,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"rutana",98.2,98,98.2,FALSE,2016,"retained_regional_estimate",98,FALSE,2016,"retained_regional_estimate"
"BU71FL","BDI",2016,"ruyigi",95.2,92.1,95.2,FALSE,2016,"retained_regional_estimate",92.1,FALSE,2016,"retained_regional_estimate"
"CD51FL","COD",2007,"bandundu",62.7,78.7,62.7,FALSE,2007,"retained_regional_estimate",78.7,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"bascongo",83.4,88,83.4,FALSE,2007,"retained_regional_estimate",88,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"equateur",22.2,41.9,22.2,FALSE,2007,"retained_regional_estimate",41.9,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"kasaioccident",27,45.4,27,FALSE,2007,"retained_regional_estimate",45.4,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"kasaioriental",36.3,58.8,36.3,FALSE,2007,"retained_regional_estimate",58.8,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"katanga",38.6,51.7,38.6,FALSE,2007,"retained_regional_estimate",51.7,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"kinshasa",81.1,91.3,81.1,FALSE,2007,"retained_regional_estimate",91.3,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"maniema",17.4,44.6,17.4,FALSE,2007,"retained_regional_estimate",44.6,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"nordkivu",83.3,85.8,83.3,FALSE,2007,"retained_regional_estimate",85.8,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"orientale",25.7,49.8,25.7,FALSE,2007,"retained_regional_estimate",49.8,FALSE,2007,"retained_regional_estimate"
"CD51FL","COD",2007,"sudkivu",54.5,84,54.5,FALSE,2007,"retained_regional_estimate",84,FALSE,2007,"retained_regional_estimate"
"CD61FL","COD",2013,"bandundu",61.9,77.3,61.9,FALSE,2013,"retained_regional_estimate",77.3,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"bascongo",84.1,84.6,84.1,FALSE,2013,"retained_regional_estimate",84.6,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"equateur",42.6,66.1,42.6,FALSE,2013,"retained_regional_estimate",66.1,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"kasaioccidental",56.2,67.3,56.2,FALSE,2013,"retained_regional_estimate",67.3,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"kasaioriental",53.3,58.2,53.3,FALSE,2013,"retained_regional_estimate",58.2,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"katanga",51.3,53,51.3,FALSE,2013,"retained_regional_estimate",53,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"kinshasa",83.7,89,83.7,FALSE,2013,"retained_regional_estimate",89,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"maniema",47.2,62.3,47.2,FALSE,2013,"retained_regional_estimate",62.3,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"nordkivu",87,85.3,87,FALSE,2013,"retained_regional_estimate",85.3,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"orientale",46,67.4,46,FALSE,2013,"retained_regional_estimate",67.4,FALSE,2013,"retained_regional_estimate"
"CD61FL","COD",2013,"sudkivu",75.6,87.8,75.6,FALSE,2013,"retained_regional_estimate",87.8,FALSE,2013,"retained_regional_estimate"
"CD81FL","COD",2023,"basuele",14.2,37.1,14.2,FALSE,2023,"retained_regional_estimate",37.1,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"equateur",28.4,38.6,28.4,FALSE,2023,"retained_regional_estimate",38.6,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"hautkatanga",58.4,49.4,58.4,FALSE,2023,"retained_regional_estimate",49.4,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"hautlomami",37.7,46.9,37.7,FALSE,2023,"retained_regional_estimate",46.9,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"hautuele",25.4,45.3,25.4,FALSE,2023,"retained_regional_estimate",45.3,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"ituri",56.3,66.8,56.3,FALSE,2023,"retained_regional_estimate",66.8,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kasai",31.8,37.8,31.8,FALSE,2023,"retained_regional_estimate",37.8,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kasaicentral",69,81.7,69,FALSE,2023,"retained_regional_estimate",81.7,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kasaioriental",51.7,58.8,51.7,FALSE,2023,"retained_regional_estimate",58.8,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kinshasa",82.5,95.7,82.5,FALSE,2023,"retained_regional_estimate",95.7,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kongocentral",37.6,42.4,37.6,FALSE,2023,"retained_regional_estimate",42.4,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kwango",45.2,54,45.2,FALSE,2023,"retained_regional_estimate",54,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"kwilu",40.8,63.5,40.8,FALSE,2023,"retained_regional_estimate",63.5,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"lomami",36.8,59.5,36.8,FALSE,2023,"retained_regional_estimate",59.5,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"lualaba",50.9,57.8,50.9,FALSE,2023,"retained_regional_estimate",57.8,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"maindombe",23.4,45.8,23.4,FALSE,2023,"retained_regional_estimate",45.8,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"maniema",10.8,16.9,10.8,FALSE,2023,"retained_regional_estimate",16.9,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"mongala",5.9,15.3,5.9,FALSE,2023,"retained_regional_estimate",15.3,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"nordkivu",71.4,77,71.4,FALSE,2023,"retained_regional_estimate",77,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"nordubangi",38.8,50.6,38.8,FALSE,2023,"retained_regional_estimate",50.6,FALSE,2023,"retained_regional_estimate"
"CD81FL","COD",2023,"sankuru",25.6,42.1,25.6,FALSE,2023,"retained_regional_estimate",42.1,FALSE,2023,"retained_regional_estimate"
