"age_band","records","deaths","complete_case_records","complete_case_deaths","baseline","survey","country"
"1-5",10242,89,10242,89,"eligible_MAP","AO81FL","AGO"
"6-11",9981,62,9981,62,"eligible_MAP","AO81FL","AGO"
"12-23",8782,55,8782,55,"eligible_MAP","AO81FL","AGO"
"24-35",8523,46,8523,46,"eligible_MAP","AO81FL","AGO"
"36-47",8013,39,8013,39,"eligible_MAP","AO81FL","AGO"
"48-59",7763,22,7763,22,"eligible_MAP","AO81FL","AGO"
"<1",11400,185,11400,185,"regional_baseline","AO81FL","AGO"
"1-5",10242,89,10242,89,"regional_baseline","AO81FL","AGO"
"6-11",9981,62,9981,62,"regional_baseline","AO81FL","AGO"
"12-23",8782,55,8782,55,"regional_baseline","AO81FL","AGO"
"24-35",8523,46,8523,46,"regional_baseline","AO81FL","AGO"
"36-47",8013,39,8013,39,"regional_baseline","AO81FL","AGO"
"48-59",7763,22,7763,22,"regional_baseline","AO81FL","AGO"
"<1",7087,205,0,0,"previous_primary","BU61FL","BDI"
"1-5",6389,84,0,0,"previous_primary","BU61FL","BDI"
"6-11",6151,95,0,0,"previous_primary","BU61FL","BDI"
"12-23",5219,55,0,0,"previous_primary","BU61FL","BDI"
"24-35",4890,54,0,0,"previous_primary","BU61FL","BDI"
"36-47",4570,34,0,0,"previous_primary","BU61FL","BDI"
"48-59",4291,23,0,0,"previous_primary","BU61FL","BDI"
"<1",7088,205,0,0,"eligible_MAP","BU61FL","BDI"
"1-5",6390,84,0,0,"eligible_MAP","BU61FL","BDI"
"6-11",6152,95,0,0,"eligible_MAP","BU61FL","BDI"
"12-23",5220,55,0,0,"eligible_MAP","BU61FL","BDI"
"24-35",4891,54,0,0,"eligible_MAP","BU61FL","BDI"
"36-47",4571,34,0,0,"eligible_MAP","BU61FL","BDI"
"48-59",4292,23,0,0,"eligible_MAP","BU61FL","BDI"
"<1",7088,205,0,0,"regional_baseline","BU61FL","BDI"
"1-5",6390,84,0,0,"regional_baseline","BU61FL","BDI"
"6-11",6152,95,0,0,"regional_baseline","BU61FL","BDI"
"12-23",5220,55,0,0,"regional_baseline","BU61FL","BDI"
"24-35",4891,54,0,0,"regional_baseline","BU61FL","BDI"
"36-47",4571,34,0,0,"regional_baseline","BU61FL","BDI"
"48-59",4292,23,0,0,"regional_baseline","BU61FL","BDI"
"<1",13184,286,7805,164,"previous_primary","BU71FL","BDI"
"1-5",12052,154,6763,80,"previous_primary","BU71FL","BDI"
"6-11",11596,109,6283,56,"previous_primary","BU71FL","BDI"
"12-23",9917,100,4758,66,"previous_primary","BU71FL","BDI"
"24-35",9858,72,4928,38,"previous_primary","BU71FL","BDI"
"36-47",9871,75,4960,32,"previous_primary","BU71FL","BDI"
"48-59",9544,39,4759,17,"previous_primary","BU71FL","BDI"
"<1",13184,286,7805,164,"eligible_MAP","BU71FL","BDI"
"1-5",12052,154,6763,80,"eligible_MAP","BU71FL","BDI"
"6-11",11596,109,6283,56,"eligible_MAP","BU71FL","BDI"
"12-23",9917,100,4758,66,"eligible_MAP","BU71FL","BDI"
"24-35",9858,72,4928,38,"eligible_MAP","BU71FL","BDI"
"36-47",9871,75,4960,32,"eligible_MAP","BU71FL","BDI"
"48-59",9544,39,4759,17,"eligible_MAP","BU71FL","BDI"
"<1",13184,286,7805,164,"regional_baseline","BU71FL","BDI"
"1-5",12052,154,6763,80,"regional_baseline","BU71FL","BDI"
"6-11",11596,109,6283,56,"regional_baseline","BU71FL","BDI"
"12-23",9917,100,4758,66,"regional_baseline","BU71FL","BDI"
"24-35",9858,72,4928,38,"regional_baseline","BU71FL","BDI"
"36-47",9871,75,4960,32,"regional_baseline","BU71FL","BDI"
"48-59",9544,39,4759,17,"regional_baseline","BU71FL","BDI"
"<1",418,19,0,0,"eligible_MAP","BJ41FL","BEN"
"1-5",312,4,0,0,"eligible_MAP","BJ41FL","BEN"
"6-11",272,8,0,0,"eligible_MAP","BJ41FL","BEN"
"12-23",158,3,0,0,"eligible_MAP","BJ41FL","BEN"
"24-35",146,3,0,0,"eligible_MAP","BJ41FL","BEN"
"36-47",155,1,0,0,"eligible_MAP","BJ41FL","BEN"
"48-59",127,0,0,0,"eligible_MAP","BJ41FL","BEN"
"<1",15403,482,0,0,"previous_primary","BJ51FL","BEN"
"1-5",13683,212,0,0,"previous_primary","BJ51FL","BEN"
"6-11",12712,268,0,0,"previous_primary","BJ51FL","BEN"
"12-23",10571,212,0,0,"previous_primary","BJ51FL","BEN"
"24-35",10846,193,0,0,"previous_primary","BJ51FL","BEN"
"36-47",10321,157,0,0,"previous_primary","BJ51FL","BEN"
"48-59",10183,67,0,0,"previous_primary","BJ51FL","BEN"
"<1",16165,508,0,0,"eligible_MAP","BJ51FL","BEN"
"1-5",14460,226,0,0,"eligible_MAP","BJ51FL","BEN"
"6-11",13511,279,0,0,"eligible_MAP","BJ51FL","BEN"
"12-23",11476,243,0,0,"eligible_MAP","BJ51FL","BEN"
"24-35",11537,209,0,0,"eligible_MAP","BJ51FL","BEN"
"36-47",10953,172,0,0,"eligible_MAP","BJ51FL","BEN"
"48-59",10732,71,0,0,"eligible_MAP","BJ51FL","BEN"
"<1",15413,482,0,0,"regional_baseline","BJ51FL","BEN"
"1-5",13694,212,0,0,"regional_baseline","BJ51FL","BEN"
"6-11",12722,268,0,0,"regional_baseline","BJ51FL","BEN"
"12-23",10582,212,0,0,"regional_baseline","BJ51FL","BEN"
"24-35",10858,193,0,0,"regional_baseline","BJ51FL","BEN"
"36-47",10333,157,0,0,"regional_baseline","BJ51FL","BEN"
"48-59",10194,67,0,0,"regional_baseline","BJ51FL","BEN"
"<1",13458,316,0,0,"previous_primary","BJ61FL","BEN"
"1-5",12146,129,0,0,"previous_primary","BJ61FL","BEN"
"6-11",11550,99,0,0,"previous_primary","BJ61FL","BEN"
"12-23",10113,93,0,0,"previous_primary","BJ61FL","BEN"
"24-35",10564,97,0,0,"previous_primary","BJ61FL","BEN"
"36-47",10176,70,0,0,"previous_primary","BJ61FL","BEN"
"48-59",10164,50,0,0,"previous_primary","BJ61FL","BEN"
"<1",13458,316,0,0,"eligible_MAP","BJ61FL","BEN"
"1-5",12146,129,0,0,"eligible_MAP","BJ61FL","BEN"
"6-11",11550,99,0,0,"eligible_MAP","BJ61FL","BEN"
"12-23",10113,93,0,0,"eligible_MAP","BJ61FL","BEN"
"24-35",10564,97,0,0,"eligible_MAP","BJ61FL","BEN"
"36-47",10176,70,0,0,"eligible_MAP","BJ61FL","BEN"
"48-59",10164,50,0,0,"eligible_MAP","BJ61FL","BEN"
"<1",13458,316,0,0,"regional_baseline","BJ61FL","BEN"
"1-5",12146,129,0,0,"regional_baseline","BJ61FL","BEN"
"6-11",11550,99,0,0,"regional_baseline","BJ61FL","BEN"
"12-23",10113,93,0,0,"regional_baseline","BJ61FL","BEN"
"24-35",10564,97,0,0,"regional_baseline","BJ61FL","BEN"
"36-47",10176,70,0,0,"regional_baseline","BJ61FL","BEN"
"48-59",10164,50,0,0,"regional_baseline","BJ61FL","BEN"
"<1",13516,394,0,0,"previous_primary","BJ71FL","BEN"
"1-5",12129,137,0,0,"previous_primary","BJ71FL","BEN"
"6-11",11371,146,0,0,"previous_primary","BJ71FL","BEN"
"12-23",9958,148,0,0,"previous_primary","BJ71FL","BEN"
"24-35",9621,116,0,0,"previous_primary","BJ71FL","BEN"
"36-47",9350,103,0,0,"previous_primary","BJ71FL","BEN"
"48-59",8868,41,0,0,"previous_primary","BJ71FL","BEN"
"<1",13516,394,0,0,"eligible_MAP","BJ71FL","BEN"
"1-5",12129,137,0,0,"eligible_MAP","BJ71FL","BEN"
"6-11",11371,146,0,0,"eligible_MAP","BJ71FL","BEN"
"12-23",9958,148,0,0,"eligible_MAP","BJ71FL","BEN"
"24-35",9621,116,0,0,"eligible_MAP","BJ71FL","BEN"
"36-47",9350,103,0,0,"eligible_MAP","BJ71FL","BEN"
"48-59",8868,41,0,0,"eligible_MAP","BJ71FL","BEN"
"<1",13516,394,0,0,"regional_baseline","BJ71FL","BEN"
"1-5",12129,137,0,0,"regional_baseline","BJ71FL","BEN"
"6-11",11371,146,0,0,"regional_baseline","BJ71FL","BEN"
"12-23",9958,148,0,0,"regional_baseline","BJ71FL","BEN"
"24-35",9621,116,0,0,"regional_baseline","BJ71FL","BEN"
"36-47",9350,103,0,0,"regional_baseline","BJ71FL","BEN"
"48-59",8868,41,0,0,"regional_baseline","BJ71FL","BEN"
"<1",5786,162,0,0,"previous_primary","BF43FL","BFA"
"1-5",4821,119,0,0,"previous_primary","BF43FL","BFA"
"6-11",4534,128,0,0,"previous_primary","BF43FL","BFA"
"12-23",3343,139,0,0,"previous_primary","BF43FL","BFA"
"24-35",3109,83,0,0,"previous_primary","BF43FL","BFA"
"36-47",3316,71,0,0,"previous_primary","BF43FL","BFA"
"48-59",2984,27,0,0,"previous_primary","BF43FL","BFA"
"<1",7679,220,0,0,"eligible_MAP","BF43FL","BFA"
"1-5",6648,150,0,0,"eligible_MAP","BF43FL","BFA"
"6-11",6396,168,0,0,"eligible_MAP","BF43FL","BFA"
"12-23",5384,220,0,0,"eligible_MAP","BF43FL","BFA"
"24-35",4984,144,0,0,"eligible_MAP","BF43FL","BFA"
"36-47",4826,94,0,0,"eligible_MAP","BF43FL","BFA"
"48-59",4861,49,0,0,"eligible_MAP","BF43FL","BFA"
"<1",5786,162,0,0,"regional_baseline","BF43FL","BFA"
"1-5",4821,119,0,0,"regional_baseline","BF43FL","BFA"
"6-11",4534,128,0,0,"regional_baseline","BF43FL","BFA"
"12-23",3343,139,0,0,"regional_baseline","BF43FL","BFA"
"24-35",3109,83,0,0,"regional_baseline","BF43FL","BFA"
"36-47",3316,71,0,0,"regional_baseline","BF43FL","BFA"
"48-59",2984,27,0,0,"regional_baseline","BF43FL","BFA"
"<1",15120,427,0,0,"previous_primary","BF62FL","BFA"
"1-5",13560,196,0,0,"previous_primary","BF62FL","BFA"
"6-11",12954,275,0,0,"previous_primary","BF62FL","BFA"
"12-23",11131,279,0,0,"previous_primary","BF62FL","BFA"
"24-35",11040,229,0,0,"previous_primary","BF62FL","BFA"
"36-47",10633,120,0,0,"previous_primary","BF62FL","BFA"
"48-59",10256,84,0,0,"previous_primary","BF62FL","BFA"
"<1",15127,427,0,0,"eligible_MAP","BF62FL","BFA"
"1-5",13567,196,0,0,"eligible_MAP","BF62FL","BFA"
"6-11",12963,275,0,0,"eligible_MAP","BF62FL","BFA"
"12-23",11138,279,0,0,"eligible_MAP","BF62FL","BFA"
"24-35",11045,229,0,0,"eligible_MAP","BF62FL","BFA"
"36-47",10640,120,0,0,"eligible_MAP","BF62FL","BFA"
"48-59",10263,84,0,0,"eligible_MAP","BF62FL","BFA"
"<1",15127,427,0,0,"regional_baseline","BF62FL","BFA"
"1-5",13567,196,0,0,"regional_baseline","BF62FL","BFA"
"6-11",12963,275,0,0,"regional_baseline","BF62FL","BFA"
"12-23",11138,279,0,0,"regional_baseline","BF62FL","BFA"
"24-35",11045,229,0,0,"regional_baseline","BF62FL","BFA"
"36-47",10640,120,0,0,"regional_baseline","BF62FL","BFA"
"48-59",10263,84,0,0,"regional_baseline","BF62FL","BFA"
"<1",12320,236,12320,236,"previous_primary","BF81FL","BFA"
"1-5",11222,82,11222,82,"previous_primary","BF81FL","BFA"
"6-11",10938,59,10938,59,"previous_primary","BF81FL","BFA"
"12-23",9793,58,9793,58,"previous_primary","BF81FL","BFA"
"24-35",10184,42,10184,42,"previous_primary","BF81FL","BFA"
"36-47",9953,45,9953,45,"previous_primary","BF81FL","BFA"
"48-59",9717,21,9717,21,"previous_primary","BF81FL","BFA"
"<1",12320,236,12320,236,"eligible_MAP","BF81FL","BFA"
"1-5",11222,82,11222,82,"eligible_MAP","BF81FL","BFA"
"6-11",10938,59,10938,59,"eligible_MAP","BF81FL","BFA"
"12-23",9793,58,9793,58,"eligible_MAP","BF81FL","BFA"
"24-35",10184,42,10184,42,"eligible_MAP","BF81FL","BFA"
"36-47",9953,45,9953,45,"eligible_MAP","BF81FL","BFA"
"48-59",9717,21,9717,21,"eligible_MAP","BF81FL","BFA"
"<1",12320,236,12320,236,"regional_baseline","BF81FL","BFA"
"1-5",11222,82,11222,82,"regional_baseline","BF81FL","BFA"
"6-11",10938,59,10938,59,"regional_baseline","BF81FL","BFA"
"12-23",9793,58,9793,58,"regional_baseline","BF81FL","BFA"
"24-35",10184,42,10184,42,"regional_baseline","BF81FL","BFA"
"36-47",9953,45,9953,45,"regional_baseline","BF81FL","BFA"
"48-59",9717,21,9717,21,"regional_baseline","BF81FL","BFA"
"<1",7313,285,0,0,"previous_primary","CI62FL","CIV"
"1-5",6471,108,0,0,"previous_primary","CI62FL","CIV"
"6-11",6006,89,0,0,"previous_primary","CI62FL","CIV"
"12-23",5147,102,0,0,"previous_primary","CI62FL","CIV"
"24-35",5081,63,0,0,"previous_primary","CI62FL","CIV"
"36-47",4953,47,0,0,"previous_primary","CI62FL","CIV"
"48-59",4789,24,0,0,"previous_primary","CI62FL","CIV"
"<1",7319,286,0,0,"eligible_MAP","CI62FL","CIV"
"1-5",6476,108,0,0,"eligible_MAP","CI62FL","CIV"
"6-11",6010,89,0,0,"eligible_MAP","CI62FL","CIV"
"12-23",5149,102,0,0,"eligible_MAP","CI62FL","CIV"
"24-35",5084,63,0,0,"eligible_MAP","CI62FL","CIV"
"36-47",4956,47,0,0,"eligible_MAP","CI62FL","CIV"
"48-59",4791,24,0,0,"eligible_MAP","CI62FL","CIV"
"<1",7319,286,0,0,"regional_baseline","CI62FL","CIV"
"1-5",6476,108,0,0,"regional_baseline","CI62FL","CIV"
"6-11",6010,89,0,0,"regional_baseline","CI62FL","CIV"
"12-23",5149,102,0,0,"regional_baseline","CI62FL","CIV"
"24-35",5084,63,0,0,"regional_baseline","CI62FL","CIV"
"36-47",4956,47,0,0,"regional_baseline","CI62FL","CIV"
"48-59",4791,24,0,0,"regional_baseline","CI62FL","CIV"
"<1",10648,324,10369,313,"previous_primary","CI81FL","CIV"
"1-5",9552,124,9223,123,"previous_primary","CI81FL","CIV"
"6-11",9167,100,8797,94,"previous_primary","CI81FL","CIV"
"12-23",7997,86,7746,86,"previous_primary","CI81FL","CIV"
"24-35",8149,57,7922,56,"previous_primary","CI81FL","CIV"
"36-47",7900,41,7668,41,"previous_primary","CI81FL","CIV"
"48-59",7752,33,7516,33,"previous_primary","CI81FL","CIV"
"<1",10648,324,10369,313,"eligible_MAP","CI81FL","CIV"
"1-5",9552,124,9223,123,"eligible_MAP","CI81FL","CIV"
"6-11",9167,100,8797,94,"eligible_MAP","CI81FL","CIV"
"12-23",7997,86,7746,86,"eligible_MAP","CI81FL","CIV"
"24-35",8149,57,7922,56,"eligible_MAP","CI81FL","CIV"
"36-47",7900,41,7668,41,"eligible_MAP","CI81FL","CIV"
"48-59",7752,33,7516,33,"eligible_MAP","CI81FL","CIV"
"<1",10648,324,10369,313,"regional_baseline","CI81FL","CIV"
"1-5",9552,124,9223,123,"regional_baseline","CI81FL","CIV"
"6-11",9167,100,8797,94,"regional_baseline","CI81FL","CIV"
"12-23",7997,86,7746,86,"regional_baseline","CI81FL","CIV"
"24-35",8149,57,7922,56,"regional_baseline","CI81FL","CIV"
"36-47",7900,41,7668,41,"regional_baseline","CI81FL","CIV"
"48-59",7752,33,7516,33,"regional_baseline","CI81FL","CIV"
"<1",5834,157,0,0,"previous_primary","CM44FL","CMR"
"1-5",5057,101,0,0,"previous_primary","CM44FL","CMR"
"6-11",4545,126,0,0,"previous_primary","CM44FL","CMR"
"12-23",3393,97,0,0,"previous_primary","CM44FL","CMR"
"24-35",3618,71,0,0,"previous_primary","CM44FL","CMR"
"36-47",3195,45,0,0,"previous_primary","CM44FL","CMR"
"48-59",3207,26,0,0,"previous_primary","CM44FL","CMR"
"<1",7327,212,0,0,"eligible_MAP","CM44FL","CMR"
"1-5",6485,135,0,0,"eligible_MAP","CM44FL","CMR"
"6-11",6052,169,0,0,"eligible_MAP","CM44FL","CMR"
"12-23",5009,143,0,0,"eligible_MAP","CM44FL","CMR"
"24-35",4856,86,0,0,"eligible_MAP","CM44FL","CMR"
"36-47",4573,73,0,0,"eligible_MAP","CM44FL","CMR"
"48-59",4405,34,0,0,"eligible_MAP","CM44FL","CMR"
"<1",5844,157,0,0,"regional_baseline","CM44FL","CMR"
"1-5",5065,101,0,0,"regional_baseline","CM44FL","CMR"
"6-11",4552,126,0,0,"regional_baseline","CM44FL","CMR"
"12-23",3397,97,0,0,"regional_baseline","CM44FL","CMR"
"24-35",3625,71,0,0,"regional_baseline","CM44FL","CMR"
"36-47",3201,45,0,0,"regional_baseline","CM44FL","CMR"
"48-59",3212,26,0,0,"regional_baseline","CM44FL","CMR"
"<1",11826,361,0,0,"previous_primary","CM61FL","CMR"
"1-5",10570,130,0,0,"previous_primary","CM61FL","CMR"
"6-11",9939,186,0,0,"previous_primary","CM61FL","CMR"
"12-23",8399,201,0,0,"previous_primary","CM61FL","CMR"
"24-35",8159,160,0,0,"previous_primary","CM61FL","CMR"
"36-47",7979,70,0,0,"previous_primary","CM61FL","CMR"
"48-59",7747,43,0,0,"previous_primary","CM61FL","CMR"
"<1",11831,361,0,0,"eligible_MAP","CM61FL","CMR"
"1-5",10575,130,0,0,"eligible_MAP","CM61FL","CMR"
"6-11",9945,186,0,0,"eligible_MAP","CM61FL","CMR"
"12-23",8403,201,0,0,"eligible_MAP","CM61FL","CMR"
"24-35",8163,160,0,0,"eligible_MAP","CM61FL","CMR"
"36-47",7982,70,0,0,"eligible_MAP","CM61FL","CMR"
"48-59",7750,43,0,0,"eligible_MAP","CM61FL","CMR"
"<1",11831,361,0,0,"regional_baseline","CM61FL","CMR"
"1-5",10575,130,0,0,"regional_baseline","CM61FL","CMR"
"6-11",9945,186,0,0,"regional_baseline","CM61FL","CMR"
"12-23",8403,201,0,0,"regional_baseline","CM61FL","CMR"
"24-35",8163,160,0,0,"regional_baseline","CM61FL","CMR"
"36-47",7982,70,0,0,"regional_baseline","CM61FL","CMR"
"48-59",7750,43,0,0,"regional_baseline","CM61FL","CMR"
"<1",8042,271,7443,255,"previous_primary","CM71FL","CMR"
"1-5",7197,71,6584,62,"previous_primary","CM71FL","CMR"
"6-11",7058,75,6294,68,"previous_primary","CM71FL","CMR"
"12-23",6112,62,5550,60,"previous_primary","CM71FL","CMR"
"24-35",5997,59,5496,57,"previous_primary","CM71FL","CMR"
"36-47",5893,50,5397,43,"previous_primary","CM71FL","CMR"
"48-59",5675,25,5270,23,"previous_primary","CM71FL","CMR"
"<1",8042,271,7443,255,"eligible_MAP","CM71FL","CMR"
"1-5",7197,71,6584,62,"eligible_MAP","CM71FL","CMR"
"6-11",7058,75,6294,68,"eligible_MAP","CM71FL","CMR"
"12-23",6112,62,5550,60,"eligible_MAP","CM71FL","CMR"
"24-35",5997,59,5496,57,"eligible_MAP","CM71FL","CMR"
"36-47",5893,50,5397,43,"eligible_MAP","CM71FL","CMR"
"48-59",5675,25,5270,23,"eligible_MAP","CM71FL","CMR"
"<1",8042,271,7443,255,"regional_baseline","CM71FL","CMR"
"1-5",7197,71,6584,62,"regional_baseline","CM71FL","CMR"
"6-11",7058,75,6294,68,"regional_baseline","CM71FL","CMR"
"12-23",6112,62,5550,60,"regional_baseline","CM71FL","CMR"
"24-35",5997,59,5496,57,"regional_baseline","CM71FL","CMR"
"36-47",5893,50,5397,43,"regional_baseline","CM71FL","CMR"
"48-59",5675,25,5270,23,"regional_baseline","CM71FL","CMR"
"<1",8990,334,0,0,"previous_primary","CD51FL","COD"
"1-5",7933,208,0,0,"previous_primary","CD51FL","COD"
"6-11",7500,221,0,0,"previous_primary","CD51FL","COD"
"12-23",6196,155,0,0,"previous_primary","CD51FL","COD"
"24-35",5915,110,0,0,"previous_primary","CD51FL","COD"
"36-47",5618,51,0,0,"previous_primary","CD51FL","COD"
"48-59",5226,36,0,0,"previous_primary","CD51FL","COD"
"<1",9043,340,0,0,"eligible_MAP","CD51FL","COD"
"1-5",7977,209,0,0,"eligible_MAP","CD51FL","COD"
"6-11",7541,221,0,0,"eligible_MAP","CD51FL","COD"
"12-23",6230,158,0,0,"eligible_MAP","CD51FL","COD"
"24-35",5945,110,0,0,"eligible_MAP","CD51FL","COD"
"36-47",5651,51,0,0,"eligible_MAP","CD51FL","COD"
"48-59",5260,36,0,0,"eligible_MAP","CD51FL","COD"
"<1",9043,340,0,0,"regional_baseline","CD51FL","COD"
"1-5",7977,209,0,0,"regional_baseline","CD51FL","COD"
"6-11",7541,221,0,0,"regional_baseline","CD51FL","COD"
"12-23",6230,158,0,0,"regional_baseline","CD51FL","COD"
"24-35",5945,110,0,0,"regional_baseline","CD51FL","COD"
"36-47",5651,51,0,0,"regional_baseline","CD51FL","COD"
"48-59",5260,36,0,0,"regional_baseline","CD51FL","COD"
"<1",18750,522,0,0,"previous_primary","CD61FL","COD"
"1-5",16701,253,0,0,"previous_primary","CD61FL","COD"
"6-11",15974,263,0,0,"previous_primary","CD61FL","COD"
"12-23",13639,225,0,0,"previous_primary","CD61FL","COD"
"24-35",13191,210,0,0,"previous_primary","CD61FL","COD"
"36-47",12263,124,0,0,"previous_primary","CD61FL","COD"
"48-59",11607,89,0,0,"previous_primary","CD61FL","COD"
"<1",18750,522,0,0,"eligible_MAP","CD61FL","COD"
"1-5",16701,253,0,0,"eligible_MAP","CD61FL","COD"
"6-11",15974,263,0,0,"eligible_MAP","CD61FL","COD"
"12-23",13639,225,0,0,"eligible_MAP","CD61FL","COD"
"24-35",13191,210,0,0,"eligible_MAP","CD61FL","COD"
"36-47",12263,124,0,0,"eligible_MAP","CD61FL","COD"
"48-59",11607,89,0,0,"eligible_MAP","CD61FL","COD"
"<1",18750,522,0,0,"regional_baseline","CD61FL","COD"
"1-5",16701,253,0,0,"regional_baseline","CD61FL","COD"
"6-11",15974,263,0,0,"regional_baseline","CD61FL","COD"
"12-23",13639,225,0,0,"regional_baseline","CD61FL","COD"
"24-35",13191,210,0,0,"regional_baseline","CD61FL","COD"
"36-47",12263,124,0,0,"regional_baseline","CD61FL","COD"
"48-59",11607,89,0,0,"regional_baseline","CD61FL","COD"
"<1",24202,594,23832,587,"previous_primary","CD81FL","COD"
"1-5",21708,324,21301,322,"previous_primary","CD81FL","COD"
"6-11",20905,396,20469,385,"previous_primary","CD81FL","COD"
"12-23",18432,267,18114,262,"previous_primary","CD81FL","COD"
"24-35",18266,241,17988,237,"previous_primary","CD81FL","COD"
"36-47",17299,131,17013,130,"previous_primary","CD81FL","COD"
"48-59",16809,90,16571,89,"previous_primary","CD81FL","COD"
"<1",24202,594,23832,587,"eligible_MAP","CD81FL","COD"
"1-5",21708,324,21301,322,"eligible_MAP","CD81FL","COD"
"6-11",20905,396,20469,385,"eligible_MAP","CD81FL","COD"
"12-23",18432,267,18114,262,"eligible_MAP","CD81FL","COD"
"24-35",18266,241,17988,237,"eligible_MAP","CD81FL","COD"
"36-47",17299,131,17013,130,"eligible_MAP","CD81FL","COD"
"48-59",16809,90,16571,89,"eligible_MAP","CD81FL","COD"
"<1",24202,594,23832,587,"regional_baseline","CD81FL","COD"
"1-5",21708,324,21301,322,"regional_baseline","CD81FL","COD"
"6-11",20905,396,20469,385,"regional_baseline","CD81FL","COD"
"12-23",18432,267,18114,262,"regional_baseline","CD81FL","COD"
"24-35",18266,241,17988,237,"regional_baseline","CD81FL","COD"
"36-47",17299,131,17013,130,"regional_baseline","CD81FL","COD"
"48-59",16809,90,16571,89,"regional_baseline","CD81FL","COD"
"<1",3970,134,0,0,"previous_primary","CG51FL","COG"
"1-5",3413,58,0,0,"previous_primary","CG51FL","COG"
"6-11",3263,59,0,0,"previous_primary","CG51FL","COG"
"12-23",2690,44,0,0,"previous_primary","CG51FL","COG"
"24-35",2381,22,0,0,"previous_primary","CG51FL","COG"
"36-47",2378,16,0,0,"previous_primary","CG51FL","COG"
"48-59",2169,14,0,0,"previous_primary","CG51FL","COG"
"<1",4855,158,0,0,"eligible_MAP","CG51FL","COG"
"1-5",4277,71,0,0,"eligible_MAP","CG51FL","COG"
"6-11",4075,74,0,0,"eligible_MAP","CG51FL","COG"
"12-23",3468,59,0,0,"eligible_MAP","CG51FL","COG"
"24-35",3181,32,0,0,"eligible_MAP","CG51FL","COG"
"36-47",3010,21,0,0,"eligible_MAP","CG51FL","COG"
