"source_label","source_key","regkey","match_method","survey"
"Kano","kano",,"unmatched","NG6AFL"
"Katsina","katsina",,"unmatched","NG6AFL"
"Kebbi","kebbi",,"unmatched","NG6AFL"
"Sokoto","sokoto",,"unmatched","NG6AFL"
"Zamfara","zamfara",,"unmatched","NG6AFL"
"South East","southeast","southeast","exact","NG6AFL"
"Abia","abia",,"unmatched","NG6AFL"
"Anambra","anambra",,"unmatched","NG6AFL"
"Ebonyi","ebonyi",,"unmatched","NG6AFL"
"Enugu","enugu",,"unmatched","NG6AFL"
"Imo","imo",,"unmatched","NG6AFL"
"South West","southwest","southwest","exact","NG6AFL"
"Ekiti","ekiti",,"unmatched","NG6AFL"
"Lagos","lagos",,"unmatched","NG6AFL"
"Ogun","ogun",,"unmatched","NG6AFL"
"Ondo","ondo",,"unmatched","NG6AFL"
"Osun","osun",,"unmatched","NG6AFL"
"Oyo","oyo",,"unmatched","NG6AFL"
"South South","southsouth","southsouth","exact","NG6AFL"
"Akwa Ibom","akwaibom",,"unmatched","NG6AFL"
"Bayelsa","bayelsa",,"unmatched","NG6AFL"
"Cross River","crossriver",,"unmatched","NG6AFL"
"Delta","delta",,"unmatched","NG6AFL"
"Edo","edo",,"unmatched","NG6AFL"
"Rivers","rivers",,"unmatched","NG6AFL"
"North Central","northcentral","northcentral","exact","NG7BFL"
"FCT Abuja","fctabuja",,"unmatched","NG7BFL"
"Benue","benue",,"unmatched","NG7BFL"
"Kogi","kogi",,"unmatched","NG7BFL"
"Kwara","kwara",,"unmatched","NG7BFL"
"Nasarawa","nasarawa",,"unmatched","NG7BFL"
"Niger","niger",,"unmatched","NG7BFL"
"Plateau","plateau",,"unmatched","NG7BFL"
"North East","northeast","northeast","exact","NG7BFL"
"Adamawa","adamawa",,"unmatched","NG7BFL"
"Bauchi","bauchi",,"unmatched","NG7BFL"
"Borno","borno",,"unmatched","NG7BFL"
"Gombe","gombe",,"unmatched","NG7BFL"
"Taraba","taraba",,"unmatched","NG7BFL"
"Yobe","yobe",,"unmatched","NG7BFL"
"North West","northwest","northwest","exact","NG7BFL"
"Jigawa","jigawa",,"unmatched","NG7BFL"
"Kaduna","kaduna",,"unmatched","NG7BFL"
"Kano","kano",,"unmatched","NG7BFL"
"Katsina","katsina",,"unmatched","NG7BFL"
"Kebbi","kebbi",,"unmatched","NG7BFL"
"Sokoto","sokoto",,"unmatched","NG7BFL"
"Zamfara","zamfara",,"unmatched","NG7BFL"
"South East","southeast","southeast","exact","NG7BFL"
"Abia","abia",,"unmatched","NG7BFL"
"Anambra","anambra",,"unmatched","NG7BFL"
"Ebonyi","ebonyi",,"unmatched","NG7BFL"
"Enugu","enugu",,"unmatched","NG7BFL"
"Imo","imo",,"unmatched","NG7BFL"
"South West","southwest","southwest","exact","NG7BFL"
"Ekiti","ekiti",,"unmatched","NG7BFL"
"Lagos","lagos",,"unmatched","NG7BFL"
"Ogun","ogun",,"unmatched","NG7BFL"
"Ondo","ondo",,"unmatched","NG7BFL"
"Osun","osun",,"unmatched","NG7BFL"
"Oyo","oyo",,"unmatched","NG7BFL"
"South South","southsouth","southsouth","exact","NG7BFL"
"Akwa Ibom","akwaibom",,"unmatched","NG7BFL"
"Bayelsa","bayelsa",,"unmatched","NG7BFL"
"Cross River","crossriver",,"unmatched","NG7BFL"
"Delta","delta",,"unmatched","NG7BFL"
"Edo","edo",,"unmatched","NG7BFL"
"Rivers","rivers",,"unmatched","NG7BFL"
"North Central","northcentral","northcentral","exact","NG8BFL"
"FCT Abuja","fctabuja",,"unmatched","NG8BFL"
"Benue","benue",,"unmatched","NG8BFL"
"Kogi","kogi",,"unmatched","NG8BFL"
"Kwara","kwara",,"unmatched","NG8BFL"
"Nasarawa","nasarawa",,"unmatched","NG8BFL"
"Niger","niger",,"unmatched","NG8BFL"
"Plateau","plateau",,"unmatched","NG8BFL"
"North East","northeast","northeast","exact","NG8BFL"
"Adamawa","adamawa",,"unmatched","NG8BFL"
"Bauchi","bauchi",,"unmatched","NG8BFL"
"Borno","borno",,"unmatched","NG8BFL"
"Gombe","gombe",,"unmatched","NG8BFL"
"Taraba","taraba",,"unmatched","NG8BFL"
"Yobe","yobe",,"unmatched","NG8BFL"
"North West","northwest","northwest","exact","NG8BFL"
"Jigawa","jigawa",,"unmatched","NG8BFL"
"Kaduna","kaduna",,"unmatched","NG8BFL"
"Kano","kano",,"unmatched","NG8BFL"
"Katsina","katsina",,"unmatched","NG8BFL"
"Kebbi","kebbi",,"unmatched","NG8BFL"
"Sokoto","sokoto",,"unmatched","NG8BFL"
"Zamfara","zamfara",,"unmatched","NG8BFL"
"South East","southeast","southeast","exact","NG8BFL"
"Abia","abia",,"unmatched","NG8BFL"
"Anambra","anambra",,"unmatched","NG8BFL"
"Ebonyi","ebonyi",,"unmatched","NG8BFL"
"Enugu","enugu",,"unmatched","NG8BFL"
"Imo","imo",,"unmatched","NG8BFL"
"South West","southwest","southwest","exact","NG8BFL"
"Ekiti","ekiti",,"unmatched","NG8BFL"
"Lagos","lagos",,"unmatched","NG8BFL"
"Ogun","ogun",,"unmatched","NG8BFL"
"Ondo","ondo",,"unmatched","NG8BFL"
"Osun","osun",,"unmatched","NG8BFL"
"Oyo","oyo",,"unmatched","NG8BFL"
"South South","southsouth","southsouth","exact","NG8BFL"
"Akwa Ibom","akwaibom",,"unmatched","NG8BFL"
"Bayelsa","bayelsa",,"unmatched","NG8BFL"
"Cross River","crossriver",,"unmatched","NG8BFL"
"Delta","delta",,"unmatched","NG8BFL"
"Edo","edo",,"unmatched","NG8BFL"
"Rivers","rivers",,"unmatched","NG8BFL"
"Niamey","niamey","niamey","exact","NI51FL"
"Dosso","dosso","dosso","exact","NI51FL"
"Maradi","maradi","maradi","exact","NI51FL"
"Tahoua/Agadez","tahouaagadez",,"unmatched","NI51FL"
"Tahoua","tahoua","tahoua","exact","NI51FL"
"Agadez","agadez","agadez","exact","NI51FL"
"Tillabéri","tillaberi","tillaberi","exact","NI51FL"
"Zinder/Diffa","zinderdiffa",,"unmatched","NI51FL"
"Zinder","zinder","zinder","exact","NI51FL"
"Diffa","diffa","diffa","exact","NI51FL"
"Niamey","niamey","niamey","exact","NI61FL"
"Dosso","dosso","dosso","exact","NI61FL"
"Maradi","maradi","maradi","exact","NI61FL"
"Tahoua/Agadez","tahouaagadez",,"unmatched","NI61FL"
"Tahoua","tahoua","tahoua","exact","NI61FL"
"Agadez","agadez","agadez","exact","NI61FL"
"Tillabéri","tillaberi","tillaberi","exact","NI61FL"
"Zinder/Diffa","zinderdiffa",,"unmatched","NI61FL"
"Zinder","zinder","zinder","exact","NI61FL"
"Diffa","diffa","diffa","exact","NI61FL"
"Northwest","northwest",,"unmatched","NM41FL"
"Omusati","omusati","omusati","exact","NM41FL"
"Ohangwena","ohangwena","ohangwena","exact","NM41FL"
"Oshana","oshana","oshana","exact","NM41FL"
"Oshikoto","oshikoto","oshikoto","exact","NM41FL"
"Kunene","kunene","kunene","exact","NM41FL"
"Northeast","northeast",,"unmatched","NM41FL"
"Zambezi","zambezi","caprivi","curated_published_alias","NM41FL"
"Kavango","kavango","kavango","exact","NM41FL"
"Central","central",,"unmatched","NM41FL"
"Omaheke","omaheke","omaheke","exact","NM41FL"
"Otjozondjupa","otjozondjupa","otjozondjupa","exact","NM41FL"
"Erongo","erongo","erongo","exact","NM41FL"
"Khomas","khomas","khomas","exact","NM41FL"
"South","south",,"unmatched","NM41FL"
"Hardap","hardap",,"unmatched","NM41FL"
"Karas","karas",,"unmatched","NM41FL"
"Northwest","northwest",,"unmatched","NM51FL"
"Omusati","omusati","omusati","exact","NM51FL"
"Ohangwena","ohangwena","ohangwena","exact","NM51FL"
"Oshana","oshana","oshana","exact","NM51FL"
"Oshikoto","oshikoto","oshikoto","exact","NM51FL"
"Kunene","kunene","kunene","exact","NM51FL"
"Northeast","northeast",,"unmatched","NM51FL"
"Zambezi","zambezi","caprivi","curated_published_alias","NM51FL"
"Kavango","kavango","kavango","exact","NM51FL"
"Central","central",,"unmatched","NM51FL"
"Omaheke","omaheke","omaheke","exact","NM51FL"
"Otjozondjupa","otjozondjupa","otjozondjupa","exact","NM51FL"
"Erongo","erongo","erongo","exact","NM51FL"
"Khomas","khomas","khomas","exact","NM51FL"
"South","south",,"unmatched","NM51FL"
"Hardap","hardap",,"unmatched","NM51FL"
"Karas","karas",,"unmatched","NM51FL"
"Northwest","northwest",,"unmatched","NM61FL"
"Omusati","omusati","omusati","exact","NM61FL"
"Ohangwena","ohangwena","ohangwena","exact","NM61FL"
"Oshana","oshana","oshana","exact","NM61FL"
"Oshikoto","oshikoto","oshikoto","exact","NM61FL"
"Kunene","kunene","kunene","exact","NM61FL"
"Northeast","northeast",,"unmatched","NM61FL"
"Zambezi","zambezi","zambezi","exact","NM61FL"
"Kavango","kavango","kavango","exact","NM61FL"
"Central","central",,"unmatched","NM61FL"
"Omaheke","omaheke","omaheke","exact","NM61FL"
"Otjozondjupa","otjozondjupa","otjozondjupa","exact","NM61FL"
"Erongo","erongo","erongo","exact","NM61FL"
"Khomas","khomas","khomas","exact","NM61FL"
"South","south",,"unmatched","NM61FL"
"Hardap","hardap",,"unmatched","NM61FL"
"Karas","karas",,"unmatched","NM61FL"
"Butare/Gitarama","butaregitarama",,"unmatched","RW41FL"
"Butare","butare","butare","exact","RW41FL"
"Gitarama","gitarama","gitarama","exact","RW41FL"
"Byumba/Kibungo","byumbakibungo",,"unmatched","RW41FL"
"Byumba","byumba","byumba","exact","RW41FL"
"Kibungo","kibungo","kibungo","exact","RW41FL"
"Umutara","umutara","umutara","exact","RW41FL"
"Cyangugu/Ginkongoro","cyanguguginkongoro",,"unmatched","RW41FL"
"Cyangugu","cyangugu","cyangugu","exact","RW41FL"
"Gikongoro","gikongoro","gikongoro","exact","RW41FL"
"Kibuye/Ruhengeri/Gisenyi","kibuyeruhengerigisenyi",,"unmatched","RW41FL"
"Kibuye","kibuye","kibuye","exact","RW41FL"
"Ruhengeri","ruhengeri","ruhengeri","exact","RW41FL"
"Gisenyi","gisenyi","gisenyi","exact","RW41FL"
"Kigali Prefecture","kigaliprefecture",,"unmatched","RW41FL"
"Kigali Ville (PVK)","kigalivillepvk","kigalicity","canonical","RW41FL"
"Kigali Rurale","kigalirurale","kigalirural","reviewed_recode_crosswalk","RW41FL"
"Kigali","kigali","cityofkigali","curated_published_alias","RW53FL"
"South","south","south","exact","RW53FL"
"West","west","west","exact","RW53FL"
"North","north","north","exact","RW53FL"
"East","east","east","exact","RW53FL"
"Kigali","kigali","cityofkigali","curated_published_alias","RW61FL"
"South","south","south","exact","RW61FL"
"West","west","west","exact","RW61FL"
"North","north","north","exact","RW61FL"
"East","east","east","exact","RW61FL"
"Kigali","kigali","cityofkigali","curated_published_alias","RW70FL"
"South","south","south","exact","RW70FL"
"West","west","west","exact","RW70FL"
"North","north","north","exact","RW70FL"
"East","east","east","exact","RW70FL"
"Kigali","kigali","kigali","exact","RW81FL"
"South","south","south","exact","RW81FL"
"West","west","west","exact","RW81FL"
"North","north","north","exact","RW81FL"
"East","east","east","exact","RW81FL"
"Eastern","eastern","eastern","exact","SL51FL"
"Northern","northern","northern","exact","SL51FL"
"Southern","southern","southern","exact","SL51FL"
"Western","western","western","exact","SL51FL"
"Eastern","eastern","eastern","exact","SL61FL"
"Kailahun","kailahun",,"unmatched","SL61FL"
"Kenema","kenema",,"unmatched","SL61FL"
"Kono","kono",,"unmatched","SL61FL"
"Northern","northern","northern","exact","SL61FL"
"Koinadugu","koinadugu",,"unmatched","SL61FL"
"Falaba","falaba",,"unmatched","SL61FL"
"Bombali","bombali",,"unmatched","SL61FL"
"Tonkolili","tonkolili",,"unmatched","SL61FL"
"North Western","northwestern",,"unmatched","SL61FL"
"Kambia","kambia",,"unmatched","SL61FL"
"Karene","karene",,"unmatched","SL61FL"
"Port Loko","portloko",,"unmatched","SL61FL"
"Southern","southern","southern","exact","SL61FL"
"Bo","bo",,"unmatched","SL61FL"
"Bonthe","bonthe",,"unmatched","SL61FL"
"Pujehun","pujehun",,"unmatched","SL61FL"
"Eastern","eastern","eastern","exact","SL7AFL"
"Kailahun","kailahun",,"unmatched","SL7AFL"
"Kenema","kenema",,"unmatched","SL7AFL"
"Kono","kono",,"unmatched","SL7AFL"
"Northern","northern","northern","exact","SL7AFL"
"Koinadugu","koinadugu",,"unmatched","SL7AFL"
"Falaba","falaba",,"unmatched","SL7AFL"
"Bombali","bombali",,"unmatched","SL7AFL"
"Tonkolili","tonkolili",,"unmatched","SL7AFL"
"North Western","northwestern","northwestern","exact","SL7AFL"
"Kambia","kambia",,"unmatched","SL7AFL"
"Karene","karene",,"unmatched","SL7AFL"
"Port Loko","portloko",,"unmatched","SL7AFL"
"Southern","southern","southern","exact","SL7AFL"
"Bo","bo",,"unmatched","SL7AFL"
"Bonthe","bonthe",,"unmatched","SL7AFL"
"Moyamba","moyamba",,"unmatched","SL7AFL"
"Pujehun","pujehun",,"unmatched","SL7AFL"
"Western","western","western","exact","SL7AFL"
"Western Rural","westernrural",,"unmatched","SL7AFL"
"Western Urban","westernurban",,"unmatched","SL7AFL"
"Nord et Est","nordetest",,"unmatched","SN4AFL"
"Saint Louis","saintlouis","saintlouis","exact","SN4AFL"
"Louga","louga","louga","exact","SN4AFL"
"Matam","matam","matam","exact","SN4AFL"
"Ouest","ouest",,"unmatched","SN4AFL"
"Dakar","dakar","dakar","exact","SN4AFL"
"Thiès","thies","thies","exact","SN4AFL"
"Centre","centre",,"unmatched","SN4AFL"
"Diourbel","diourbel","diourbel","exact","SN4AFL"
"Fatick","fatick","fatick","exact","SN4AFL"
"Kaolack","kaolack","kaolack","exact","SN4AFL"
"Sud","sud",,"unmatched","SN4AFL"
"Ziguinchor","ziguinchor","ziguinchor","exact","SN4AFL"
"Kolda","kolda","kolda","exact","SN4AFL"
"Tambacounda","tambacounda","tambacounda","exact","SN4AFL"
"Nord et Est","nordetest",,"unmatched","SN61FL"
"Saint Louis","saintlouis","saintlouis","exact","SN61FL"
"Louga","louga","louga","exact","SN61FL"
"Matam","matam","matam","exact","SN61FL"
"Ouest","ouest",,"unmatched","SN61FL"
"Dakar","dakar","dakar","exact","SN61FL"
"Thiès","thies","thies","exact","SN61FL"
"Centre","centre",,"unmatched","SN61FL"
"Diourbel","diourbel","diourbel","exact","SN61FL"
"Fatick","fatick","fatick","exact","SN61FL"
"Kaolack","kaolack","kaolack","exact","SN61FL"
"Kaffrine","kaffrine","kaffrine","exact","SN61FL"
"Sud","sud",,"unmatched","SN61FL"
"Ziguinchor","ziguinchor","ziguinchor","exact","SN61FL"
"Kolda","kolda","kolda","exact","SN61FL"
"Sédhiou","sedhiou","sedhiou","exact","SN61FL"
"Tambacounda","tambacounda","tambacounda","exact","SN61FL"
"Kédougou","kedougou","kedougou","exact","SN61FL"
"Nord","nord","north","canonical","SN6DFL"
"Ouest","ouest","west","canonical","SN6DFL"
"Centre","centre","center","canonical","SN6DFL"
"Sud","sud","south","canonical","SN6DFL"
"Nord","nord","north","canonical","SN71FL"
"Ouest","ouest","west","canonical","SN71FL"
"Centre","centre","center","canonical","SN71FL"
"Sud","sud","south","canonical","SN71FL"
"Nord","nord","north","canonical","SN7AFL"
"Ouest","ouest","west","canonical","SN7AFL"
"Centre","centre","center","canonical","SN7AFL"
"Sud","sud","south","canonical","SN7AFL"
"Nord","nord","north","canonical","SN7IFL"
"Ouest","ouest","west","canonical","SN7IFL"
"Centre","centre","center","canonical","SN7IFL"
"Sud","sud","south","canonical","SN7IFL"
"Nord et Est","nordetest",,"unmatched","SN7ZFL"
"Saint Louis","saintlouis","saintlouis","exact","SN7ZFL"
"Louga","louga","louga","exact","SN7ZFL"
"Matam","matam","matam","exact","SN7ZFL"
"Ouest","ouest",,"unmatched","SN7ZFL"
"Dakar","dakar","dakar","exact","SN7ZFL"
"Thiès","thies","thies","exact","SN7ZFL"
"Centre","centre",,"unmatched","SN7ZFL"
"Diourbel","diourbel","diourbel","exact","SN7ZFL"
"Fatick","fatick","fatick","exact","SN7ZFL"
"Kaolack","kaolack","kaolack","exact","SN7ZFL"
"Kaffrine","kaffrine","kaffrine","exact","SN7ZFL"
"Sud","sud",,"unmatched","SN7ZFL"
"Ziguinchor","ziguinchor","ziguinchor","exact","SN7ZFL"
"Kolda","kolda","kolda","exact","SN7ZFL"
"Sédhiou","sedhiou","sedhiou","exact","SN7ZFL"
"Tambacounda","tambacounda","tambacounda","exact","SN7ZFL"
"Kédougou","kedougou","kedougou","exact","SN7ZFL"
"Nord","nord","north","canonical","SN81FL"
"Ouest","ouest","west","canonical","SN81FL"
"Centre","centre","center","canonical","SN81FL"
"Sud","sud","south","canonical","SN81FL"
"Nord","nord","north","canonical","SN8BFL"
"Ouest","ouest","west","canonical","SN8BFL"
"Centre","centre","center","canonical","SN8BFL"
"Sud","sud","south","canonical","SN8BFL"
"Nord et Est","nordetest",,"unmatched","SN8SFL"
"Saint Louis","saintlouis","saintlouis","exact","SN8SFL"
"Louga","louga","louga","exact","SN8SFL"
"Matam","matam","matam","exact","SN8SFL"
"Ouest","ouest",,"unmatched","SN8SFL"
"Dakar","dakar","dakar","exact","SN8SFL"
"Thiès","thies","thies","exact","SN8SFL"
"Centre","centre",,"unmatched","SN8SFL"
"Diourbel","diourbel","diourbel","exact","SN8SFL"
"Fatick","fatick","fatick","exact","SN8SFL"
"Kaolack","kaolack","kaolack","exact","SN8SFL"
"Kaffrine","kaffrine","kaffrine","exact","SN8SFL"
"Sud","sud",,"unmatched","SN8SFL"
"Ziguinchor","ziguinchor","ziguinchor","exact","SN8SFL"
"Kolda","kolda","kolda","exact","SN8SFL"
"Sédhiou","sedhiou","sedhiou","exact","SN8SFL"
"Tambacounda","tambacounda","tambacounda","exact","SN8SFL"
"Kédougou","kedougou","kedougou","exact","SN8SFL"
"Região Centro","regiaocentro","central","canonical","ST51FL"
"Região Sul","regiaosul","south","canonical","ST51FL"
"Região Norte","regiaonorte","north","canonical","ST51FL"
"Região do Principe","regiaodoprincipe","principe","canonical","ST51FL"
"Hhohho","hhohho","hhohho","exact","SZ51FL"
"Manzini","manzini",,"unmatched","SZ51FL"
"Shiselweni","shiselweni","shiselweni","exact","SZ51FL"
"Lubombo","lubombo","lubombo","exact","SZ51FL"
"N'Djaména","ndjamena","ndjamena","exact","TD71FL"
"Zone 2","zone2",,"unmatched","TD71FL"
"Borkou/Tibesti","borkoutibesti","borkoutibesti","exact","TD71FL"
"Ennedi Est/Ennedi Ouest","ennediestennediouest","ennediestennediouest","exact","TD71FL"
"Kanem","kanem","kanem","exact","TD71FL"
"Barh El Gazal","barhelgazal","barhelgazal","exact","TD71FL"
"Lac","lac","lac","exact","TD71FL"
"Zone 3","zone3",,"unmatched","TD71FL"
"Batha","batha","batha","exact","TD71FL"
"Guéra","guera","guera","exact","TD71FL"
"Salamat","salamat","salamat","exact","TD71FL"
"Zone 4","zone4",,"unmatched","TD71FL"
"Wadi Fira","wadifira","wadifira","exact","TD71FL"
"Ouaddaï","ouaddai","ouaddai","exact","TD71FL"
"Sila","sila","sila","exact","TD71FL"
"Zone 5","zone5",,"unmatched","TD71FL"
"Hadjer-Lamis","hadjerlamis","hadjerlamis","exact","TD71FL"
"Chari Baguirmi","charibaguirmi","charibaguirmi","exact","TD71FL"
"Zone 6","zone6",,"unmatched","TD71FL"
"Mayo Kebbi Est","mayokebbiest","mayokebbiest","exact","TD71FL"
"Mayo Kebbi Ouest","mayokebbiouest","mayokebbiouest","exact","TD71FL"
"Zone 7","zone7",,"unmatched","TD71FL"
"Tandjilé","tandjile","tandjile","exact","TD71FL"
"Logone Occidental","logoneoccidental","logoneoccidental","exact","TD71FL"
"Logone Oriental","logoneoriental","logoneoriental","exact","TD71FL"
"Zone 8","zone8",,"unmatched","TD71FL"
"Mandoul","mandoul","mandoul","exact","TD71FL"
"Moyen Chari","moyenchari","moyenchari","exact","TD71FL"
"Ensemble Maritime","ensemblemaritime",,"unmatched","TG61FL"
"Maritime","maritime","maritimeexcludinggreaterlomearea","curated_published_alias","TG61FL"
"Lomé","lome","greaterlomearea","curated_published_alias","TG61FL"
"Plateaux","plateaux","plateaux","exact","TG61FL"
"Centrale","centrale","centrale","exact","TG61FL"
"Kara","kara","kara","exact","TG61FL"
"Savanes","savanes","savanes","exact","TG61FL"
"Western","western","western","exact","TZ4IFL"
"Tabora","tabora","western","reviewed_recode_crosswalk","TZ4IFL"
"Shinyanga","shinyanga","western","reviewed_recode_crosswalk","TZ4IFL"
"Kigoma","kigoma","western","reviewed_recode_crosswalk","TZ4IFL"
"Northern","northern","northern","exact","TZ4IFL"
"Kilimanjaro","kilimanjaro","northern","reviewed_recode_crosswalk","TZ4IFL"
"Tanga","tanga","northern","reviewed_recode_crosswalk","TZ4IFL"
"Arusha","arusha","northern","reviewed_recode_crosswalk","TZ4IFL"
"Manyara","manyara","northern","reviewed_recode_crosswalk","TZ4IFL"
"Central","central","central","exact","TZ4IFL"
"Dodoma","dodoma","central","reviewed_recode_crosswalk","TZ4IFL"
"Singida","singida","central","reviewed_recode_crosswalk","TZ4IFL"
"Southern Highlands","southernhighlands","southernhighlands","exact","TZ4IFL"
"Mbeya","mbeya","southernhighlands","reviewed_recode_crosswalk","TZ4IFL"
"Iringa","iringa","southernhighlands","reviewed_recode_crosswalk","TZ4IFL"
"Rukwa","rukwa","southernhighlands","reviewed_recode_crosswalk","TZ4IFL"
"Lake","lake","lake","exact","TZ4IFL"
"Kagera","kagera","lake","reviewed_recode_crosswalk","TZ4IFL"
"Mwanza","mwanza","lake","reviewed_recode_crosswalk","TZ4IFL"
"Mara","mara","lake","reviewed_recode_crosswalk","TZ4IFL"
"Eastern","eastern","eastern","exact","TZ4IFL"
"Dar es Salaam","daressalaam",,"unmatched","TZ4IFL"
"Pwani","pwani","eastern","reviewed_recode_crosswalk","TZ4IFL"
"Morogoro","morogoro","eastern","reviewed_recode_crosswalk","TZ4IFL"
"Southern","southern","southern","exact","TZ4IFL"
"Lindi","lindi","southern","reviewed_recode_crosswalk","TZ4IFL"
"Mtwara","mtwara","southern","reviewed_recode_crosswalk","TZ4IFL"
"Ruvuma","ruvuma","southern","reviewed_recode_crosswalk","TZ4IFL"
"Zanzibar","zanzibar","zanzibar","exact","TZ4IFL"
"Zanzibar North","zanzibarnorth","zanzibar","reviewed_recode_crosswalk","TZ4IFL"
"Zanzibar South","zanzibarsouth",,"unmatched","TZ4IFL"
"Town West","townwest","zanzibar","reviewed_recode_crosswalk","TZ4IFL"
"Pemba North","pembanorth","zanzibar","reviewed_recode_crosswalk","TZ4IFL"
"Pemba South","pembasouth","zanzibar","reviewed_recode_crosswalk","TZ4IFL"
"Western","western","western","exact","TZ63FL"
"Tabora","tabora",,"unmatched","TZ63FL"
"Shinyanga","shinyanga",,"unmatched","TZ63FL"
"Kigoma","kigoma",,"unmatched","TZ63FL"
"Northern","northern","northern","exact","TZ63FL"
"Kilimanjaro","kilimanjaro",,"unmatched","TZ63FL"
"Tanga","tanga",,"unmatched","TZ63FL"
"Arusha","arusha",,"unmatched","TZ63FL"
"Manyara","manyara",,"unmatched","TZ63FL"
"Central","central","central","exact","TZ63FL"
"Dodoma","dodoma",,"unmatched","TZ63FL"
"Singida","singida",,"unmatched","TZ63FL"
"Southern Highlands","southernhighlands","southernhighlands","exact","TZ63FL"
"Mbeya","mbeya",,"unmatched","TZ63FL"
"Iringa","iringa",,"unmatched","TZ63FL"
"Rukwa","rukwa",,"unmatched","TZ63FL"
"Lake","lake","lake","exact","TZ63FL"
"Kagera","kagera",,"unmatched","TZ63FL"
"Mwanza","mwanza",,"unmatched","TZ63FL"
"Mara","mara",,"unmatched","TZ63FL"
"Eastern","eastern","eastern","exact","TZ63FL"
"Dar es Salaam","daressalaam",,"unmatched","TZ63FL"
"Pwani","pwani",,"unmatched","TZ63FL"
"Morogoro","morogoro",,"unmatched","TZ63FL"
"Southern","southern","southern","exact","TZ63FL"
"Lindi","lindi",,"unmatched","TZ63FL"
"Mtwara","mtwara",,"unmatched","TZ63FL"
"Ruvuma","ruvuma",,"unmatched","TZ63FL"
"Zanzibar","zanzibar","zanzibar","exact","TZ63FL"
"Zanzibar North","zanzibarnorth",,"unmatched","TZ63FL"
"Zanzibar South","zanzibarsouth",,"unmatched","TZ63FL"
"Town West","townwest",,"unmatched","TZ63FL"
"Pemba North","pembanorth",,"unmatched","TZ63FL"
"Pemba South","pembasouth",,"unmatched","TZ63FL"
"Western","western","western","exact","TZ7BFL"
"Tabora","tabora",,"unmatched","TZ7BFL"
"Kigoma","kigoma",,"unmatched","TZ7BFL"
"Northern","northern","northern","exact","TZ7BFL"
"Kilimanjaro","kilimanjaro",,"unmatched","TZ7BFL"
"Tanga","tanga",,"unmatched","TZ7BFL"
"Arusha","arusha",,"unmatched","TZ7BFL"
"Central","central","central","exact","TZ7BFL"
"Manyara","manyara",,"unmatched","TZ7BFL"
"Dodoma","dodoma",,"unmatched","TZ7BFL"
"Singida","singida",,"unmatched","TZ7BFL"
"Southern Highlands","southernhighlands","southernhighlands","exact","TZ7BFL"
"Iringa","iringa",,"unmatched","TZ7BFL"
"Njombe","njombe",,"unmatched","TZ7BFL"
"Ruvuma","ruvuma",,"unmatched","TZ7BFL"
"Lake","lake","lake","exact","TZ7BFL"
"Kagera","kagera",,"unmatched","TZ7BFL"
"Mwanza","mwanza",,"unmatched","TZ7BFL"
"Mara","mara",,"unmatched","TZ7BFL"
"Shinyanga","shinyanga",,"unmatched","TZ7BFL"
"Simiyu","simiyu",,"unmatched","TZ7BFL"
"Geita","geita",,"unmatched","TZ7BFL"
"Eastern","eastern","eastern","exact","TZ7BFL"
"Dar es Salaam","daressalaam",,"unmatched","TZ7BFL"
"Pwani","pwani",,"unmatched","TZ7BFL"
"Morogoro","morogoro",,"unmatched","TZ7BFL"
"Southern","southern","southern","exact","TZ7BFL"
"Lindi","lindi",,"unmatched","TZ7BFL"
"Mtwara","mtwara",,"unmatched","TZ7BFL"
"South West Highlands","southwesthighlands","southwesthighlands","exact","TZ7BFL"
"Mbeya","mbeya",,"unmatched","TZ7BFL"
"Rukwa","rukwa",,"unmatched","TZ7BFL"
"Katavi","katavi",,"unmatched","TZ7BFL"
"Zanzibar","zanzibar","zanzibar","exact","TZ7BFL"
"Kaskazini Unguja","kaskaziniunguja",,"unmatched","TZ7BFL"
"Kusini Unguja","kusiniunguja",,"unmatched","TZ7BFL"
"Mjini Magharibi","mjinimagharibi",,"unmatched","TZ7BFL"
"Kaskazini Pemba","kaskazinipemba",,"unmatched","TZ7BFL"
"Kusini Pemba","kusinipemba",,"unmatched","TZ7BFL"
"Western","western","western","exact","TZ82FL"
"Tabora","tabora",,"unmatched","TZ82FL"
"Kigoma","kigoma",,"unmatched","TZ82FL"
"Northern","northern","northern","exact","TZ82FL"
"Kilimanjaro","kilimanjaro",,"unmatched","TZ82FL"
"Tanga","tanga",,"unmatched","TZ82FL"
"Arusha","arusha",,"unmatched","TZ82FL"
"Central","central","central","exact","TZ82FL"
"Manyara","manyara",,"unmatched","TZ82FL"
"Dodoma","dodoma",,"unmatched","TZ82FL"
"Singida","singida",,"unmatched","TZ82FL"
"Southern Highlands","southernhighlands","southernhighlands","exact","TZ82FL"
"Iringa","iringa",,"unmatched","TZ82FL"
"Njombe","njombe",,"unmatched","TZ82FL"
"Ruvuma","ruvuma",,"unmatched","TZ82FL"
"Lake","lake","lake","exact","TZ82FL"
"Kagera","kagera",,"unmatched","TZ82FL"
"Mwanza","mwanza",,"unmatched","TZ82FL"
"Mara","mara",,"unmatched","TZ82FL"
"Shinyanga","shinyanga",,"unmatched","TZ82FL"
"Simiyu","simiyu",,"unmatched","TZ82FL"
