"survey","IndicatorId","CharacteristicLabel","value"
"NG8BFL","CN_NUTS_C_WH2","..Kogi",5.9
"NG8BFL","CN_NUTS_C_WH2","..Kwara",6.1
"NG8BFL","CN_NUTS_C_WH2","..Nasarawa",9.6
"NG8BFL","CN_NUTS_C_WH2","..Niger",5.8
"NG8BFL","CN_NUTS_C_WH2","..Plateau",4.8
"NG8BFL","CN_NUTS_C_WH2","..Adamawa",7
"NG8BFL","CN_NUTS_C_WH2","..Bauchi",5.2
"NG8BFL","CN_NUTS_C_WH2","..Borno",10.3
"NG8BFL","CN_NUTS_C_WH2","..Gombe",8.8
"NG8BFL","CN_NUTS_C_WH2","..Taraba",9.5
"NG8BFL","CN_NUTS_C_WH2","..Yobe",10.1
"NG8BFL","CN_NUTS_C_WH2","..Jigawa",13.2
"NG8BFL","CN_NUTS_C_WH2","..Kaduna",5.9
"NG8BFL","CN_NUTS_C_WH2","..Kano",10.4
"NG8BFL","CN_NUTS_C_WH2","..Katsina",6.7
"NG8BFL","CN_NUTS_C_WH2","..Kebbi",9.6
"NG8BFL","CN_NUTS_C_WH2","..Sokoto",6
"NG8BFL","CN_NUTS_C_WH2","..Zamfara",5.3
"NG8BFL","CN_NUTS_C_WH2","..Abia",8.2
"NG8BFL","CN_NUTS_C_WH2","..Anambra",9.8
"NG8BFL","CN_NUTS_C_WH2","..Ebonyi",6.5
"NG8BFL","CN_NUTS_C_WH2","..Enugu",3.9
"NG8BFL","CN_NUTS_C_WH2","..Imo",7.1
"NG8BFL","CN_NUTS_C_WH2","..Ekiti",5
"NG8BFL","CN_NUTS_C_WH2","..Lagos",6
"NG8BFL","CN_NUTS_C_WH2","..Ogun",13.4
"NG8BFL","CN_NUTS_C_WH2","..Ondo",10.2
"NG8BFL","CN_NUTS_C_WH2","..Osun",11.8
"NG8BFL","CN_NUTS_C_WH2","..Oyo",14.4
"NG8BFL","CN_NUTS_C_WH2","..Akwa Ibom",11.8
"NG8BFL","CN_NUTS_C_WH2","..Bayelsa",8.9
"NG8BFL","CN_NUTS_C_WH2","..Cross River",5.6
"NG8BFL","CN_NUTS_C_WH2","..Delta",15.1
"NG8BFL","CN_NUTS_C_WH2","..Edo",8
"NG8BFL","CN_NUTS_C_WH2","..Rivers",12.7
"NI51FL","CN_NUTS_C_HA2","Tahoua/Agadez",50.9
"NI51FL","CN_NUTS_C_HA2","Zinder/Diffa",62.5
"NI51FL","CN_NUTS_C_WH2","Tahoua/Agadez",12.1
"NI51FL","CN_NUTS_C_WH2","Zinder/Diffa",14.5
"NI61FL","CN_NUTS_C_HA2","Tahoua/Agadez",38.9
"NI61FL","CN_NUTS_C_HA2","Zinder/Diffa",52.2
"NI61FL","CN_NUTS_C_WH2","Tahoua/Agadez",20.5
"NI61FL","CN_NUTS_C_WH2","Zinder/Diffa",20.6
"NM41FL","CN_NUTS_C_HA2","Northwest",30.9
"NM41FL","CN_NUTS_C_HA2","Northeast",34.8
"NM41FL","CN_NUTS_C_HA2","Central",25.8
"NM41FL","CN_NUTS_C_HA2","South",22.1
"NM41FL","CN_NUTS_C_HA2","..Hardap",24.6
"NM41FL","CN_NUTS_C_HA2","..Karas",18.6
"NM41FL","CN_NUTS_C_WH2","Northwest",12.3
"NM41FL","CN_NUTS_C_WH2","Northeast",9
"NM41FL","CN_NUTS_C_WH2","Central",6.7
"NM41FL","CN_NUTS_C_WH2","South",9
"NM41FL","CN_NUTS_C_WH2","..Hardap",12.2
"NM41FL","CN_NUTS_C_WH2","..Karas",4.6
"NM51FL","CN_NUTS_C_HA2","Northwest",31
"NM51FL","CN_NUTS_C_HA2","Northeast",34.8
"NM51FL","CN_NUTS_C_HA2","Central",23.2
"NM51FL","CN_NUTS_C_HA2","South",30.1
"NM51FL","CN_NUTS_C_HA2","..Hardap",30
"NM51FL","CN_NUTS_C_HA2","..Karas",30.2
"NM51FL","CN_NUTS_C_WH2","Northwest",9.3
"NM51FL","CN_NUTS_C_WH2","Northeast",6.4
"NM51FL","CN_NUTS_C_WH2","Central",5.8
"NM51FL","CN_NUTS_C_WH2","South",9.3
"NM51FL","CN_NUTS_C_WH2","..Hardap",10.8
"NM51FL","CN_NUTS_C_WH2","..Karas",7.7
"NM61FL","CN_NUTS_C_HA2","Northwest",28.3
"NM61FL","CN_NUTS_C_HA2","Northeast",21.9
"NM61FL","CN_NUTS_C_HA2","Central",16.7
"NM61FL","CN_NUTS_C_HA2","South",28.2
"NM61FL","CN_NUTS_C_HA2","..Hardap",29.1
"NM61FL","CN_NUTS_C_HA2","..Karas",27
"NM61FL","CN_NUTS_C_WH2","Northwest",6.1
"NM61FL","CN_NUTS_C_WH2","Northeast",7.5
"NM61FL","CN_NUTS_C_WH2","Central",5.5
"NM61FL","CN_NUTS_C_WH2","South",7
"NM61FL","CN_NUTS_C_WH2","..Hardap",8.2
"NM61FL","CN_NUTS_C_WH2","..Karas",5.6
"RW41FL","CN_NUTS_C_HA2","Butare/Gitarama",51.4
"RW41FL","CN_NUTS_C_HA2","Byumba/Kibungo",49.8
"RW41FL","CN_NUTS_C_HA2","Cyangugu/Ginkongoro",51.2
"RW41FL","CN_NUTS_C_HA2","Kibuye/Ruhengeri/Gisenyi",47.2
"RW41FL","CN_NUTS_C_HA2","Kigali Prefecture 1992",43
"RW41FL","CN_NUTS_C_WH2","Butare/Gitarama",7.6
"RW41FL","CN_NUTS_C_WH2","Byumba/Kibungo",9.2
"RW41FL","CN_NUTS_C_WH2","Cyangugu/Ginkongoro",6.8
"RW41FL","CN_NUTS_C_WH2","Kibuye/Ruhengeri/Gisenyi",9.4
"RW41FL","CN_NUTS_C_WH2","Kigali Prefecture 1992",6.6
"SL61FL","CN_NUTS_C_HA2","..Kailahun",40.7
"SL61FL","CN_NUTS_C_HA2","..Kenema",39.4
"SL61FL","CN_NUTS_C_HA2","..Kono",51.6
"SL61FL","CN_NUTS_C_HA2","..Koinadugu (before 2017)",38.3
"SL61FL","CN_NUTS_C_HA2","....Koinadugu",40.1
"SL61FL","CN_NUTS_C_HA2","....Falaba",36.8
"SL61FL","CN_NUTS_C_HA2","..Bombali",28.2
"SL61FL","CN_NUTS_C_HA2","..Tonkolili",36.3
"SL61FL","CN_NUTS_C_HA2","North Western",40.9
"SL61FL","CN_NUTS_C_HA2","..Kambia",45
"SL61FL","CN_NUTS_C_HA2","..Karene",41.4
"SL61FL","CN_NUTS_C_HA2","..Port Loko",33.6
"SL61FL","CN_NUTS_C_HA2","..Bo",27.6
"SL61FL","CN_NUTS_C_HA2","..Bonthe",29.4
"SL61FL","CN_NUTS_C_HA2","..Pujehun",46.4
"SL61FL","CN_NUTS_C_WH2","..Kailahun",6.2
"SL61FL","CN_NUTS_C_WH2","..Kenema",8.1
"SL61FL","CN_NUTS_C_WH2","..Kono",4.3
"SL61FL","CN_NUTS_C_WH2","..Koinadugu (before 2017)",8.3
"SL61FL","CN_NUTS_C_WH2","....Koinadugu",10.5
"SL61FL","CN_NUTS_C_WH2","....Falaba",6.5
"SL61FL","CN_NUTS_C_WH2","..Bombali",25.5
"SL61FL","CN_NUTS_C_WH2","..Tonkolili",7.6
"SL61FL","CN_NUTS_C_WH2","North Western",9.4
"SL61FL","CN_NUTS_C_WH2","..Kambia",11.9
"SL61FL","CN_NUTS_C_WH2","..Karene",3
"SL61FL","CN_NUTS_C_WH2","..Port Loko",9.8
"SL61FL","CN_NUTS_C_WH2","..Bo",8.2
"SL61FL","CN_NUTS_C_WH2","..Bonthe",9
"SL61FL","CN_NUTS_C_WH2","..Pujehun",8.5
"SL7AFL","CN_NUTS_C_HA2","..Kailahun",29.1
"SL7AFL","CN_NUTS_C_HA2","..Kenema",24.5
"SL7AFL","CN_NUTS_C_HA2","..Kono",23.3
"SL7AFL","CN_NUTS_C_HA2","..Koinadugu (before 2017)",41.3
"SL7AFL","CN_NUTS_C_HA2","....Koinadugu",37.4
"SL7AFL","CN_NUTS_C_HA2","....Falaba",44.6
"SL7AFL","CN_NUTS_C_HA2","..Bombali",22.8
"SL7AFL","CN_NUTS_C_HA2","..Tonkolili",32.2
"SL7AFL","CN_NUTS_C_HA2","..Kambia",31.9
"SL7AFL","CN_NUTS_C_HA2","..Karene",37
"SL7AFL","CN_NUTS_C_HA2","..Port Loko",30.9
"SL7AFL","CN_NUTS_C_HA2","..Bo",28.3
"SL7AFL","CN_NUTS_C_HA2","..Bonthe",31
"SL7AFL","CN_NUTS_C_HA2","..Moyamba",31.8
"SL7AFL","CN_NUTS_C_HA2","..Pujehun",38
"SL7AFL","CN_NUTS_C_HA2","..Western Rural",21.8
"SL7AFL","CN_NUTS_C_HA2","..Western Urban",32.2
"SL7AFL","CN_NUTS_C_WH2","..Kailahun",4.2
"SL7AFL","CN_NUTS_C_WH2","..Kenema",2.8
"SL7AFL","CN_NUTS_C_WH2","..Kono",2.4
"SL7AFL","CN_NUTS_C_WH2","..Koinadugu (before 2017)",4.7
"SL7AFL","CN_NUTS_C_WH2","....Koinadugu",6
"SL7AFL","CN_NUTS_C_WH2","....Falaba",3.6
"SL7AFL","CN_NUTS_C_WH2","..Bombali",7.2
"SL7AFL","CN_NUTS_C_WH2","..Tonkolili",4.1
"SL7AFL","CN_NUTS_C_WH2","..Kambia",8.1
"SL7AFL","CN_NUTS_C_WH2","..Karene",3
"SL7AFL","CN_NUTS_C_WH2","..Port Loko",5.3
"SL7AFL","CN_NUTS_C_WH2","..Bo",5.6
"SL7AFL","CN_NUTS_C_WH2","..Bonthe",6.5
"SL7AFL","CN_NUTS_C_WH2","..Moyamba",4.3
"SL7AFL","CN_NUTS_C_WH2","..Pujehun",9.7
"SL7AFL","CN_NUTS_C_WH2","..Western Rural",5
"SL7AFL","CN_NUTS_C_WH2","..Western Urban",9.1
"SN4AFL","CN_NUTS_C_HA2","Nord et Est",28.5
"SN4AFL","CN_NUTS_C_HA2","Ouest",10.1
"SN4AFL","CN_NUTS_C_HA2","Centre",18.3
"SN4AFL","CN_NUTS_C_HA2","Sud",33.1
"SN4AFL","CN_NUTS_C_WH2","Nord et Est",12.2
"SN4AFL","CN_NUTS_C_WH2","Ouest",6.3
"SN4AFL","CN_NUTS_C_WH2","Centre",9
"SN4AFL","CN_NUTS_C_WH2","Sud",7.9
"SN61FL","CN_NUTS_C_HA2","Nord et Est",25.5
"SN61FL","CN_NUTS_C_HA2","Ouest",20
"SN61FL","CN_NUTS_C_HA2","Centre",28.7
"SN61FL","CN_NUTS_C_HA2","Sud",37.3
"SN61FL","CN_NUTS_C_WH2","Nord et Est",15.1
"SN61FL","CN_NUTS_C_WH2","Ouest",10.1
"SN61FL","CN_NUTS_C_WH2","Centre",9.6
"SN61FL","CN_NUTS_C_WH2","Sud",6.1
"SN7ZFL","CN_NUTS_C_HA2","Nord et Est",21.5
"SN7ZFL","CN_NUTS_C_HA2","Ouest",9.3
"SN7ZFL","CN_NUTS_C_HA2","Centre",17.2
"SN7ZFL","CN_NUTS_C_HA2","Sud",25.6
"SN7ZFL","CN_NUTS_C_WH2","Nord et Est",10.7
"SN7ZFL","CN_NUTS_C_WH2","Ouest",7
"SN7ZFL","CN_NUTS_C_WH2","Centre",10.7
"SN7ZFL","CN_NUTS_C_WH2","Sud",6.9
"SN8SFL","CN_NUTS_C_HA2","Nord et Est",23.5
"SN8SFL","CN_NUTS_C_HA2","Ouest",12.7
"SN8SFL","CN_NUTS_C_HA2","Centre",18.5
"SN8SFL","CN_NUTS_C_HA2","Sud",17.7
"SN8SFL","CN_NUTS_C_WH2","Nord et Est",13.9
"SN8SFL","CN_NUTS_C_WH2","Ouest",5.8
"SN8SFL","CN_NUTS_C_WH2","Centre",12.2
"SN8SFL","CN_NUTS_C_WH2","Sud",9.4
"SZ51FL","CN_NUTS_C_HA2","Manzini",29.5
"SZ51FL","CN_NUTS_C_WH2","Manzini",2.3
"TD71FL","CN_NUTS_C_HA2","Zone 2",59.1
"TD71FL","CN_NUTS_C_HA2","Zone 3",39.6
"TD71FL","CN_NUTS_C_HA2","Zone 4",45.7
"TD71FL","CN_NUTS_C_HA2","Zone 5",43.7
"TD71FL","CN_NUTS_C_HA2","Zone 6",47.9
"TD71FL","CN_NUTS_C_HA2","Zone 7",30.9
"TD71FL","CN_NUTS_C_HA2","Zone 8",27.9
"TD71FL","CN_NUTS_C_WH2","Zone 2",21.9
"TD71FL","CN_NUTS_C_WH2","Zone 3",16.5
"TD71FL","CN_NUTS_C_WH2","Zone 4",19
"TD71FL","CN_NUTS_C_WH2","Zone 5",17.2
"TD71FL","CN_NUTS_C_WH2","Zone 6",5.5
"TD71FL","CN_NUTS_C_WH2","Zone 7",9
"TD71FL","CN_NUTS_C_WH2","Zone 8",7.3
"TG61FL","CN_NUTS_C_HA2","Ensemble Maritime",21.4
"TG61FL","CN_NUTS_C_WH2","Ensemble Maritime",5.4
"TZ4IFL","CN_NUTS_C_HA2","..Dar es Salaam",22
"TZ4IFL","CN_NUTS_C_HA2","..Zanzibar South",22
"TZ4IFL","CN_NUTS_C_WH2","..Dar es Salaam",3.4
"TZ4IFL","CN_NUTS_C_WH2","..Zanzibar South",10
"TZ63FL","CN_NUTS_C_HA2","..Tabora",33
"TZ63FL","CN_NUTS_C_HA2","..Shinyanga",43.3
"TZ63FL","CN_NUTS_C_HA2","..Kigoma",48.2
"TZ63FL","CN_NUTS_C_HA2","..Kilimanjaro",27.6
"TZ63FL","CN_NUTS_C_HA2","..Tanga",49.4
"TZ63FL","CN_NUTS_C_HA2","..Arusha",43.9
"TZ63FL","CN_NUTS_C_HA2","..Manyara",45.8
"TZ63FL","CN_NUTS_C_HA2","..Dodoma",56
"TZ63FL","CN_NUTS_C_HA2","..Singida",39
"TZ63FL","CN_NUTS_C_HA2","..Mbeya",49.8
"TZ63FL","CN_NUTS_C_HA2","..Iringa",51.9
"TZ63FL","CN_NUTS_C_HA2","..Rukwa",50.4
"TZ63FL","CN_NUTS_C_HA2","..Kagera",43.6
"TZ63FL","CN_NUTS_C_HA2","..Mwanza",38.7
"TZ63FL","CN_NUTS_C_HA2","..Mara",31
"TZ63FL","CN_NUTS_C_HA2","..Dar es Salaam",18.8
"TZ63FL","CN_NUTS_C_HA2","..Pwani",31.7
"TZ63FL","CN_NUTS_C_HA2","..Morogoro",44.4
"TZ63FL","CN_NUTS_C_HA2","..Lindi",53.5
"TZ63FL","CN_NUTS_C_HA2","..Mtwara",43.5
"TZ63FL","CN_NUTS_C_HA2","..Ruvuma",46.2
"TZ63FL","CN_NUTS_C_HA2","..Zanzibar North",40.6
"TZ63FL","CN_NUTS_C_HA2","..Zanzibar South",29.1
"TZ63FL","CN_NUTS_C_HA2","..Town West",19.6
"TZ63FL","CN_NUTS_C_HA2","..Pemba North",39.3
"TZ63FL","CN_NUTS_C_HA2","..Pemba South",31.3
"TZ63FL","CN_NUTS_C_WH2","..Tabora",3.9
"TZ63FL","CN_NUTS_C_WH2","..Shinyanga",2.5
"TZ63FL","CN_NUTS_C_WH2","..Kigoma",3.2
"TZ63FL","CN_NUTS_C_WH2","..Kilimanjaro",5.3
"TZ63FL","CN_NUTS_C_WH2","..Tanga",5.5
"TZ63FL","CN_NUTS_C_WH2","..Arusha",9.5
"TZ63FL","CN_NUTS_C_WH2","..Manyara",7.4
"TZ63FL","CN_NUTS_C_WH2","..Dodoma",5.2
"TZ63FL","CN_NUTS_C_WH2","..Singida",9.2
"TZ63FL","CN_NUTS_C_WH2","..Mbeya",1.2
"TZ63FL","CN_NUTS_C_WH2","..Iringa",3.5
"TZ63FL","CN_NUTS_C_WH2","..Rukwa",3.8
"TZ63FL","CN_NUTS_C_WH2","..Kagera",5
"TZ63FL","CN_NUTS_C_WH2","..Mwanza",3.9
"TZ63FL","CN_NUTS_C_WH2","..Mara",5
"TZ63FL","CN_NUTS_C_WH2","..Dar es Salaam",6.8
"TZ63FL","CN_NUTS_C_WH2","..Pwani",4.2
"TZ63FL","CN_NUTS_C_WH2","..Morogoro",5.3
"TZ63FL","CN_NUTS_C_WH2","..Lindi",4.1
"TZ63FL","CN_NUTS_C_WH2","..Mtwara",2.6
"TZ63FL","CN_NUTS_C_WH2","..Ruvuma",4.8
"TZ63FL","CN_NUTS_C_WH2","..Zanzibar North",16.4
"TZ63FL","CN_NUTS_C_WH2","..Zanzibar South",10.6
"TZ63FL","CN_NUTS_C_WH2","..Town West",11.5
"TZ63FL","CN_NUTS_C_WH2","..Pemba North",12.7
"TZ63FL","CN_NUTS_C_WH2","..Pemba South",8.9
"TZ7BFL","CN_NUTS_C_HA2","..Tabora",27.9
"TZ7BFL","CN_NUTS_C_HA2","..Kigoma",37.9
"TZ7BFL","CN_NUTS_C_HA2","..Kilimanjaro",29
"TZ7BFL","CN_NUTS_C_HA2","..Tanga",39.4
"TZ7BFL","CN_NUTS_C_HA2","..Arusha",36
"TZ7BFL","CN_NUTS_C_HA2","..Manyara",36
"TZ7BFL","CN_NUTS_C_HA2","..Dodoma",36.5
"TZ7BFL","CN_NUTS_C_HA2","..Singida",29.2
"TZ7BFL","CN_NUTS_C_HA2","..Iringa",41.6
"TZ7BFL","CN_NUTS_C_HA2","..Njombe",49.4
"TZ7BFL","CN_NUTS_C_HA2","..Ruvuma",44.4
"TZ7BFL","CN_NUTS_C_HA2","..Kagera",41.7
"TZ7BFL","CN_NUTS_C_HA2","..Mwanza",38.6
"TZ7BFL","CN_NUTS_C_HA2","..Mara",29.2
"TZ7BFL","CN_NUTS_C_HA2","..Shinyanga",27.7
"TZ7BFL","CN_NUTS_C_HA2","..Simiyu",33.3
"TZ7BFL","CN_NUTS_C_HA2","..Geita",40.5
"TZ7BFL","CN_NUTS_C_HA2","..Dar es Salaam",14.6
"TZ7BFL","CN_NUTS_C_HA2","..Pwani",30
"TZ7BFL","CN_NUTS_C_HA2","..Morogoro",33.4
"TZ7BFL","CN_NUTS_C_HA2","..Lindi",35.2
"TZ7BFL","CN_NUTS_C_HA2","..Mtwara",37.7
"TZ7BFL","CN_NUTS_C_HA2","..Mbeya (before 2016)",37.7
"TZ7BFL","CN_NUTS_C_HA2","..Rukwa",56.3
"TZ7BFL","CN_NUTS_C_HA2","..Katavi",38.8
"TZ7BFL","CN_NUTS_C_HA2","..Kaskazini Unguja",23.4
"TZ7BFL","CN_NUTS_C_HA2","..Kusini Unguja",27.2
"TZ7BFL","CN_NUTS_C_HA2","..Mjini Magharibi",16.5
"TZ7BFL","CN_NUTS_C_HA2","..Kaskazini Pemba",34.1
"TZ7BFL","CN_NUTS_C_HA2","..Kusini Pemba",23.8
"TZ7BFL","CN_NUTS_C_WH2","..Tabora",3.5
"TZ7BFL","CN_NUTS_C_WH2","..Kigoma",6
"TZ7BFL","CN_NUTS_C_WH2","..Kilimanjaro",3.1
"TZ7BFL","CN_NUTS_C_WH2","..Tanga",3.4
"TZ7BFL","CN_NUTS_C_WH2","..Arusha",6.5
"TZ7BFL","CN_NUTS_C_WH2","..Manyara",6.4
"TZ7BFL","CN_NUTS_C_WH2","..Dodoma",5.5
"TZ7BFL","CN_NUTS_C_WH2","..Singida",4.7
"TZ7BFL","CN_NUTS_C_WH2","..Iringa",3.6
"TZ7BFL","CN_NUTS_C_WH2","..Njombe",1.3
"TZ7BFL","CN_NUTS_C_WH2","..Ruvuma",2.6
"TZ7BFL","CN_NUTS_C_WH2","..Kagera",2.3
"TZ7BFL","CN_NUTS_C_WH2","..Mwanza",4.3
"TZ7BFL","CN_NUTS_C_WH2","..Mara",4.1
"TZ7BFL","CN_NUTS_C_WH2","..Shinyanga",3.3
"TZ7BFL","CN_NUTS_C_WH2","..Simiyu",5
"TZ7BFL","CN_NUTS_C_WH2","..Geita",6.2
"TZ7BFL","CN_NUTS_C_WH2","..Dar es Salaam",4.7
"TZ7BFL","CN_NUTS_C_WH2","..Pwani",4.3
"TZ7BFL","CN_NUTS_C_WH2","..Morogoro",6
"TZ7BFL","CN_NUTS_C_WH2","..Lindi",1.2
"TZ7BFL","CN_NUTS_C_WH2","..Mtwara",3.2
"TZ7BFL","CN_NUTS_C_WH2","..Mbeya (before 2016)",4.7
"TZ7BFL","CN_NUTS_C_WH2","..Rukwa",5.3
"TZ7BFL","CN_NUTS_C_WH2","..Katavi",3.4
"TZ7BFL","CN_NUTS_C_WH2","..Kaskazini Unguja",6.3
"TZ7BFL","CN_NUTS_C_WH2","..Kusini Unguja",7.9
"TZ7BFL","CN_NUTS_C_WH2","..Mjini Magharibi",5.4
"TZ7BFL","CN_NUTS_C_WH2","..Kaskazini Pemba",8.7
"TZ7BFL","CN_NUTS_C_WH2","..Kusini Pemba",9
"TZ82FL","CN_NUTS_C_HA2","..Tabora",33.1
"TZ82FL","CN_NUTS_C_HA2","..Kigoma",27.1
"TZ82FL","CN_NUTS_C_HA2","..Kilimanjaro",20.4
"TZ82FL","CN_NUTS_C_HA2","..Tanga",24.1
"TZ82FL","CN_NUTS_C_HA2","..Arusha",30.7
"TZ82FL","CN_NUTS_C_HA2","..Manyara",32
"TZ82FL","CN_NUTS_C_HA2","..Dodoma",30.7
"TZ82FL","CN_NUTS_C_HA2","..Singida",25.7
"TZ82FL","CN_NUTS_C_HA2","..Iringa",56.9
"TZ82FL","CN_NUTS_C_HA2","..Njombe",50.4
"TZ82FL","CN_NUTS_C_HA2","..Ruvuma",35.6
"TZ82FL","CN_NUTS_C_HA2","..Kagera",34.3
"TZ82FL","CN_NUTS_C_HA2","..Mwanza",27.9
"TZ82FL","CN_NUTS_C_HA2","..Mara",23.4
"TZ82FL","CN_NUTS_C_HA2","..Shinyanga",27.5
"TZ82FL","CN_NUTS_C_HA2","..Simiyu",33.2
"TZ82FL","CN_NUTS_C_HA2","..Geita",38.6
"TZ82FL","CN_NUTS_C_HA2","..Dar es Salaam",18.4
"TZ82FL","CN_NUTS_C_HA2","..Pwani",20.2
"TZ82FL","CN_NUTS_C_HA2","..Morogoro",30.6
"TZ82FL","CN_NUTS_C_HA2","..Lindi",21.3
"TZ82FL","CN_NUTS_C_HA2","..Mtwara",22.3
"TZ82FL","CN_NUTS_C_HA2","..Mbeya (since 2016)",31.5
"TZ82FL","CN_NUTS_C_HA2","..Songwe",31.9
"TZ82FL","CN_NUTS_C_HA2","..Rukwa",49.8
"TZ82FL","CN_NUTS_C_HA2","..Katavi",32.2
"TZ82FL","CN_NUTS_C_HA2","..Kaskazini Unguja",29
"TZ82FL","CN_NUTS_C_HA2","..Kusini Unguja",16.7
"TZ82FL","CN_NUTS_C_HA2","..Mjini Magharibi",12.8
"TZ82FL","CN_NUTS_C_HA2","..Kaskazini Pemba",21.8
"TZ82FL","CN_NUTS_C_HA2","..Kusini Pemba",17.3
"TZ82FL","CN_NUTS_C_WH2","..Tabora",3
"TZ82FL","CN_NUTS_C_WH2","..Kigoma",2.5
"TZ82FL","CN_NUTS_C_WH2","..Kilimanjaro",2.9
"TZ82FL","CN_NUTS_C_WH2","..Tanga",5.6
"TZ82FL","CN_NUTS_C_WH2","..Arusha",4.5
"TZ82FL","CN_NUTS_C_WH2","..Manyara",4.7
"TZ82FL","CN_NUTS_C_WH2","..Dodoma",1.4
"TZ82FL","CN_NUTS_C_WH2","..Singida",2.3
"TZ82FL","CN_NUTS_C_WH2","..Iringa",1.9
"TZ82FL","CN_NUTS_C_WH2","..Njombe",2.1
"TZ82FL","CN_NUTS_C_WH2","..Ruvuma",2.8
"TZ82FL","CN_NUTS_C_WH2","..Kagera",3.7
"TZ82FL","CN_NUTS_C_WH2","..Mwanza",1.8
"TZ82FL","CN_NUTS_C_WH2","..Mara",3.4
"TZ82FL","CN_NUTS_C_WH2","..Shinyanga",1.3
"TZ82FL","CN_NUTS_C_WH2","..Simiyu",1.7
"TZ82FL","CN_NUTS_C_WH2","..Geita",3.3
"TZ82FL","CN_NUTS_C_WH2","..Dar es Salaam",4.3
"TZ82FL","CN_NUTS_C_WH2","..Pwani",6.2
"TZ82FL","CN_NUTS_C_WH2","..Morogoro",3.9
"TZ82FL","CN_NUTS_C_WH2","..Lindi",2.1
"TZ82FL","CN_NUTS_C_WH2","..Mtwara",2.1
"TZ82FL","CN_NUTS_C_WH2","..Mbeya (since 2016)",0.6
"TZ82FL","CN_NUTS_C_WH2","..Songwe",0
"TZ82FL","CN_NUTS_C_WH2","..Rukwa",8.3
"TZ82FL","CN_NUTS_C_WH2","..Katavi",1.8
"TZ82FL","CN_NUTS_C_WH2","..Kaskazini Unguja",10
"TZ82FL","CN_NUTS_C_WH2","..Kusini Unguja",3.5
"TZ82FL","CN_NUTS_C_WH2","..Mjini Magharibi",10.5
"TZ82FL","CN_NUTS_C_WH2","..Kaskazini Pemba",7.7
"TZ82FL","CN_NUTS_C_WH2","..Kusini Pemba",3.3
"UG52FL","CN_NUTS_C_HA2","..Northern",40
"UG52FL","CN_NUTS_C_WH2","..Northern",6.5
"UG7BFL","CN_NUTS_C_HA2","..East Central",29
"UG7BFL","CN_NUTS_C_HA2","..Eastern",23.4
"UG7BFL","CN_NUTS_C_HA2","..Northern",26.3
"UG7BFL","CN_NUTS_C_HA2","..Western",38.1
"UG7BFL","CN_NUTS_C_HA2","..South West",29.7
"UG7BFL","CN_NUTS_C_HA2","Islands",27
"UG7BFL","CN_NUTS_C_HA2","Mountains",36.6
"UG7BFL","CN_NUTS_C_HA2","Greater Kampala",19.6
"UG7BFL","CN_NUTS_C_WH2","..East Central",3.6
"UG7BFL","CN_NUTS_C_WH2","..Eastern",3.2
"UG7BFL","CN_NUTS_C_WH2","..Northern",4.5
"UG7BFL","CN_NUTS_C_WH2","..Western",3
"UG7BFL","CN_NUTS_C_WH2","..South West",2.4
"UG7BFL","CN_NUTS_C_WH2","Islands",2
"UG7BFL","CN_NUTS_C_WH2","Mountains",5.4
"UG7BFL","CN_NUTS_C_WH2","Greater Kampala",1.7
"ZA71FL","CN_NUTS_C_HA2","Western  Cape",22.9
"ZA71FL","CN_NUTS_C_HA2","Eastern Cape",24.8
"ZA71FL","CN_NUTS_C_HA2","Northern Cape",21.4
"ZA71FL","CN_NUTS_C_WH2","Western  Cape",1.7
"ZA71FL","CN_NUTS_C_WH2","Eastern Cape",1.5
"ZA71FL","CN_NUTS_C_WH2","Northern Cape",2.1
"ZW52FL","CN_NUTS_C_HA2","Harare Chitungwiza",27.5
"ZW52FL","CN_NUTS_C_WH2","Harare Chitungwiza",4.3
"ZW62FL","CN_NUTS_C_HA2","Harare Chitungwiza",29
"ZW62FL","CN_NUTS_C_WH2","Harare Chitungwiza",2.8
