"survey","regkey","mean_maternal_age_first_birth","eligible_mothers","observed_mothers","missing_mothers","v212_available"
"AO62FL","mesoendemicstable",18.0421008417839,1389,1389,0,TRUE
"AO62FL","hyperendemic",18.6782116042329,1275,1274,1,TRUE
"AO62FL","mesoendemicunstable",18.2845867521863,1466,1466,0,TRUE
"AO62FL","luanda",19.3676385089639,1203,1203,0,TRUE
"AO71FL","benguela",18.6366711964598,536,536,0,TRUE
"AO71FL","lundasul",18.1907004657625,540,540,0,TRUE
"AO71FL","luanda",19.0964124201127,896,896,0,TRUE
"AO71FL","cuandocubango",18.0457412768521,452,452,0,TRUE
"AO71FL","namibe",18.5839582560693,503,503,0,TRUE
"AO71FL","cabinda",19.003203499211,422,422,0,TRUE
"AO71FL","cuanzasul",18.2880665715466,448,448,0,TRUE
"AO71FL","malanje",17.782126944623,470,470,0,TRUE
"AO71FL","huila",18.1378954562795,548,548,0,TRUE
"AO71FL","lundanorte",18.7939945164617,466,466,0,TRUE
"AO71FL","huambo",18.2937416523534,540,540,0,TRUE
"AO71FL","moxico",19.4863360122424,339,339,0,TRUE
"AO71FL","zaire",18.734818659136,500,500,0,TRUE
"AO71FL","bie",17.7931595263959,479,479,0,TRUE
"AO71FL","bengo",19.1577497598654,379,379,0,TRUE
"AO71FL","cuanzanorte",18.5697777069992,387,387,0,TRUE
"AO71FL","cunene",19.0553194167719,533,533,0,TRUE
"AO71FL","uige",19.3792213062319,492,492,0,TRUE
"AO81FL","moxico",18.5078113621843,353,353,0,TRUE
"AO81FL","uige",18.5811383101869,460,460,0,TRUE
"AO81FL","cabinda",18.8722944407486,384,384,0,TRUE
"AO81FL","bie",18.0200243577008,484,484,0,TRUE
"AO81FL","cunene",19.2291573663251,493,493,0,TRUE
"AO81FL","northcuanza",18.4282217456149,345,345,0,TRUE
"AO81FL","huambo",17.9550785145658,537,537,0,TRUE
"AO81FL","northlunda",18.6369952984106,434,434,0,TRUE
"AO81FL","luanda",20.0580650614871,490,490,0,TRUE
"AO81FL","benguela",19.0196019640855,524,524,0,TRUE
"AO81FL","bengo",18.451078227712,397,397,0,TRUE
"AO81FL","malanje",18.269682230443,449,449,0,TRUE
"AO81FL","huila",19.5003085928932,428,428,0,TRUE
"AO81FL","southcuanza",18.3026190813532,560,560,0,TRUE
"AO81FL","cuandocubango",17.5549076335818,358,358,0,TRUE
"AO81FL","zaire",19.5193285281864,253,253,0,TRUE
"AO81FL","southlunda",18.2935558867444,395,395,0,TRUE
"AO81FL","namibe",19.066058148736,481,481,0,TRUE
"BU61FL","west",20.1229140024356,868,868,0,TRUE
"BU61FL","south",20.9305786630515,1021,1021,0,TRUE
"BU61FL","centraleast",21.0903104301162,1407,1407,0,TRUE
"BU61FL","north",20.3462692851749,1155,1155,0,TRUE
"BU71FL","cankuzo",20.7255857862372,476,476,0,TRUE
"BU71FL","karusi",20.228256413835,544,544,0,TRUE
"BU71FL","ruyigi",20.0431682239764,505,505,0,TRUE
"BU71FL","bujumburamairie",21.5134415924843,398,398,0,TRUE
"BU71FL","rutana",20.6312512740987,422,422,0,TRUE
"BU71FL","gitega",22.1474630485625,539,539,0,TRUE
"BU71FL","ngozi",19.9950065134709,572,572,0,TRUE
"BU71FL","cibitoke",19.5349763283593,519,519,0,TRUE
"BU71FL","muramvya",22.4276292347232,429,429,0,TRUE
"BU71FL","mwaro",22.8922881454838,392,392,0,TRUE
"BU71FL","kirundo",19.7204592260598,578,578,0,TRUE
"BU71FL","kayanza",20.9529419768688,503,503,0,TRUE
"BU71FL","bubanza",20.0478677254398,479,479,0,TRUE
"BU71FL","muyinga",19.6201183835885,594,594,0,TRUE
"BU71FL","bujumburarural",21.0414332343436,436,436,0,TRUE
"BU71FL","makamba",20.6327414487232,452,452,0,TRUE
"BU71FL","bururi",21.4468445726172,353,353,0,TRUE
"BU71FL","rumonge",20.0756919720333,448,448,0,TRUE
"BJ41FL","atlantique",20.4048923531515,772,772,0,TRUE
"BJ51FL","alibori",17.6315537941833,856,856,0,TRUE
"BJ51FL","atacora",18.7198898597378,988,988,0,TRUE
"BJ51FL","atlantique",19.9513499213623,1163,1163,0,TRUE
"BJ51FL","borgou",18.5522156613882,1031,1031,0,TRUE
"BJ51FL","collines",18.8522937103949,733,733,0,TRUE
"BJ51FL","couffo",19.3664800208281,895,895,0,TRUE
"BJ51FL","donga",18.9789708333068,581,581,0,TRUE
"BJ51FL","littoral",21.924584852453,759,759,0,TRUE
"BJ51FL","mono",19.5568379939084,708,708,0,TRUE
"BJ51FL","oueme",19.984078098358,1242,1242,0,TRUE
"BJ51FL","plateau",19.5266427114475,536,536,0,TRUE
"BJ51FL","zou",19.1761696154807,1110,1110,0,TRUE
"BJ61FL","alibori",19.0215702615586,664,664,0,TRUE
"BJ61FL","atacora",18.9068847460972,923,923,0,TRUE
"BJ61FL","atlantique",20.5773575024734,1026,1026,0,TRUE
"BJ61FL","borgou",19.4082806016916,759,759,0,TRUE
"BJ61FL","collines",18.9699612800621,652,652,0,TRUE
"BJ61FL","couffo",19.458193056939,684,684,0,TRUE
"BJ61FL","donga",19.3065559828829,531,531,0,TRUE
"BJ61FL","littoral",22.2652954680473,796,796,0,TRUE
"BJ61FL","mono",20.5687373433863,555,555,0,TRUE
"BJ61FL","oueme",20.5700708273253,1029,1029,0,TRUE
"BJ61FL","plateau",20.5594910545985,577,577,0,TRUE
"BJ61FL","zou",19.2909356059676,915,915,0,TRUE
"BJ71FL","alibori",18.7361557740076,1099,1099,0,TRUE
"BJ71FL","atacora",18.7856995963855,866,866,0,TRUE
"BJ71FL","atlantic",20.1593628898632,855,855,0,TRUE
"BJ71FL","borgou",19.0803586775666,1133,1133,0,TRUE
"BJ71FL","collines",19.270879303484,728,728,0,TRUE
"BJ71FL","couffo",20.1444389390973,571,571,0,TRUE
"BJ71FL","donga",19.9160189382739,659,659,0,TRUE
"BJ71FL","littoral",22.1598091600083,601,601,0,TRUE
"BJ71FL","mono",20.5477814042225,435,435,0,TRUE
"BJ71FL","oueme",20.6697976463478,668,668,0,TRUE
"BJ71FL","plateau",20.5924070492787,536,536,0,TRUE
"BJ71FL","zou",19.9943056626471,826,826,0,TRUE
"BF43FL","est",18.1143635152298,530,530,0,TRUE
"BF43FL","nord",18.892656068359,558,558,0,TRUE
"BF43FL","centreest",19.4493859947303,490,490,0,TRUE
"BF43FL","centrenord",18.7627750996242,623,623,0,TRUE
"BF43FL","boucledumouhoun",18.6171312650319,532,532,0,TRUE
"BF43FL","hautsbassins",18.6104340202228,618,618,0,TRUE
"BF43FL","centresud",19.1376315375749,488,488,0,TRUE
"BF43FL","cascades",18.489020396235,492,492,0,TRUE
"BF43FL","ouagadougou",20.2114412083366,231,231,0,TRUE
"BF43FL","sudouest",18.9357951426119,678,678,0,TRUE
"BF43FL","centreouest",19.2861377639776,748,748,0,TRUE
"BF43FL","sahel",17.9033412515225,502,502,0,TRUE
"BF43FL","plateaucentral",19.4420327790963,664,664,0,TRUE
"BF62FL","boucledumouhoun",18.7085249407911,895,895,0,TRUE
"BF62FL","cascades",18.698661585311,669,669,0,TRUE
"BF62FL","centre",20.386969500199,700,700,0,TRUE
"BF62FL","centreest",19.3938557379583,812,812,0,TRUE
"BF62FL","centrenord",19.3038826085621,779,779,0,TRUE
"BF62FL","centreouest",19.2701636569989,910,910,0,TRUE
"BF62FL","centresud",18.9409327624472,707,707,0,TRUE
"BF62FL","est",18.0503399718249,981,981,0,TRUE
"BF62FL","hautsbassins",18.9539331524212,870,870,0,TRUE
"BF62FL","nord",18.9343236792975,818,818,0,TRUE
"BF62FL","plateaucentral",19.3063188317414,723,723,0,TRUE
"BF62FL","sahel",18.1539169472783,784,784,0,TRUE
"BF62FL","sudouest",18.6814871079986,716,716,0,TRUE
"BF81FL","boucledumouhoun",19.1095661054115,771,771,0,TRUE
"BF81FL","cascades",18.9479225425465,502,502,0,TRUE
"BF81FL","centre",21.146650535014,916,916,0,TRUE
"BF81FL","centreest",19.3322898357602,904,904,0,TRUE
"BF81FL","centrenord",19.0879049806735,692,692,0,TRUE
"BF81FL","centreouest",19.5150316556478,794,794,0,TRUE
"BF81FL","centresud",19.3874402737498,562,562,0,TRUE
"BF81FL","est",18.956230354878,562,562,0,TRUE
"BF81FL","hautsbassins",19.375346101142,950,950,0,TRUE
"BF81FL","nord",19.3299296316676,765,765,0,TRUE
"BF81FL","plateaucentral",19.2135691108783,766,766,0,TRUE
"BF81FL","sahel",18.5117892518766,344,344,0,TRUE
"BF81FL","sudouest",18.7350997336239,764,764,0,TRUE
"CI62FL","west",18.0102453016643,502,502,0,TRUE
"CI62FL","northeast",18.6450730293053,435,435,0,TRUE
"CI62FL","northcentral",19.2827194548791,537,537,0,TRUE
"CI62FL","central",18.4103332475934,434,434,0,TRUE
"CI62FL","abidjan",20.0902829587407,495,495,0,TRUE
"CI62FL","southwest",19.0060483545055,460,460,0,TRUE
"CI62FL","westcentral",18.2216636661485,494,494,0,TRUE
"CI62FL","eastcentral",18.7199269044502,457,457,0,TRUE
"CI62FL","north",18.5447149381925,519,519,0,TRUE
"CI62FL","northwest",18.5568430033132,718,718,0,TRUE
"CI81FL","abidjan",20.9334856906266,511,511,0,TRUE
"CI81FL","sassandramarahoue",19.2312737757725,727,727,0,TRUE
"CI81FL","savanes",19.4765424836051,561,561,0,TRUE
"CI81FL","valleedubandama",19.2062207241944,499,499,0,TRUE
"CI81FL","comoe",20.1434834463331,391,391,0,TRUE
"CI81FL","montagnes",18.8720013597623,695,695,0,TRUE
"CI81FL","yamoussoukro",20.3329323811059,371,371,0,TRUE
"CI81FL","zanzan",19.3900479902437,498,498,0,TRUE
"CI81FL","bassassandra",19.2936270554378,607,607,0,TRUE
"CI81FL","denguele",18.5929471119019,681,681,0,TRUE
"CI81FL","lacs",18.9825072135487,449,449,0,TRUE
"CI81FL","woroba",18.7183319732361,641,641,0,TRUE
"CI81FL","gohdjiboua",19.4918693490259,518,518,0,TRUE
"CI81FL","lagunes",19.4669772920501,511,511,0,TRUE
"CM44FL","douala",20.4689265536722,354,354,0,TRUE
"CM44FL","north",17.6100471480399,560,560,0,TRUE
"CM44FL","farnorth",17.0698701221657,665,665,0,TRUE
"CM44FL","littoral",19.3721350457889,341,341,0,TRUE
"CM44FL","yaounde",19.6117647058825,340,340,0,TRUE
"CM44FL","west",18.7513145495467,599,599,0,TRUE
"CM44FL","east",17.9298772028799,415,415,0,TRUE
"CM44FL","south",17.6413165055085,384,384,0,TRUE
"CM44FL","adamawa",17.7294117067779,404,404,0,TRUE
"CM44FL","northwest",18.7303639598877,425,425,0,TRUE
"CM44FL","southwest",18.832908161019,365,365,0,TRUE
"CM44FL","centre",18.5390483004936,469,469,0,TRUE
"CM61FL","farnorth",17.7716871306041,1049,1049,0,TRUE
"CM61FL","douala",20.8712743110191,556,556,0,TRUE
"CM61FL","northwest",19.2915233756224,699,699,0,TRUE
"CM61FL","west",19.2193211380204,656,656,0,TRUE
"CM61FL","southwest",19.5486220735332,483,483,0,TRUE
"CM61FL","north",17.72376261343,910,910,0,TRUE
"CM61FL","south",18.4600080079989,468,468,0,TRUE
"CM61FL","littoral",19.531927047491,413,413,0,TRUE
"CM61FL","centre",18.6875065023733,666,666,0,TRUE
"CM61FL","east",17.9813401783467,536,536,0,TRUE
"CM61FL","yaounde",20.2232809933022,546,546,0,TRUE
"CM61FL","adamawa",17.7365078949892,673,673,0,TRUE
"CM71FL","farnorth",18.0604883204298,799,799,0,TRUE
"CM71FL","east",17.8753576826604,641,641,0,TRUE
"CM71FL","yaounde",20.7723822405938,507,507,0,TRUE
"CM71FL","adamawa",18.2908676129228,497,497,0,TRUE
"CM71FL","northwest",20.2312447822375,336,336,0,TRUE
"CM71FL","douala",21.7125432760801,429,429,0,TRUE
"CM71FL","south",18.8253568813081,638,638,0,TRUE
"CM71FL","west",19.4853074887782,606,606,0,TRUE
"CM71FL","southwest",22.4728285215895,129,129,0,TRUE
"CM71FL","north",18.7216794603669,745,745,0,TRUE
"CD51FL","kinshasa",20.3907806040206,637,637,0,TRUE
"CD51FL","nordkivu",19.1023898901799,441,441,0,TRUE
"CD51FL","sudkivu",18.7515983096495,449,449,0,TRUE
"CD51FL","bandundu",19.6793645628519,519,519,0,TRUE
"CD51FL","orientale",18.8337976773723,398,398,0,TRUE
"CD51FL","kasaioccident",19.033762307532,479,479,0,TRUE
"CD51FL","maniema",18.4608758051879,528,528,0,TRUE
"CD51FL","bascongo",19.6032617534842,431,431,0,TRUE
"CD51FL","equateur",19.0119445623469,542,542,0,TRUE
"CD51FL","katanga",18.9873008017506,536,536,0,TRUE
"CD51FL","kasaioriental",18.8395268851225,523,523,0,TRUE
"CD61FL","equateur",18.8196204724896,1751,1751,0,TRUE
"CD61FL","kinshasa",20.8618262685512,686,686,0,TRUE
"CD61FL","bandundu",19.7482559206062,1518,1518,0,TRUE
"CD61FL","sudkivu",18.7808277433017,610,610,0,TRUE
"CD61FL","orientale",18.7864962660362,1269,1269,0,TRUE
"CD61FL","kasaioccidental",18.8739224420343,974,974,0,TRUE
"CD61FL","katanga",18.7610830778229,1411,1411,0,TRUE
"CD61FL","nordkivu",19.2945986927671,641,641,0,TRUE
"CD61FL","bascongo",19.4726983580498,588,588,0,TRUE
"CD61FL","kasaioriental",18.8711605751159,1296,1296,0,TRUE
"CD61FL","maniema",19.1558726308446,549,549,0,TRUE
"CD81FL","maindombe",19.7003703621095,411,411,0,TRUE
"CD81FL","kasai",19.3507405330749,652,652,0,TRUE
"CD81FL","kwilu",20.1762993454345,607,607,0,TRUE
"CD81FL","kongocentral",20.5716494639574,409,409,0,TRUE
"CD81FL","sudkivu",18.9509432089209,684,684,0,TRUE
"CD81FL","lualaba",18.9014315242237,656,656,0,TRUE
"CD81FL","tanganyika",19.4610423760051,586,586,0,TRUE
"CD81FL","tshopo",18.6916589442029,541,541,0,TRUE
"CD81FL","maniema",18.6113451318524,657,657,0,TRUE
"CD81FL","ituri",18.9352344902636,674,674,0,TRUE
"CD81FL","hautlomami",19.6484644107966,741,741,0,TRUE
"CD81FL","kinshasa",21.6475568195581,506,506,0,TRUE
"CD81FL","sudubangi",18.7685376748998,751,751,0,TRUE
"CD81FL","tshuapa",19.4110451179095,530,530,0,TRUE
"CD81FL","sankuru",19.8799051533902,463,463,0,TRUE
"CD81FL","hautuele",19.6872052116548,380,380,0,TRUE
"CD81FL","nordubangi",19.5276382508233,546,546,0,TRUE
"CD81FL","kwango",20.4337368067055,567,567,0,TRUE
"CD81FL","kasaioriental",19.3886364301568,471,471,0,TRUE
"CD81FL","equateur",19.3473045792125,544,544,0,TRUE
"CD81FL","nordkivu",19.4035076188029,701,701,0,TRUE
"CD81FL","kasaicentral",18.8931509766867,748,748,0,TRUE
"CD81FL","mongala",18.1446772659838,607,607,0,TRUE
"CD81FL","basuele",19.1180237756293,441,441,0,TRUE
"CD81FL","hautkatanga",19.1121613607113,620,620,0,TRUE
"CD81FL","lomami",19.634016028758,571,571,0,TRUE
"CG51FL","brazzaville",19.6854993602462,903,903,0,TRUE
"CG51FL","pointenoire",19.0945566251107,742,742,0,TRUE
"CG51FL","south",18.5803557249003,1091,1091,0,TRUE
"CG51FL","north",18.1499922512817,804,804,0,TRUE
"CG61FL","kouilou",18.203452253937,606,606,0,TRUE
"CG61FL","niari",18.865893752412,569,569,0,TRUE
"CG61FL","lekoumou",18.3897964607274,465,465,0,TRUE
"CG61FL","bouenza",18.6336644562454,587,587,0,TRUE
"CG61FL","pool",18.8908207449111,632,632,0,TRUE
"CG61FL","plateaux",18.7141168426689,490,490,0,TRUE
"CG61FL","cuvette",18.4937564195527,486,486,0,TRUE
"CG61FL","cuvetteouest",18.3504487781512,439,439,0,TRUE
"CG61FL","sangha",18.359554210254,421,421,0,TRUE
"CG61FL","likouala",18.1426414157311,576,576,0,TRUE
"CG61FL","brazzaville",19.7094157191315,552,552,0,TRUE
"CG61FL","pointenoire",19.39454821271,640,640,0,TRUE
"KM61FL","mwali",19.2637053908467,382,382,0,TRUE
"KM61FL","ndzuwani",21.098271610865,788,788,0,TRUE
"KM61FL","ngazidja",20.893554903439,846,846,0,TRUE
"ET41FL","tigray",18.3862212018131,751,751,0,TRUE
"ET41FL","affar",19.8225480966761,424,424,0,TRUE
"ET41FL","amhara",17.883804774561,1128,1128,0,TRUE
"ET41FL","oromiya",18.7171323372356,1343,1343,0,TRUE
"ET41FL","somali",19.0338577125471,419,419,0,TRUE
"ET41FL","benishangulgumuz",18.7771758420374,533,533,0,TRUE
"ET41FL","snnp",19.7930676589944,1037,1037,0,TRUE
"ET41FL","gambela",18.4937140365837,458,458,0,TRUE
"ET41FL","harari",18.9385504755673,367,367,0,TRUE
"ET41FL","addisababa",20.693420333099,417,417,0,TRUE
"ET41FL","diredawa",20.6091673962876,368,368,0,TRUE
"ET51FL","amhara",17.9780953960813,1032,1032,0,TRUE
"ET51FL","addisababa",21.4796326631949,315,315,0,TRUE
"ET51FL","harari",19.3381207902278,337,337,0,TRUE
"ET51FL","somali",19.0055121995877,398,398,0,TRUE
"ET51FL","benishangulgumuz",17.981197185717,460,460,0,TRUE
"ET51FL","oromiya",18.5638360366566,1211,1211,0,TRUE
"ET51FL","snnp",18.9401648162813,1129,1129,0,TRUE
"ET51FL","gambela",17.6384351719763,385,385,0,TRUE
"ET51FL","affar",18.8470921402651,377,377,0,TRUE
"ET51FL","diredawa",19.3328816604564,274,274,0,TRUE
"ET51FL","tigray",18.3223121465828,671,671,0,TRUE
"ET61FL","amhara",18.0532870922805,965,965,0,TRUE
"ET61FL","addisababa",21.3455111060268,348,348,0,TRUE
"ET61FL","harari",19.3173901415415,440,440,0,TRUE
"ET61FL","somali",19.3647321175619,559,559,0,TRUE
"ET61FL","benishangulgumuz",18.154965998795,674,674,0,TRUE
"ET61FL","oromiya",18.787050500788,1100,1100,0,TRUE
"ET61FL","snnp",19.4713019699605,1053,1053,0,TRUE
"ET61FL","tigray",18.6775464810961,847,847,0,TRUE
"ET61FL","affar",18.640689467338,714,714,0,TRUE
"ET61FL","gambela",18.5456859081224,608,608,0,TRUE
"ET61FL","diredawa",20.5047759704751,456,456,0,TRUE
"ET71FL","oromiya",18.6723867720852,1031,1031,0,TRUE
"ET71FL","somali",19.2421285790067,806,806,0,TRUE
"ET71FL","amhara",18.6789339080274,759,759,0,TRUE
"ET71FL","affar",18.3594873851982,645,645,0,TRUE
"ET71FL","diredawa",19.597602710751,383,383,0,TRUE
"ET71FL","benishangulgumuz",18.4087963618642,576,576,0,TRUE
"ET71FL","addisababa",23.3405505846394,373,373,0,TRUE
"ET71FL","snnp",19.2318717501386,892,892,0,TRUE
"ET71FL","gambela",18.8134923504966,534,534,0,TRUE
"ET71FL","harari",19.2930792670017,410,410,0,TRUE
"ET71FL","tigray",18.9495863154078,771,771,0,TRUE
"ET81FL","tigray",19.5857728931924,346,346,0,TRUE
"ET81FL","afar",18.11804675049,389,389,0,TRUE
"ET81FL","amhara",18.7982277748739,404,404,0,TRUE
"ET81FL","oromia",17.9431934891809,491,491,0,TRUE
"ET81FL","somali",19.0239222297176,342,342,0,TRUE
"ET81FL","benishangulgumuz",17.9529713819392,370,370,0,TRUE
"ET81FL","snnpr",18.5130098373504,469,469,0,TRUE
"ET81FL","gambela",17.2226655900613,337,337,0,TRUE
"ET81FL","harari",18.9999069832753,307,307,0,TRUE
"ET81FL","addisababa",22.4823493159787,235,235,0,TRUE
"ET81FL","diredawa",19.6610790644215,282,282,0,TRUE
"ET8AFL","sidama",20.2201298711244,714,714,0,TRUE
"ET8AFL","afar",19.1310168719274,807,807,0,TRUE
"ET8AFL","southwestethiopia",20.4370108321925,673,673,0,TRUE
"ET8AFL","harari",19.7507350427637,420,420,0,TRUE
"ET8AFL","benishangulgumuz",19.425775924018,592,592,0,TRUE
"ET8AFL","oromia",19.2876276636316,934,934,0,TRUE
"ET8AFL","amhara",20.5138755028044,758,758,0,TRUE
"ET8AFL","gambella",19.1572495571332,596,596,0,TRUE
"ET8AFL","centralethiopia",21.0163868402992,653,653,0,TRUE
"ET8AFL","somali",19.4982716308769,814,814,0,TRUE
"ET8AFL","southethiopia",20.2656018031565,797,797,0,TRUE
"ET8AFL","tigray",20.1445316761532,793,793,0,TRUE
"ET8AFL","diredawa",20.6918693886685,406,406,0,TRUE
"ET8AFL","addisababa",23.8834145876475,450,450,0,TRUE
"GA41FL","librevilleportgentil",18.4684684684681,777,777,0,TRUE
"GA41FL","north",17.5462466884715,513,513,0,TRUE
"GA41FL","east",17.800042349323,649,649,0,TRUE
"GA41FL","west",17.4144187800558,459,459,0,TRUE
"GA41FL","south",17.6495067002381,559,559,0,TRUE
"GA61FL","ogoouelolo",17.8813490156278,381,381,0,TRUE
"GA61FL","ngounie",17.9264665986263,470,470,0,TRUE
"GA61FL","libervilleportgentil",19.8577362984005,633,633,0,TRUE
"GA61FL","moyenogooue",18.1961237129341,314,314,0,TRUE
"GA61FL","ogooueivindo",18.152621534707,583,583,0,TRUE
"GA61FL","ogoouemaritime",18.6341970773305,277,277,0,TRUE
"GA61FL","estuaire",18.7151803380349,376,376,0,TRUE
"GA61FL","woleuntem",18.2262020527397,298,298,0,TRUE
"GA61FL","nyanga",17.9627112323024,358,358,0,TRUE
"GA61FL","hautogooue",18.6735398434056,453,453,0,TRUE
"GA71FL","ngounie",19.8490943965175,330,330,0,TRUE
"GA71FL","nyanga",18.7336593046465,300,300,0,TRUE
"GA71FL","hautogooue",19.1163903464632,414,414,0,TRUE
"GA71FL","portgentil",20.1256568156324,439,439,0,TRUE
"GA71FL","ogooueivindo",19.031511345031,469,469,0,TRUE
"GA71FL","liberville",20.8088258949406,474,474,0,TRUE
"GA71FL","ogoouelolo",18.4511814849417,447,447,0,TRUE
"GA71FL","estuaire",20.4662887701348,374,374,0,TRUE
"GA71FL","woleuntem",19.1804362715741,455,455,0,TRUE
"GA71FL","ogoouemaritime",19.0163392913266,398,398,0,TRUE
"GA71FL","moyenogooue",19.3769561111079,349,349,0,TRUE
"GH4BFL","western",19.5380512164853,237,237,0,TRUE
"GH4BFL","eastern",19.8967966216743,228,228,0,TRUE
"GH4BFL","ashanti",19.6714309979513,423,423,0,TRUE
"GH4BFL","central",19.3031401314528,168,168,0,TRUE
"GH4BFL","northern",20.3099574382009,429,429,0,TRUE
"GH4BFL","greateraccra",20.9921653413477,264,264,0,TRUE
"GH4BFL","uppereast",19.5458920836686,224,224,0,TRUE
"GH4BFL","volta",19.8944244100507,202,202,0,TRUE
"GH4BFL","brongahafo",20.0002784374465,337,337,0,TRUE
"GH4BFL","upperwest",20.1110844450284,265,265,0,TRUE
"GH5AFL","western",20.3953863603744,189,189,0,TRUE
"GH5AFL","central",19.7809187377076,158,158,0,TRUE
"GH5AFL","greateraccra",21.9429763845598,210,210,0,TRUE
"GH5AFL","volta",20.2619438168986,181,181,0,TRUE
"GH5AFL","eastern",19.6679505532362,187,187,0,TRUE
"GH5AFL","ashanti",20.1250668941381,318,318,0,TRUE
"GH5AFL","brongahafo",19.8978339203325,207,207,0,TRUE
"GH5AFL","northern",20.0809433953999,306,306,0,TRUE
"GH5AFL","uppereast",19.1381162056281,181,181,0,TRUE
"GH5AFL","upperwest",19.3188085701206,210,210,0,TRUE
"GH72FL","western",20.4006595432485,431,431,0,TRUE
"GH72FL","eastern",20.2746410915721,397,397,0,TRUE
"GH72FL","ashanti",21.1543232385562,420,420,0,TRUE
"GH72FL","central",20.5555196948979,436,436,0,TRUE
"GH72FL","northern",19.7082210355673,622,622,0,TRUE
"GH72FL","volta",20.6566761857173,346,346,0,TRUE
"GH72FL","brongahafo",19.9559554272261,490,490,0,TRUE
"GH72FL","uppereast",19.9463969523912,434,434,0,TRUE
"GH72FL","upperwest",19.9387237289063,364,364,0,TRUE
"GH72FL","greateraccra",23.0190688882595,354,354,0,TRUE
"GH8CFL","western",20.5790935186727,337,337,0,TRUE
"GH8CFL","central",20.5808165734239,381,381,0,TRUE
"GH8CFL","greateraccra",23.1499870451497,360,360,0,TRUE
"GH8CFL","volta",21.6209916726604,299,299,0,TRUE
"GH8CFL","eastern",21.1348298812834,334,334,0,TRUE
"GH8CFL","ashanti",21.3137145728092,460,460,0,TRUE
"GH8CFL","westernnorth",20.7026358457448,322,322,0,TRUE
"GH8CFL","ahafo",20.5436808387868,375,375,0,TRUE
"GH8CFL","bono",21.3747039124445,322,322,0,TRUE
"GH8CFL","bonoeast",20.5853924451672,488,488,0,TRUE
"GH8CFL","oti",20.3099091234584,472,472,0,TRUE
"GH8CFL","northern",21.15744836045,686,686,0,TRUE
"GH8CFL","savannah",20.441051630851,564,564,0,TRUE
"GH8CFL","northeast",19.9774804736345,609,609,0,TRUE
"GH8CFL","uppereast",20.8777285637186,481,481,0,TRUE
"GH8CFL","upperwest",21.2981156335576,459,459,0,TRUE
"GN52FL","boke",18.2591446279756,557,557,0,TRUE
"GN52FL","kankan",18.159463500434,676,676,0,TRUE
"GN52FL","labe",19.0991614500012,456,456,0,TRUE
"GN52FL","faranah",18.4390838941747,601,601,0,TRUE
"GN52FL","mamou",18.1541118707912,464,464,0,TRUE
"GN52FL","nzerekore",18.0244813758226,669,669,0,TRUE
"GN52FL","conakry",19.0783028051825,385,385,0,TRUE
