"survey","country","region","records","retained_records","previous_records","newly_excluded","newly_recovered"
"NM61FL","NAM","NAM:NM61FL:oshikoto",1928,1928,1928,0,0
"NM61FL","NAM","NAM:NM61FL:kavango",2868,2868,2868,0,0
"NM61FL","NAM","NAM:NM61FL:erongo",2149,2149,2149,0,0
"NM61FL","NAM","NAM:NM61FL:kunene",2458,2458,2458,0,0
"NM61FL","NAM","NAM:NM61FL:ohangwena",2567,2567,2567,0,0
"NI51FL","NER","NER:NI51FL:maradi",8314,6886,6886,0,0
"NI51FL","NER","NER:NI51FL:diffa",4431,3699,3699,0,0
"NI51FL","NER","NER:NI51FL:tillaberi",7389,6152,6152,0,0
"NI51FL","NER","NER:NI51FL:zinder",6069,4965,4965,0,0
"NI51FL","NER","NER:NI51FL:tahoua",8180,6910,6910,0,0
"NI51FL","NER","NER:NI51FL:niamey",5320,4211,4211,0,0
"NI51FL","NER","NER:NI51FL:agadez",4315,3661,3661,0,0
"NI51FL","NER","NER:NI51FL:dosso",8135,6704,6704,0,0
"NI61FL","NER","NER:NI61FL:zinder",10577,10577,10577,0,0
"NI61FL","NER","NER:NI61FL:maradi",15276,15276,15276,0,0
"NI61FL","NER","NER:NI61FL:diffa",7047,7047,7047,0,0
"NI61FL","NER","NER:NI61FL:tahoua",11682,11682,11682,0,0
"NI61FL","NER","NER:NI61FL:dosso",9743,9743,9743,0,0
"NI61FL","NER","NER:NI61FL:tillaberi",9581,9581,9581,0,0
"NI61FL","NER","NER:NI61FL:niamey",5645,5645,5645,0,0
"NI61FL","NER","NER:NI61FL:agadez",3569,3569,3569,0,0
"NG4BFL","NGA","NGA:NG4BFL:northcentral",3562,2344,2344,0,0
"NG4BFL","NGA","NGA:NG4BFL:northeast",5088,3304,3304,0,0
"NG4BFL","NGA","NGA:NG4BFL:northwest",6330,4234,4234,0,0
"NG4BFL","NGA","NGA:NG4BFL:southeast",1890,1219,1219,0,0
"NG4BFL","NGA","NGA:NG4BFL:southwest",2171,1447,1447,0,0
"NG4BFL","NGA","NGA:NG4BFL:southsouth",1956,1258,1258,0,0
"NG53FL","NGA","NGA:NG53FL:northwest",43893,43893,43893,0,0
"NG53FL","NGA","NGA:NG53FL:northeast",35660,35660,35660,0,0
"NG53FL","NGA","NGA:NG53FL:northcentral",28430,28430,28430,0,0
"NG53FL","NGA","NGA:NG53FL:southwest",18254,18254,18254,0,0
"NG53FL","NGA","NGA:NG53FL:southsouth",17766,17766,17766,0,0
"NG53FL","NGA","NGA:NG53FL:southeast",13013,13013,13013,0,0
"NG61FL","NGA","NGA:NG61FL:northcentral",5394,0,0,0,0
"NG61FL","NGA","NGA:NG61FL:northeast",6270,0,0,0,0
"NG61FL","NGA","NGA:NG61FL:northwest",8164,0,0,0,0
"NG61FL","NGA","NGA:NG61FL:southeast",3931,0,0,0,0
"NG61FL","NGA","NGA:NG61FL:southsouth",5257,0,0,0,0
"NG61FL","NGA","NGA:NG61FL:southwest",3250,0,0,0,0
"NG6AFL","NGA","NGA:NG6AFL:northcentral",26302,26302,26302,0,0
"NG6AFL","NGA","NGA:NG6AFL:northeast",36895,36895,36895,0,0
"NG6AFL","NGA","NGA:NG6AFL:northwest",56279,56279,56279,0,0
"NG6AFL","NGA","NGA:NG6AFL:southeast",15342,15342,15342,0,0
"NG6AFL","NGA","NGA:NG6AFL:southsouth",21315,21315,21315,0,0
"NG6AFL","NGA","NGA:NG6AFL:southwest",21646,21646,21646,0,0
"NG7BFL","NGA","NGA:NG7BFL:northcentral",34068,34068,34068,0,0
"NG7BFL","NGA","NGA:NG7BFL:northeast",41011,41011,41011,0,0
"NG7BFL","NGA","NGA:NG7BFL:northwest",58687,58687,58687,0,0
"NG7BFL","NGA","NGA:NG7BFL:southeast",22174,22174,22174,0,0
"NG7BFL","NGA","NGA:NG7BFL:southsouth",18399,18399,18399,0,0
"NG7BFL","NGA","NGA:NG7BFL:southwest",20933,20933,20933,0,0
"NG8BFL","NGA","NGA:NG8BFL:northwest",48811,48630,48630,0,0
"NG8BFL","NGA","NGA:NG8BFL:northeast",34196,34077,34077,0,0
"NG8BFL","NGA","NGA:NG8BFL:northcentral",30037,29920,29920,0,0
"NG8BFL","NGA","NGA:NG8BFL:southwest",15017,14972,14972,0,0
"NG8BFL","NGA","NGA:NG8BFL:southsouth",16056,16004,16004,0,0
"NG8BFL","NGA","NGA:NG8BFL:southeast",17903,17842,17842,0,0
"RW41FL","RWA","RWA:RW41FL:kigalicity",148,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:kigalirural",131,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:kibungo",121,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:butare",150,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:cyangugu",197,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:gikongoro",166,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:ruhengeri",302,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:gisenyi",222,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:kibuye",238,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:gitarama",201,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:byumba",163,0,0,0,0
"RW41FL","RWA","RWA:RW41FL:umutara",157,0,0,0,0
"RW53FL","RWA","RWA:RW53FL:south",11032,8723,8723,0,0
"RW53FL","RWA","RWA:RW53FL:east",10297,8191,8191,0,0
"RW53FL","RWA","RWA:RW53FL:west",12716,10124,10124,0,0
"RW53FL","RWA","RWA:RW53FL:cityofkigali",4180,3304,3304,0,0
"RW53FL","RWA","RWA:RW53FL:north",8322,6577,6577,0,0
"RW5AFL","RWA","RWA:RW5AFL:cityofkigali",3114,0,3114,3114,0
"RW5AFL","RWA","RWA:RW5AFL:east",7121,0,7121,7121,0
"RW5AFL","RWA","RWA:RW5AFL:north",4857,0,4857,4857,0
"RW5AFL","RWA","RWA:RW5AFL:south",7180,0,7180,7180,0
"RW5AFL","RWA","RWA:RW5AFL:west",8066,0,8066,8066,0
"RW61FL","RWA","RWA:RW61FL:cityofkigali",5648,5648,5648,0,0
"RW61FL","RWA","RWA:RW61FL:south",13401,13401,13401,0,0
"RW61FL","RWA","RWA:RW61FL:west",12512,12512,12512,0,0
"RW61FL","RWA","RWA:RW61FL:north",8316,8316,8316,0,0
"RW61FL","RWA","RWA:RW61FL:east",13200,13200,13200,0,0
"RW70FL","RWA","RWA:RW70FL:south",11514,11514,11514,0,0
"RW70FL","RWA","RWA:RW70FL:east",11151,11151,11151,0,0
"RW70FL","RWA","RWA:RW70FL:west",11309,11309,11309,0,0
"RW70FL","RWA","RWA:RW70FL:cityofkigali",5258,5258,5258,0,0
"RW70FL","RWA","RWA:RW70FL:north",6507,6507,6507,0,0
"RW81FL","RWA","RWA:RW81FL:kigali",5463,5463,5463,0,0
"RW81FL","RWA","RWA:RW81FL:south",10815,10815,10815,0,0
"RW81FL","RWA","RWA:RW81FL:north",7331,7331,7331,0,0
"RW81FL","RWA","RWA:RW81FL:east",11505,11505,11505,0,0
"RW81FL","RWA","RWA:RW81FL:west",12024,12024,12024,0,0
"SN4AFL","SEN","SEN:SN4AFL:diourbel",6267,4919,4919,0,0
"SN4AFL","SEN","SEN:SN4AFL:matam",5160,4043,4043,0,0
"SN4AFL","SEN","SEN:SN4AFL:fatick",5077,3974,3974,0,0
"SN4AFL","SEN","SEN:SN4AFL:dakar",4436,3460,3460,0,0
"SN4AFL","SEN","SEN:SN4AFL:saintlouis",4744,3705,3705,0,0
"SN4AFL","SEN","SEN:SN4AFL:tambacounda",5819,4560,4560,0,0
"SN4AFL","SEN","SEN:SN4AFL:louga",5620,4438,4438,0,0
"SN4AFL","SEN","SEN:SN4AFL:kaolack",7171,5544,5544,0,0
"SN4AFL","SEN","SEN:SN4AFL:ziguinchor",3543,2782,2782,0,0
"SN4AFL","SEN","SEN:SN4AFL:thies",5871,4592,4592,0,0
"SN4AFL","SEN","SEN:SN4AFL:kolda",6220,4891,4891,0,0
"SN5AFL","SEN","SEN:SN5AFL:dakar",4917,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:diourbel",6366,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:fatick",5682,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:kaolack",19896,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:kolda",12634,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:louga",5683,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:matam",6207,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:saintlouis",11462,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:tambacounda",5789,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:thies",5183,0,0,0,0
"SN5AFL","SEN","SEN:SN5AFL:ziguinchor",3523,0,0,0,0
"SN61FL","SEN","SEN:SN61FL:fatick",4896,4896,4896,0,0
"SN61FL","SEN","SEN:SN61FL:matam",4630,4630,4630,0,0
"SN61FL","SEN","SEN:SN61FL:diourbel",5924,5924,5924,0,0
"SN61FL","SEN","SEN:SN61FL:saintlouis",4415,4415,4415,0,0
"SN61FL","SEN","SEN:SN61FL:louga",5118,5118,5118,0,0
"SN61FL","SEN","SEN:SN61FL:thies",5139,5139,5139,0,0
"SN61FL","SEN","SEN:SN61FL:kaffrine",5209,5209,5209,0,0
"SN61FL","SEN","SEN:SN61FL:kaolack",6433,6433,6433,0,0
"SN61FL","SEN","SEN:SN61FL:tambacounda",5564,5564,5564,0,0
"SN61FL","SEN","SEN:SN61FL:kolda",5785,5785,5785,0,0
"SN61FL","SEN","SEN:SN61FL:dakar",4522,4522,4522,0,0
"SN61FL","SEN","SEN:SN61FL:ziguinchor",3345,3345,3345,0,0
"SN61FL","SEN","SEN:SN61FL:sedhiou",5267,5267,5267,0,0
"SN61FL","SEN","SEN:SN61FL:kedougou",2489,2489,2489,0,0
"SN6DFL","SEN","SEN:SN6DFL:west",5204,5204,5204,0,0
"SN6DFL","SEN","SEN:SN6DFL:center",13219,13219,13219,0,0
"SN6DFL","SEN","SEN:SN6DFL:south",11714,11714,11714,0,0
"SN6DFL","SEN","SEN:SN6DFL:north",8369,8369,8369,0,0
"SN71FL","SEN","SEN:SN71FL:west",4773,4773,4773,0,0
"SN71FL","SEN","SEN:SN71FL:center",13560,13560,13560,0,0
"SN71FL","SEN","SEN:SN71FL:south",11840,11840,11840,0,0
"SN71FL","SEN","SEN:SN71FL:north",8693,8693,8693,0,0
"SN7AFL","SEN","SEN:SN7AFL:west",5264,5264,5264,0,0
"SN7AFL","SEN","SEN:SN7AFL:south",13372,13372,13372,0,0
"SN7AFL","SEN","SEN:SN7AFL:center",14064,14064,14064,0,0
"SN7AFL","SEN","SEN:SN7AFL:north",7457,7457,7457,0,0
"SN7IFL","SEN","SEN:SN7IFL:west",5180,5180,5180,0,0
"SN7IFL","SEN","SEN:SN7IFL:south",12490,12490,12490,0,0
"SN7IFL","SEN","SEN:SN7IFL:center",13214,13214,13214,0,0
"SN7IFL","SEN","SEN:SN7IFL:north",7938,7938,7938,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:dakar",4403,4403,4403,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:fatick",5248,5248,5248,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:matam",5643,5643,5643,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:louga",5144,5144,5144,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:sedhiou",5268,5268,5268,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:kedougou",3853,3853,3853,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:tambacounda",5812,5812,5812,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:kaolack",4424,4424,4424,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:saintlouis",4545,4545,4545,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:thies",5464,5464,5464,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:diourbel",6037,6037,6037,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:ziguinchor",3443,3443,3443,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:kolda",5317,5317,5317,0,0
"SN7ZFL","SEN","SEN:SN7ZFL:kaffrine",6722,6722,6722,0,0
"SN81FL","SEN","SEN:SN81FL:west",5391,5391,5391,0,0
"SN81FL","SEN","SEN:SN81FL:south",12160,12160,12160,0,0
"SN81FL","SEN","SEN:SN81FL:center",13933,13933,13933,0,0
"SN81FL","SEN","SEN:SN81FL:north",7830,7830,7830,0,0
"SN8BFL","SEN","SEN:SN8BFL:west",4536,4536,4536,0,0
"SN8BFL","SEN","SEN:SN8BFL:south",11649,11649,11649,0,0
"SN8BFL","SEN","SEN:SN8BFL:center",12075,12075,12075,0,0
"SN8BFL","SEN","SEN:SN8BFL:north",7091,7091,7091,0,0
"SN8SFL","SEN","SEN:SN8SFL:dakar",3749,3749,3749,0,0
"SN8SFL","SEN","SEN:SN8SFL:ziguinchor",2351,2351,2351,0,0
"SN8SFL","SEN","SEN:SN8SFL:diourbel",4595,4595,4595,0,0
"SN8SFL","SEN","SEN:SN8SFL:saintlouis",3927,3927,3927,0,0
"SN8SFL","SEN","SEN:SN8SFL:tambacounda",5118,5118,5118,0,0
"SN8SFL","SEN","SEN:SN8SFL:kaolack",4365,4365,4365,0,0
"SN8SFL","SEN","SEN:SN8SFL:thies",4526,4526,4526,0,0
"SN8SFL","SEN","SEN:SN8SFL:louga",4266,4266,4266,0,0
"SN8SFL","SEN","SEN:SN8SFL:fatick",5027,5027,5027,0,0
"SN8SFL","SEN","SEN:SN8SFL:kolda",4228,4228,4228,0,0
"SN8SFL","SEN","SEN:SN8SFL:matam",5070,5070,5070,0,0
"SN8SFL","SEN","SEN:SN8SFL:kaffrine",6243,6243,6243,0,0
"SN8SFL","SEN","SEN:SN8SFL:kedougou",3688,3688,3688,0,0
"SN8SFL","SEN","SEN:SN8SFL:sedhiou",4781,4781,4781,0,0
"SL51FL","SLE","SLE:SL51FL:southern",7783,7783,7783,0,0
"SL51FL","SLE","SLE:SL51FL:eastern",8217,8217,8217,0,0
"SL51FL","SLE","SLE:SL51FL:northern",10495,10495,10495,0,0
"SL51FL","SLE","SLE:SL51FL:western",4849,4849,4849,0,0
"SL61FL","SLE","SLE:SL61FL:western",7383,7383,7383,0,0
"SL61FL","SLE","SLE:SL61FL:northern",26643,26643,26643,0,0
"SL61FL","SLE","SLE:SL61FL:eastern",14824,14824,14824,0,0
"SL61FL","SLE","SLE:SL61FL:southern",19226,19226,19226,0,0
"SL7AFL","SLE","SLE:SL7AFL:southern",14383,14383,14383,0,0
"SL7AFL","SLE","SLE:SL7AFL:northern",13597,13597,13597,0,0
"SL7AFL","SLE","SLE:SL7AFL:western",7031,7031,7031,0,0
"SL7AFL","SLE","SLE:SL7AFL:eastern",11657,11657,11657,0,0
"SL7AFL","SLE","SLE:SL7AFL:northwestern",10412,10412,10412,0,0
"ST51FL","STP","STP:ST51FL:principe",1769,0,0,0,0
"ST51FL","STP","STP:ST51FL:central",3397,0,0,0,0
"ST51FL","STP","STP:ST51FL:north",2863,0,0,0,0
"ST51FL","STP","STP:ST51FL:south",2810,0,0,0,0
"SZ51FL","SWZ","SWZ:SZ51FL:hhohho",4019,3790,3790,0,0
"SZ51FL","SWZ","SWZ:SZ51FL:lubombo",3827,3552,3552,0,0
"SZ51FL","SWZ","SWZ:SZ51FL:shiselweni",3422,3397,3397,0,0
"TD41FL","TCD","TCD:TD41FL:zone3",4157,0,3187,3187,0
"TD41FL","TCD","TCD:TD41FL:zone8",4003,0,3050,3050,0
"TD41FL","TCD","TCD:TD41FL:zone2",3312,0,2490,2490,0
"TD41FL","TCD","TCD:TD41FL:zone5",3062,0,2350,2350,0
"TD41FL","TCD","TCD:TD41FL:zone7",3759,0,2881,2881,0
"TD41FL","TCD","TCD:TD41FL:zone6",3385,0,2562,2562,0
"TD41FL","TCD","TCD:TD41FL:zone4",2620,0,1945,1945,0
"TD41FL","TCD","TCD:TD41FL:zone1",5651,0,4233,4233,0
"TD71FL","TCD","TCD:TD71FL:moyenchari",4626,4626,4626,0,0
"TD71FL","TCD","TCD:TD71FL:ouaddai",4822,4822,4822,0,0
"TD71FL","TCD","TCD:TD71FL:borkoutibesti",3159,3159,3159,0,0
"TD71FL","TCD","TCD:TD71FL:charibaguirmi",5620,5620,5620,0,0
"TD71FL","TCD","TCD:TD71FL:tandjile",4743,4743,4743,0,0
"TD71FL","TCD","TCD:TD71FL:kanem",5641,5641,5641,0,0
"TD71FL","TCD","TCD:TD71FL:hadjerlamis",5837,5837,5837,0,0
"TD71FL","TCD","TCD:TD71FL:mandoul",5650,5650,5650,0,0
"TD71FL","TCD","TCD:TD71FL:lac",5471,5471,5471,0,0
"TD71FL","TCD","TCD:TD71FL:ndjamena",6778,6778,6778,0,0
"TD71FL","TCD","TCD:TD71FL:mayokebbiest",5765,5765,5765,0,0
"TD71FL","TCD","TCD:TD71FL:guera",5974,5974,5974,0,0
"TD71FL","TCD","TCD:TD71FL:wadifira",4974,4974,4974,0,0
"TD71FL","TCD","TCD:TD71FL:mayokebbiouest",6637,6637,6637,0,0
"TD71FL","TCD","TCD:TD71FL:batha",4836,4836,4836,0,0
"TD71FL","TCD","TCD:TD71FL:salamat",5561,5561,5561,0,0
"TD71FL","TCD","TCD:TD71FL:sila",5010,5010,5010,0,0
"TD71FL","TCD","TCD:TD71FL:barhelgazal",5277,5277,5277,0,0
"TD71FL","TCD","TCD:TD71FL:logoneoriental",5073,5073,5073,0,0
"TD71FL","TCD","TCD:TD71FL:logoneoccidental",4666,4666,4666,0,0
"TG61FL","TGO","TGO:TG61FL:greaterlomearea",7137,7137,7137,0,0
"TG61FL","TGO","TGO:TG61FL:kara",6117,6117,6117,0,0
"TG61FL","TGO","TGO:TG61FL:plateaux",7352,7352,7352,0,0
"TG61FL","TGO","TGO:TG61FL:savanes",9797,9797,9797,0,0
"TG61FL","TGO","TGO:TG61FL:centrale",5453,5453,5453,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:northern",6219,4758,4758,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:eastern",3586,2771,2771,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:southernhighlands",5566,4268,4268,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:lake",6346,4943,4943,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:western",7210,5640,5640,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:southern",3941,3030,3030,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:central",3685,2840,2840,0,0
"TZ4IFL","TZA","TZA:TZ4IFL:zanzibar",9041,6964,6964,0,0
"TZ63FL","TZA","TZA:TZ63FL:central",3820,3820,3820,0,0
"TZ63FL","TZA","TZA:TZ63FL:northern",5530,5530,5530,0,0
"TZ63FL","TZA","TZA:TZ63FL:eastern",3920,3920,3920,0,0
"TZ63FL","TZA","TZA:TZ63FL:southern",3864,3864,3864,0,0
"TZ63FL","TZA","TZA:TZ63FL:southernhighlands",4758,4758,4758,0,0
"TZ63FL","TZA","TZA:TZ63FL:western",7198,7198,7198,0,0
"TZ63FL","TZA","TZA:TZ63FL:lake",6725,6725,6725,0,0
"TZ63FL","TZA","TZA:TZ63FL:zanzibar",9310,9310,9310,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:central",5575,5575,5575,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:northern",4186,4186,4186,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:eastern",4877,4877,4877,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:southern",2382,2382,2382,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:southernhighlands",4161,4161,4161,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:southwesthighlands",6215,6215,6215,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:western",5385,5385,5385,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:lake",15899,15899,15899,0,0
"TZ7BFL","TZA","TZA:TZ7BFL:zanzibar",8237,8237,8237,0,0
"TZ82FL","TZA","TZA:TZ82FL:central",5672,5672,5672,0,0
"TZ82FL","TZA","TZA:TZ82FL:northern",5369,5369,5369,0,0
"TZ82FL","TZA","TZA:TZ82FL:eastern",5704,5704,5704,0,0
"TZ82FL","TZA","TZA:TZ82FL:southern",2156,2156,2156,0,0
"TZ82FL","TZA","TZA:TZ82FL:southernhighlands",4329,4329,4329,0,0
"TZ82FL","TZA","TZA:TZ82FL:southwesthighlands",8073,8073,8073,0,0
"TZ82FL","TZA","TZA:TZ82FL:western",5550,5550,5550,0,0
"TZ82FL","TZA","TZA:TZ82FL:lake",15182,15182,15182,0,0
"TZ82FL","TZA","TZA:TZ82FL:zanzibar",9688,9688,9688,0,0
"UG41FL","UGA","UGA:UG41FL:northern",516,0,0,0,0
"UG41FL","UGA","UGA:UG41FL:western",939,0,0,0,0
"UG41FL","UGA","UGA:UG41FL:eastern",895,0,0,0,0
"UG41FL","UGA","UGA:UG41FL:central",1067,0,0,0,0
"UG52FL","UGA","UGA:UG52FL:central1",4049,3651,3651,0,0
"UG52FL","UGA","UGA:UG52FL:central2",3992,3556,3556,0,0
"UG52FL","UGA","UGA:UG52FL:kampala",2588,2418,2418,0,0
"UG52FL","UGA","UGA:UG52FL:eastcentral",5695,5108,5108,0,0
"UG52FL","UGA","UGA:UG52FL:eastern",5770,5110,5110,0,0
"UG52FL","UGA","UGA:UG52FL:north",10086,9100,9100,0,0
"UG52FL","UGA","UGA:UG52FL:westnile",3787,3442,3442,0,0
"UG52FL","UGA","UGA:UG52FL:western",5235,4723,4723,0,0
"UG52FL","UGA","UGA:UG52FL:southwest",4937,4351,4351,0,0
"UG5AFL","UGA","UGA:UG5AFL:central1",1982,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:central2",1988,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:eastcentral",2893,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:kampala",1257,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:mideastern",2386,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:midnorthern",2592,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:midwestern",2366,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:northeast",2396,0,0,0,0
"UG5AFL","UGA","UGA:UG5AFL:westnile",2797,0,0,0,0
"UG61FL","UGA","UGA:UG61FL:kampala",3236,3236,3236,0,0
"UG61FL","UGA","UGA:UG61FL:central1",3541,3541,3541,0,0
"UG61FL","UGA","UGA:UG61FL:central2",4283,4283,4283,0,0
"UG61FL","UGA","UGA:UG61FL:eastcentral",5211,5211,5211,0,0
"UG61FL","UGA","UGA:UG61FL:eastern",5423,5423,5423,0,0
"UG61FL","UGA","UGA:UG61FL:north",4400,4400,4400,0,0
"UG61FL","UGA","UGA:UG61FL:karamoja",4476,4476,4476,0,0
"UG61FL","UGA","UGA:UG61FL:westnile",4531,4531,4531,0,0
"UG61FL","UGA","UGA:UG61FL:western",5104,5104,5104,0,0
"UG61FL","UGA","UGA:UG61FL:southwest",4431,4431,4431,0,0
"UG7BFL","UGA","UGA:UG7BFL:kampala",3861,3861,3861,0,0
"UG7BFL","UGA","UGA:UG7BFL:busoga",8088,8088,8088,0,0
"UG7BFL","UGA","UGA:UG7BFL:bukedi",6337,6337,6337,0,0
"UG7BFL","UGA","UGA:UG7BFL:bugishu",4666,4666,4666,0,0
"UG7BFL","UGA","UGA:UG7BFL:teso",6508,6508,6508,0,0
"UG7BFL","UGA","UGA:UG7BFL:karamoja",4944,4944,4944,0,0
"UG7BFL","UGA","UGA:UG7BFL:lango",5901,5901,5901,0,0
"UG7BFL","UGA","UGA:UG7BFL:acholi",5537,5537,5537,0,0
"UG7BFL","UGA","UGA:UG7BFL:westnile",6363,6363,6363,0,0
"UG7BFL","UGA","UGA:UG7BFL:bunyoro",6007,6007,6007,0,0
"UG7BFL","UGA","UGA:UG7BFL:tooro",6741,6741,6741,0,0
"UG7BFL","UGA","UGA:UG7BFL:ankole",6334,6334,6334,0,0
"UG7BFL","UGA","UGA:UG7BFL:kigezi",4079,4079,4079,0,0
"ZA71FL","ZAF","ZAF:ZA71FL:gauteng",2110,2110,2110,0,0
"ZA71FL","ZAF","ZAF:ZA71FL:kwazulunatal",3323,3323,3323,0,0
"ZA71FL","ZAF","ZAF:ZA71FL:freestate",1857,1857,1857,0,0
"ZA71FL","ZAF","ZAF:ZA71FL:mpumalanga",2862,2862,2862,0,0
"ZA71FL","ZAF","ZAF:ZA71FL:northwest",2377,2377,2377,0,0
"ZA71FL","ZAF","ZAF:ZA71FL:limpopo",2732,2732,2732,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:copperbelt",1238,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:eastern",1808,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:northwestern",1805,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:luapula",1156,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:central",1561,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:northern",2062,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:western",1166,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:southern",1330,0,0,0,0
"ZM42FL","ZMB","ZMB:ZM42FL:lusaka",1152,0,0,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:southern",3891,3891,3891,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:northwestern",3824,3824,3824,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:eastern",4971,4971,4971,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:northern",4085,4085,4085,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:western",3535,3535,3535,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:luapula",3797,3797,3797,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:central",3330,3330,3330,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:copperbelt",3356,3356,3356,0,0
"ZM51FL","ZMB","ZMB:ZM51FL:lusaka",3469,3469,3469,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:lusaka",6988,6988,6988,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:muchinga",7397,7397,7397,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:copperbelt",6912,6912,6912,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:western",6432,6432,6432,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:luapula",8955,8955,8955,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:southern",8596,8596,8596,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:northwestern",8064,8064,8064,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:eastern",9586,9586,9586,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:central",6751,6751,6751,0,0
"ZM61FL","ZMB","ZMB:ZM61FL:northern",8919,8919,8919,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:eastern",6843,6843,6843,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:copperbelt",5392,5392,5392,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:northern",5896,5896,5896,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:central",5720,5720,5720,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:muchinga",5408,5408,5408,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:southern",5854,5854,5854,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:luapula",6753,6753,6753,0,0
"ZM71FL","ZMB","ZMB:ZM71FL:western",4768,4768,4768,0,0
