"svkey","regkey","region","rdt","mic","pct_urban","stunting","survey","cc","country","iso3","year","u5mr","m1mo5y","exposure","log_gdp","dtp3","mic_eq","pfpr2_10","pfpr10","year_c"
"AO71FL","malanje","malanje",23.4125681037457,NA,51.8819524214946,31.880897219741,"AOPR71FL","AO","Angola","AGO",2015,52.23,34.84,481,8.20021383115933,57,17.4370236564764,18.2087843282762,1.82087843282762,-1
"AO71FL","moxico","moxico",40.2872414867023,NA,50.0600665692381,38.3685716882697,"AOPR71FL","AO","Angola","AGO",2015,18.63,13.85,232,8.20021383115933,57,30.0048068091007,31.332816125164,3.1332816125164,-1
"AO71FL","namibe","namibe",1.26415139023508,NA,65.6025695393045,33.739104942495,"AOPR71FL","AO","Angola","AGO",2015,66.34,44.98,155,8.20021383115933,57,0.941504477390927,0.983175357828359,0.0983175357828359,-1
"AO71FL","uige","uíge",30.9919346500681,NA,35.2604107152916,41.9016397801991,"AOPR71FL","AO","Angola","AGO",2015,61.55,43.5,698,8.20021383115933,57,23.0819231473693,24.103526424717,2.4103526424717,-1
"AO71FL","zaire","zaire",20.3894571706335,NA,73.1976553927991,24.8589112982096,"AOPR71FL","AO","Angola","AGO",2015,53.24,33.14,250,8.20021383115933,57,15.1854954762595,15.8576037684347,1.58576037684347,-1
"AO81FL","bengo","bengo",36.6680965942087,NA,32.182564342894,43.5407155529447,"AOPR81FL","AO","Angola","AGO",2023,19.75,15.78,181,7.96745814969305,66,27.3093692634634,28.5180788221829,2.85180788221829,7
"AO81FL","benguela","benguela",12.6073617509979,NA,69.8267148906057,44.4650223958617,"AOPR81FL","AO","Angola","AGO",2023,98.61,61.69,775,7.96745814969305,66,9.38960921005223,9.80519223928078,0.980519223928078,7
"AO81FL","bie","bié",36.5141070993153,NA,35.8019840814739,56.6223076627705,"AOPR81FL","AO","Angola","AGO",2023,46.66,32.07,661,7.96745814969305,66,27.1946822093391,28.3983157321661,2.83983157321661,7
"AO81FL","cabinda","cabinda",16.473010977959,NA,79.4342711902246,29.462962364666,"AOPR81FL","AO","Angola","AGO",2023,52.75,43.81,235,7.96745814969305,66,12.2686362659255,12.8116447032136,1.28116447032136,7
"AO81FL","cuandocubango","cuando cubango",7.2370245155974,NA,54.8594875486924,37.4877348581573,"AOPR81FL","AO","Angola","AGO",2023,66.67,46.37,204,7.96745814969305,66,5.38993275414252,5.62849056109647,0.562849056109647,7
"AO81FL","cuanzanorte","cuanza norte",37.8238181840371,NA,36.265232359412,46.6740804604134,"AOPR81FL","AO","Angola","AGO",2023,58.48,33.45,307,7.96745814969305,66,28.1701182685636,29.4169244797574,2.94169244797574,7
"AO81FL","cuanzasul","cuanza sul",22.5584104563405,NA,36.3806068386673,53.307242713682,"AOPR81FL","AO","Angola","AGO",2023,65.7,44.95,994,7.96745814969305,66,16.8008710123851,17.5444756409494,1.75444756409494,7
"AO81FL","cunene","cunene",1.21003372560784,NA,33.6367078911098,39.7269778810503,"AOPR81FL","AO","Angola","AGO",2023,63.79,44.35,342,7.96745814969305,66,0.901199159573721,0.941086131256514,0.0941086131256514,7
"AO81FL","huambo","huambo",19.5476984596236,NA,47.8560979608077,47.2154520273813,"AOPR81FL","AO","Angola","AGO",2023,104.51,84.6,890,7.96745814969305,66,14.5585772120228,15.2029381735581,1.52029381735581,7
"AO81FL","huila","huíla",11.1532345872866,NA,38.726350989809,47.0913256876463,"AOPR81FL","AO","Angola","AGO",2023,30.22,16,751,7.96745814969305,66,8.3066161081933,8.67426598665535,0.867426598665535,7
"AO81FL","luanda","luanda",2.51123230093631,NA,94.9805653026772,23.7437690522317,"AOPR81FL","AO","Angola","AGO",2023,38.52,26.51,2220,7.96745814969305,66,1.87029534070329,1.95307439847379,0.195307439847379,7
"AO81FL","lundanorte","lunda norte",28.7800624359348,NA,65.4229307479929,36.5203261027575,"AOPR81FL","AO","Angola","AGO",2023,31.74,26.76,465,7.96745814969305,66,21.4345827978595,22.3832749798353,2.23832749798353,7
"AO81FL","lundasul","lunda sul",7.91095802215973,NA,85.1113891899586,37.5771890386695,"AOPR81FL","AO","Angola","AGO",2023,18.13,11.11,285,7.96745814969305,66,5.89185951607426,6.15263254407819,0.615263254407819,7
"AO81FL","malanje","malanje",35.0450756001498,NA,44.7322222618877,44.9630979211985,"AOPR81FL","AO","Angola","AGO",2023,10.01,1.19,417,7.96745814969305,66,26.1005887767199,27.2557978494111,2.72557978494111,7
"AO81FL","moxico","moxico",26.9563067102837,NA,47.0200061160464,34.3114553018303,"AOPR81FL","AO","Angola","AGO",2023,32.84,22.78,289,7.96745814969305,66,20.0763007165903,20.9648754890709,2.09648754890709,7
"AO81FL","namibe","namibe",2.66309900251751,NA,66.4063611231519,43.9971376040271,"AOPR81FL","AO","Angola","AGO",2023,25.31,21.04,159,7.96745814969305,66,1.98340139794435,2.07118651686614,0.207118651686614,7
"AO81FL","uige","uíge",39.1744080183868,NA,36.4372321725399,47.6768679124965,"AOPR81FL","AO","Angola","AGO",2023,54.21,32.35,599,7.96745814969305,66,29.1759996732603,30.4673260803277,3.04673260803277,7
"AO81FL","zaire","zaire",21.7335513455177,NA,53.8270955773982,41.1999427103281,"AOPR81FL","AO","Angola","AGO",2023,28.57,25.96,105,7.96745814969305,66,16.1865390960851,16.9029534643291,1.69029534643291,7
"BF62FL","boucledemouhoun","boucle de mouhoun",90.6944654765688,77.264512570929,7.81963341775605,29.0884363191589,"BFPR62FL","BF","Burkina Faso","BFA",2010,119.24,96.47,1775,6.43768325095688,91,77.264512570929,80.6842310563072,8.06842310563072,-6
"BF62FL","cascades","cascades",58.3740938359989,60.0024554362436,27.1967068910065,37.9648176288876,"BFPR62FL","BF","Burkina Faso","BFA",2010,127.71,99.33,587,6.43768325095688,91,60.0024554362436,62.6581572480558,6.26581572480558,-6
"BF62FL","centre","centre",43.9146489325427,27.7268317862684,84.2337914585715,20.7539900758489,"BFPR62FL","BF","Burkina Faso","BFA",2010,79.08,60.58,1265,6.43768325095688,91,27.7268317862684,28.954018188479,2.8954018188479,-6
"BF62FL","centreest","centre-est",75.8954909709843,66.9332042998724,16.1330011797058,35.2194785529574,"BFPR62FL","BF","Burkina Faso","BFA",2010,74.81,53.76,1121,6.43768325095688,91,66.9332042998724,69.8956602633361,6.98956602633361,-6
"BF62FL","centrenord","centre-nord",84.5459008591412,69.0123187086494,7.39167072039457,28.5763149118755,"BFPR62FL","BF","Burkina Faso","BFA",2010,101.24,84.62,1169,6.43768325095688,91,69.0123187086494,72.0667960379424,7.20667960379424,-6
"BF62FL","centreouest","centre-ouest",86.120769028821,76.4489309620608,14.0420820500573,34.8926027473937,"BFPR62FL","BF","Burkina Faso","BFA",2010,119.81,87.53,1212,6.43768325095688,91,76.4489309620608,79.8325518987536,7.98325518987536,-6
"BF62FL","centresud","centre-sud",92.7646935904586,75.13672132823,9.81187918041559,31.728424786051,"BFPR62FL","BF","Burkina Faso","BFA",2010,112.68,82.19,683,6.43768325095688,91,75.13672132823,78.4622640166794,7.84622640166794,-6
"BF62FL","est","est",79.4188347223373,69.2199282343637,6.49407217786865,42.8517370682425,"BFPR62FL","BF","Burkina Faso","BFA",2010,159.63,116.27,1687,6.43768325095688,91,69.2199282343637,72.2835943375091,7.22835943375091,-6
"BF62FL","hautsbasins","hauts basins",67.5081431732672,59.5042727210699,37.4301530433206,31.986472710837,"BFPR62FL","BF","Burkina Faso","BFA",2010,115.75,91,1583,6.43768325095688,91,59.5042727210699,62.1379250229132,6.21379250229132,-6
"BF62FL","nord","nord",85.5642851117013,64.062184991166,11.7722691396779,38.2225898661272,"BFPR62FL","BF","Burkina Faso","BFA",2010,132.5,108.54,1151,6.43768325095688,91,64.062184991166,66.8975699685435,6.68975699685435,-6
"BF62FL","plateaucentral","plateau central",73.7963912426723,60.9015590983461,7.94644258722264,38.3552806712058,"BFPR62FL","BF","Burkina Faso","BFA",2010,123.65,95.77,709,6.43768325095688,91,60.9015590983461,63.5970551353628,6.35970551353628,-6
"BF62FL","sahel","sahel",63.8988610777591,73.6162640995931,5.27686651672948,46.3367129769543,"BFPR62FL","BF","Burkina Faso","BFA",2010,207.58,172.84,1412,6.43768325095688,91,73.6162640995931,76.8745115250817,7.68745115250817,-6
"BF62FL","sudouest","sud-ouest",85.3842899724345,77.7152024038927,11.4911880504546,39.2606470158874,"BFPR62FL","BF","Burkina Faso","BFA",2010,193.02,149.41,710,6.43768325095688,91,77.7152024038927,81.1548683697076,8.11548683697076,-6
"BF81FL","boucledumouhoun","boucle du mouhoun",9.76519755010039,10.595319791517,9.62122827484414,24.9048864598664,"BFPR81FL","BF","Burkina Faso","BFA",2021,47.15,28.64,1282,6.79742162713752,91,10.595319791517,11.0642674331174,1.10642674331174,5
"BF81FL","cascades","cascades",12.0683518396344,5.46754089872209,23.8494261618999,20.6371229028662,"BFPR81FL","BF","Burkina Faso","BFA",2021,76.4,37.73,388,6.79742162713752,91,5.46754089872209,5.70953363327481,0.570953363327481,5
"BF81FL","centre","centre",11.9483851048426,4.87925215684188,76.8804698023933,15.0708194029341,"BFPR81FL","BF","Burkina Faso","BFA",2021,27.15,14.73,1746,6.79742162713752,91,4.87925215684188,5.09520729899405,0.509520729899405,5
"BF81FL","centreest","centre est",19.4865960079456,10.5186932066025,19.8628083647288,25.2898802280049,"BFPR81FL","BF","Burkina Faso","BFA",2021,54.04,35.8,1319,6.79742162713752,91,10.5186932066025,10.9842493643227,1.09842493643227,5
"BF81FL","centrenord","centre nord",23.7623805589088,13.1452917583187,11.9774533059942,27.3639185318656,"BFPR81FL","BF","Burkina Faso","BFA",2021,53.44,32.12,1227,6.79742162713752,91,13.1452917583187,13.7271008673886,1.37271008673886,5
"BF81FL","centreouest","centre ouest",56.4531972385995,26.9702767254721,14.5788528552481,22.263246532921,"BFPR81FL","BF","Burkina Faso","BFA",2021,37.2,28.62,1264,6.79742162713752,91,26.9702767254721,28.1639780872608,2.81639780872608,5
"BF81FL","centresud","centre sud",41.6173831884629,14.5098812236049,9.00802904720365,18.1138032477029,"BFPR81FL","BF","Burkina Faso","BFA",2021,47.26,29.06,495,6.79742162713752,91,14.5098812236049,15.1520869062649,1.51520869062649,5
"BF81FL","est","est",49.5407542839067,27.4432917371852,12.4275251197315,31.6145573725118,"BFPR81FL","BF","Burkina Faso","BFA",2021,48.02,34.61,972,6.79742162713752,91,27.4432917371852,28.6579286892675,2.86579286892675,5
"BF81FL","hautsbassins","hauts-bassins",14.8439624289795,6.61775000462911,45.7966604692255,16.5306213611056,"BFPR81FL","BF","Burkina Faso","BFA",2021,50.7,30,1188,6.79742162713752,91,6.61775000462911,6.91065086259632,0.691065086259632,5
"BF81FL","nord","nord",28.9981873417875,11.3469088181667,18.2043227947799,23.7020118882218,"BFPR81FL","BF","Burkina Faso","BFA",2021,38.59,25.42,792,6.79742162713752,91,11.3469088181667,11.8491217040859,1.18491217040859,5
"BF81FL","plateaucentral","plateau central",44.4288648797465,19.8615132717111,9.0085449691686,22.294490468732,"BFPR81FL","BF","Burkina Faso","BFA",2021,37.92,14.31,776,6.79742162713752,91,19.8615132717111,20.7405815764584,2.07405815764584,5
"BF81FL","sahel","sahel",45.8453379034535,29.2290246955184,21.2628379631703,36.8768735259045,"BFPR81FL","BF","Burkina Faso","BFA",2021,92.92,68.91,386,6.79742162713752,91,29.2290246955184,30.5226979840036,3.05226979840036,5
"BF81FL","sudouest","sud-ouest",35.2249031458924,14.6277674646215,12.6891015988509,19.7160832724175,"BFPR81FL","BF","Burkina Faso","BFA",2021,94.34,65.3,474,6.79742162713752,91,14.6277674646215,15.2751907788197,1.52751907788197,5
"BJ61FL","alibori","alibori",38.2586686220706,45.8081148926024,20.4167408130925,55.3243698890346,"BJPR61FL","BJ","Benin","BEN",2012,108.13,75.63,970,6.97683892720184,80,45.8081148926024,47.835576816144,4.7835576816144,-4
"BJ61FL","atacora","atacora",37.2812620645903,53.7413685487697,37.0520081675201,48.2744212377302,"BJPR61FL","BJ","Benin","BEN",2012,67.73,52.2,1257,6.97683892720184,80,53.7413685487697,56.1199553713687,5.61199553713687,-4
"BJ61FL","atlantique","atlantique",22.5389295184782,22.2326922385833,39.4429684667184,46.7166346559193,"BJPR61FL","BJ","Benin","BEN",2012,71.19,43.59,1526,6.97683892720184,80,22.2326922385833,23.2167086530816,2.32167086530816,-4
"BJ61FL","borgou","borgou",24.9940607585904,33.4516595422829,48.1466101969669,44.8649639898222,"BJPR61FL","BJ","Benin","BEN",2012,61.91,46.08,1039,6.97683892720184,80,33.4516595422829,34.9322261659098,3.49322261659098,-4
"BJ61FL","collines","collines",34.8777802601326,22.865394921062,23.8683981070964,47.9045658122534,"BJPR61FL","BJ","Benin","BEN",2012,83.31,56.75,854,6.97683892720184,80,22.865394921062,23.8774146838897,2.38774146838897,-4
"BJ61FL","couffo","couffo",48.4861327859012,38.1413315619883,23.4864872244149,35.9298989763814,"BJPR61FL","BJ","Benin","BEN",2012,86,56.04,1001,6.97683892720184,80,38.1413315619883,39.8294625325905,3.98294625325905,-4
"BJ61FL","donga","donga",41.3205325165646,45.7074311133404,28.8706247868188,56.7494294287882,"BJPR61FL","BJ","Benin","BEN",2012,73.4,49.88,555,6.97683892720184,80,45.7074311133404,47.7304367843326,4.77304367843326,-4
"BJ61FL","littoral","littoral",3.35074232710706,21.3772083792019,100,41.3650059448085,"BJPR61FL","BJ","Benin","BEN",2012,54.48,28.06,1349,6.97683892720184,80,21.3772083792019,22.323361175973,2.2323361175973,-4
"BJ61FL","mono","mono",17.4240615015045,11.6608079715044,24.4499669724014,39.3638793951882,"BJPR61FL","BJ","Benin","BEN",2012,56.89,46.32,710,6.97683892720184,80,11.6608079715044,12.1769139980323,1.21769139980323,-4
"BJ61FL","oueme","ouémé",10.8413920747544,16.177143042736,44.3959339608833,39.6153693123116,"BJPR61FL","BJ","Benin","BEN",2012,54.26,33.22,1582,6.97683892720184,80,16.177143042736,16.8931415427339,1.68931415427339,-4
"BJ61FL","plateau","plateau",31.0145743226285,23.2213588086468,28.466820296711,58.2638523588774,"BJPR61FL","BJ","Benin","BEN",2012,43.37,24.94,867,6.97683892720184,80,23.2213588086468,24.2491334924077,2.42491334924077,-4
"BJ61FL","zou","zou",20.4037599627948,26.4149935127431,29.6936666381114,39.2922682411347,"BJPR61FL","BJ","Benin","BEN",2012,91.24,65.19,1150,6.97683892720184,80,26.4149935127431,27.5841181030749,2.75841181030749,-4
"BJ71FL","alibori","alibori",35.6430975136065,37.2789930034949,22.2248307960294,35.594976508796,"BJPR71FL","BJ","Benin","BEN",2017,90.9,62.98,1687,6.9612714775213,76,37.2789930034949,38.9289569681715,3.89289569681715,1
"BJ71FL","atacora","atacora",53.8452981313502,49.7682134446575,34.3170741455782,36.647422047026,"BJPR71FL","BJ","Benin","BEN",2017,113.61,92.98,1126,6.9612714775213,76,49.7682134446575,51.9709488769778,5.19709488769778,1
"BJ71FL","atlantic","atlantic",23.9001619478356,34.3080104754517,42.2923686840405,30.3911921507459,"BJPR71FL","BJ","Benin","BEN",2017,105.79,68.98,1511,6.9612714775213,76,34.3080104754517,35.8264790933925,3.58264790933925,1
"BJ71FL","borgou","borgou",51.1900678881047,44.7732113098536,42.1132679129423,34.3377814860201,"BJPR71FL","BJ","Benin","BEN",2017,79.27,52.51,1627,6.9612714775213,76,44.7732113098536,46.7548685192418,4.67548685192418,1
"BJ71FL","collines","collines",41.3573398949935,42.480670385104,21.624035892327,23.7846889278462,"BJPR71FL","BJ","Benin","BEN",2017,87.84,54.11,800,6.9612714775213,76,42.480670385104,44.3608599954874,4.43608599954874,1
"BJ71FL","couffo","couffo",54.382197011955,51.3932596621908,26.8343748901194,37.9956900600418,"BJPR71FL","BJ","Benin","BEN",2017,89.74,70.61,853,6.9612714775213,76,51.3932596621908,53.6679194541528,5.36679194541528,1
"BJ71FL","donga","donga",40.1212198929454,46.9738593678811,40.9023099370764,27.1519556046897,"BJPR71FL","BJ","Benin","BEN",2017,132.58,88.38,805,6.9612714775213,76,46.9738593678811,49.0529170085079,4.90529170085079,1
"BJ71FL","littoral","littoral",4.6188574730257,16.5512904330012,100,19.0361101041801,"BJPR71FL","BJ","Benin","BEN",2017,44.35,29.68,548,6.9612714775213,76,16.5512904330012,17.2838486536803,1.72838486536803,1
"BJ71FL","mono","mono",25.636590432046,38.3207540894035,46.0851553811833,28.5065982229683,"BJPR71FL","BJ","Benin","BEN",2017,106.21,70.42,574,6.9612714775213,76,38.3207540894035,40.0168262805387,4.00168262805387,1
"BJ71FL","oueme","ouémé",14.5214547294232,26.3965289631783,61.710168751195,29.6245233674337,"BJPR71FL","BJ","Benin","BEN",2017,77.61,58.56,1119,6.9612714775213,76,26.3965289631783,27.5648363146592,2.75648363146592,1
"BJ71FL","plateau","plateau",33.9324994893267,37.1532453522009,41.747003430264,36.4527116066275,"BJPR71FL","BJ","Benin","BEN",2017,129.57,75.91,802,6.9612714775213,76,37.1532453522009,38.7976437402199,3.87976437402199,1
"BJ71FL","zou","zou",36.6186793452883,37.0220550244386,28.8806151878529,35.4322529752944,"BJPR71FL","BJ","Benin","BEN",2017,96.66,64.68,1196,6.9612714775213,76,37.0220550244386,38.6606469435624,3.86606469435624,1
"BU71FL","bubanza","bubanza",28.7319761046637,19.703137912281,5.78777709422388,55.673668911861,"BUPR71FL","BU","Burundi","BDI",2016,58.19,34.52,725,5.45077151708362,94,19.703137912281,20.5751965417421,2.05751965417421,0
"BU71FL","bujumburamairie","bujumbura mairie",3.95758186142976,2.49066652317997,100,23.6623941707783,"BUPR71FL","BU","Burundi","BDI",2016,77.05,37.36,621,5.45077151708362,94,2.49066652317997,2.60090313850076,0.260090313850076,0
"BU71FL","bujumburarural","bujumbura rural",6.73847250206275,4.78159621226782,5.02679874479969,51.6753403313358,"BUPR71FL","BU","Burundi","BDI",2016,40.62,22.42,747,5.45077151708362,94,4.78159621226782,4.99322911348745,0.499322911348745,0
"BU71FL","bururi","bururi",5.39173204538148,7.51353425447863,2.88034832087519,49.0187334642126,"BUPR71FL","BU","Burundi","BDI",2016,45.58,23.63,373,5.45077151708362,94,7.51353425447863,7.84608242084386,0.784608242084386,0
"BU71FL","cankuzo","cankuzo",57.5537642045558,43.0617768338122,2.018394419825,59.1605534580837,"BUPR71FL","BU","Burundi","BDI",2016,94.48,52.55,417,5.45077151708362,94,43.0617768338122,44.9676861491222,4.49676861491222,0
"BU71FL","cibitoke","cibitoke",34.3992191609054,26.0385535001154,4.9298884795919,56.7973939671725,"BUPR71FL","BU","Burundi","BDI",2016,90.86,66.27,806,5.45077151708362,94,26.0385535001154,27.1910168985625,2.71910168985625,0
"BU71FL","gitega","gitega",41.4297390268322,33.3017640907942,8.37479127940844,59.6146761280549,"BUPR71FL","BU","Burundi","BDI",2016,107.78,82.35,1064,5.45077151708362,94,33.3017640907942,34.7756963588901,3.47756963588901,0
"BU71FL","karusi","karusi",47.532801676832,29.6913268218017,2.73174239216488,62.6082996961889,"BUPR71FL","BU","Burundi","BDI",2016,58.27,42.35,722,5.45077151708362,94,29.6913268218017,31.0054615494972,3.10054615494972,0
"BU71FL","kayanza","kayanza",32.9252415749663,24.9481601434435,5.99557599536807,58.3693409460491,"BUPR71FL","BU","Burundi","BDI",2016,56.63,38.18,833,5.45077151708362,94,24.9481601434435,26.0523628566929,2.60523628566929,0
"BU71FL","kirundo","kirundo",80.0951725456463,53.889643334158,4.08682857491432,62.68477456737,"BUPR71FL","BU","Burundi","BDI",2016,132.9,100.88,1052,5.45077151708362,94,53.889643334158,56.274792781792,5.6274792781792,0
"BU71FL","makamba","makamba",30.7428475382607,22.9401806180473,4.20534798684874,51.7919278307365,"BUPR71FL","BU","Burundi","BDI",2016,42.04,33.6,777,5.45077151708362,94,22.9401806180473,23.9555103872662,2.39555103872662,0
"BU71FL","muramvya","muramvya",22.5858871918551,19.6861804569543,2.49639056105535,63.535725200365,"BUPR71FL","BU","Burundi","BDI",2016,71.68,46.74,452,5.45077151708362,94,19.6861804569543,20.557488551383,2.0557488551383,0
"BU71FL","muyinga","muyinga",57.956547985723,46.8194992954777,1.82960380054205,65.7893619675003,"BUPR71FL","BU","Burundi","BDI",2016,104.66,72.24,1130,5.45077151708362,94,46.8194992954777,48.8917249769626,4.88917249769626,0
"BU71FL","mwaro","mwaro",23.1167744555273,16.317414999019,1.27876707288899,50.5890824934603,"BUPR71FL","BU","Burundi","BDI",2016,43.43,23.11,375,5.45077151708362,94,16.317414999019,17.0396219197513,1.70396219197513,0
"BU71FL","ngozi","ngozi",53.7991886484479,39.8520255135022,7.19562280182786,61.1967009845725,"BUPR71FL","BU","Burundi","BDI",2016,105.92,85.3,1018,5.45077151708362,94,39.8520255135022,41.6158716026519,4.16158716026519,0
"BU71FL","rumonge","rumonge",19.9734940912404,15.471889836073,13.9895701555154,53.1623584131357,"BUPR71FL","BU","Burundi","BDI",2016,49.19,40.04,766,5.45077151708362,94,15.471889836073,16.1566739098427,1.61566739098427,0
"BU71FL","rutana","rutana",33.5318819416581,24.8163312522232,3.63793920598338,49.6217520697127,"BUPR71FL","BU","Burundi","BDI",2016,68,48.41,553,5.45077151708362,94,24.8163312522232,25.9146992338317,2.59146992338317,0
"BU71FL","ruyigi","ruyigi",61.0697976924047,38.4691478016106,4.91260507967279,52.2542254838665,"BUPR71FL","BU","Burundi","BDI",2016,67.56,51.96,712,5.45077151708362,94,38.4691478016106,40.171787881468,4.0171787881468,0
"CD61FL","bandundu","bandundu",20.2862617824277,14.3361716846881,20.3937027762351,39.1353413904059,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,77.6,50.93,2721,6.13203124151836,71,14.3361716846881,14.9706890030324,1.49706890030324,-3
"CD61FL","bascongo","bas-congo",47.4644475161225,23.8541888369223,26.1679205619377,45.887071574968,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,123.39,72.7,749,6.13203124151836,71,23.8541888369223,24.909972505323,2.4909972505323,-3
"CD61FL","equateur","equateur",27.3212546286642,19.105986191201,18.1300657447776,38.571474696977,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,129.37,103.03,2395,6.13203124151836,71,19.105986191201,19.9516149538163,1.99516149538163,-3
"CD61FL","kasaioccidental","kasai-occidental",44.4631458246824,32.0196228968066,32.1236600776407,51.6229504403259,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,113.14,90.95,1277,6.13203124151836,71,32.0196228968066,33.4368077423659,3.34368077423659,-3
"CD61FL","kasaioriental","kasai-oriental",49.0478187575862,29.1783188266253,39.2452163665232,46.118330253572,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,126.35,101.74,1774,6.13203124151836,71,29.1783188266253,30.4697478791553,3.04697478791553,-3
"CD61FL","katanga","katanga",39.2586091691787,32.0106570335315,45.0821645182447,45.3647573754968,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,112.87,82.24,1819,6.13203124151836,71,32.0106570335315,33.4274450510082,3.34274450510082,-3
"CD61FL","kinshasa","kinshasa",17.2370700883418,18.276303371899,100,17.3094471122003,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,79.17,66.59,1208,6.13203124151836,71,18.276303371899,19.0852104678687,1.90852104678687,-3
"CD61FL","maniema","maniema",44.2586415689102,34.072561796462,32.0370960609486,46.5714865006071,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,114.36,75.36,563,6.13203124151836,71,34.072561796462,35.580609482812,3.5580609482812,-3
"CD61FL","nordkivu","nord-kivu",2.91161276666408,4.97069554730362,40.7907898820048,52.0114342517357,"CDPR61FL","CD","Congo Democratic Republic","COD",2013,45.46,23.6,1312,6.13203124151836,71,4.97069554730362,5.19069796345423,0.519069796345423,-3
