"regkey","u5mr","m1mo5y","exposure","pfpr2_10","pct_urban","svkey","iso3","year","pfpr10","log_gdp","dtp3","year_c"
"kajiado",42.52,29.98,505,2.99910704115873,55.5058497041847,"KE8CFL","KEN",2022,0.299910704115873,7.65423604156395,94,8
"kakamega",43.7,28.55,603,7.14784041024459,8.86271912747658,"KE8CFL","KEN",2022,0.714784041024459,7.65423604156395,94,8
"kericho",27.36,15.79,367,4.64298950196228,9.7627291972375,"KE8CFL","KEN",2022,0.464298950196228,7.65423604156395,94,8
"kiambu",38.2,9.62,989,2.91700963821269,70.5925580479844,"KE8CFL","KEN",2022,0.291700963821269,7.65423604156395,94,8
"kilifi",29.12,12.72,517,10.3189285589726,20.937517641785,"KE8CFL","KEN",2022,1.03189285589726,7.65423604156395,94,8
"kirinyaga",49.58,14.46,198,3.09875105348961,25.4674566593429,"KE8CFL","KEN",2022,0.309875105348961,7.65423604156395,94,8
"kisii",50.78,21.42,375,4.49758354597389,11.6129292155239,"KE8CFL","KEN",2022,0.449758354597389,7.65423604156395,94,8
"kisumu",50.18,20.9,419,8.36054966860026,34.8706312643389,"KE8CFL","KEN",2022,0.836054966860026,7.65423604156395,94,8
"kitui",20.69,6.41,336,3.18277949259285,3.77463827635406,"KE8CFL","KEN",2022,0.318277949259285,7.65423604156395,94,8
"kwale",27.59,12,302,5.7455451509208,12.3179228285257,"KE8CFL","KEN",2022,0.57455451509208,7.65423604156395,94,8
"laikipia",52.9,36.55,162,3.37364632090313,29.049220861746,"KE8CFL","KEN",2022,0.337364632090313,7.65423604156395,94,8
"lamu",68.24,32.64,61,3.62768527044625,29.9645617698017,"KE8CFL","KEN",2022,0.362768527044625,7.65423604156395,94,8
"machakos",44.9,17.25,389,3.16254950221022,36.0377437186934,"KE8CFL","KEN",2022,0.316254950221022,7.65423604156395,94,8
"makueni",23.82,9.17,267,3.95855759990112,10.3029253529408,"KE8CFL","KEN",2022,0.395855759990112,7.65423604156395,94,8
"mandera",15.48,3.48,237,1.75599073839522,43.7220519559387,"KE8CFL","KEN",2022,0.175599073839522,7.65423604156395,94,8
"marsabit",20.09,13.3,121,2.09516260139413,22.1872269962142,"KE8CFL","KEN",2022,0.209516260139413,7.65423604156395,94,8
"meru",29.04,18.99,463,4.09508302064332,8.78574514475974,"KE8CFL","KEN",2022,0.409508302064332,7.65423604156395,94,8
"migori",73.87,37.43,455,6.29831578886467,10.8975630593416,"KE8CFL","KEN",2022,0.629831578886467,7.65423604156395,94,8
"mombasa",70.38,23.94,434,6.26054699278307,100,"KE8CFL","KEN",2022,0.626054699278307,7.65423604156395,94,8
"muranga",33.73,6.04,315,2.89672453406201,13.7251379962236,"KE8CFL","KEN",2022,0.289672453406201,7.65423604156395,94,8
"nairobi",28.03,19.39,1850,3.07763909836579,100,"KE8CFL","KEN",2022,0.307763909836579,7.65423604156395,94,8
"nakuru",47,27.81,833,2.57799707285706,54.5936660505897,"KE8CFL","KEN",2022,0.257799707285706,7.65423604156395,94,8
"nandi",32.87,9.68,284,3.78222228228725,7.8657510948336,"KE8CFL","KEN",2022,0.378222228228725,7.65423604156395,94,8
"narok",28.48,15.44,529,2.51160931240489,7.00984312977351,"KE8CFL","KEN",2022,0.251160931240489,7.65423604156395,94,8
"nyamira",54.1,26.88,143,4.73636152469254,6.32727784447818,"KE8CFL","KEN",2022,0.473636152469254,7.65423604156395,94,8
"nyandarua",45.38,35.17,190,2.40682579348554,10.367115482415,"KE8CFL","KEN",2022,0.240682579348554,7.65423604156395,94,8
"nyeri",55.04,27.18,206,3.06984386967256,22.3717118375724,"KE8CFL","KEN",2022,0.306984386967256,7.65423604156395,94,8
"samburu",42.8,18.54,141,3.4624773879964,11.8404908686133,"KE8CFL","KEN",2022,0.34624773879964,7.65423604156395,94,8
"siaya",50.9,22.33,307,14.0899186160036,10.0573206541725,"KE8CFL","KEN",2022,1.40899186160036,7.65423604156395,94,8
"taitataveta",32.09,11.9,122,4.79066752147203,27.3954593248479,"KE8CFL","KEN",2022,0.479066752147203,7.65423604156395,94,8
"tanariver",38.82,20.45,137,3.30323540783315,28.0807457351867,"KE8CFL","KEN",2022,0.330323540783315,7.65423604156395,94,8
"tharakanithi",19.68,14.28,118,3.62879246349348,7.02724145050526,"KE8CFL","KEN",2022,0.362879246349348,7.65423604156395,94,8
"transnzoia",37.16,14.59,371,3.50299010021855,18.4423220754753,"KE8CFL","KEN",2022,0.350299010021855,7.65423604156395,94,8
"turkana",64.81,38.04,303,4.11283248588632,19.8068963164309,"KE8CFL","KEN",2022,0.411283248588632,7.65423604156395,94,8
"uasingishu",34.29,16.31,466,2.67758235081528,41.3588453145521,"KE8CFL","KEN",2022,0.267758235081528,7.65423604156395,94,8
"vihiga",54,31.74,158,8.64049434643545,10.041638380017,"KE8CFL","KEN",2022,0.864049434643545,7.65423604156395,94,8
"wajir",47.56,21.54,157,1.67084375019618,41.8826149139164,"KE8CFL","KEN",2022,0.167084375019618,7.65423604156395,94,8
"westpokot",41.48,17.77,398,4.23193644549511,5.22356520028518,"KE8CFL","KEN",2022,0.423193644549511,7.65423604156395,94,8
"monrovia",96.06,64.45,1197,21.3229544837825,100,"LB51FL","LBR",2007,2.13229544837825,5.92482063279621,65,-7
"northcentral",107.43,75.39,2088,53.5576210230832,7.84299953241234,"LB51FL","LBR",2007,5.35576210230832,5.92482063279621,65,-7
"northwestern",110.64,76.12,493,37.3052446602848,11.5554482680355,"LB51FL","LBR",2007,3.73052446602848,5.92482063279621,65,-7
"southcentral",129.38,99.42,875,31.2422043610362,17.2763076120618,"LB51FL","LBR",2007,3.12422043610362,5.92482063279621,65,-7
"southeasterna",115.6,76.25,365,41.5086910435385,21.33353675859,"LB51FL","LBR",2007,4.15086910435385,5.92482063279621,65,-7
"southeasternb",106.33,80.85,402,35.3025104951709,11.1007600368327,"LB51FL","LBR",2007,3.53025104951709,5.92482063279621,65,-7
"monrovia",94.24,50.61,696,14.4151306702503,100,"LB5AFL","LBR",2009,1.44151306702503,6.10565528713533,81,-5
"northcentral",108.7,69.14,1442,47.4811330007484,26.1407523265212,"LB5AFL","LBR",2009,4.74811330007484,6.10565528713533,81,-5
"northwestern",142.77,108.73,287,33.1434464995762,10.8912817239009,"LB5AFL","LBR",2009,3.31434464995762,6.10565528713533,81,-5
"southcentral",124.04,98.91,742,26.8555396634298,31.8790012440306,"LB5AFL","LBR",2009,2.68555396634298,6.10565528713533,81,-5
"southeasterna",134,84.29,366,42.4965050664799,12.6495395091174,"LB5AFL","LBR",2009,4.24965050664799,6.10565528713533,81,-5
"southeasternb",112.76,73.52,203,42.3644523644131,24.0294205187978,"LB5AFL","LBR",2009,4.23644523644131,6.10565528713533,81,-5
"northcentral",82.01,61.32,2101,31.8050839997001,43.1546491272894,"LB6AFL","LBR",2013,3.18050839997001,6.56631311199031,80,-1
"northwestern",117.69,79.82,752,27.2852639852461,11.8942124008826,"LB6AFL","LBR",2013,2.72852639852461,6.56631311199031,80,-1
"southcentral",86.54,63,2812,15.0395916322706,72.8660926840124,"LB6AFL","LBR",2013,1.50395916322706,6.56631311199031,80,-1
"southeasterna",96,75.44,483,34.0803806196027,20.4830199105279,"LB6AFL","LBR",2013,3.40803806196027,6.56631311199031,80,-1
"southeasternb",141.31,90.49,532,32.977333087509,27.239530497582,"LB6AFL","LBR",2013,3.2977333087509,6.56631311199031,80,-1
"northcentral",77.95,51.45,1855,46.5259376261808,42.7194106636614,"LB7AFL","LBR",2019,4.65259376261808,6.48945441505046,71,5
"northwestern",121.12,85.61,479,33.4956567812538,7.96688425271769,"LB7AFL","LBR",2019,3.34956567812538,6.48945441505046,71,5
"southcentral",97.72,53.93,2187,22.0688664751608,73.9250699329023,"LB7AFL","LBR",2019,2.20688664751609,6.48945441505046,71,5
"southeasterna",113.34,65.1,348,48.7459329924961,20.1840658966376,"LB7AFL","LBR",2019,4.87459329924961,6.48945441505046,71,5
"southeasternb",93.04,44.16,314,47.6901727468765,28.1321928810916,"LB7AFL","LBR",2019,4.76901727468765,6.48945441505046,71,5
"antananarivo",70.37,38.21,1651,8.04747895636367,25.5363308445049,"MD42FL","MDG",2004,0.804747895636367,5.60653984035524,78,-10
"antsiranana",109.56,89.79,441,21.8953665008564,10.138441280294,"MD42FL","MDG",2004,2.18953665008564,5.60653984035524,78,-10
"fianarantsoa",60.38,41.65,1308,12.2097526874016,17.5934416317656,"MD42FL","MDG",2004,1.22097526874016,5.60653984035524,78,-10
"mahajanga",132.72,92.88,930,20.0675797219175,15.2030148758866,"MD42FL","MDG",2004,2.00675797219175,5.60653984035524,78,-10
"toamasina",111.46,75.54,987,31.4638692600521,18.135369190686,"MD42FL","MDG",2004,3.14638692600521,5.60653984035524,78,-10
"alaotramangoro",74.69,54.7,647,11.1523000289147,6.46987492552578,"MD51FL","MDG",2008,1.11523000289147,6.23945640632253,77,-6
"analamanga",49.17,24.64,1627,5.57420085667092,29.8741401645688,"MD51FL","MDG",2008,0.557420085667092,6.23945640632253,77,-6
"analanjirofo",43.09,24.69,665,17.0472522480317,5.47793173837683,"MD51FL","MDG",2008,1.70472522480317,6.23945640632253,77,-6
"androy",67.43,45.45,394,6.97246787677163,0,"MD51FL","MDG",2008,0.697246787677163,6.23945640632253,77,-6
"anosy",95.74,70.59,425,9.41733303269663,7.68695081765886,"MD51FL","MDG",2008,0.941733303269663,6.23945640632253,77,-6
"atsimoandrefana",68.85,53.96,815,6.6642221907165,6.94653814118859,"MD51FL","MDG",2008,0.66642221907165,6.23945640632253,77,-6
"atsimoatsinanana",94.03,68.65,525,13.8561324812871,7.1116132617604,"MD51FL","MDG",2008,1.38561324812871,6.23945640632253,77,-6
"atsinanana",40.81,32.89,566,21.7079458209004,25.3971988970915,"MD51FL","MDG",2008,2.17079458209004,6.23945640632253,77,-6
"betsiboka",87.98,63.26,179,9.76449533498328,3.31329592366773,"MD51FL","MDG",2008,0.976449533498328,6.23945640632253,77,-6
"boeny",87.94,52.73,414,9.29885445166219,19.289067493793,"MD51FL","MDG",2008,0.929885445166219,6.23945640632253,77,-6
"bongolava",56.6,30.06,355,8.80469936321696,5.74108351224466,"MD51FL","MDG",2008,0.880469936321696,6.23945640632253,77,-6
"diana",48.85,24.91,263,10.1822059894411,24.8916054861976,"MD51FL","MDG",2008,1.01822059894411,6.23945640632253,77,-6
"hautematsiatra",89.5,53.94,816,5.24503430002158,13.0894768919095,"MD51FL","MDG",2008,0.524503430002158,6.23945640632253,77,-6
"ihorombe",105.34,79.59,269,7.51385332560808,7.63388475232115,"MD51FL","MDG",2008,0.751385332560808,6.23945640632253,77,-6
"itasy",77.96,42.4,620,5.92095427744771,3.60931384924978,"MD51FL","MDG",2008,0.592095427744771,6.23945640632253,77,-6
"melaky",51.99,46.66,134,10.8183583647738,4.30036171348317,"MD51FL","MDG",2008,1.08183583647738,6.23945640632253,77,-6
"menabe",51.47,31.82,318,9.97035302037941,8.51034186040851,"MD51FL","MDG",2008,0.997035302037941,6.23945640632253,77,-6
"sava",64.83,26.96,536,13.9347440534947,10.5701229040044,"MD51FL","MDG",2008,1.39347440534947,6.23945640632253,77,-6
"sofia",58.33,34.97,748,10.7012854714944,4.40673922838227,"MD51FL","MDG",2008,1.07012854714944,6.23945640632253,77,-6
"vakinankaratra",67.4,54.26,1234,7.23848570619329,8.97969672846044,"MD51FL","MDG",2008,0.723848570619329,6.23945640632253,77,-6
"vatovavyfitovinany",142.3,106.15,782,14.9780692494769,3.12023660028815,"MD51FL","MDG",2008,1.49780692494769,6.23945640632253,77,-6
"alaotramangoro",59.67,32.48,462,10.3698470910546,13.3000245519049,"MD81FL","MDG",2021,1.03698470910546,6.18098815540389,55,7
"amoronimania",87.91,49.5,367,7.07085995274209,9.0400395701883,"MD81FL","MDG",2021,0.707085995274209,6.18098815540389,55,7
"analanjirofo",86.45,50.24,520,8.9927318901736,10.3303494401577,"MD81FL","MDG",2021,0.89927318901736,6.18098815540389,55,7
"androy",51.79,36.57,604,7.82371766782769,6.4960492163982,"MD81FL","MDG",2021,0.782371766782769,6.18098815540389,55,7
"anosy",88.2,78.33,481,23.8001153242546,12.9228711031389,"MD81FL","MDG",2021,2.38001153242546,6.18098815540389,55,7
"atsimoandrefana",90.57,74.44,1093,7.8105485588213,13.771421562973,"MD81FL","MDG",2021,0.78105485588213,6.18098815540389,55,7
"atsimoatsinanana",67.14,60.11,498,26.4558471009005,4.60102542546946,"MD81FL","MDG",2021,2.64558471009005,6.18098815540389,55,7
"atsinanana",85.98,63.43,569,10.7793613097942,21.5597439519153,"MD81FL","MDG",2021,1.07793613097942,6.18098815540389,55,7
"betsiboka",79.66,58.01,192,8.30408487682998,9.45330411978321,"MD81FL","MDG",2021,0.830408487682998,6.18098815540389,55,7
"boeny",82.56,53.67,384,6.82988885723422,32.4489289094744,"MD81FL","MDG",2021,0.682988885723422,6.18098815540389,55,7
"bongolava",99.64,53.29,337,6.57557144927352,5.03233872425684,"MD81FL","MDG",2021,0.657557144927352,6.18098815540389,55,7
"diana",42.01,27.12,333,7.66537403410322,34.7851849119382,"MD81FL","MDG",2021,0.766537403410322,6.18098815540389,55,7
"hautematsiatra",71.07,38.34,584,8.11241113712081,11.6149148463383,"MD81FL","MDG",2021,0.811241113712081,6.18098815540389,55,7
"ihorombe",48.75,39.85,224,17.2522373880862,7.66813533827172,"MD81FL","MDG",2021,1.72522373880862,6.18098815540389,55,7
"itasy",55.43,33.72,382,6.02182520251574,17.2022593034431,"MD81FL","MDG",2021,0.602182520251574,6.18098815540389,55,7
"melaky",76.21,59.24,129,10.6330722792763,12.7760053302048,"MD81FL","MDG",2021,1.06330722792763,6.18098815540389,55,7
"menabe",74.89,36.99,375,7.31005700621172,13.2103490827253,"MD81FL","MDG",2021,0.731005700621172,6.18098815540389,55,7
"sava",48.6,33.41,535,8.60869018271501,10.7626075443692,"MD81FL","MDG",2021,0.860869018271501,6.18098815540389,55,7
"sofia",87.87,66.5,727,7.91349377967754,10.5637818558165,"MD81FL","MDG",2021,0.791349377967754,6.18098815540389,55,7
"vakinankaratra",76.45,37.74,890,6.9861348903213,11.3976725386777,"MD81FL","MDG",2021,0.69861348903213,6.18098815540389,55,7
"vatovavyfitovinany",113.82,71.58,583,12.9175557889589,8.41869870172463,"MD81FL","MDG",2021,1.29175557889589,6.18098815540389,55,7
"central",188.42,146.23,4886,42.7199011137336,10.0797467004407,"MW41FL","MWI",2000,4.27199011137336,5.41264626212204,75,-14
"central",113.58,84.86,8196,38.4188679777156,15.1039836305278,"MW61FL","MWI",2010,3.84188679777156,6.52667741203855,93,-4
"northern",99.15,55.78,2204,14.1272994831178,7.47623764157617,"MW61FL","MWI",2010,1.41272994831178,6.52667741203855,93,-4
"southern",114.05,83.69,8692,34.6103209971397,15.5761697269167,"MW61FL","MWI",2010,3.46103209971397,6.52667741203855,93,-4
"central",48.61,23.15,4956,17.2592565226162,14.2157606545928,"MW81FL","MWI",2024,1.72592565226162,6.25836727818788,91,10
"northern",37.49,16.05,1468,12.6212709004839,16.7473835217839,"MW81FL","MWI",2024,1.26212709004839,6.25836727818788,91,10
"southern",50.94,27.12,5421,23.2342835630954,12.6499834553873,"MW81FL","MWI",2024,2.32342835630954,6.25836727818788,91,10
"bamako",129.87,81.02,1312,32.4822594257862,100,"ML41FL","MLI",2001,3.24822594257862,5.84708756526629,49,-13
"kayes",241.75,172.52,1891,33.1687438734647,21.8605042484027,"ML41FL","MLI",2001,3.31687438734647,5.84708756526629,49,-13
"koulikoro",218.29,163.48,2198,42.4462679753348,7.6003425390405,"ML41FL","MLI",2001,4.24462679753348,5.84708756526629,49,-13
"mopti",262.54,198.39,1931,44.6272499554243,14.9148464891362,"ML41FL","MLI",2001,4.46272499554243,5.84708756526629,49,-13
"segou",250.92,199.09,2436,50.3204800767281,10.4681853583791,"ML41FL","MLI",2001,5.03204800767281,5.84708756526629,49,-13
"sikasso",223.99,170.06,2789,54.4970846453727,14.4493338284852,"ML41FL","MLI",2001,5.44970846453727,5.84708756526629,49,-13
"bamako",99.1,71.34,1338,14.2807188028424,100,"ML53FL","MLI",2006,1.42807188028424,6.37499997371465,78,-8
"gao",127.05,94.37,597,14.4620959031855,47.145359798964,"ML53FL","MLI",2006,1.44620959031855,6.37499997371465,78,-8
"kayes",165.04,116.57,1948,30.0176743327083,14.4593805881961,"ML53FL","MLI",2006,3.00176743327083,6.37499997371465,78,-8
"kidal",73.71,68.42,46,10.7703566147998,29.6751357843363,"ML53FL","MLI",2006,1.07703566147998,6.37499997371465,78,-8
"koulikoro",211.21,168.82,2530,34.7008929269767,12.1283468393233,"ML53FL","MLI",2006,3.47008929269767,6.37499997371465,78,-8
"mopti",200.4,145.94,1884,38.6131284639152,29.5278627318912,"ML53FL","MLI",2006,3.86131284639152,6.37499997371465,78,-8
"segou",229.09,174.04,2443,54.8357447823078,15.8754976010823,"ML53FL","MLI",2006,5.48357447823078,6.37499997371465,78,-8
"sikasso",213.35,167.23,2646,50.8548321203254,15.3993310701122,"ML53FL","MLI",2006,5.08548321203254,6.37499997371465,78,-8
"tombouctou",189.61,138.87,679,22.0223840080237,23.1133093155877,"ML53FL","MLI",2006,2.20223840080237,6.37499997371465,78,-8
"bamako",54.59,29.86,957,10.4333478248808,100,"ML6AFL","MLI",2012,1.04333478248808,6.7713696368189,65,-2
"kayes",92.82,56.75,1337,28.5944699685134,14.5593411517559,"ML6AFL","MLI",2012,2.85944699685134,6.7713696368189,65,-2
"koulikoro",86.58,54.41,2111,35.1307763915664,5.07585105453236,"ML6AFL","MLI",2012,3.51307763915664,6.7713696368189,65,-2
"mopti",102.86,70.28,1277,65.3323147811116,7.38631141742963,"ML6AFL","MLI",2012,6.53323147811116,6.7713696368189,65,-2
"segou",102.28,73.63,1956,51.654779759712,7.52240547073662,"ML6AFL","MLI",2012,5.1654779759712,6.7713696368189,65,-2
"sikasso",109.94,65.39,2404,58.0851998843594,16.5353926519695,"ML6AFL","MLI",2012,5.80851998843594,6.7713696368189,65,-2
"bamako",48.03,30.25,1242,4.93650966148588,100,"ML7AFL","MLI",2018,0.493650966148588,6.90412800049131,76,4
"gao",76.28,58.55,251,11.9911739741907,16.7956131018273,"ML7AFL","MLI",2018,1.19911739741907,6.90412800049131,76,4
"kayes",116.76,79.07,1640,12.3466705885497,14.0908716093512,"ML7AFL","MLI",2018,1.23466705885497,6.90412800049131,76,4
"kidal",17.44,5.03,5,6.92102980010419,100,"ML7AFL","MLI",2018,0.692102980010419,6.90412800049131,76,4
"koulikoro",100.84,74.47,1890,14.501563472995,5.24327221812226,"ML7AFL","MLI",2018,1.4501563472995,6.90412800049131,76,4
"mopti",130.89,98.15,1127,16.7176623758271,8.85620870427063,"ML7AFL","MLI",2018,1.67176623758271,6.90412800049131,76,4
"segou",112.59,77.74,1616,17.6677288383662,5.55338517195059,"ML7AFL","MLI",2018,1.76677288383662,6.90412800049131,76,4
"sikasso",91.79,49.65,1739,22.2493643344429,10.4344419206697,"ML7AFL","MLI",2018,2.22493643344429,6.90412800049131,76,4
"bamako",47.7,29.35,1627,8.9860501124967,100,"ML8AFL","MLI",2023,0.89860501124967,6.94932154153665,75,9
"gao",75.02,51.38,420,13.3691136532086,17.6395192371814,"ML8AFL","MLI",2023,1.33691136532086,6.94932154153665,75,9
"kayes",90.46,62.15,2292,14.3161557387391,8.89159963228739,"ML8AFL","MLI",2023,1.43161557387391,6.94932154153665,75,9
"kidal",62.53,38.08,6,10.937986050688,100,"ML8AFL","MLI",2023,1.0937986050688,6.94932154153665,75,9
"koulikoro",75.79,46.35,3399,16.1474311082776,6.45282312968186,"ML8AFL","MLI",2023,1.61474311082776,6.94932154153665,75,9
"mopti",117.84,80.37,1530,22.6208075295262,9.76505476466996,"ML8AFL","MLI",2023,2.26208075295262,6.94932154153665,75,9
"segou",106.1,76.77,2377,21.4844269687438,8.05886125948811,"ML8AFL","MLI",2023,2.14844269687438,6.94932154153665,75,9
"sikasso",91.43,58.4,2951,24.3884977187484,16.0934868347147,"ML8AFL","MLI",2023,2.43884977187484,6.94932154153665,75,9
"tombouctou",49.4,31.22,240,16.1428836234719,21.0459908871228,"ML8AFL","MLI",2023,1.61428836234719,6.94932154153665,75,9
"assaba",42.49,21.95,980,2.29518685438786,27.786587785483,"MR71FL","MRT",2020,0.229518685438786,7.49316377007164,81,6
"brakna",49.56,14.09,968,2.39009785213818,17.3210976986319,"MR71FL","MRT",2020,0.239009785213818,7.49316377007164,81,6
"gorgol",48.02,19.64,1098,2.00088982316489,17.8168841951548,"MR71FL","MRT",2020,0.200088982316489,7.49316377007164,81,6
"guidimagha",44.14,17.86,1099,1.36957294717427,27.4625364741788,"MR71FL","MRT",2020,0.136957294717427,7.49316377007164,81,6
"tagant",73.47,33,261,2.63664162177217,21.9734495955799,"MR71FL","MRT",2020,0.263664162177217,7.49316377007164,81,6
"trarza",35.37,13.6,579,3.20577013854516,32.5988266772931,"MR71FL","MRT",2020,0.320577013854516,7.49316377007164,81,6
"cabodelgado",208.87,152.04,934,54.9189094444488,19.1199884954114,"MZ41FL","MOZ",2003,5.49189094444487,5.8274407735491,85,-11
"gaza",153.89,117.66,486,56.8632839890296,26.7024247571777,"MZ41FL","MOZ",2003,5.68632839890296,5.8274407735491,85,-11
"inhambane",134.68,101.38,774,36.4342497024089,19.228772097076,"MZ41FL","MOZ",2003,3.64342497024089,5.8274407735491,85,-11
"manica",141.52,106.6,780,32.6356020307509,33.7271037077587,"MZ41FL","MOZ",2003,3.26356020307509,5.8274407735491,85,-11
"nampula",168.51,121.65,2221,56.5653303974856,30.4397317529191,"MZ41FL","MOZ",2003,5.65653303974856,5.8274407735491,85,-11
"niassa",184.36,144.92,496,47.8429882213548,19.6771687801799,"MZ41FL","MOZ",2003,4.78429882213548,5.8274407735491,85,-11
"sofala",177.65,144.82,761,45.8791518101314,39.2287232643018,"MZ41FL","MOZ",2003,4.58791518101314,5.8274407735491,85,-11
"tete",175.7,144.93,1025,46.6181263947267,12.0382735949892,"MZ41FL","MOZ",2003,4.66181263947267,5.8274407735491,85,-11
"zambezia",112.22,80.39,1698,59.6119402843692,10.8615030889774,"MZ41FL","MOZ",2003,5.96119402843692,5.8274407735491,85,-11
"cabodelgado",72.39,48.31,906,38.0837476804268,12.443455371897,"MZ62FL","MOZ",2011,3.80837476804268,6.42677400385031,77,-3
"gaza",112.93,71.46,582,12.3371615686395,27.8531386575532,"MZ62FL","MOZ",2011,1.23371615686395,6.42677400385031,77,-3
"inhambane",62.68,45.59,602,28.7022303427615,23.149377346402,"MZ62FL","MOZ",2011,2.87022303427615,6.42677400385031,77,-3
"manica",104.08,77.29,786,29.968105584608,32.6909805526938,"MZ62FL","MOZ",2011,2.9968105584608,6.42677400385031,77,-3
"nampula",66.44,50.47,1527,47.0013340160215,34.7665725980609,"MZ62FL","MOZ",2011,4.70013340160215,6.42677400385031,77,-3
"niassa",81.89,57.51,656,34.3728840859906,22.2024234444461,"MZ62FL","MOZ",2011,3.43728840859906,6.42677400385031,77,-3
"sofala",97.37,56.11,1035,30.5205672988257,37.3773287011756,"MZ62FL","MOZ",2011,3.05205672988257,6.42677400385031,77,-3
"tete",135.57,83.67,1423,34.0075834537766,8.68109796387175,"MZ62FL","MOZ",2011,3.40075834537766,6.42677400385031,77,-3
"zambezia",117.76,90.61,2297,56.222411732802,13.7460445851873,"MZ62FL","MOZ",2011,5.6222411732802,6.42677400385031,77,-3
"cabodelgado",63.2,35.11,315,32.7518377212245,24.9490974055026,"MZ71FL","MOZ",2015,3.27518377212245,6.41438275116873,85,1
"gaza",64.16,43.84,272,11.9912009188229,25.3895652158152,"MZ71FL","MOZ",2015,1.19912009188229,6.41438275116873,85,1
"inhambane",15.32,9.46,175,16.3972724405477,20.457517932837,"MZ71FL","MOZ",2015,1.63972724405477,6.41438275116873,85,1
"manica",39.06,32.3,278,19.114235440838,23.2876854746857,"MZ71FL","MOZ",2015,1.9114235440838,6.41438275116873,85,1
"nampula",41.1,26.72,716,58.7748189979797,25.2478014648653,"MZ71FL","MOZ",2015,5.87748189979797,6.41438275116873,85,1
"niassa",30.97,14.49,231,28.3314423738994,16.1422148267118,"MZ71FL","MOZ",2015,2.83314423738994,6.41438275116873,85,1
"sofala",30.35,25.75,317,24.4471533726806,30.2998474793692,"MZ71FL","MOZ",2015,2.44471533726806,6.41438275116873,85,1
"tete",48.88,31.31,296,24.915028908005,10.5439167534825,"MZ71FL","MOZ",2015,2.4915028908005,6.41438275116873,85,1
"zambezia",34.89,22.76,450,56.358047342568,16.5595170287944,"MZ71FL","MOZ",2015,5.6358047342568,6.41438275116873,85,1
"cabodelgado",83.84,59.89,605,24.7267088927642,29.410622199789,"MZ81FL","MOZ",2022,2.47267088927642,6.36004645972499,55,8
"gaza",67.84,36.2,363,9.0269660327946,32.2202615233341,"MZ81FL","MOZ",2022,0.90269660327946,6.36004645972499,55,8
"inhambane",49.54,18.21,306,13.8167072008696,25.75383904613,"MZ81FL","MOZ",2022,1.38167072008696,6.36004645972499,55,8
"manica",69.35,44.04,719,12.1162547293718,30.431398909161,"MZ81FL","MOZ",2022,1.21162547293718,6.36004645972499,55,8
"maputo",32.66,14.6,541,9.30056614990983,64.0014118114005,"MZ81FL","MOZ",2022,0.930056614990983,6.36004645972499,55,8
"nampula",74.56,44.76,2571,41.6357122079665,26.4797748863034,"MZ81FL","MOZ",2022,4.16357122079665,6.36004645972499,55,8
"niassa",67.4,38.53,732,25.3286416176744,27.9447323915828,"MZ81FL","MOZ",2022,2.53286416176744,6.36004645972499,55,8
"sofala",67.25,47.08,644,21.5429837624628,38.2185566508805,"MZ81FL","MOZ",2022,2.15429837624628,6.36004645972499,55,8
"tete",25.69,10.44,959,17.8493532709414,20.0062507435204,"MZ81FL","MOZ",2022,1.78493532709414,6.36004645972499,55,8
"zambezia",46.73,27.19,1699,26.4507996628634,17.9714450151662,"MZ81FL","MOZ",2022,2.64507996628634,6.36004645972499,55,8
"caprivi",28.42,24.95,184,1.54362317753434,12.5161253000616,"NM41FL","NAM",2000,0.154362317753434,7.67632338249331,79,-14
"erongo",25.3,16.38,187,5.8062174993709,100,"NM41FL","NAM",2000,0.58062174993709,7.67632338249331,79,-14
"kavango",83.03,71.03,327,7.15652980339759,14.1965886060917,"NM41FL","NAM",2000,0.715652980339759,7.67632338249331,79,-14
"khomas",57.83,38.97,624,6.07900293014174,93.2038129695302,"NM41FL","NAM",2000,0.607900293014173,7.67632338249331,79,-14
"kunene",65.44,39.83,147,4.67278805123841,27.5157271821546,"NM41FL","NAM",2000,0.467278805123841,7.67632338249331,79,-14
"ohangwena",40.73,29.77,503,5.83470140483755,0,"NM41FL","NAM",2000,0.583470140483755,7.67632338249331,79,-14
"omaheke",73.77,51.22,138,6.61609625827899,17.4140455598199,"NM41FL","NAM",2000,0.661609625827899,7.67632338249331,79,-14
"omusati",88.33,51.14,373,4.48556387136605,0,"NM41FL","NAM",2000,0.448556387136605,7.67632338249331,79,-14
"oshana",82.73,51.16,376,4.41982180271581,34.8332613042763,"NM41FL","NAM",2000,0.441982180271581,7.67632338249331,79,-14
"oshikoto",102.24,62.54,345,5.94513213749773,18.2793519490228,"NM41FL","NAM",2000,0.594513213749773,7.67632338249331,79,-14
"otjozondjupa",33.2,28.28,386,5.46666127276464,36.031296115987,"NM41FL","NAM",2000,0.546666127276464,7.67632338249331,79,-14
"caprivi",109.4,62.46,260,1.4047452052137,21.452178091435,"NM51FL","NAM",2006,0.14047452052137,8.29833630712577,86,-8
"erongo",70.35,54.41,286,3.81960496203742,88.1302097318998,"NM51FL","NAM",2006,0.381960496203742,8.29833630712577,86,-8
"kavango",68.52,46.14,560,3.61654443675669,29.0956962950228,"NM51FL","NAM",2006,0.361654443675669,8.29833630712577,86,-8
