"iso3","source_age","deaths","rate_per100000","implied_person_years","ihme_deaths_lower","ihme_deaths_upper","ihme_rate_lower","ihme_rate_upper"
"NGA","1 to 5 months",121194.538571574,4589.66056073926,2640599.1677967,109757.132765977,132400.322979235,4156.52379598215,5014.02577846411
"NGA","6-11 months",120640.00104777,4024.66507967907,2997516.5301802,108887.230598111,131041.901818808,3632.5814887688,4371.6823743731
"NGA","12 to 23 months",166607.106208848,2938.19132941101,5670396.76896216,152461.822952395,182336.738905162,2688.73289056102,3215.59048395365
"NGA","2 to 4",255781.905063818,1725.92472795027,14819991.9105156,233694.666911934,276511.12883998,1576.8879519166,1865.79810913244
"RWA","0 to 6 days (early neonatal)",8895.90761804224,127442.664524371,6980.32142629996,8259.18758451581,9521.04518115122,118321.021054954,136398.377663219
"RWA","7 to 27 days (late neonatal)",2079.06245114666,10078.6526513743,20628.3768581227,1862.55063668577,2301.69995949191,9029.07024384891,11157.9305309501
"RWA","1 to 5 months",6404.74291083812,4276.36667488512,149770.667432539,5756.56126830398,7102.74678555436,3843.58390530435,4742.41512528054
"RWA","6-11 months",5832.85323953902,3389.67590506789,172077.018655924,5292.25927667834,6403.50316489466,3075.51776408939,3721.30062161223
"RWA","12 to 23 months",6175.82124810258,1855.78412806921,332787.696300001,5622.19301583466,6788.68072193894,1689.42334056917,2039.94342261353
"RWA","2 to 4",8879.59321186616,974.24814509938,911430.343135052,8045.09748694106,9756.53732436937,882.68923100237,1070.46439674257
"SEN","0 to 6 days (early neonatal)",11127.7721522263,129728.662927823,8577.72823760419,10339.7408649505,11867.3501840775,120541.71662401,138350.736411208
"SEN","7 to 27 days (late neonatal)",2959.89667629004,11705.7418193768,25285.8530622165,2667.28019031695,3310.21528808675,10548.5078306594,13091.1750532674
"SEN","1 to 5 months",5645.58816171328,3074.07009097414,183651.90105097,5133.72466147833,6134.47211488426,2795.35612324185,3340.27150265205
"SEN","6-11 months",4343.68249085037,2056.32253260324,211235.466323048,3956.2831607675,4767.19156751682,1872.92561691181,2256.8139955372
"SEN","12 to 23 months",5436.59263021238,1341.52297173755,405255.276633158,4962.66252834421,6047.39559856689,1224.57690608591,1492.24351840854
