"baseline","survey","country","survey_year","variable","records","missing_before","missing_after","resolved_records"
"eligible_MAP","MW81FL","MWI","2024","political_stability",69348,0,0,0
"eligible_MAP","MW81FL","MWI","2024","hib3_pct",69348,0,0,0
"eligible_MAP","MW81FL","MWI","2024","pcv3_pct",69348,0,0,0
"eligible_MAP","MW81FL","MWI","2024","rotavirus_pct",69348,0,0,0
"eligible_MAP","MW81FL","MWI","2024","any_vaccine",69348,0,0,0
"eligible_MAP","MW81FL","MWI","2024","any_required",69348,1606,1606,0
"eligible_MAP","NM41FL","NAM","2000","male_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","multiple_birth_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","mean_birth_order",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","mean_maternal_age_birth",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","mean_maternal_education_years",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","mean_wealth_quintile",1266,1266,1266,0
"eligible_MAP","NM41FL","NAM","2000","urban_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","dtp3_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","measles_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","facility_delivery_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","exclusive_breastfeeding_pct",1266,1266,1266,0
"eligible_MAP","NM41FL","NAM","2000","short_birth_interval_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","improved_water_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","improved_sanitation_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","electricity_pct",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","log_hiv_incidence",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","log_gdp_pc",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","log_health_expenditure_pc",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","political_stability",1266,0,0,0
"eligible_MAP","NM41FL","NAM","2000","hib3_pct",1266,1266,0,1266
"eligible_MAP","NM41FL","NAM","2000","pcv3_pct",1266,1266,0,1266
"eligible_MAP","NM41FL","NAM","2000","rotavirus_pct",1266,1266,0,1266
"eligible_MAP","NM41FL","NAM","2000","any_vaccine",1266,1266,0,1266
"eligible_MAP","NM41FL","NAM","2000","any_required",1266,1266,1266,0
"previous_primary","NM51FL","NAM","2006","male_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","multiple_birth_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","mean_birth_order",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","mean_maternal_age_birth",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","mean_maternal_education_years",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","mean_wealth_quintile",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","urban_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","dtp3_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","measles_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","facility_delivery_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","exclusive_breastfeeding_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","short_birth_interval_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","improved_water_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","improved_sanitation_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","electricity_pct",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","log_hiv_incidence",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","log_gdp_pc",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","log_health_expenditure_pc",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","political_stability",26166,0,0,0
"previous_primary","NM51FL","NAM","2006","hib3_pct",26166,26166,0,26166
"previous_primary","NM51FL","NAM","2006","pcv3_pct",26166,26166,0,26166
"previous_primary","NM51FL","NAM","2006","rotavirus_pct",26166,26166,0,26166
"previous_primary","NM51FL","NAM","2006","any_vaccine",26166,26166,0,26166
"previous_primary","NM51FL","NAM","2006","any_required",26166,26166,0,26166
"eligible_MAP","NM51FL","NAM","2006","male_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","multiple_birth_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","mean_birth_order",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","mean_maternal_age_birth",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","mean_maternal_education_years",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","mean_wealth_quintile",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","urban_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","dtp3_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","measles_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","facility_delivery_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","exclusive_breastfeeding_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","short_birth_interval_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","improved_water_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","improved_sanitation_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","electricity_pct",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","log_hiv_incidence",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","log_gdp_pc",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","log_health_expenditure_pc",26318,0,0,0
"eligible_MAP","NM51FL","NAM","2006","political_stability",26318,136,136,0
"eligible_MAP","NM51FL","NAM","2006","hib3_pct",26318,26318,0,26318
"eligible_MAP","NM51FL","NAM","2006","pcv3_pct",26318,26318,0,26318
"eligible_MAP","NM51FL","NAM","2006","rotavirus_pct",26318,26318,0,26318
"eligible_MAP","NM51FL","NAM","2006","any_vaccine",26318,26318,0,26318
"eligible_MAP","NM51FL","NAM","2006","any_required",26318,26318,136,26182
"previous_primary","NM61FL","NAM","2013","male_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","multiple_birth_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","mean_birth_order",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","mean_maternal_age_birth",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","mean_maternal_education_years",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","mean_wealth_quintile",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","urban_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","dtp3_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","measles_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","facility_delivery_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","exclusive_breastfeeding_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","short_birth_interval_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","improved_water_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","improved_sanitation_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","electricity_pct",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","log_hiv_incidence",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","log_gdp_pc",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","log_health_expenditure_pc",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","political_stability",24181,0,0,0
"previous_primary","NM61FL","NAM","2013","hib3_pct",24181,7577,5240,2337
"previous_primary","NM61FL","NAM","2013","pcv3_pct",24181,24181,0,24181
"previous_primary","NM61FL","NAM","2013","rotavirus_pct",24181,24181,0,24181
"previous_primary","NM61FL","NAM","2013","any_vaccine",24181,24181,5240,18941
"previous_primary","NM61FL","NAM","2013","any_required",24181,24181,5240,18941
"eligible_MAP","NM61FL","NAM","2013","male_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","multiple_birth_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","mean_birth_order",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","mean_maternal_age_birth",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","mean_maternal_education_years",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","mean_wealth_quintile",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","urban_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","dtp3_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","measles_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","facility_delivery_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","exclusive_breastfeeding_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","short_birth_interval_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","improved_water_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","improved_sanitation_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","electricity_pct",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","log_hiv_incidence",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","log_gdp_pc",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","log_health_expenditure_pc",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","political_stability",24195,0,0,0
"eligible_MAP","NM61FL","NAM","2013","hib3_pct",24195,7581,5242,2339
"eligible_MAP","NM61FL","NAM","2013","pcv3_pct",24195,24195,0,24195
"eligible_MAP","NM61FL","NAM","2013","rotavirus_pct",24195,24195,0,24195
"eligible_MAP","NM61FL","NAM","2013","any_vaccine",24195,24195,5242,18953
"eligible_MAP","NM61FL","NAM","2013","any_required",24195,24195,5242,18953
"previous_primary","NI51FL","NER","2006","male_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","multiple_birth_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","mean_birth_order",43179,0,0,0
"previous_primary","NI51FL","NER","2006","mean_maternal_age_birth",43179,0,0,0
"previous_primary","NI51FL","NER","2006","mean_maternal_education_years",43179,0,0,0
"previous_primary","NI51FL","NER","2006","mean_wealth_quintile",43179,0,0,0
"previous_primary","NI51FL","NER","2006","urban_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","dtp3_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","measles_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","facility_delivery_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","exclusive_breastfeeding_pct",43179,43179,43179,0
"previous_primary","NI51FL","NER","2006","short_birth_interval_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","improved_water_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","improved_sanitation_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","electricity_pct",43179,0,0,0
"previous_primary","NI51FL","NER","2006","log_hiv_incidence",43179,0,0,0
"previous_primary","NI51FL","NER","2006","log_gdp_pc",43179,0,0,0
"previous_primary","NI51FL","NER","2006","log_health_expenditure_pc",43179,0,0,0
"previous_primary","NI51FL","NER","2006","political_stability",43179,0,0,0
"previous_primary","NI51FL","NER","2006","hib3_pct",43179,43179,0,43179
"previous_primary","NI51FL","NER","2006","pcv3_pct",43179,43179,0,43179
"previous_primary","NI51FL","NER","2006","rotavirus_pct",43179,43179,0,43179
"previous_primary","NI51FL","NER","2006","any_vaccine",43179,43179,0,43179
"previous_primary","NI51FL","NER","2006","any_required",43179,43179,43179,0
"eligible_MAP","NI51FL","NER","2006","male_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","multiple_birth_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","mean_birth_order",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","mean_maternal_age_birth",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","mean_maternal_education_years",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","mean_wealth_quintile",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","urban_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","dtp3_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","measles_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","facility_delivery_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","exclusive_breastfeeding_pct",52153,52153,52153,0
"eligible_MAP","NI51FL","NER","2006","short_birth_interval_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","improved_water_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","improved_sanitation_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","electricity_pct",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","log_hiv_incidence",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","log_gdp_pc",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","log_health_expenditure_pc",52153,0,0,0
"eligible_MAP","NI51FL","NER","2006","political_stability",52153,8965,8965,0
"eligible_MAP","NI51FL","NER","2006","hib3_pct",52153,52153,0,52153
"eligible_MAP","NI51FL","NER","2006","pcv3_pct",52153,52153,0,52153
"eligible_MAP","NI51FL","NER","2006","rotavirus_pct",52153,52153,0,52153
"eligible_MAP","NI51FL","NER","2006","any_vaccine",52153,52153,0,52153
"eligible_MAP","NI51FL","NER","2006","any_required",52153,52153,52153,0
"previous_primary","NI61FL","NER","2012","male_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","multiple_birth_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","mean_birth_order",72981,0,0,0
"previous_primary","NI61FL","NER","2012","mean_maternal_age_birth",72981,0,0,0
"previous_primary","NI61FL","NER","2012","mean_maternal_education_years",72981,0,0,0
"previous_primary","NI61FL","NER","2012","mean_wealth_quintile",72981,0,0,0
"previous_primary","NI61FL","NER","2012","urban_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","dtp3_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","measles_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","facility_delivery_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","exclusive_breastfeeding_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","short_birth_interval_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","improved_water_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","improved_sanitation_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","electricity_pct",72981,0,0,0
"previous_primary","NI61FL","NER","2012","log_hiv_incidence",72981,0,0,0
"previous_primary","NI61FL","NER","2012","log_gdp_pc",72981,0,0,0
"previous_primary","NI61FL","NER","2012","log_health_expenditure_pc",72981,0,0,0
"previous_primary","NI61FL","NER","2012","political_stability",72981,0,0,0
"previous_primary","NI61FL","NER","2012","hib3_pct",72981,26473,16796,9677
"previous_primary","NI61FL","NER","2012","pcv3_pct",72981,72981,0,72981
"previous_primary","NI61FL","NER","2012","rotavirus_pct",72981,72981,0,72981
"previous_primary","NI61FL","NER","2012","any_vaccine",72981,72981,16796,56185
"previous_primary","NI61FL","NER","2012","any_required",72981,72981,16796,56185
"eligible_MAP","NI61FL","NER","2012","male_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","multiple_birth_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","mean_birth_order",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","mean_maternal_age_birth",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","mean_maternal_education_years",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","mean_wealth_quintile",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","urban_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","dtp3_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","measles_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","facility_delivery_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","exclusive_breastfeeding_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","short_birth_interval_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","improved_water_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","improved_sanitation_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","electricity_pct",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","log_hiv_incidence",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","log_gdp_pc",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","log_health_expenditure_pc",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","political_stability",73120,0,0,0
"eligible_MAP","NI61FL","NER","2012","hib3_pct",73120,26525,16827,9698
"eligible_MAP","NI61FL","NER","2012","pcv3_pct",73120,73120,0,73120
"eligible_MAP","NI61FL","NER","2012","rotavirus_pct",73120,73120,0,73120
"eligible_MAP","NI61FL","NER","2012","any_vaccine",73120,73120,16827,56293
"eligible_MAP","NI61FL","NER","2012","any_required",73120,73120,16827,56293
"previous_primary","NG4BFL","NGA","2003","male_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","multiple_birth_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","mean_birth_order",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","mean_maternal_age_birth",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","mean_maternal_education_years",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","mean_wealth_quintile",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","urban_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","dtp3_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","measles_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","facility_delivery_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","exclusive_breastfeeding_pct",13794,13794,13794,0
"previous_primary","NG4BFL","NGA","2003","short_birth_interval_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","improved_water_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","improved_sanitation_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","electricity_pct",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","log_hiv_incidence",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","log_gdp_pc",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","log_health_expenditure_pc",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","political_stability",13794,0,0,0
"previous_primary","NG4BFL","NGA","2003","hib3_pct",13794,13794,0,13794
"previous_primary","NG4BFL","NGA","2003","pcv3_pct",13794,13794,0,13794
"previous_primary","NG4BFL","NGA","2003","rotavirus_pct",13794,13794,0,13794
"previous_primary","NG4BFL","NGA","2003","any_vaccine",13794,13794,0,13794
"previous_primary","NG4BFL","NGA","2003","any_required",13794,13794,13794,0
"eligible_MAP","NG4BFL","NGA","2003","male_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","multiple_birth_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","mean_birth_order",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","mean_maternal_age_birth",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","mean_maternal_education_years",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","mean_wealth_quintile",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","urban_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","dtp3_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","measles_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","facility_delivery_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","exclusive_breastfeeding_pct",20997,20997,20997,0
"eligible_MAP","NG4BFL","NGA","2003","short_birth_interval_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","improved_water_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","improved_sanitation_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","electricity_pct",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","log_hiv_incidence",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","log_gdp_pc",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","log_health_expenditure_pc",20997,0,0,0
"eligible_MAP","NG4BFL","NGA","2003","political_stability",20997,7191,7191,0
"eligible_MAP","NG4BFL","NGA","2003","hib3_pct",20997,20997,0,20997
"eligible_MAP","NG4BFL","NGA","2003","pcv3_pct",20997,20997,0,20997
"eligible_MAP","NG4BFL","NGA","2003","rotavirus_pct",20997,20997,0,20997
"eligible_MAP","NG4BFL","NGA","2003","any_vaccine",20997,20997,0,20997
"eligible_MAP","NG4BFL","NGA","2003","any_required",20997,20997,20997,0
"previous_primary","NG53FL","NGA","2008","male_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","multiple_birth_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","mean_birth_order",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","mean_maternal_age_birth",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","mean_maternal_education_years",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","mean_wealth_quintile",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","urban_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","dtp3_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","measles_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","facility_delivery_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","exclusive_breastfeeding_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","short_birth_interval_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","improved_water_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","improved_sanitation_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","electricity_pct",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","log_hiv_incidence",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","log_gdp_pc",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","log_health_expenditure_pc",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","political_stability",156922,0,0,0
"previous_primary","NG53FL","NGA","2008","hib3_pct",156922,156922,0,156922
"previous_primary","NG53FL","NGA","2008","pcv3_pct",156922,156922,0,156922
"previous_primary","NG53FL","NGA","2008","rotavirus_pct",156922,156922,0,156922
"previous_primary","NG53FL","NGA","2008","any_vaccine",156922,156922,0,156922
"previous_primary","NG53FL","NGA","2008","any_required",156922,156922,0,156922
"eligible_MAP","NG53FL","NGA","2008","male_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","multiple_birth_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","mean_birth_order",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","mean_maternal_age_birth",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","mean_maternal_education_years",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","mean_wealth_quintile",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","urban_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","dtp3_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","measles_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","facility_delivery_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","exclusive_breastfeeding_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","short_birth_interval_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","improved_water_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","improved_sanitation_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","electricity_pct",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","log_hiv_incidence",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","log_gdp_pc",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","log_health_expenditure_pc",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","political_stability",157016,0,0,0
"eligible_MAP","NG53FL","NGA","2008","hib3_pct",157016,157016,0,157016
"eligible_MAP","NG53FL","NGA","2008","pcv3_pct",157016,157016,0,157016
"eligible_MAP","NG53FL","NGA","2008","rotavirus_pct",157016,157016,0,157016
"eligible_MAP","NG53FL","NGA","2008","any_vaccine",157016,157016,0,157016
"eligible_MAP","NG53FL","NGA","2008","any_required",157016,157016,0,157016
"previous_primary","NG61FL","NGA","2010","male_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","multiple_birth_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","mean_birth_order",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","mean_maternal_age_birth",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","mean_maternal_education_years",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","mean_wealth_quintile",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","urban_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","dtp3_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","measles_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","facility_delivery_pct",31888,31888,31888,0
"previous_primary","NG61FL","NGA","2010","exclusive_breastfeeding_pct",31888,31888,31888,0
"previous_primary","NG61FL","NGA","2010","short_birth_interval_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","improved_water_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","improved_sanitation_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","electricity_pct",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","log_hiv_incidence",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","log_gdp_pc",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","log_health_expenditure_pc",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","political_stability",31888,0,0,0
"previous_primary","NG61FL","NGA","2010","hib3_pct",31888,31888,0,31888
"previous_primary","NG61FL","NGA","2010","pcv3_pct",31888,31888,0,31888
"previous_primary","NG61FL","NGA","2010","rotavirus_pct",31888,31888,0,31888
"previous_primary","NG61FL","NGA","2010","any_vaccine",31888,31888,0,31888
"previous_primary","NG61FL","NGA","2010","any_required",31888,31888,31888,0
"eligible_MAP","NG61FL","NGA","2010","male_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","multiple_birth_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","mean_birth_order",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","mean_maternal_age_birth",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","mean_maternal_education_years",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","mean_wealth_quintile",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","urban_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","dtp3_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","measles_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","facility_delivery_pct",32266,32266,32266,0
"eligible_MAP","NG61FL","NGA","2010","exclusive_breastfeeding_pct",32266,32266,32266,0
"eligible_MAP","NG61FL","NGA","2010","short_birth_interval_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","improved_water_pct",32266,0,0,0
"eligible_MAP","NG61FL","NGA","2010","improved_sanitation_pct",32266,0,0,0
