"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","ihme_malaria_deaths","ihme_malaria_lower","ihme_malaria_upper","comparison_status","model_to_ihme_ratio","difference_deaths","year","age","sex"
"GIN","Guinea",37.0047253732389,"estimated",0.996935005435981,FALSE,45918.3793797175,35637.8177631278,10280.5616165897,0.223887727647695,8411.25835546664,4320.05333621892,14960.9162372487,"matched",1.22223824095335,1869.30326112306,2015,"Under 5","Both"
"GMB","The Gambia",16.1615436677223,"estimated",0.99989435444155,FALSE,4466.05170786417,3923.83445030329,542.21725756088,0.121408638553401,380.221418593574,144.682155232417,757.254989715821,"matched",1.42605658451994,161.995838967306,2015,"Under 5","Both"
"GNB","Guinea-Bissau",5.43390998716656,"estimated",0.996068689009789,FALSE,5858.71311364055,5505.89380488152,352.819308759024,0.0602212980761206,240.020921747807,76.9436137076401,555.881821650185,"matched",1.46995231161447,112.798387011217,2015,"Under 5","Both"
"GNQ","Equatorial Guinea",34.4631748290858,"estimated",0.967788791016353,FALSE,2397.90491647384,1995.33875877362,402.566157700213,0.167882452275128,720.251418626558,419.43544670619,974.011395271617,"matched",0.558924491211504,-317.685260926345,2015,"Under 5","Both"
"KEN","Kenya",5.61238811543549,"estimated",0.822215895130027,TRUE,58800.8181651059,55888.1364430176,2912.68172208824,0.0495347141924074,2218.91481903351,940.960426118234,4247.59978016723,"matched",1.31266044874896,693.766903054734,2015,"Under 5","Both"
"LBR","Liberia",33.370745219075,"estimated",0.999979141849584,FALSE,16738.7379224384,13733.2000740733,3005.53784836512,0.17955582208717,2549.96903104348,1019.69997668584,4499.08328591514,"matched",1.17865660789426,455.568817321636,2015,"Under 5","Both"
"LSO","Lesotho",,"missing_MAP_no_estimate",0,TRUE,3209.90050536876,,,,,,,"missing_model_MAP",,,2015,"Under 5","Both"
"MDG","Madagascar",6.1292538325627,"estimated",0.965066759112986,FALSE,64918.4040198668,60174.7447231796,4743.65929668714,0.0730711016129641,3397.67118195632,1262.80921992746,7644.20624670544,"matched",1.39615019895946,1345.98811473082,2015,"Under 5","Both"
"MLI","Mali",29.3609132094117,"estimated",0.97767054940682,FALSE,87968.2612341849,69110.4342584869,18857.8269756981,0.214370805005406,17514.868481058,8247.46778994208,28702.3687969988,"matched",1.07667533993147,1342.95849464008,2015,"Under 5","Both"
"MOZ","Mozambique",34.6327854633793,"estimated",0.999790945132115,FALSE,74024.3876125815,61235.0433673883,12789.3442451933,0.172772037130903,6527.55341006905,2721.70587516308,12009.6399564793,"matched",1.95928603593885,6261.79083512425,2015,"Under 5","Both"
"MRT","Mauritania",6.4035707842887,"estimated",0.840119682930452,TRUE,6687.89899376321,6366.15760821491,321.741385548302,0.0481079911416637,382.678216987015,135.34368500214,851.195489292069,"matched",0.840762215527986,-60.9368314387127,2015,"Under 5","Both"
"MWI","Malawi",18.220052663991,"estimated",0.999764978481837,FALSE,39889.0024103965,33469.4286750876,6419.5737353089,0.160935930892965,4821.92982126994,2104.05647120281,8686.3266327928,"matched",1.33132873626481,1597.64391403896,2015,"Under 5","Both"
"NAM","Namibia",0.747527078008077,"estimated",0.611389973186959,TRUE,2917.63286683462,2892.85533570223,24.7775311323852,0.00849234028518011,8.80805539286492,3.32416450590835,19.9623667989573,"matched",2.81305350922935,15.9694757395203,2015,"Under 5","Both"
"NER","Niger",24.4675094266675,"estimated",0.952363358910006,FALSE,130781.033490802,96305.7324184244,34475.3010723776,0.26361086276935,23833.605476099,10121.3890321542,44060.094990954,"matched",1.44649961194291,10641.6955962786,2015,"Under 5","Both"
"NGA","Nigeria",24.7148386742744,"estimated",0.999968748812492,FALSE,864459.156359802,670697.080115793,193762.076244009,0.224142546028354,131749.412498181,62441.3548126631,238908.67254998,"matched",1.47068645370001,62012.6637458281,2015,"Under 5","Both"
"RWA","Rwanda",3.51517020020461,"estimated",0.814603360177058,TRUE,24192.851240852,23172.5053910315,1020.34584982042,0.0421755104291909,2258.86330735559,870.03480445098,4637.2406895935,"matched",0.451707656013466,-1238.51745753517,2015,"Under 5","Both"
"SEN","Senegal",3.7940130969993,"estimated",0.99558981120801,FALSE,25792.154911383,24899.115330527,893.039580855986,0.0346244656146143,1477.05079283071,699.03960362758,3078.09707633243,"matched",0.604609932976315,-584.011211974721,2015,"Under 5","Both"
"SLE","Sierra Leone",39.4884460983626,"estimated",0.99816935916103,FALSE,30658.3071959905,24148.9733669313,6509.33382905916,0.212318762006222,5877.6609699097,2799.48498479381,10197.4704582101,"matched",1.10747010798739,631.67285914946,2015,"Under 5","Both"
"SOM","Somalia",3.06207942936047,"estimated",0.983183349547194,FALSE,74992.4241087958,71754.6253988262,3237.79870996959,0.0431750106553741,1156.96102925527,478.436995853156,2228.23017880584,"matched",2.79853739935713,2080.83768071432,2015,"Under 5","Both"
"SSD","South Sudan",26.9542365045867,"estimated",0.998944588913762,FALSE,37596.1477230601,30112.8632035248,7483.28451953538,0.199043917335855,4239.80271119919,1983.95067658242,7364.95521595065,"matched",1.76500772070566,3243.48180833619,2015,"Under 5","Both"
"STP","Sao Tome and Principe",,"missing_MAP_no_estimate",,,246.668713665251,,,,1.97586382035857,0.699149196689158,4.48598829323336,"missing_model_MAP",,,2015,"Under 5","Both"
"SWZ","Swaziland",1.50976317944939,"estimated",0.0264825648638429,TRUE,2182.78050307361,2149.14770751433,33.6327955592789,0.0154082352815228,1.1775372350791,0.376098676605021,2.53808343022492,"matched",28.5619805109769,32.4552583241998,2015,"Under 5","Both"
"TCD","Chad",15.4351335502291,"estimated",0.941951498070144,TRUE,80419.5352387474,67179.4922699999,13240.0429687475,0.164637148541593,3813.80248648943,2026.67895017368,7493.84770380096,"matched",3.4716121287484,9426.24048225808,2015,"Under 5","Both"
"TGO","Togo",35.5367930048613,"estimated",1,FALSE,19215.9012241169,15091.6280606683,4124.27316344859,0.214628141316236,2690.54017770444,1175.18705137574,4739.43297625378,"matched",1.53287923281168,1433.73298574415,2015,"Under 5","Both"
"TZA","Tanzania",10.3871042581125,"estimated",0.982661834291151,FALSE,105515.469734238,96772.6393781771,8742.83035606052,0.0828582801941851,9239.79602778234,3637.27752212231,18210.0883341915,"matched",0.946214649086675,-496.96567172182,2015,"Under 5","Both"
"UGA","Uganda",22.5283221289013,"estimated",0.972005626882908,FALSE,102980.329081346,85082.5683497904,17897.7607315551,0.173797859175779,20152.3749939553,9695.12107402856,33235.4405285191,"matched",0.888121659949435,-2254.61426240024,2015,"Under 5","Both"
"ZMB","Zambia",18.7741653137543,"estimated",0.999994981989078,FALSE,40792.1955819214,33951.510067339,6840.68551458244,0.167695938328314,3116.41915303928,1049.53185977705,6458.30759926339,"matched",2.19504667974816,3724.26636154316,2015,"Under 5","Both"
"ZWE","Zimbabwe",6.83446267073993,"estimated",0.993374399109765,FALSE,28833.3741163461,26989.203396506,1844.17071984008,0.0639595876777596,786.280022691115,234.036224993607,1642.51699181157,"matched",2.34543758790696,1057.89069714897,2015,"Under 5","Both"
