"svkey","regkey","iso3","survey_year","region","lat","lon","mean_pfpr_pct","person_months_w","deaths_w"
"SN8SFL","ziguinchor","SEN",2023,"Ziguinchor",12.7839123487987,-16.3673088044368,3.26494378757326,7012.447805,3.479496
"TD41FL","zone1","TCD",2004,"Zone 1",11.78065099423,15.2349306517981,26.6059554782496,9424.191108,50.117254
"TD41FL","zone2","TCD",2004,"Zone 2",18.063643145425,18.5957489584172,18.2946128180397,16127.770954,61.947399
"TD41FL","zone3","TCD",2004,"Zone 3",12.2996468684777,19.3086338664097,21.3011726703464,15619.609165,80.024706
"TD41FL","zone4","TCD",2004,"Zone 4",13.7951789934427,21.3985203209758,16.2001476304648,10353.705657,32.292893
"TD41FL","zone5","TCD",2004,"Zone 5",11.7625980806134,16.3360647986085,21.3315885155844,16287.524529,117.891075
"TD71FL","barhelgazal","TCD",2014,"Barh El Gazal",14.4196003770166,16.8828746431655,4.89981129467154,5563.305739,10.90467
"TD71FL","batha","TCD",2014,"Batha",13.9797794242721,18.7928922178878,4.267374824742,16914.592168,59.842833
"TD71FL","borkoutibesti","TCD",2014,"Borkou/Tibesti",19.2803670282342,17.8237400240146,5.13156512793635,1492.841909,3.724948
"TD71FL","charibaguirmi","TCD",2014,"Chari Baguirmi",11.1877166194315,16.3759910602504,15.4030832235239,15372.499649,60.628065
"TD71FL","ennediestennediouest","TCD",2014,"Ennedi Est/Ennedi Ouest",18.1704713898396,21.9397157028427,3.97918574348215,,
"TD71FL","guera","TCD",2014,"Guéra",11.4882164204326,18.6309800067057,13.996671373196,26117.905422,99.181629
"TD71FL","hadjerlamis","TCD",2014,"Hadjer-Lamis",12.5173937455792,16.2562608042669,7.25011867986454,28955.281814,99.660359
"TD71FL","kanem","TCD",2014,"Kanem",15.155606289377,15.3631736664481,3.32384967736381,16327.477913,32.442236
"TD71FL","lac","TCD",2014,"Lac",13.613105947552,14.4410730599967,3.97384428357023,19967.269433,47.822433
"TD71FL","ndjamena","TCD",2014,"N'Djaména",12.1306951526439,15.0559195617605,5.92127384948862,26226.690984,106.536223
"TD71FL","ouaddai","TCD",2014,"Ouaddaï",13.541366402951,21.1568630082221,5.54543574619034,23115.140543,68.903312
"TD71FL","sila","TCD",2014,"Sila",12.1421944388861,21.4425984646229,8.38800435958166,9275.86080299999,17.995186
"TD71FL","wadifira","TCD",2014,"Wadi Fira",14.9950522748726,21.4793451268203,3.62743067939167,10058.475499,16.413551
