"svkey","iso3","survey_year","band","month","age_months","person_months_w","person_months_n","deaths_w","deaths_n"
"BJ51FL","BEN",2006,"12-23 months",6,14,121.556343,112,0,0
"ML53FL","MLI",2006,"12-23 months",6,14,1150.504506,1096,8.443867,7
"NI51FL","NER",2006,"12-23 months",6,14,726.855082,658,0,0
"NG53FL","NGA",2008,"12-23 months",6,14,809.348411000006,726,0,0
"SN5AFL","SEN",2008,"12-23 months",6,14,883.87581,1014,0,0
"BF62FL","BFA",2010,"12-23 months",6,14,1189.717518,1076,5.083306,4
"NG61FL","NGA",2010,"12-23 months",6,14,116.022707,85,0.78531,1
"SN61FL","SEN",2010,"12-23 months",6,14,699.66002,782,0.697904,1
"CM61FL","CMR",2011,"12-23 months",6,14,166.408175,112,0,0
"BJ61FL","BEN",2012,"12-23 months",6,14,36.517884,44,0,0
"GN62FL","GIN",2012,"12-23 months",6,14,116.518417,144,0,0
"ML6AFL","MLI",2012,"12-23 months",6,14,902.567238,897,1.206605,1
"NI61FL","NER",2012,"12-23 months",6,14,1200.494871,1139,2.089133,1
"SN6DFL","SEN",2012,"12-23 months",6,14,391.406422,423,0.414821,1
"GM61FL","GMB",2013,"12-23 months",6,14,510.962545,523,0,0
"NG6AFL","NGA",2013,"12-23 months",6,14,1090.366854,918,0.894149,1
"SN71FL","SEN",2014,"12-23 months",6,14,392.974248,448,0,0
"TD71FL","TCD",2014,"12-23 months",6,14,584.139485,680,1.732594,2
"SN7AFL","SEN",2015,"12-23 months",6,14,401.460953,435,0,0
"SN7IFL","SEN",2016,"12-23 months",6,14,366.226724,432,0.566477,1
"BJ71FL","BEN",2017,"12-23 months",6,14,131.12811,119,0,0
"SN7ZFL","SEN",2017,"12-23 months",6,14,795.783545,885,0,0
"CM71FL","CMR",2018,"12-23 months",6,14,172.648772,118,3.440645,3
"GN71FL","GIN",2018,"12-23 months",6,14,245.069263,301,0,0
"ML7AFL","MLI",2018,"12-23 months",6,14,909.258748,860,0.43368,1
"NG7BFL","NGA",2018,"12-23 months",6,14,1002.831052,819,3.448901,3
"SN81FL","SEN",2018,"12-23 months",6,14,425.097692,483,0,0
"GM81FL","GMB",2019,"12-23 months",6,14,563.004549,575,0,0
"SN8BFL","SEN",2019,"12-23 months",6,14,390.525424,446,0,0
"MR71FL","MRT",2020,"12-23 months",6,14,754.445181,739,0,0
"BF81FL","BFA",2021,"12-23 months",6,14,1022.500407,931,0,0
"ML8AFL","MLI",2023,"12-23 months",6,14,1296.362341,1303,1.3794,2
"SN8SFL","SEN",2023,"12-23 months",6,14,687.939481,741,0,0
"NG8BFL","NGA",2024,"12-23 months",6,14,948.467334999999,717,0.536628,1
"ML41FL","MLI",2001,"12-23 months",7,14,843.609884,804,2.528543,2
"BF43FL","BFA",2003,"12-23 months",7,14,787.65681,699,4.675937,4
"NG4BFL","NGA",2003,"12-23 months",7,14,137.271615,114,0,0
"CM44FL","CMR",2004,"12-23 months",7,14,124.77042,77,0,0
"TD41FL","TCD",2004,"12-23 months",7,14,241.57878,262,0,0
"GN52FL","GIN",2005,"12-23 months",7,14,49.715585,52,0,0
"SN4AFL","SEN",2005,"12-23 months",7,14,609.464955,648,2.420892,1
"BJ51FL","BEN",2006,"12-23 months",7,14,122.212068,111,0,0
"ML53FL","MLI",2006,"12-23 months",7,14,1269.960232,1265,4.34017,5
"NI51FL","NER",2006,"12-23 months",7,14,691.392298,649,0.471837,1
"NG53FL","NGA",2008,"12-23 months",7,14,780.663361000006,737,0.952833,1
"SN5AFL","SEN",2008,"12-23 months",7,14,783.400416,903,0.308581,1
"BF62FL","BFA",2010,"12-23 months",7,14,1178.289569,1088,2.493625,3
"NG61FL","NGA",2010,"12-23 months",7,14,70.604666,59,0.625018,1
"SN61FL","SEN",2010,"12-23 months",7,14,670.899604,762,0,0
"CM61FL","CMR",2011,"12-23 months",7,14,141.474973,97,0,0
"BJ61FL","BEN",2012,"12-23 months",7,14,27.646944,36,0,0
"GN62FL","GIN",2012,"12-23 months",7,14,111.214361,122,0,0
"ML6AFL","MLI",2012,"12-23 months",7,14,895.29703,877,3.69615,5
"NI61FL","NER",2012,"12-23 months",7,14,1023.767641,999,0,0
"SN6DFL","SEN",2012,"12-23 months",7,14,346.510965,407,0,0
"GM61FL","GMB",2013,"12-23 months",7,14,483.512452,514,0,0
"NG6AFL","NGA",2013,"12-23 months",7,14,708.302336,610,0.757214,1
"SN71FL","SEN",2014,"12-23 months",7,14,397.39154,438,0,0
"TD71FL","TCD",2014,"12-23 months",7,14,706.93284,835,0.133026,1
"SN7AFL","SEN",2015,"12-23 months",7,14,409.338942,494,0,0
"SN7IFL","SEN",2016,"12-23 months",7,14,380.132088,439,0.408408,2
"BJ71FL","BEN",2017,"12-23 months",7,14,133.364921,121,0,0
"SN7ZFL","SEN",2017,"12-23 months",7,14,757.588891,887,1.553666,1
"CM71FL","CMR",2018,"12-23 months",7,14,212.963689,142,0,0
"GN71FL","GIN",2018,"12-23 months",7,14,172.49521,206,2.211201,1
"ML7AFL","MLI",2018,"12-23 months",7,14,910.099269,836,2.650318,2
"NG7BFL","NGA",2018,"12-23 months",7,14,1090.085884,891,6.856166,4
"SN81FL","SEN",2018,"12-23 months",7,14,406.946456,436,0,0
"GM81FL","GMB",2019,"12-23 months",7,14,522.758789,577,0.584328,2
"SN8BFL","SEN",2019,"12-23 months",7,14,390.516685,450,0,0
"MR71FL","MRT",2020,"12-23 months",7,14,937.277296,888,0,0
"BF81FL","BFA",2021,"12-23 months",7,14,1064.181598,992,1.526007,1
"ML8AFL","MLI",2023,"12-23 months",7,14,1247.974433,1209,0,0
"SN8SFL","SEN",2023,"12-23 months",7,14,731.621743,820,0,0
"NG8BFL","NGA",2024,"12-23 months",7,14,911.689559999998,729,2.091735,1
"ML41FL","MLI",2001,"12-23 months",8,14,938.850016,931,8.636647,5
"BF43FL","BFA",2003,"12-23 months",8,14,776.046909,690,2.756444,2
"NG4BFL","NGA",2003,"12-23 months",8,14,130.202316,113,0,0
"CM44FL","CMR",2004,"12-23 months",8,14,109.31934,67,0,0
"TD41FL","TCD",2004,"12-23 months",8,14,261.717488,300,3.894509,2
"GN52FL","GIN",2005,"12-23 months",8,14,222.124818,240,0,0
"SN4AFL","SEN",2005,"12-23 months",8,14,561.605929,601,0,0
"BJ51FL","BEN",2006,"12-23 months",8,14,117.355023,108,0,0
"ML53FL","MLI",2006,"12-23 months",8,14,1267.444487,1244,1.058705,1
"NI51FL","NER",2006,"12-23 months",8,14,619.084459,578,4.397874,3
"NG53FL","NGA",2008,"12-23 months",8,14,985.930284000012,905,0.952833,1
"SN5AFL","SEN",2008,"12-23 months",8,14,749.028385,852,0,0
"BF62FL","BFA",2010,"12-23 months",8,14,1042.952887,946,3.822162,3
"NG61FL","NGA",2010,"12-23 months",8,14,137.905007,108,0,0
"SN61FL","SEN",2010,"12-23 months",8,14,551.572684,639,0,0
"CM61FL","CMR",2011,"12-23 months",8,14,149.089478,101,2.178166,2
"BJ61FL","BEN",2012,"12-23 months",8,14,41.107907,42,0,0
"GN62FL","GIN",2012,"12-23 months",8,14,132.563354,151,0,0
"ML6AFL","MLI",2012,"12-23 months",8,14,996.651456,983,0,0
"NI61FL","NER",2012,"12-23 months",8,14,910.98995,820,0.801576,1
"SN6DFL","SEN",2012,"12-23 months",8,14,351.072052,429,0,0
"GM61FL","GMB",2013,"12-23 months",8,14,551.036494,550,1.170007,1
"NG6AFL","NGA",2013,"12-23 months",8,14,676.3129,555,0,0
"SN71FL","SEN",2014,"12-23 months",8,14,342.17595,416,0.559954,1
"TD71FL","TCD",2014,"12-23 months",8,14,710.69697,843,0,0
"SN7AFL","SEN",2015,"12-23 months",8,14,390.267914,445,0.602089,1
"SN7IFL","SEN",2016,"12-23 months",8,14,308.444237,415,0,0
"BJ71FL","BEN",2017,"12-23 months",8,14,136.857666,120,0,0
"SN7ZFL","SEN",2017,"12-23 months",8,14,674.473574,789,2.085579,2
"CM71FL","CMR",2018,"12-23 months",8,14,168.299198,118,0,0
"GN71FL","GIN",2018,"12-23 months",8,14,75.965786,91,0,0
"ML7AFL","MLI",2018,"12-23 months",8,14,870.174023,843,0,0
"NG7BFL","NGA",2018,"12-23 months",8,14,1243.403598,1008,3.57941,3
"SN81FL","SEN",2018,"12-23 months",8,14,362.515115,467,1.48567,2
"GM81FL","GMB",2019,"12-23 months",8,14,516.65556,565,0,0
"SN8BFL","SEN",2019,"12-23 months",8,14,350.999341,435,0.771434,1
"MR71FL","MRT",2020,"12-23 months",8,14,879.221434,878,0,0
"BF81FL","BFA",2021,"12-23 months",8,14,861.706616,814,0,0
"ML8AFL","MLI",2023,"12-23 months",8,14,1176.200046,1184,0.025495,1
"SN8SFL","SEN",2023,"12-23 months",8,14,697.844848,847,0,0
"NG8BFL","NGA",2024,"12-23 months",8,14,952.378561999997,758,0,0
"ML41FL","MLI",2001,"12-23 months",9,14,788.634831,739,0.546424,1
"BF43FL","BFA",2003,"12-23 months",9,14,771.924445,660,3.223999,3
"NG4BFL","NGA",2003,"12-23 months",9,14,90.316383,73,0,0
"CM44FL","CMR",2004,"12-23 months",9,14,98.60184,60,0,0
"TD41FL","TCD",2004,"12-23 months",9,14,287.138239,307,0.488319,1
"GN52FL","GIN",2005,"12-23 months",9,14,91.4462149999999,102,0,0
"SN4AFL","SEN",2005,"12-23 months",9,14,538.93286,556,0,0
"BJ51FL","BEN",2006,"12-23 months",9,14,149.127311,133,0,0
"ML53FL","MLI",2006,"12-23 months",9,14,993.879769,964,5.615674,5
"NI51FL","NER",2006,"12-23 months",9,14,662.779235,611,1.187248,2
"NG53FL","NGA",2008,"12-23 months",9,14,711.940331000004,665,2.538774,3
"SN5AFL","SEN",2008,"12-23 months",9,14,845.023798,900,0.445503,1
"BF62FL","BFA",2010,"12-23 months",9,14,964.961627,872,1.16997,1
"NG61FL","NGA",2010,"12-23 months",9,14,134.330989,101,0,0
"SN61FL","SEN",2010,"12-23 months",9,14,562.358842,646,0,0
"CM61FL","CMR",2011,"12-23 months",9,14,173.395324,109,1.496118,1
"BJ61FL","BEN",2012,"12-23 months",9,14,49.01442,55,0,0
"GN62FL","GIN",2012,"12-23 months",9,14,109.016258,130,0,0
"ML6AFL","MLI",2012,"12-23 months",9,14,829.118766,830,0,0
"NI61FL","NER",2012,"12-23 months",9,14,821.254248,775,3.259771,2
"SN6DFL","SEN",2012,"12-23 months",9,14,401.84355,451,0.66542,1
"GM61FL","GMB",2013,"12-23 months",9,14,420.842525,428,1.614089,1
"NG6AFL","NGA",2013,"12-23 months",9,14,791.100518,670,4.243597,4
"SN71FL","SEN",2014,"12-23 months",9,14,368.023685,417,3.432563,2
"TD71FL","TCD",2014,"12-23 months",9,14,805.007834,929,3.299387,2
"SN7AFL","SEN",2015,"12-23 months",9,14,378.576255,432,0,0
"SN7IFL","SEN",2016,"12-23 months",9,14,379.091878,419,0,0
"BJ71FL","BEN",2017,"12-23 months",9,14,120.1938,106,0,0
"SN7ZFL","SEN",2017,"12-23 months",9,14,793.224663,857,0.728881,1
"CM71FL","CMR",2018,"12-23 months",9,14,131.135922,91,0,0
"GN71FL","GIN",2018,"12-23 months",9,14,67.513197,82,0,0
"ML7AFL","MLI",2018,"12-23 months",9,14,851.455401,779,3.29626,2
"NG7BFL","NGA",2018,"12-23 months",9,14,1137.725285,939,3.942214,4
"SN81FL","SEN",2018,"12-23 months",9,14,387.748978,439,0,0
"GM81FL","GMB",2019,"12-23 months",9,14,406.304671,454,0,0
"SN8BFL","SEN",2019,"12-23 months",9,14,361.168387,392,0,0
"MR71FL","MRT",2020,"12-23 months",9,14,816.424287,778,2.61092,1
"BF81FL","BFA",2021,"12-23 months",9,14,789.23934,739,0,0
"ML8AFL","MLI",2023,"12-23 months",9,14,1072.817707,1122,1.462831,1
"SN8SFL","SEN",2023,"12-23 months",9,14,640.627703,683,0,0
"NG8BFL","NGA",2024,"12-23 months",9,14,915.639621999999,718,0,0
"ML41FL","MLI",2001,"12-23 months",10,14,838.428339,819,0.977789,2
"BF43FL","BFA",2003,"12-23 months",10,14,789.605106,713,4.722257,4
"NG4BFL","NGA",2003,"12-23 months",10,14,108.981725,99,0.624787,1
"CM44FL","CMR",2004,"12-23 months",10,14,73.02856,44,0,0
"TD41FL","TCD",2004,"12-23 months",10,14,336.684401,373,2.698421,2
"GN52FL","GIN",2005,"12-23 months",10,14,60.073728,63,0,0
"SN4AFL","SEN",2005,"12-23 months",10,14,782.316354,816,0,0
"BJ51FL","BEN",2006,"12-23 months",10,14,139.189833,128,1.315659,1
"ML53FL","MLI",2006,"12-23 months",10,14,953.225376,951,4.571451,5
"NI51FL","NER",2006,"12-23 months",10,14,949.032425,860,0,0
"NG53FL","NGA",2008,"12-23 months",10,14,615.231581000002,556,0.969066,1
"SN5AFL","SEN",2008,"12-23 months",10,14,935.325171,1063,0.402804,1
"BF62FL","BFA",2010,"12-23 months",10,14,1237.082598,1167,3.949267,4
"NG61FL","NGA",2010,"12-23 months",10,14,170.776236,128,0,0
"SN61FL","SEN",2010,"12-23 months",10,14,824.5075,953,0.3931,1
"CM61FL","CMR",2011,"12-23 months",10,14,217.65276,142,2.972886,2
"BJ61FL","BEN",2012,"12-23 months",10,14,33.628868,40,0,0
"GN62FL","GIN",2012,"12-23 months",10,14,109.20247,128,0,0
"ML6AFL","MLI",2012,"12-23 months",10,14,836.95466,833,2.232634,4
"NI61FL","NER",2012,"12-23 months",10,14,915.050582,869,0.461869,1
"SN6DFL","SEN",2012,"12-23 months",10,14,586.983038,631,0.723408,1
"GM61FL","GMB",2013,"12-23 months",10,14,572.476895,646,0,0
"NG6AFL","NGA",2013,"12-23 months",10,14,764.649397,645,0.727581,1
"SN71FL","SEN",2014,"12-23 months",10,14,575.906929,604,0.836511,1
"TD71FL","TCD",2014,"12-23 months",10,14,885.792748,981,0,0
"SN7AFL","SEN",2015,"12-23 months",10,14,564.040539,650,0,0
"SN7IFL","SEN",2016,"12-23 months",10,14,545.611163,583,0,0
"BJ71FL","BEN",2017,"12-23 months",10,14,147.593598,123,0,0
"SN7ZFL","SEN",2017,"12-23 months",10,14,889.312865,930,1.775672,1
"CM71FL","CMR",2018,"12-23 months",10,14,198.468558,138,0,0
"GN71FL","GIN",2018,"12-23 months",10,14,69.353712,83,0.46347,1
"ML7AFL","MLI",2018,"12-23 months",10,14,909.466548,861,0,0
"NG7BFL","NGA",2018,"12-23 months",10,14,1099.851985,953,2.270606,2
"SN81FL","SEN",2018,"12-23 months",10,14,488.012782,541,0,0
"GM81FL","GMB",2019,"12-23 months",10,14,490.608046,579,0,0
"SN8BFL","SEN",2019,"12-23 months",10,14,438.120402,467,0,0
"MR71FL","MRT",2020,"12-23 months",10,14,1020.915173,996,0,0
"BF81FL","BFA",2021,"12-23 months",10,14,951.737565,884,0,0
"ML8AFL","MLI",2023,"12-23 months",10,14,1225.480407,1246,1.080666,2
"SN8SFL","SEN",2023,"12-23 months",10,14,741.945063,756,0,0
"NG8BFL","NGA",2024,"12-23 months",10,14,892.758509999998,696,1.645281,2
"ML41FL","MLI",2001,"12-23 months",11,14,873.476652,828,1.209502,2
"BF43FL","BFA",2003,"12-23 months",11,14,716.566338,688,8.111999,5
"NG4BFL","NGA",2003,"12-23 months",11,14,142.347526,113,0,0
"CM44FL","CMR",2004,"12-23 months",11,14,96.10116,58,0,0
"TD41FL","TCD",2004,"12-23 months",11,14,364.325389,358,0.210198,1
"GN52FL","GIN",2005,"12-23 months",11,14,50.548959,52,0,0
"SN4AFL","SEN",2005,"12-23 months",11,14,806.304934,820,1.249233,2
"BJ51FL","BEN",2006,"12-23 months",11,14,100.331011,89,0,0
"ML53FL","MLI",2006,"12-23 months",11,14,981.048868,976,4.372566,3
"NI51FL","NER",2006,"12-23 months",11,14,746.525992,739,0,0
"NG53FL","NGA",2008,"12-23 months",11,14,466.218064,414,0,0
"SN5AFL","SEN",2008,"12-23 months",11,14,1171.330249,1224,1.66926,2
"BF62FL","BFA",2010,"12-23 months",11,14,1112.975848,1079,1.924405,2
"NG61FL","NGA",2010,"12-23 months",11,14,212.905717,160,0,0
"SN61FL","SEN",2010,"12-23 months",11,14,1043.841725,1079,0,0
"CM61FL","CMR",2011,"12-23 months",11,14,165.189775,105,0,0
"BJ61FL","BEN",2012,"12-23 months",11,14,67.050696,67,0,0
"GN62FL","GIN",2012,"12-23 months",11,14,82.384144,94,0,0
"ML6AFL","MLI",2012,"12-23 months",11,14,860.067357000001,834,0,0
"NI61FL","NER",2012,"12-23 months",11,14,940.825831,886,2.286299,2
"SN6DFL","SEN",2012,"12-23 months",11,14,648.41581,677,0,0
"GM61FL","GMB",2013,"12-23 months",11,14,686.211808,737,0.425037,1
"NG6AFL","NGA",2013,"12-23 months",11,14,764.703687,636,2.404421,2
"SN71FL","SEN",2014,"12-23 months",11,14,557.983492,639,1.269876,2
"TD71FL","TCD",2014,"12-23 months",11,14,804.109973,932,0,0
"SN7AFL","SEN",2015,"12-23 months",11,14,623.183357,664,0,0
"SN7IFL","SEN",2016,"12-23 months",11,14,579.192856,609,0,0
"BJ71FL","BEN",2017,"12-23 months",11,14,115.085833,106,0,0
"SN7ZFL","SEN",2017,"12-23 months",11,14,1037.7511,1091,0,0
"CM71FL","CMR",2018,"12-23 months",11,14,169.404906,102,0,0
"GN71FL","GIN",2018,"12-23 months",11,14,79.681901,100,0,0
"ML7AFL","MLI",2018,"12-23 months",11,14,795.107579,767,3.370249,2
"NG7BFL","NGA",2018,"12-23 months",11,14,995.578104999999,828,3.809555,3
"SN81FL","SEN",2018,"12-23 months",11,14,591.654522,644,0,0
"GM81FL","GMB",2019,"12-23 months",11,14,665.64737,744,0,0
"SN8BFL","SEN",2019,"12-23 months",11,14,538.302477,579,0,0
"MR71FL","MRT",2020,"12-23 months",11,14,886.465375,863,0,0
"BF81FL","BFA",2021,"12-23 months",11,14,946.674002,879,0,0
"ML8AFL","MLI",2023,"12-23 months",11,14,1374.965143,1377,0,0
"SN8SFL","SEN",2023,"12-23 months",11,14,891.382292,928,0,0
"NG8BFL","NGA",2024,"12-23 months",11,14,834.697540999997,658,3.250979,3
"ML41FL","MLI",2001,"12-23 months",12,14,941.065031,833,4.015641,3
"BF43FL","BFA",2003,"12-23 months",12,14,705.232165,630,7.256066,5
"NG4BFL","NGA",2003,"12-23 months",12,14,76.251079,66,0,0
"CM44FL","CMR",2004,"12-23 months",12,14,114.7677,69,0,0
"TD41FL","TCD",2004,"12-23 months",12,14,234.194852,264,0,0
"GN52FL","GIN",2005,"12-23 months",12,14,47.245743,50,0,0
"SN4AFL","SEN",2005,"12-23 months",12,14,823.159523,831,0,0
"BJ51FL","BEN",2006,"12-23 months",12,14,95.823591,82,0,0
"ML53FL","MLI",2006,"12-23 months",12,14,856.211848,855,2.814909,2
"NI51FL","NER",2006,"12-23 months",12,14,799.654871,759,0.90474,1
"NG53FL","NGA",2008,"12-23 months",12,14,368.87601,315,0,0
"SN5AFL","SEN",2008,"12-23 months",12,14,1272.495426,1318,0,0
"BF62FL","BFA",2010,"12-23 months",12,14,1127.806305,1060,0,0
"NG61FL","NGA",2010,"12-23 months",12,14,218.995829,174,0.78531,1
"SN61FL","SEN",2010,"12-23 months",12,14,928.48652,975,0,0
"CM61FL","CMR",2011,"12-23 months",12,14,185.3961,121,0,0
"BJ61FL","BEN",2012,"12-23 months",12,14,31.32491,34,0,0
"GN62FL","GIN",2012,"12-23 months",12,14,54.357396,68,0,0
"ML6AFL","MLI",2012,"12-23 months",12,14,803.686756,791,1.589414,1
"NI61FL","NER",2012,"12-23 months",12,14,730.088004,696,0,0
"SN6DFL","SEN",2012,"12-23 months",12,14,663.481294,676,0,0
"GM61FL","GMB",2013,"12-23 months",12,14,693.646399,698,0,0
"NG6AFL","NGA",2013,"12-23 months",12,14,748.975512000001,603,2.139047,2
"SN71FL","SEN",2014,"12-23 months",12,14,626.472707,688,0.783375,1
"TD71FL","TCD",2014,"12-23 months",12,14,713.671322,822,1.911094,1
"SN7AFL","SEN",2015,"12-23 months",12,14,648.599787,670,0,0
"SN7IFL","SEN",2016,"12-23 months",12,14,670.864369,704,0.704135,1
"BJ71FL","BEN",2017,"12-23 months",12,14,129.389243,119,1.626286,1
"SN7ZFL","SEN",2017,"12-23 months",12,14,1083.397647,1146,0,0
"CM71FL","CMR",2018,"12-23 months",12,14,121.198343,86,0,0
"GN71FL","GIN",2018,"12-23 months",12,14,71.504846,87,0,0
"ML7AFL","MLI",2018,"12-23 months",12,14,608.523677,558,2.633068,2
"NG7BFL","NGA",2018,"12-23 months",12,14,724.310034,583,1.038816,1
"SN81FL","SEN",2018,"12-23 months",12,14,595.872036,624,0,0
"GM81FL","GMB",2019,"12-23 months",12,14,787.448587,835,0,0
"SN8BFL","SEN",2019,"12-23 months",12,14,537.40403,580,0,0
"MR71FL","MRT",2020,"12-23 months",12,14,928.284683,905,0,0
"BF81FL","BFA",2021,"12-23 months",12,14,927.126714,846,0.8158,1
"ML8AFL","MLI",2023,"12-23 months",12,14,1184.932392,1167,3.175131,3
"SN8SFL","SEN",2023,"12-23 months",12,14,917.606596,938,0,0
"NG8BFL","NGA",2024,"12-23 months",12,14,830.992116999999,629,2.242286,2
"ML41FL","MLI",2001,"12-23 months",1,15,919.194678,814,5.736865,3
"BF43FL","BFA",2003,"12-23 months",1,15,697.976099,625,1.266709,1
"NG4BFL","NGA",2003,"12-23 months",1,15,76.251079,66,0,0
"CM44FL","CMR",2004,"12-23 months",1,15,114.7677,69,1.57786,1
"TD41FL","TCD",2004,"12-23 months",1,15,234.194852,264,1.881681,1
"GN52FL","GIN",2005,"12-23 months",1,15,47.245743,50,0,0
"SN4AFL","SEN",2005,"12-23 months",1,15,823.159523,831,0.682303,1
"BJ51FL","BEN",2006,"12-23 months",1,15,95.823591,82,0,0
"ML53FL","MLI",2006,"12-23 months",1,15,853.396939,853,2.270933,2
"NI51FL","NER",2006,"12-23 months",1,15,788.543852,742,0,0
"NG53FL","NGA",2008,"12-23 months",1,15,368.87601,315,2.552732,2
"SN5AFL","SEN",2008,"12-23 months",1,15,1250.446702,1297,0.824951,1
"BF62FL","BFA",2010,"12-23 months",1,15,1127.806305,1060,1.765381,2
"NG61FL","NGA",2010,"12-23 months",1,15,218.210519,173,0,0
"SN61FL","SEN",2010,"12-23 months",1,15,915.631933,965,1.58463,1
"CM61FL","CMR",2011,"12-23 months",1,15,185.3961,121,0,0
"BJ61FL","BEN",2012,"12-23 months",1,15,25.625767,29,0,0
"GN62FL","GIN",2012,"12-23 months",1,15,54.357396,68,0,0
"ML6AFL","MLI",2012,"12-23 months",1,15,808.908717,794,0,0
"NI61FL","NER",2012,"12-23 months",1,15,730.088004,696,0.829704,1
"SN6DFL","SEN",2012,"12-23 months",1,15,682.99132,689,0,0
"GM61FL","GMB",2013,"12-23 months",1,15,693.646399,698,0,0
"NG6AFL","NGA",2013,"12-23 months",1,15,746.836465000001,601,1.516096,2
"SN71FL","SEN",2014,"12-23 months",1,15,622.603143,686,0,0
"TD71FL","TCD",2014,"12-23 months",1,15,726.947599,844,1.368122,1
"SN7AFL","SEN",2015,"12-23 months",1,15,648.599787,670,2.588128,2
"SN7IFL","SEN",2016,"12-23 months",1,15,670.160234,703,0,0
"BJ71FL","BEN",2017,"12-23 months",1,15,133.164109,121,0,0
"SN7ZFL","SEN",2017,"12-23 months",1,15,1083.397647,1146,0,0
"CM71FL","CMR",2018,"12-23 months",1,15,121.198343,86,1.672018,1
"GN71FL","GIN",2018,"12-23 months",1,15,71.504846,87,0,0
"ML7AFL","MLI",2018,"12-23 months",1,15,605.890609,556,1.315703,1
"NG7BFL","NGA",2018,"12-23 months",1,15,723.271218,582,5.409844,4
"SN81FL","SEN",2018,"12-23 months",1,15,595.872036,624,0.246433,1
"GM81FL","GMB",2019,"12-23 months",1,15,792.196437,841,0,0
"SN8BFL","SEN",2019,"12-23 months",1,15,537.40403,580,0,0
"MR71FL","MRT",2020,"12-23 months",1,15,942.942379,920,0,0
"BF81FL","BFA",2021,"12-23 months",1,15,926.310914,845,0,0
"ML8AFL","MLI",2023,"12-23 months",1,15,1157.888953,1141,3.550874,3
"SN8SFL","SEN",2023,"12-23 months",1,15,917.606596,938,0,0
"NG8BFL","NGA",2024,"12-23 months",1,15,810.999014999999,619,0,0
"ML41FL","MLI",2001,"12-23 months",2,15,712.716724,731,1.627089,2
"BF43FL","BFA",2003,"12-23 months",2,15,528.610236,477,3.975851,3
"NG4BFL","NGA",2003,"12-23 months",2,15,96.557587,85,0,0
"CM44FL","CMR",2004,"12-23 months",2,15,106.61062,63,0,0
"TD41FL","TCD",2004,"12-23 months",2,15,185.197848,219,0.800335,1
"GN52FL","GIN",2005,"12-23 months",2,15,49.462008,51,0,0
"SN4AFL","SEN",2005,"12-23 months",2,15,822.760171,871,0,0
"BJ51FL","BEN",2006,"12-23 months",2,15,72.062193,64,0.462219,1
"ML53FL","MLI",2006,"12-23 months",2,15,688.660445,667,0.911165,1
"NI51FL","NER",2006,"12-23 months",2,15,456.745923,472,1.914977,3
"NG53FL","NGA",2008,"12-23 months",2,15,268.436432,240,0,0
"SN5AFL","SEN",2008,"12-23 months",2,15,1079.938959,1186,0.265346,1
"BF62FL","BFA",2010,"12-23 months",2,15,990.2259,917,2.535236,3
"NG61FL","NGA",2010,"12-23 months",2,15,117.477633,92,0,0
"SN61FL","SEN",2010,"12-23 months",2,15,827.052988,888,0,0
"CM61FL","CMR",2011,"12-23 months",2,15,161.344704,107,0,0
"BJ61FL","BEN",2012,"12-23 months",2,15,15.526651,16,0,0
"GN62FL","GIN",2012,"12-23 months",2,15,39.00065,46,0,0
"ML6AFL","MLI",2012,"12-23 months",2,15,656.889354,646,2.006616,2
"NI61FL","NER",2012,"12-23 months",2,15,638.71349,607,0.920846,1
"SN6DFL","SEN",2012,"12-23 months",2,15,548.581067,570,0,0
"GM61FL","GMB",2013,"12-23 months",2,15,649.367952,663,0,0
"NG6AFL","NGA",2013,"12-23 months",2,15,472.937506999999,380,4.485239,3
"SN71FL","SEN",2014,"12-23 months",2,15,526.53677,588,0,0
"TD71FL","TCD",2014,"12-23 months",2,15,609.035028,716,0,0
"SN7AFL","SEN",2015,"12-23 months",2,15,503.021732,553,0,0
"SN7IFL","SEN",2016,"12-23 months",2,15,543.792301,565,0.705797,1
"BJ71FL","BEN",2017,"12-23 months",2,15,108.32858,97,0,0
"SN7ZFL","SEN",2017,"12-23 months",2,15,981.054462,1080,0,0
"CM71FL","CMR",2018,"12-23 months",2,15,89.686692,62,0,0
"GN71FL","GIN",2018,"12-23 months",2,15,71.499324,86,0,0
"ML7AFL","MLI",2018,"12-23 months",2,15,558.727025,508,0.295533,1
"NG7BFL","NGA",2018,"12-23 months",2,15,627.396277000001,525,0,0
"SN81FL","SEN",2018,"12-23 months",2,15,553.723179,601,0,0
"GM81FL","GMB",2019,"12-23 months",2,15,697.818188,755,0,0
"SN8BFL","SEN",2019,"12-23 months",2,15,430.187774,455,0,0
"MR71FL","MRT",2020,"12-23 months",2,15,819.466491,807,0,0
"BF81FL","BFA",2021,"12-23 months",2,15,736.402903,696,2.364832,2
"ML8AFL","MLI",2023,"12-23 months",2,15,1132.12369,1149,0.829601,1
"SN8SFL","SEN",2023,"12-23 months",2,15,814.136316,823,0,0
"NG8BFL","NGA",2024,"12-23 months",2,15,899.998371999998,632,5.675501,3
"ML41FL","MLI",2001,"12-23 months",3,15,957.724324,967,1.851706,3
"BF43FL","BFA",2003,"12-23 months",3,15,573.698814,515,2.869379,3
"NG4BFL","NGA",2003,"12-23 months",3,15,86.012024,79,0,0
"CM44FL","CMR",2004,"12-23 months",3,15,121.07914,73,0,0
