"svkey","iso3","survey_year","regkey","band","month","person_months_w","person_months_n","deaths_w","deaths_n"
"BF62FL","BFA",2010,"centresud","12-23 months",11,628.779377,892,0.976648,1
"BF81FL","BFA",2021,"centresud","12-23 months",11,504.152856,740,0,0
"TD71FL","TCD",2014,"charibaguirmi","12-23 months",11,636.03622,704,1.167258,1
"SN4AFL","SEN",2005,"dakar","12-23 months",11,1732.553047,702,3.023596,1
"SN5AFL","SEN",2008,"dakar","12-23 months",11,2178.073065,734,0,0
"SN61FL","SEN",2010,"dakar","12-23 months",11,1900.733752,665,0,0
"SN7ZFL","SEN",2017,"dakar","12-23 months",11,1999.290724,699,0,0
"SN8SFL","SEN",2023,"dakar","12-23 months",11,1778.961737,600,0,0
"NI51FL","NER",2006,"diffa","12-23 months",11,212.473481,690,0,0
"NI61FL","NER",2012,"diffa","12-23 months",11,349.705387,1063,0,0
"SN4AFL","SEN",2005,"diourbel","12-23 months",11,1020.209001,949,3.439203,4
"SN5AFL","SEN",2008,"diourbel","12-23 months",11,1333.238193,954,2.052908,2
"SN61FL","SEN",2010,"diourbel","12-23 months",11,1092.472699,846,0,0
"SN7ZFL","SEN",2017,"diourbel","12-23 months",11,1380.867463,955,0,0
"SN8SFL","SEN",2023,"diourbel","12-23 months",11,1049.263297,745,0,0
"NI51FL","NER",2006,"dosso","12-23 months",11,1138.061591,1219,2.852842,3
"NI61FL","NER",2012,"dosso","12-23 months",11,1428.081459,1538,4.14222,4
"MR71FL","MRT",2020,"easternbasinregion","12-23 months",11,1717.11313,1078,0,0
"BF43FL","BFA",2003,"est","12-23 months",11,790.056823,663,0,0
"BF62FL","BFA",2010,"est","12-23 months",11,1554.670265,1376,3.579315,3
"BF81FL","BFA",2021,"est","12-23 months",11,899.495321,715,0,0
"CM44FL","CMR",2004,"farnorth","12-23 months",11,1582.86976,960,3.15572,2
"CM61FL","CMR",2011,"farnorth","12-23 months",11,2106.6205,1392,2.02115,2
"CM71FL","CMR",2018,"farnorth","12-23 months",11,1858.124766,1249,4.312279,3
"SN4AFL","SEN",2005,"fatick","12-23 months",11,514.505536,776,0,0
"SN5AFL","SEN",2008,"fatick","12-23 months",11,747.234529,914,1.208698,2
"SN61FL","SEN",2010,"fatick","12-23 months",11,534.37898,736,1.034016,1
"SN7ZFL","SEN",2017,"fatick","12-23 months",11,551.985702,850,1.18642,2
"SN8SFL","SEN",2023,"fatick","12-23 months",11,606.449964,809,0.79635,1
"ML53FL","MLI",2006,"gao","12-23 months",11,547.806624,882,0.171144,1
"ML7AFL","MLI",2018,"gao","12-23 months",11,193.852292,457,0,0
"ML8AFL","MLI",2023,"gao","12-23 months",11,365.142766,885,0,0
"MR71FL","MRT",2020,"gorgol","12-23 months",11,1076.964022,1127,0,0
"TD71FL","TCD",2014,"guera","12-23 months",11,1042.573341,889,2.854786,3
"MR71FL","MRT",2020,"guidimagha","12-23 months",11,1030.665718,1451,0,0
"TD71FL","TCD",2014,"hadjerlamis","12-23 months",11,1149.482229,868,2.361636,2
"BF43FL","BFA",2003,"hautsbassins","12-23 months",11,1227.691643,754,7.422664,3
"BF62FL","BFA",2010,"hautsbassins","12-23 months",11,1487.015824,1107,0,0
"BF81FL","BFA",2021,"hautsbassins","12-23 months",11,1063.146329,1113,0,0
"GM61FL","GMB",2013,"janjanbureh","12-23 months",11,589.302326,835,0,0
"GM81FL","GMB",2019,"janjanbureh","12-23 months",11,445.915097,934,0,0
"SN61FL","SEN",2010,"kaffrine","12-23 months",11,427.673322,765,0.352964,1
"SN7ZFL","SEN",2017,"kaffrine","12-23 months",11,607.235229,1075,0.998417,2
"SN8SFL","SEN",2023,"kaffrine","12-23 months",11,527.30602,1014,0,0
"TD71FL","TCD",2014,"kanem","12-23 months",11,656.444806,864,0.730097,1
"GM61FL","GMB",2013,"kanifing","12-23 months",11,1260.364581,788,0,0
"GM81FL","GMB",2019,"kanifing","12-23 months",11,1205.339585,733,1.249718,1
"SN4AFL","SEN",2005,"kaolack","12-23 months",11,1122.101478,1058,1.705892,2
"SN5AFL","SEN",2008,"kaolack","12-23 months",11,1270.171152,2814,1.842734,4
"SN61FL","SEN",2010,"kaolack","12-23 months",11,836.609319,990,0,0
"SN7ZFL","SEN",2017,"kaolack","12-23 months",11,732.518401,719,0,0
"SN8SFL","SEN",2023,"kaolack","12-23 months",11,806.505797,732,0.760178,1
"ML41FL","MLI",2001,"kayes","12-23 months",11,1546.9617,1706,1.092005,2
"ML53FL","MLI",2006,"kayes","12-23 months",11,1710.865051,1514,4.33633,4
"ML6AFL","MLI",2012,"kayes","12-23 months",11,1246.097512,1522,0,0
"ML7AFL","MLI",2018,"kayes","12-23 months",11,1433.445202,1179,3.270065,2
"ML8AFL","MLI",2023,"kayes","12-23 months",11,2186.833535,2230,5.256973,4
"SN61FL","SEN",2010,"kedougou","12-23 months",11,90.746063,365,0,0
"SN7ZFL","SEN",2017,"kedougou","12-23 months",11,122.462334,585,0,0
"SN8SFL","SEN",2023,"kedougou","12-23 months",11,113.727762,585,0,0
"GM61FL","GMB",2013,"kerewan","12-23 months",11,812.371178,1058,0,0
"GM81FL","GMB",2019,"kerewan","12-23 months",11,841.037506,1034,0.919656,1
"ML53FL","MLI",2006,"kidal","12-23 months",11,43.395638,264,0,0
"ML7AFL","MLI",2018,"kidal","12-23 months",11,4.40912,278,0,0
"ML8AFL","MLI",2023,"kidal","12-23 months",11,5.7088,195,0,0
"SN4AFL","SEN",2005,"kolda","12-23 months",11,792.968568,919,0.999281,1
"SN5AFL","SEN",2008,"kolda","12-23 months",11,1097.528849,2026,4.227113,8
"SN61FL","SEN",2010,"kolda","12-23 months",11,567.470834,908,0,0
"SN7ZFL","SEN",2017,"kolda","12-23 months",11,592.361865,859,0,0
"SN8SFL","SEN",2023,"kolda","12-23 months",11,430.703797,665,0,0
"ML41FL","MLI",2001,"koulikoro","12-23 months",11,1831.738548,1741,6.073139,5
"ML53FL","MLI",2006,"koulikoro","12-23 months",11,2175.292352,1629,19.213488,13
"ML6AFL","MLI",2012,"koulikoro","12-23 months",11,1988.253407,1656,1.348847,1
"ML7AFL","MLI",2018,"koulikoro","12-23 months",11,1743.027782,1229,3.323325,2
"ML8AFL","MLI",2023,"koulikoro","12-23 months",11,3346.25154,2270,2.940043,3
"GM61FL","GMB",2013,"kuntaur","12-23 months",11,480.142723,910,0,0
"GM81FL","GMB",2019,"kuntaur","12-23 months",11,428.549994,1076,0,0
"GN52FL","GIN",2005,"labe","12-23 months",11,414.484053,425,0,0
"GN62FL","GIN",2012,"labe","12-23 months",11,546.358728,717,0,0
"GN71FL","GIN",2018,"labe","12-23 months",11,795.803178,873,0,0
"TD71FL","TCD",2014,"lac","12-23 months",11,809.451398,799,0,0
"SN4AFL","SEN",2005,"louga","12-23 months",11,624.550805,878,0,0
"SN5AFL","SEN",2008,"louga","12-23 months",11,673.829256,859,0,0
"SN61FL","SEN",2010,"louga","12-23 months",11,564.062641,620,0,0
"SN7ZFL","SEN",2017,"louga","12-23 months",11,726.991607,829,0,0
"SN8SFL","SEN",2023,"louga","12-23 months",11,554.790382,701,0,0
"GM61FL","GMB",2013,"mansakonko","12-23 months",11,363.005881,761,0.425037,1
"GM81FL","GMB",2019,"mansakonko","12-23 months",11,303.535666,718,0,0
"NI51FL","NER",2006,"maradi","12-23 months",11,2028.322627,1340,4.692768,3
"NI61FL","NER",2012,"maradi","12-23 months",11,2795.697609,2402,5.68811,5
"SN4AFL","SEN",2005,"matam","12-23 months",11,363.138083,776,0,0
"SN5AFL","SEN",2008,"matam","12-23 months",11,555.419319,863,0,0
"SN61FL","SEN",2010,"matam","12-23 months",11,336.190279,570,0,0
"SN7ZFL","SEN",2017,"matam","12-23 months",11,455.166291,912,0,0
"SN8SFL","SEN",2023,"matam","12-23 months",11,453.745759,852,0,0
"ML41FL","MLI",2001,"mopti","12-23 months",11,1464.6672,1470,4.408039,6
"ML53FL","MLI",2006,"mopti","12-23 months",11,1509.537811,1826,3.250213,2
"ML6AFL","MLI",2012,"mopti","12-23 months",11,1209.678723,1421,1.693252,2
"ML7AFL","MLI",2018,"mopti","12-23 months",11,1021.265176,721,4.20857,3
"ML8AFL","MLI",2023,"mopti","12-23 months",11,1444.614594,1658,0,0
"TD71FL","TCD",2014,"ndjamena","12-23 months",11,1064.780204,1008,1.616485,2
"NI51FL","NER",2006,"niamey","12-23 months",11,521.871515,836,0.491951,1
"NI61FL","NER",2012,"niamey","12-23 months",11,649.243407,926,0,0
"BF43FL","BFA",2003,"nord","12-23 months",11,1024.981144,700,3.618726,2
"BF62FL","BFA",2010,"nord","12-23 months",11,1037.724639,1058,2.438937,2
"BF81FL","BFA",2021,"nord","12-23 months",11,770.970896,1024,0,0
"SN6DFL","SEN",2012,"north","12-23 months",11,1173.335558,1359,1.985833,2
"SN71FL","SEN",2014,"north","12-23 months",11,1214.177079,1435,3.413564,3
"SN7AFL","SEN",2015,"north","12-23 months",11,1019.967799,1206,0,0
"SN7IFL","SEN",2016,"north","12-23 months",11,1042.577292,1280,1.104693,1
"SN81FL","SEN",2018,"north","12-23 months",11,1010.524085,1297,0.895344,1
"SN8BFL","SEN",2019,"north","12-23 months",11,860.57256,1109,0,0
"MR71FL","MRT",2020,"northnouakchott","12-23 months",11,1144.904477,499,0,0
"NG4BFL","NGA",2003,"northwest","12-23 months",11,1572.94631,1311,1.628257,3
"NG53FL","NGA",2008,"northwest","12-23 months",11,7632.66371000005,6945,13.655092,12
"NG61FL","NGA",2010,"northwest","12-23 months",11,1698.162411,1285,11.072912,7
"NG6AFL","NGA",2013,"northwest","12-23 months",11,10438.36044,8709,34.556678,32
"NG7BFL","NGA",2018,"northwest","12-23 months",11,11406.941668,9444,33.345897,25
"NG8BFL","NGA",2024,"northwest","12-23 months",11,10074.994737,7666,27.097787,17
"TD71FL","TCD",2014,"ouaddai","12-23 months",11,925.336052,730,1.326713,1
"BF43FL","BFA",2003,"ouagadougou","12-23 months",11,582.001532,278,2.091931,1
"BF43FL","BFA",2003,"plateaucentral","12-23 months",11,533.897716,905,2.3658,3
"BF62FL","BFA",2010,"plateaucentral","12-23 months",11,647.868929,965,2.529265,3
"BF81FL","BFA",2021,"plateaucentral","12-23 months",11,713.709923,958,1.353536,2
"BF43FL","BFA",2003,"sahel","12-23 months",11,713.9475,622,5.292611,5
"BF62FL","BFA",2010,"sahel","12-23 months",11,1261.821873,1090,3.061055,3
"BF81FL","BFA",2021,"sahel","12-23 months",11,366.183391,471,0,0
"SN4AFL","SEN",2005,"saintlouis","12-23 months",11,581.737486,733,0,0
"SN5AFL","SEN",2008,"saintlouis","12-23 months",11,595.101766,1345,0,0
"SN61FL","SEN",2010,"saintlouis","12-23 months",11,561.262072,617,0,0
"SN7ZFL","SEN",2017,"saintlouis","12-23 months",11,696.576573,745,0,0
"SN8SFL","SEN",2023,"saintlouis","12-23 months",11,718.728333,637,0,0
"SN61FL","SEN",2010,"sedhiou","12-23 months",11,354.221471,807,0.504567,1
"SN7ZFL","SEN",2017,"sedhiou","12-23 months",11,364.803212,834,0,0
"SN8SFL","SEN",2023,"sedhiou","12-23 months",11,322.678868,755,0,0
"ML41FL","MLI",2001,"segou","12-23 months",11,1897.523977,1544,4.880063,5
"ML53FL","MLI",2006,"segou","12-23 months",11,2002.519084,1448,10.126798,6
"ML6AFL","MLI",2012,"segou","12-23 months",11,1867.653672,1787,0.357406,1
"ML7AFL","MLI",2018,"segou","12-23 months",11,1517.872473,1216,1.24098,1
"ML8AFL","MLI",2023,"segou","12-23 months",11,2299.376489,1891,0.872341,1
"ML41FL","MLI",2001,"sikasso","12-23 months",11,2297.004515,2060,10.005163,9
"ML53FL","MLI",2006,"sikasso","12-23 months",11,2283.647067,2448,3.209946,5
"ML6AFL","MLI",2012,"sikasso","12-23 months",11,2230.427045,1644,0,0
"ML7AFL","MLI",2018,"sikasso","12-23 months",11,1629.970107,1441,1.156571,1
"ML8AFL","MLI",2023,"sikasso","12-23 months",11,2825.881014,2102,6.070954,4
"TD71FL","TCD",2014,"sila","12-23 months",11,381.863398,761,0,0
"SN6DFL","SEN",2012,"south","12-23 months",11,1077.465642,1855,0.72565,1
"SN71FL","SEN",2014,"south","12-23 months",11,948.053924,1863,2.03247,5
"SN7AFL","SEN",2015,"south","12-23 months",11,1188.315655,2150,0.856617,1
"SN7IFL","SEN",2016,"south","12-23 months",11,972.003211999999,1968,0.581576,1
"SN81FL","SEN",2018,"south","12-23 months",11,906.937337,1916,0,0
"SN8BFL","SEN",2019,"south","12-23 months",11,996.474555,1919,0.474217,1
"MR71FL","MRT",2020,"southnouakchott","12-23 months",11,995.151548,465,0,0
"MR71FL","MRT",2020,"tagant","12-23 months",11,258.977168,662,0.139156,1
"NI51FL","NER",2006,"tahoua","12-23 months",11,1638.257708,1234,4.643171,4
"NI61FL","NER",2012,"tahoua","12-23 months",11,2608.231915,1843,6.794218,4
"SN4AFL","SEN",2005,"tambacounda","12-23 months",11,692.620892,919,0,0
"SN5AFL","SEN",2008,"tambacounda","12-23 months",11,367.843871,348,0,0
"SN61FL","SEN",2010,"tambacounda","12-23 months",11,552.11626,867,1.628256,3
"SN7ZFL","SEN",2017,"tambacounda","12-23 months",11,657.985113,928,0,0
"SN8SFL","SEN",2023,"tambacounda","12-23 months",11,504.835323,803,0,0
"SN4AFL","SEN",2005,"thies","12-23 months",11,1222.426141,944,0.845009,1
"SN5AFL","SEN",2008,"thies","12-23 months",11,2074.463632,807,0,0
"SN61FL","SEN",2010,"thies","12-23 months",11,979.253387,644,0,0
"SN7ZFL","SEN",2017,"thies","12-23 months",11,1335.258409,877,3.784044,2
"SN8SFL","SEN",2023,"thies","12-23 months",11,1250.981381,741,0,0
"NI51FL","NER",2006,"tillaberi","12-23 months",11,1173.823316,1127,8.433729,8
"NI61FL","NER",2012,"tillaberi","12-23 months",11,1649.920219,1601,3.211936,4
"MR71FL","MRT",2020,"tiriszemourandinchiri","12-23 months",11,183.242702,517,0,0
"ML53FL","MLI",2006,"tombouctou","12-23 months",11,603.951381,901,1.948311,3
"ML7AFL","MLI",2018,"tombouctou","12-23 months",11,385.377731,1003,0,0
"ML8AFL","MLI",2023,"tombouctou","12-23 months",11,261.401452,1627,0.601038,2
"MR71FL","MRT",2020,"trarza","12-23 months",11,594.920308,783,0,0
"TD71FL","TCD",2014,"wadifira","12-23 months",11,401.780014,738,0,0
"SN6DFL","SEN",2012,"west","12-23 months",11,1720.653183,838,0,0
"SN71FL","SEN",2014,"west","12-23 months",11,1920.639642,776,0,0
"SN7AFL","SEN",2015,"west","12-23 months",11,1811.739071,865,0,0
"SN7IFL","SEN",2016,"west","12-23 months",11,1942.782315,852,0,0
"SN81FL","SEN",2018,"west","12-23 months",11,1844.507346,875,1.124067,1
"SN8BFL","SEN",2019,"west","12-23 months",11,1524.061015,729,0,0
"MR71FL","MRT",2020,"westernbasinregion","12-23 months",11,1267.750104,1071,0,0
"MR71FL","MRT",2020,"westnouakchott","12-23 months",11,377.805002,321,0,0
"SN4AFL","SEN",2005,"ziguinchor","12-23 months",11,319.035393,551,0.532258,1
"SN5AFL","SEN",2008,"ziguinchor","12-23 months",11,450.767848,557,0.601355,1
"SN61FL","SEN",2010,"ziguinchor","12-23 months",11,321.94008,527,0.566464,1
"SN7ZFL","SEN",2017,"ziguinchor","12-23 months",11,363.072852,556,0,0
"SN8SFL","SEN",2023,"ziguinchor","12-23 months",11,298.059433,394,0,0
"NI51FL","NER",2006,"zinder","12-23 months",11,1554.604233,887,17.747225,8
"NI61FL","NER",2012,"zinder","12-23 months",11,2375.895721,1560,1.964396,3
"TD41FL","TCD",2004,"zone1","12-23 months",11,376.065496,970,0.448146,1
"TD41FL","TCD",2004,"zone2","12-23 months",11,690.022055,554,2.466634,3
"TD41FL","TCD",2004,"zone3","12-23 months",11,668.804678,721,1.47786,1
"TD41FL","TCD",2004,"zone4","12-23 months",11,434.484132,454,4.536777,3
"TD41FL","TCD",2004,"zone5","12-23 months",11,661.196204,514,0,0
"MR71FL","MRT",2020,"adrar","6-11 months",11,92.084727,250,0,0
"NI51FL","NER",2006,"agadez","6-11 months",11,106.275528,354,0,0
"NI61FL","NER",2012,"agadez","6-11 months",11,101.565471,307,0,0
"BJ51FL","BEN",2006,"alibori","6-11 months",11,628.669161,566,1.023551,1
"BJ61FL","BEN",2012,"alibori","6-11 months",11,330.570761,376,0,0
"BJ71FL","BEN",2017,"alibori","6-11 months",11,804.532805,717,0,0
"MR71FL","MRT",2020,"assaba","6-11 months",11,480.316045,505,0,0
"ML41FL","MLI",2001,"bamako","6-11 months",11,608.812931,582,2.466861,2
"ML53FL","MLI",2006,"bamako","6-11 months",11,749.40866,673,2.687095,2
"ML6AFL","MLI",2012,"bamako","6-11 months",11,465.037248,659,0.83125,1
"ML7AFL","MLI",2018,"bamako","6-11 months",11,567.731039,517,1.723778,1
"ML8AFL","MLI",2023,"bamako","6-11 months",11,793.067711,691,2.181232,2
"GM61FL","GMB",2013,"banjul","6-11 months",11,58.672213,277,0,0
"GM81FL","GMB",2019,"banjul","6-11 months",11,30.686234,177,0,0
"TD71FL","TCD",2014,"barhelgazal","6-11 months",11,96.257111,305,0,0
"GM61FL","GMB",2013,"basse","6-11 months",11,492.211478,504,1.003907,1
"GM81FL","GMB",2019,"basse","6-11 months",11,415.309745,724,0,0
"TD71FL","TCD",2014,"batha","6-11 months",11,248.288423,247,1.136054,1
"GN52FL","GIN",2005,"boke","6-11 months",11,245.595481,269,0,0
"GN62FL","GIN",2012,"boke","6-11 months",11,318.109653,332,0,0
"GN71FL","GIN",2018,"boke","6-11 months",11,566.003262,770,0.759671,1
"TD71FL","TCD",2014,"borkoutibesti","6-11 months",11,29.170354,210,0,0
"BF43FL","BFA",2003,"boucledumouhoun","6-11 months",11,376.525098,368,0,0
"BF62FL","BFA",2010,"boucledumouhoun","6-11 months",11,849.556269,627,2.878434,2
"BF81FL","BFA",2021,"boucledumouhoun","6-11 months",11,586.184374,488,1.707295,1
"MR71FL","MRT",2020,"brakna","6-11 months",11,478.479522,535,0,0
"GM61FL","GMB",2013,"brikama","6-11 months",11,1361.422072,708,2.405722,1
"GM81FL","GMB",2019,"brikama","6-11 months",11,1599.44408,714,0,0
"SN6DFL","SEN",2012,"center","6-11 months",11,835.152804,1022,1.91643,2
"SN71FL","SEN",2014,"center","6-11 months",11,841.094039,1076,0,0
"SN7AFL","SEN",2015,"center","6-11 months",11,960.775502,1111,0.718827,1
"SN7IFL","SEN",2016,"center","6-11 months",11,854.037319,1013,1.659975,3
"SN81FL","SEN",2018,"center","6-11 months",11,947.734687,1067,0,0
"SN8BFL","SEN",2019,"center","6-11 months",11,918.232503000001,982,3.135304,2
"BF62FL","BFA",2010,"centre","6-11 months",11,621.396487999999,432,2.986964,2
"BF81FL","BFA",2021,"centre","6-11 months",11,823.934917,513,1.153471,1
"BF43FL","BFA",2003,"centreest","6-11 months",11,456.326013,344,0,0
"BF62FL","BFA",2010,"centreest","6-11 months",11,549.551913,524,4.366889,3
"BF81FL","BFA",2021,"centreest","6-11 months",11,633.018935,570,0,0
"BF43FL","BFA",2003,"centrenord","6-11 months",11,407.962553,368,2.987835,2
"BF62FL","BFA",2010,"centrenord","6-11 months",11,479.070295,448,2.095934,2
"BF81FL","BFA",2021,"centrenord","6-11 months",11,615.072319,456,0,0
"BF43FL","BFA",2003,"centreouest","6-11 months",11,305.011116,432,2.173002,3
"BF62FL","BFA",2010,"centreouest","6-11 months",11,549.530626,602,1.428857,2
"BF81FL","BFA",2021,"centreouest","6-11 months",11,620.470005,514,0,0
"BF43FL","BFA",2003,"centresud","6-11 months",11,284.372536,316,0.560805,1
"BF62FL","BFA",2010,"centresud","6-11 months",11,317.343924,443,1.200874,2
"BF81FL","BFA",2021,"centresud","6-11 months",11,263.030105,380,0,0
"TD71FL","TCD",2014,"charibaguirmi","6-11 months",11,268.563373,299,0,0
"SN4AFL","SEN",2005,"dakar","6-11 months",11,879.34258,375,0,0
"SN5AFL","SEN",2008,"dakar","6-11 months",11,1044.197221,340,0,0
"SN61FL","SEN",2010,"dakar","6-11 months",11,1027.084871,359,0,0
"SN7ZFL","SEN",2017,"dakar","6-11 months",11,987.650143,342,0,0
"SN8SFL","SEN",2023,"dakar","6-11 months",11,932.463214,309,0,0
"NI51FL","NER",2006,"diffa","6-11 months",11,117.289843,374,0.313209,1
"NI61FL","NER",2012,"diffa","6-11 months",11,265.72418,815,0,0
"SN4AFL","SEN",2005,"diourbel","6-11 months",11,573.121451,527,5.278833,4
"SN5AFL","SEN",2008,"diourbel","6-11 months",11,609.125881,434,2.624716,2
"SN61FL","SEN",2010,"diourbel","6-11 months",11,499.92341,381,0,0
"SN7ZFL","SEN",2017,"diourbel","6-11 months",11,695.654611,483,1.553666,1
"SN8SFL","SEN",2023,"diourbel","6-11 months",11,517.492357,366,0,0
"NI51FL","NER",2006,"dosso","6-11 months",11,608.655879,640,0,0
"NI61FL","NER",2012,"dosso","6-11 months",11,891.643776999999,956,2.090392,2
"MR71FL","MRT",2020,"easternbasinregion","6-11 months",11,732.9672,462,1.2951,1
"BF43FL","BFA",2003,"est","6-11 months",11,368.258786,317,2.880956,2
"BF62FL","BFA",2010,"est","6-11 months",11,827.55745,712,0,0
"BF81FL","BFA",2021,"est","6-11 months",11,546.95222,437,2.27685,2
"CM44FL","CMR",2004,"farnorth","6-11 months",11,974.378079999999,592,1.57786,1
"CM61FL","CMR",2011,"farnorth","6-11 months",11,1233.950437,810,1.671973,1
"CM71FL","CMR",2018,"farnorth","6-11 months",11,963.66824,646,1.643802,1
"SN4AFL","SEN",2005,"fatick","6-11 months",11,281.048592,421,1.958514,3
"SN5AFL","SEN",2008,"fatick","6-11 months",11,375.585499,456,0.733503,1
"SN61FL","SEN",2010,"fatick","6-11 months",11,274.856019,380,0,0
"SN7ZFL","SEN",2017,"fatick","6-11 months",11,258.64349,394,0,0
"SN8SFL","SEN",2023,"fatick","6-11 months",11,316.840832,427,0,0
"ML53FL","MLI",2006,"gao","6-11 months",11,316.241485,508,0,0
"ML7AFL","MLI",2018,"gao","6-11 months",11,111.46798,267,0.166766,1
"ML8AFL","MLI",2023,"gao","6-11 months",11,204.102088,476,0.233513,1
"MR71FL","MRT",2020,"gorgol","6-11 months",11,573.34462,608,0,0
"TD71FL","TCD",2014,"guera","6-11 months",11,477.571244,398,1.232063,1
"MR71FL","MRT",2020,"guidimagha","6-11 months",11,529.652323,749,0.371693,1
"TD71FL","TCD",2014,"hadjerlamis","6-11 months",11,554.880766,408,4.945724,4
"BF43FL","BFA",2003,"hautsbassins","6-11 months",11,638.76406,395,0,0
"BF62FL","BFA",2010,"hautsbassins","6-11 months",11,804.922383999999,596,2.98039,2
"BF81FL","BFA",2021,"hautsbassins","6-11 months",11,555.122181,583,0,0
"GM61FL","GMB",2013,"janjanbureh","6-11 months",11,294.457805,404,0,0
"GM81FL","GMB",2019,"janjanbureh","6-11 months",11,222.694848,462,0,0
"SN61FL","SEN",2010,"kaffrine","6-11 months",11,221.010275,394,0.336992,1
"SN7ZFL","SEN",2017,"kaffrine","6-11 months",11,295.610233,523,0,0
"SN8SFL","SEN",2023,"kaffrine","6-11 months",11,253.365896,486,0.732936,1
"TD71FL","TCD",2014,"kanem","6-11 months",11,263.789964,346,1.57106,1
"GM61FL","GMB",2013,"kanifing","6-11 months",11,661.949106,395,1.336546,1
"GM81FL","GMB",2019,"kanifing","6-11 months",11,623.390279,381,0,0
"SN4AFL","SEN",2005,"kaolack","6-11 months",11,601.725543,571,3.826106,3
"SN5AFL","SEN",2008,"kaolack","6-11 months",11,582.483959,1288,0.576946,1
"SN61FL","SEN",2010,"kaolack","6-11 months",11,422.219832,496,0.80863,1
"SN7ZFL","SEN",2017,"kaolack","6-11 months",11,361.980005,353,0,0
"SN8SFL","SEN",2023,"kaolack","6-11 months",11,444.842665,399,0,0
"ML41FL","MLI",2001,"kayes","6-11 months",11,761.147596,823,0,0
"ML53FL","MLI",2006,"kayes","6-11 months",11,820.687382,741,0.724965,1
"ML6AFL","MLI",2012,"kayes","6-11 months",11,561.058145,679,0,0
"ML7AFL","MLI",2018,"kayes","6-11 months",11,658.031523,560,0,0
"ML8AFL","MLI",2023,"kayes","6-11 months",11,1072.289058,1091,1.176749,1
"SN61FL","SEN",2010,"kedougou","6-11 months",11,50.443274,191,0,0
"SN7ZFL","SEN",2017,"kedougou","6-11 months",11,66.654705,310,0,0
"SN8SFL","SEN",2023,"kedougou","6-11 months",11,62.930287,322,0.208392,1
"GM61FL","GMB",2013,"kerewan","6-11 months",11,422.790369,550,0,0
"GM81FL","GMB",2019,"kerewan","6-11 months",11,457.034612,562,0.662849,1
"ML53FL","MLI",2006,"kidal","6-11 months",11,20.167701,137,0,0
"ML7AFL","MLI",2018,"kidal","6-11 months",11,3.003694,179,0,0
"ML8AFL","MLI",2023,"kidal","6-11 months",11,2.873871,100,0.018175,1
"SN4AFL","SEN",2005,"kolda","6-11 months",11,458.685398,524,2.651443,3
"SN5AFL","SEN",2008,"kolda","6-11 months",11,493.365164,898,2.342156,3
"SN61FL","SEN",2010,"kolda","6-11 months",11,296.647616,480,0,0
"SN7ZFL","SEN",2017,"kolda","6-11 months",11,310.822114,451,1.225803,2
"SN8SFL","SEN",2023,"kolda","6-11 months",11,262.615727,395,0,0
"ML41FL","MLI",2001,"koulikoro","6-11 months",11,942.945545,899,4.52606,4
"ML53FL","MLI",2006,"koulikoro","6-11 months",11,1059.905176,794,3.289779,3
"ML6AFL","MLI",2012,"koulikoro","6-11 months",11,931.916338,794,1.272165,1
"ML7AFL","MLI",2018,"koulikoro","6-11 months",11,867.853127,616,0.940145,1
"ML8AFL","MLI",2023,"koulikoro","6-11 months",11,1688.314825,1146,3.406088,3
"GM61FL","GMB",2013,"kuntaur","6-11 months",11,245.413214,471,0,0
"GM81FL","GMB",2019,"kuntaur","6-11 months",11,218.705559,558,0.424914,1
"GN52FL","GIN",2005,"labe","6-11 months",11,251.657962,257,0,0
"GN62FL","GIN",2012,"labe","6-11 months",11,292.339981,380,4.058177,5
"GN71FL","GIN",2018,"labe","6-11 months",11,605.832518,650,1.444793,1
"TD71FL","TCD",2014,"lac","6-11 months",11,330.261225,339,0.842048,2
"SN4AFL","SEN",2005,"louga","6-11 months",11,295.185293,420,0,0
"SN5AFL","SEN",2008,"louga","6-11 months",11,315.015979,401,0.705154,1
"SN61FL","SEN",2010,"louga","6-11 months",11,239.433844,270,0,0
"SN7ZFL","SEN",2017,"louga","6-11 months",11,312.518325,358,0,0
"SN8SFL","SEN",2023,"louga","6-11 months",11,282.296901,355,0,0
"GM61FL","GMB",2013,"mansakonko","6-11 months",11,181.273651,379,0.445174,1
"GM81FL","GMB",2019,"mansakonko","6-11 months",11,162.725264,383,0,0
"NI51FL","NER",2006,"maradi","6-11 months",11,1023.062414,667,3.213566,2
"NI61FL","NER",2012,"maradi","6-11 months",11,1479.444596,1273,4.114752,3
"SN4AFL","SEN",2005,"matam","6-11 months",11,196.461407,414,0.57806,1
"SN5AFL","SEN",2008,"matam","6-11 months",11,258.400077,405,0.649274,1
"SN61FL","SEN",2010,"matam","6-11 months",11,142.561481,241,0.817313,1
"SN7ZFL","SEN",2017,"matam","6-11 months",11,203.846122,405,0,0
"SN8SFL","SEN",2023,"matam","6-11 months",11,210.029157,397,0,0
"ML41FL","MLI",2001,"mopti","6-11 months",11,777.670497,758,3.063717,4
"ML53FL","MLI",2006,"mopti","6-11 months",11,877.268611,1050,2.350238,3
"ML6AFL","MLI",2012,"mopti","6-11 months",11,572.194425,683,1.174298,1
"ML7AFL","MLI",2018,"mopti","6-11 months",11,515.678783,360,1.737277,1
