"iso3","country","year","series","pfpr_pct","exposure_source","status","ihme_under5_deaths","attributable_under5_deaths","counterfactual_under5_deaths","attributable_fraction","ihme_malaria_deaths","previous_map_gamma1_deaths","map_population_coverage","any_current_pfpr_outside_observed_support","any_zero_below_observed_support","temporal_transport_from_pre2016_fit"
"COM","Comoros",2005,"map_matched",1.49344288730066,"MAP","estimated",1294.11415854412,25.024803225099,1269.08935531902,0.0193374000739254,6.01667570728837,24.578096789962,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2005,"map_matched",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,,TRUE,FALSE
"DJI","Djibouti",2005,"map_matched",0.180218583070353,"MAP","estimated",1827.74449858499,3.69408547181424,1824.05041311317,0.00202111699675428,3.15105029062501,3.58479236620103,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"map_matched",0.264051516629705,"MAP","estimated",12881.6351925552,68.2488915439269,12813.3863010113,0.00529815435103849,20.5491549999896,72.102501604516,0.951453885431987,FALSE,TRUE,FALSE
"ETH","Ethiopia",2005,"map_matched",10.282958677834,"MAP","estimated",324374.02190096,41558.9925468492,282815.029354111,0.128120594563329,31593.2561718979,41246.9303430137,0.827728262514435,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"map_matched",13.5729851145187,"MAP","estimated",2434.17926397405,393.329707890808,2040.84955608324,0.161586171450929,247.587005011858,385.909397130943,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2005,"map_matched",33.4717058296969,"MAP","estimated",57379.9146584327,15380.1093232541,41999.8053351786,0.268039947685663,14365.2438310093,14589.0752268959,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2005,"map_matched",42.9604000479577,"MAP","estimated",47244.174690902,14890.6074275617,32353.5672633403,0.315183988819456,9581.37694548418,14142.3271503897,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"map_matched",6.80021050223797,"MAP","estimated",5244.84227075379,490.950363578109,4753.89190717568,0.0936063161166427,309.032888877776,493.199308849682,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"map_matched",5.47134440577292,"MAP","estimated",7767.24982587559,647.560831892128,7119.68899398347,0.0833706712683378,322.64768526346,663.88795543468,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"map_matched",33.9046533846217,"MAP","estimated",2828.61147410932,755.653297174233,2072.95817693509,0.267146373438287,795.294411262496,714.863251913439,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2005,"map_matched",12.1603957572431,"MAP","estimated",82551.3260242614,12537.6513111039,70013.6747131575,0.15187704322786,5380.61737522306,12349.5305604762,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2005,"map_matched",42.3245620053839,"MAP","estimated",18341.6145030929,5388.44884579546,12953.1656572975,0.293782689898254,4318.96062855385,5060.86295335511,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2005,"map_matched",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2005,"map_matched",16.612555436176,"MAP","estimated",62155.6370120644,12573.7165898755,49581.9204221889,0.202294066866935,5743.20514220464,12471.3450748798,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2005,"map_matched",38.5111391906618,"MAP","estimated",87830.0017542328,27932.9016135604,59897.1001406724,0.318033713488048,19914.3514175643,26731.8077474102,0.977670801796849,FALSE,TRUE,FALSE
"MOZ","Mozambique",2005,"map_matched",44.2928156950409,"MAP","estimated",99135.6037445077,28794.9217633954,70340.6819811124,0.290459942500634,12272.1178087967,27261.7967064724,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"map_matched",4.08661106779518,"MAP","estimated",7861.39012005786,398.227987189177,7463.16213286868,0.0506561792644182,254.427955607677,392.432128455988,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2005,"map_matched",32.2108258478265,"MAP","estimated",61511.0868799983,18334.6237803312,43176.4630996671,0.298070229454735,8465.6610118672,17582.5299711906,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"map_matched",4.5353951282014,"MAP","estimated",3618.47879220969,230.014435257814,3388.46435695188,0.0635666114039461,68.1857539029271,227.467802426499,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2005,"map_matched",26.7916282649868,"MAP","estimated",124960.908948674,41808.2615568223,83152.6473918516,0.334570722224776,19061.3616023064,41338.5242118454,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2005,"map_matched",44.911076588637,"MAP","estimated",913193.381854743,304629.448417861,608563.933436883,0.333587008481317,141101.592555906,290072.650447731,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2005,"map_matched",4.897431879853,"MAP","estimated",38267.9806795348,3127.30149137415,35140.6791881606,0.081721100404093,2841.50458808531,3193.51356552961,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2005,"map_matched",5.44994687087531,"MAP","estimated",38522.3642175266,3253.55622318094,35268.8079943457,0.0844588926268618,4355.85191330994,3308.86339471412,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2005,"map_matched",40.7926668056115,"MAP","estimated",37841.2524673903,11754.404124363,26086.8483430273,0.310624077109825,6759.19690523862,11178.5290427355,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2005,"map_matched",9.00565355096317,"MAP","estimated",91196.3495631419,13452.7907576819,77743.55880546,0.147514575113202,2834.75713714953,13697.6539352942,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2005,"map_matched",35.4180105817913,"MAP","estimated",37611.7230423069,10904.8428123089,26706.880229998,0.289932019334577,4727.21749013014,10410.301717289,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2005,"map_matched",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,,TRUE,FALSE
"SWZ","Swaziland",2005,"map_matched",2.77619052188256,"MAP","estimated",3247.7077903365,124.145914919428,3123.56187541707,0.0382257034603982,2.47884157083843,122.9469738783,0.0274046526925583,FALSE,TRUE,FALSE
"TCD","Chad",2005,"map_matched",17.2544300153994,"MAP","estimated",77646.949864827,18583.7419961261,59063.2078687009,0.239336407012483,3943.23764594159,18795.7454310331,0.941951498070144,FALSE,TRUE,FALSE
"TGO","Togo",2005,"map_matched",54.7789048030301,"MAP","estimated",22148.2394810415,6938.36619725573,15209.8732837858,0.313269422754565,3282.74509670263,6684.11665155544,1,FALSE,TRUE,FALSE
"TZA","Tanzania",2005,"map_matched",21.5102815877522,"MAP","estimated",143205.034385894,33494.4176478973,109710.616737997,0.233891341820009,17905.7678371295,32474.6613126968,0.982661834291151,FALSE,TRUE,FALSE
"UGA","Uganda",2005,"map_matched",41.7907617391782,"MAP","estimated",137915.902947265,42697.0576650169,95218.8452822484,0.309587630959012,44154.0043335441,40328.8581209795,0.972005626882908,FALSE,TRUE,FALSE
"ZMB","Zambia",2005,"map_matched",20.8670520447216,"MAP","estimated",52399.241167066,13248.9290416827,39150.3121253832,0.25284581888201,3742.04847209806,13032.6397945098,0.999994981989078,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2005,"map_matched",4.09485353977597,"MAP","estimated",28517.2506942995,1712.19110439218,26805.0595899073,0.060040539066918,363.485138105732,1706.28449341475,0.993374399109765,FALSE,TRUE,FALSE
"AGO","Angola",2005,"snow_matched",20.1035553415068,"MAP","estimated",96551.420798192,18667.1953933366,77884.2254048554,0.193339416851815,17036.3618753842,24014.9981133368,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2005,"snow_matched",32.7108667147613,"MAP","estimated",39965.5290915808,9721.44814764788,30244.0809439329,0.243245826306246,9544.83585622456,11359.6605912383,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2005,"snow_matched",56.789331963267,"MAP","estimated",35764.568969811,10817.6117059641,24946.9572638469,0.30246727466771,7882.71211201263,10738.4789435372,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2005,"snow_matched",53.1839944402602,"MAP","estimated",88292.8538201055,28231.9271161632,60060.9267039423,0.31975325176016,24966.6794975544,28950.5098974106,1,FALSE,TRUE,FALSE
"BWA","Botswana",2005,"snow_matched",0.0739687942020688,"MAP","estimated",2386.55814676257,1.67452773563667,2384.88361902694,0.000701649669800924,1.01106893548783,2.26855548489891,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2005,"snow_matched",57.137610295232,"MAP","estimated",27492.8570841914,7951.56354579239,19541.293538399,0.289222888746787,3752.68743335549,7858.3138610342,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2005,"snow_matched",62.0559536355424,"MAP","estimated",80769.9833548921,23485.8019673062,57284.1813875859,0.290773886433935,18927.1407480006,21625.8928876256,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2005,"snow_matched",48.6084683420969,"MAP","estimated",89440.1172170792,26547.9007935296,62892.2164235496,0.296823188738622,20518.3763959582,28045.6295002086,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2005,"snow_matched",64.5181086884157,"MAP","estimated",291364.155661708,94711.9661388141,196652.189522894,0.325063891005113,90901.2946546033,89693.9915482513,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2005,"snow_matched",32.8294542135053,"MAP","estimated",10371.3261694714,2384.12335808646,7987.20281138496,0.229876422660803,1798.4947973644,2773.49396963213,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2005,"snow_matched",1.49344288730066,"MAP","estimated",1294.11415854412,17.9842399297878,1276.12991861433,0.0138969501346157,6.01667570728837,24.578096789962,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2005,"snow_matched",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,,TRUE,FALSE
"DJI","Djibouti",2005,"snow_matched",0.180218583070353,"MAP","estimated",1827.74449858499,2.64207615730779,1825.10242242768,0.00144553911082936,3.15105029062501,3.58479236620103,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"snow_matched",0.264051516629705,"MAP","estimated",12881.6351925552,48.9508075190857,12832.6843850361,0.00380004609565222,20.5491549999896,72.102501604516,0.951453885431987,FALSE,TRUE,FALSE
"ETH","Ethiopia",2005,"snow_matched",10.282958677834,"MAP","estimated",324374.02190096,31112.9248054114,293261.097095549,0.0959168204132912,31593.2561718979,41246.9303430137,0.827728262514435,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"snow_matched",13.5729851145187,"MAP","estimated",2434.17926397405,297.063579187993,2137.11568478606,0.122038497157767,247.587005011858,385.909397130943,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2005,"snow_matched",33.4717058296969,"MAP","estimated",57379.9146584327,12803.1532204618,44576.7614379709,0.223129527059695,14365.2438310093,14589.0752268959,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2005,"snow_matched",42.9604000479577,"MAP","estimated",47244.174690902,13010.4906756424,34233.6840152596,0.275388251795367,9581.37694548418,14142.3271503897,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"snow_matched",6.80021050223797,"MAP","estimated",5244.84227075379,362.254659721536,4882.58761103225,0.0690687423988963,309.032888877776,493.199308849682,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"snow_matched",5.47134440577292,"MAP","estimated",7767.24982587559,474.695217218553,7292.55460865704,0.0611149670552847,322.64768526346,663.88795543468,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"snow_matched",33.9046533846217,"MAP","estimated",2828.61147410932,628.828505198641,2199.78296891068,0.222309960542265,795.294411262496,714.863251913439,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2005,"snow_matched",12.1603957572431,"MAP","estimated",82551.3260242614,9432.07728523358,73119.2487390279,0.114257126317529,5380.61737522306,12349.5305604762,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2005,"snow_matched",42.3245620053839,"MAP","estimated",18341.6145030929,4694.4080347202,13647.2064683727,0.255943010574592,4318.96062855385,5060.86295335511,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2005,"snow_matched",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2005,"snow_matched",16.612555436176,"MAP","estimated",62155.6370120644,9639.66625659312,52515.9707554713,0.155089171634136,5743.20514220464,12471.3450748798,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2005,"snow_matched",38.5111391906618,"MAP","estimated",87830.0017542328,23686.6080658485,64143.3936883843,0.269686981586642,19914.3514175643,26731.8077474102,0.977670801796849,FALSE,TRUE,FALSE
"MOZ","Mozambique",2005,"snow_matched",44.2928156950409,"MAP","estimated",99135.6037445077,25515.9758084542,73619.6279360535,0.257384580762871,12272.1178087967,27261.7967064724,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"snow_matched",4.08661106779518,"MAP","estimated",7861.39012005786,290.728124660229,7570.66199539763,0.0369817704274025,254.427955607677,392.432128455988,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2005,"snow_matched",32.2108258478265,"MAP","estimated",61511.0868799983,15024.882915947,46486.2039640513,0.244263004899572,8465.6610118672,17582.5299711906,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"snow_matched",4.5353951282014,"MAP","estimated",3618.47879220969,168.627605333257,3449.85118687644,0.0466017945707736,68.1857539029271,227.467802426499,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2005,"snow_matched",26.7916282649868,"MAP","estimated",124960.908948674,33459.3987365013,91501.5102121727,0.267758925715275,19061.3616023064,41338.5242118454,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2005,"snow_matched",44.911076588637,"MAP","estimated",913193.381854743,268301.373002106,644892.008852637,0.293805647668155,141101.592555906,290072.650447731,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2005,"snow_matched",4.897431879853,"MAP","estimated",38267.9806795348,2288.646642788,35979.3340367468,0.0598057854673252,2841.50458808531,3193.51356552961,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2005,"snow_matched",5.44994687087531,"MAP","estimated",38522.3642175266,2390.72809590509,36131.6361216215,0.0620607832480172,4355.85191330994,3308.86339471412,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2005,"snow_matched",40.7926668056115,"MAP","estimated",37841.2524673903,10064.9544611976,27776.2980061928,0.265978365009748,6759.19690523862,11178.5290427355,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2005,"snow_matched",9.00565355096317,"MAP","estimated",91196.3495631419,10028.9184736193,81167.4310895226,0.109970613096477,2834.75713714953,13697.6539352942,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2005,"snow_matched",35.4180105817913,"MAP","estimated",37611.7230423069,9161.98378885104,28449.7392534559,0.243593833192522,4727.21749013014,10410.301717289,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2005,"snow_matched",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,,TRUE,FALSE
"SWZ","Swaziland",2005,"snow_matched",2.77619052188256,"MAP","estimated",3247.7077903365,89.1940810007988,3158.5137093357,0.0274637026355001,2.47884157083843,122.9469738783,0.0274046526925583,FALSE,TRUE,FALSE
"TCD","Chad",2005,"snow_matched",17.2544300153994,"MAP","estimated",77646.949864827,14284.2356802684,63362.7141845586,0.183963899485239,3943.23764594159,18795.7454310331,0.941951498070144,FALSE,TRUE,FALSE
"TGO","Togo",2005,"snow_matched",54.7789048030301,"MAP","estimated",22148.2394810415,6642.00259825294,15506.2368827885,0.299888512761404,3282.74509670263,6684.11665155544,1,FALSE,TRUE,FALSE
"TZA","Tanzania",2005,"snow_matched",21.5102815877522,"MAP","estimated",143205.034385894,26233.7561307911,116971.278255103,0.18319018073135,17905.7678371295,32474.6613126968,0.982661834291151,FALSE,TRUE,FALSE
"UGA","Uganda",2005,"snow_matched",41.7907617391782,"MAP","estimated",137915.902947265,36864.9129046174,101050.990042648,0.26729994233307,44154.0043335441,40328.8581209795,0.972005626882908,FALSE,TRUE,FALSE
"ZMB","Zambia",2005,"snow_matched",20.8670520447216,"MAP","estimated",52399.241167066,10358.6716278201,42040.5695392459,0.19768743586941,3742.04847209806,13032.6397945098,0.999994981989078,FALSE,TRUE,FALSE
"ZWE","Zimbabwe",2005,"snow_matched",4.09485353977597,"MAP","estimated",28517.2506942995,1250.76516369615,27266.4855306033,0.0438599490920132,363.485138105732,1706.28449341475,0.993374399109765,FALSE,TRUE,FALSE
"AGO","Angola",2005,"map_full",20.1035553415068,"MAP","estimated",96551.420798192,25905.0229330608,70646.3978651312,0.268302866171245,17036.3618753842,24014.9981133368,0.998084957706995,FALSE,TRUE,FALSE
"BDI","Burundi",2005,"map_full",32.7108667147613,"MAP","estimated",39965.5290915808,12534.8307861445,27430.6983054362,0.313641056957385,9544.83585622456,11359.6605912383,0.903118502531811,FALSE,TRUE,FALSE
"BEN","Benin",2005,"map_full",56.789331963267,"MAP","estimated",35764.568969811,11829.7617667678,23934.8072030432,0.330767631416257,7882.71211201263,10738.4789435372,1,FALSE,TRUE,FALSE
"BFA","Burkina Faso",2005,"map_full",53.1839944402602,"MAP","estimated",88292.8538201055,31806.640014696,56486.2138054095,0.360240253186303,24966.6794975544,28950.5098974106,1,FALSE,TRUE,FALSE
"BWA","Botswana",2005,"map_full",0.0739687942020688,"MAP","estimated",2386.55814676257,2.52892092831917,2384.02922583426,0.00105965192247661,1.01106893548783,2.26855548489891,0.500006041684288,FALSE,TRUE,FALSE
"CAF","Central African Republic",2005,"map_full",57.137610295232,"MAP","estimated",27492.8570841914,8695.03789445269,18797.8191897387,0.316265343679119,3752.68743335549,7858.3138610342,1,FALSE,TRUE,FALSE
"CIV","Cote d'Ivoire",2005,"map_full",62.0559536355424,"MAP","estimated",80769.9833548921,23927.7443991427,56842.2389557494,0.296245503654588,18927.1407480006,21625.8928876256,0.999044906250652,FALSE,TRUE,FALSE
"CMR","Cameroon",2005,"map_full",48.6084683420969,"MAP","estimated",89440.1172170792,30989.695564459,58450.4216526202,0.346485408658894,20518.3763959582,28045.6295002086,0.994188327616715,FALSE,TRUE,FALSE
"COD","Democratic Republic of the Congo",2005,"map_full",64.5181086884157,"MAP","estimated",291364.155661708,97923.923540006,193440.232121702,0.336087750113304,90901.2946546033,89693.9915482513,0.967925701459564,FALSE,TRUE,FALSE
"COG","Congo",2005,"map_full",32.8294542135053,"MAP","estimated",10371.3261694714,3069.97056026733,7301.3556092041,0.2960055937016,1798.4947973644,2773.49396963213,0.999999884856155,FALSE,TRUE,FALSE
"COM","Comoros",2005,"map_full",1.49344288730066,"MAP","estimated",1294.11415854412,26.6880525449896,1267.42610599913,0.0206226416493377,6.01667570728837,24.578096789962,0.977875023773357,FALSE,TRUE,FALSE
"CPV","Cape Verde",2005,"map_full",,"MAP","missing_MAP_no_estimate",487.882790929842,,,,0.360636598851271,,,,TRUE,FALSE
"DJI","Djibouti",2005,"map_full",0.180218583070353,"MAP","estimated",1827.74449858499,3.93832690082228,1823.80617168416,0.00215474695936509,3.15105029062501,3.58479236620103,0.900748542924068,FALSE,TRUE,FALSE
"ERI","Eritrea",2005,"map_full",0.264051516629705,"MAP","estimated",12881.6351925552,77.1412625016388,12804.4939300536,0.00598846818346646,20.5491549999896,72.102501604516,0.951453885431987,FALSE,TRUE,FALSE
"ETH","Ethiopia",2005,"map_full",10.282958677834,"MAP","estimated",324374.02190096,44335.2016168385,280038.820284122,0.136679261048763,31593.2561718979,41246.9303430137,0.827728262514435,FALSE,TRUE,FALSE
"GAB","Gabon",2005,"map_full",13.5729851145187,"MAP","estimated",2434.17926397405,416.381447204527,2017.79781676952,0.171056196791662,247.587005011858,385.909397130943,0.999284909726468,FALSE,TRUE,FALSE
"GHA","Ghana",2005,"map_full",33.4717058296969,"MAP","estimated",57379.9146584327,16204.547717163,41175.3669412696,0.282408013564056,14365.2438310093,14589.0752268959,0.999730304961018,FALSE,TRUE,FALSE
"GIN","Guinea",2005,"map_full",42.9604000479577,"MAP","estimated",47244.174690902,15713.6841839957,31530.4905069063,0.332605750588373,9581.37694548418,14142.3271503897,0.996935005435981,FALSE,TRUE,FALSE
"GMB","The Gambia",2005,"map_full",6.80021050223797,"MAP","estimated",5244.84227075379,527.718993907715,4717.12327684608,0.100616751975626,309.032888877776,493.199308849682,0.99989435444155,FALSE,TRUE,FALSE
"GNB","Guinea-Bissau",2005,"map_full",5.47134440577292,"MAP","estimated",7767.24982587559,710.858153151849,7056.39167272375,0.0915199290724133,322.64768526346,663.88795543468,0.996068689009789,FALSE,TRUE,FALSE
"GNQ","Equatorial Guinea",2005,"map_full",33.9046533846217,"MAP","estimated",2828.61147410932,796.933768233877,2031.67770587545,0.281740272755139,795.294411262496,714.863251913439,0.967788791016353,FALSE,TRUE,FALSE
"KEN","Kenya",2005,"map_full",12.1603957572431,"MAP","estimated",82551.3260242614,13333.6058471966,69217.7201770649,0.16151897842656,5380.61737522306,12349.5305604762,0.822215895130027,FALSE,TRUE,FALSE
"LBR","Liberia",2005,"map_full",42.3245620053839,"MAP","estimated",18341.6145030929,5655.70472338953,12685.9097797034,0.308353701493171,4318.96062855385,5060.86295335511,0.999979141849584,FALSE,TRUE,FALSE
"LSO","Lesotho",2005,"map_full",,"MAP","missing_MAP_no_estimate",4720.58173459787,,,,,,0,,TRUE,FALSE
"MDG","Madagascar",2005,"map_full",16.612555436176,"MAP","estimated",62155.6370120644,13459.2926549644,48696.3443571,0.216541786103037,5743.20514220464,12471.3450748798,0.965066759112986,FALSE,TRUE,FALSE
"MLI","Mali",2005,"map_full",38.5111391906618,"MAP","estimated",87830.0017542328,29582.0984832871,58247.9032709457,0.336810860667681,19914.3514175643,26731.8077474102,0.977670801796849,FALSE,TRUE,FALSE
"MOZ","Mozambique",2005,"map_full",44.2928156950409,"MAP","estimated",99135.6037445077,30466.8668692253,68668.7368752825,0.307325176005832,12272.1178087967,27261.7967064724,0.999790945132115,FALSE,TRUE,FALSE
"MRT","Mauritania",2005,"map_full",4.08661106779518,"MAP","estimated",7861.39012005786,422.783510934909,7438.60660912295,0.0537797392672579,254.427955607677,392.432128455988,0.840119682930452,FALSE,TRUE,FALSE
"MWI","Malawi",2005,"map_full",32.2108258478265,"MAP","estimated",61511.0868799983,19369.584689362,42141.5021906363,0.314895828895855,8465.6610118672,17582.5299711906,0.999764978481837,FALSE,TRUE,FALSE
"NAM","Namibia",2005,"map_full",4.5353951282014,"MAP","estimated",3618.47879220969,246.879063242393,3371.5997289673,0.0682273069484074,68.1857539029271,227.467802426499,0.611389973186959,FALSE,TRUE,FALSE
"NER","Niger",2005,"map_full",26.7916282649868,"MAP","estimated",124960.908948674,44696.9738880643,80263.9350606096,0.357687650194854,19061.3616023064,41338.5242118454,0.952363358910006,FALSE,TRUE,FALSE
"NGA","Nigeria",2005,"map_full",44.911076588637,"MAP","estimated",913193.381854743,320943.546607251,592249.835247492,0.351451897248093,141101.592555906,290072.650447731,0.999968748812492,FALSE,TRUE,FALSE
"RWA","Rwanda",2005,"map_full",4.897431879853,"MAP","estimated",38267.9806795348,3429.688936837,34838.2917426978,0.0896229400123837,2841.50458808531,3193.51356552961,0.814603360177058,FALSE,TRUE,FALSE
"SEN","Senegal",2005,"map_full",5.44994687087531,"MAP","estimated",38522.3642175266,3540.41768212541,34981.9465354012,0.091905513953752,4355.85191330994,3308.86339471412,0.99558981120801,FALSE,TRUE,FALSE
"SLE","Sierra Leone",2005,"map_full",40.7926668056115,"MAP","estimated",37841.2524673903,12414.3368630488,25426.9156043415,0.3280635828253,6759.19690523862,11178.5290427355,0.99816935916103,FALSE,TRUE,FALSE
"SOM","Somalia",2005,"map_full",9.00565355096317,"MAP","estimated",91196.3495631419,14686.2871250563,76510.0624380856,0.161040295970267,2834.75713714953,13697.6539352942,0.983183349547194,FALSE,TRUE,FALSE
"SSD","South Sudan",2005,"map_full",35.4180105817913,"MAP","estimated",37611.7230423069,11577.611381289,26034.1116610179,0.307819223497582,4727.21749013014,10410.301717289,0.998944588913762,FALSE,TRUE,FALSE
"STP","Sao Tome and Principe",2005,"map_full",,"MAP","missing_MAP_no_estimate",413.742464346307,,,,39.3306059836189,,,,TRUE,FALSE
"SWZ","Swaziland",2005,"map_full",2.77619052188256,"MAP","estimated",3247.7077903365,134.847515835409,3112.86027450109,0.0415208277778701,2.47884157083843,122.9469738783,0.0274046526925583,FALSE,TRUE,FALSE
"TCD","Chad",2005,"map_full",17.2544300153994,"MAP","estimated",77646.949864827,20177.4947435637,57469.4551212634,0.259862039380684,3943.23764594159,18795.7454310331,0.941951498070144,FALSE,TRUE,FALSE
"TGO","Togo",2005,"map_full",54.7789048030301,"MAP","estimated",22148.2394810415,7375.98445853325,14772.2550225082,0.333028025313116,3282.74509670263,6684.11665155544,1,FALSE,TRUE,FALSE
