"iso3","year","allcause_deaths","under5_person_years","leaf_deaths","leaf_person_years","age_rows","death_sum_relative_error","person_year_sum_relative_error","ihme_malaria_deaths","ihme_native_rate_per100000","malaria_native_person_years","malaria_denominator_relative_difference"
"COM",2009,1198.31949050322,97366.904449727,1198.31949050322,97366.9044497273,6,8.88178419700125e-16,2.88657986402541e-15,14.3759782780939,14.76474820611,97366.9044497814,5.57998092176604e-13
"COM",2010,1149.85743806908,98238.5477856407,1149.85743806908,98238.5477856416,6,4.44089209850063e-16,9.32587340685131e-15,138.285980016973,140.76549698059,98238.5477856417,1.04360964314765e-14
"COM",2011,1147.05683972285,99061.1321544805,1147.05683972285,99061.1321544816,6,-4.44089209850063e-16,1.06581410364015e-14,126.389979276902,127.58786067557,99061.1321544815,1.02140518265514e-14
"COM",2012,1118.13782374361,99798.4981528506,1118.13782374361,99798.4981528522,6,0,1.55431223447522e-14,124.160734927418,124.41142624937,99798.4981528552,4.57411886145564e-14
"COM",2013,1101.59524706197,100418.080441346,1101.59524706197,100418.080441347,6,2.22044604925031e-16,8.65973959207622e-15,105.86922469107,105.42844896632,100418.080441353,7.32747196252603e-14
"COM",2014,1109.8762839044,100914.446521973,1109.8762839044,100914.446521974,6,8.88178419700125e-16,1.48769885299771e-14,0.776386019847956,0.76935071895,100914.44652285,8.69038174755588e-12
"COM",2015,1091.49777195399,101325.209121528,1091.49777195399,101325.209121529,6,-2.22044604925031e-16,1.33226762955019e-14,0.566885759376502,0.55947159082,101325.209121992,4.58499904709697e-12
"COM",2016,1075.08166531782,101709.035232726,1075.08166531782,101709.035232726,6,4.44089209850063e-16,3.33066907387547e-15,0.385192673633571,0.37872021178,101709.035232936,2.06812345027174e-12
"COM",2017,1055.62875189023,102123.185515858,1055.62875189023,102123.18551586,6,6.66133814775094e-16,1.95399252334028e-14,1.00543546607794,0.98453202472,102123.185516884,1.00488506404872e-11
"COM",2018,1030.49217133796,102625.811491305,1030.49217133796,102625.811491305,6,2.22044604925031e-16,-3.77475828372553e-15,3.76411380109562,3.66780417752,102625.811491407,9.8943075954594e-13
"COM",2019,1027.59533139964,103234.870067614,1027.59533139964,103234.870067617,6,0,2.75335310107039e-14,2.46302401413806,2.38584502748,103234.870067801,1.80366832580603e-12
"COM",2020,1039.13028881306,103953.620196775,1039.13028881306,103953.620196777,6,2.22044604925031e-16,2.28705943072782e-14,0.653253736699842,0.62840883796,103953.620197401,6.0276228452949e-12
"COM",2021,1052.85372612003,104778.877575189,1052.85372612004,104778.877575192,6,6.66133814775094e-16,2.55351295663786e-14,1.60952793144097,1.53611869938,104778.87757571,4.97402119492563e-12
"COM",2022,1027.10671647819,105722.03983818,1027.10671647819,105722.039838182,6,-2.22044604925031e-16,1.90958360235527e-14,3.02267463589765,2.85907710494,105722.039838484,2.87392332154468e-12
"COM",2023,1023.4633733929,106813.171231523,1023.4633733929,106813.171231523,6,0,1.77635683940025e-15,4.15135633241291,3.88655845018,106813.171231752,2.15094608790878e-12
"COM",2024,991.364747730024,106869.087497981,991.364747730025,106806.383145728,6,8.88178419700125e-16,-0.000586739848924323,3.33028598949748,3.11700388847366,106842.535609677,-0.000248452465776317
"CPV",2000,640.589824180592,62370.3962725287,640.589824180592,62370.3962725295,6,4.44089209850063e-16,1.3988810110277e-14,1.10509257002478,1.77182226836,62370.3962727396,3.38173933300823e-12
"CPV",2001,599.638201558083,61363.3077367813,599.638201558083,61363.3077367822,6,-2.22044604925031e-16,1.46549439250521e-14,0.726557471431325,1.184025924,61363.3077371138,5.41811040477569e-12
"CPV",2002,562.361793577486,60173.4903324874,562.361793577486,60173.4903324887,6,2.22044604925031e-16,2.08721928629529e-14,0.518634488190408,0.86189862898,60173.4903331007,1.01918473660589e-11
"CPV",2003,534.342569739331,59061.7829584872,534.342569739332,59061.7829584872,6,4.44089209850063e-16,-9.99200722162641e-16,0.42202075596397,0.71454117167,59061.7829589355,7.59081686396712e-12
"CPV",2004,510.362769019744,58192.5422387745,510.362769019744,58192.5422387749,6,6.66133814775094e-16,7.99360577730113e-15,0.287610714983346,0.49423981822,58192.5422397519,1.67956759611343e-11
"CPV",2005,487.882790929841,57607.8591505581,487.882790929841,57607.8591505588,6,4.44089209850063e-16,1.08801856413265e-14,0.360636598851271,0.62601978995,57607.8591509184,6.25455243152828e-12
"CPV",2006,460.031295227194,57256.3364623914,460.031295227194,57256.3364623913,6,0,-2.88657986402541e-15,0.476388076310276,0.83202682138,57256.3364628245,7.56306128835149e-12
"CPV",2007,437.708067976642,57020.4188881165,437.708067976642,57020.4188881182,6,-5.55111512312578e-16,2.95319324550292e-14,0.0979249696647433,0.17173667183,57020.4188897279,2.82598389134137e-11
"CPV",2008,408.528653345319,56752.809057151,408.528653345319,56752.8090571525,6,6.66133814775094e-16,2.46469511466785e-14,0.183027815964932,0.3225000119,56752.8090577824,1.11237685729293e-11
"CPV",2009,388.923203543862,56292.8233445986,388.923203543862,56292.8233445998,6,0,2.22044604925031e-14,0.476695996316412,0.84681486554,56292.823344856,4.57389681685072e-12
"CPV",2010,364.920773042216,55619.816568944,364.920773042216,55619.8165689454,6,4.44089209850063e-16,2.44249065417534e-14,0.278990550899919,0.50160278855,55619.8165696818,1.32645006090115e-11
"CPV",2011,348.936106148882,54824.2015622605,348.936106148882,54824.2015622611,6,2.22044604925031e-16,9.54791801177635e-15,0.0651209970313207,0.1187814782,54824.2015658976,6.63402666134516e-11
"CPV",2012,333.600567447672,53969.4075454049,333.600567447671,53969.4075454061,6,-2.22044604925031e-16,2.28705943072782e-14,0.004230689856786,0.00783905187,53969.4076139083,1.26930066457476e-09
"CPV",2013,318.268652655941,53062.2432135209,318.268652655941,53062.2432135226,6,2.22044604925031e-16,3.30846461338297e-14,0.0792286159621392,0.14931260188,53062.2432162919,5.22217824538984e-11
"CPV",2014,305.033908827485,52118.8812891014,305.033908827485,52118.8812891016,6,4.44089209850063e-16,5.32907051820075e-15,0.0961939008231737,0.18456631923,52118.8812912828,4.18542978053438e-11
"CPV",2015,297.674343911654,51153.1414778896,297.674343911654,51153.1414778908,6,0,2.35367281220533e-14,0.0236627273474872,0.04625860047,51153.1414851886,1.42687861526269e-10
"CPV",2016,282.512284834537,50149.4600221388,282.512284834537,50149.4600221406,6,2.22044604925031e-16,3.530509218308e-14,0.31750404228825,0.63311557521,50149.4600228301,1.37847511183509e-11
"CPV",2017,267.744211153878,49037.2555534197,267.744211153878,49037.2555534205,6,2.22044604925031e-16,1.62092561595273e-14,1.45302718407033,2.96310869699,49037.2555534786,1.20015108961979e-12
"CPV",2018,258.418377799771,47741.5923429216,258.418377799771,47741.5923429245,6,-2.22044604925031e-16,6.26165785888588e-14,0.013603394973053,0.02849380237,47741.5923519406,1.88914439647192e-10
"CPV",2019,238.995455248193,46209.6694781846,238.995455248193,46209.6694781881,6,2.22044604925031e-16,7.72715225139109e-14,0.0002314128577591,0.00050078881,46209.6702518373,1.67422264940598e-08
"CPV",2020,224.361801114661,44401.3992176727,224.361801114661,44401.3992176725,6,0,-3.88578058618805e-15,0,0,,
"CPV",2021,206.767880788966,42332.690999906,206.767880788966,42332.6909999091,6,2.22044604925031e-16,7.41628980449605e-14,9.70042085262e-05,0.00022914727,42332.6922141381,2.86830830198426e-08
"CPV",2022,191.541153849824,40109.9328817141,191.541153849824,40109.9328817148,6,-1.11022302462516e-16,1.77635683940025e-14,5.05260546975e-05,0.00012596893,40109.9340111089,2.81574839000598e-08
"CPV",2023,178.030899085637,37884.2955994917,178.030899085637,37884.2955994944,6,1.77635683940025e-15,7.061018436616e-14,3.5960732778e-05,9.492253e-05,37884.2965711091,2.56469707693441e-08
"CPV",2024,171.633171400473,36204.7978692833,171.633171400474,36186.0644680061,6,2.22044604925031e-16,-0.000517428693976196,3.47634329775336e-24,9.61326711495282e-24,36161.9338793378,-0.00118393120437343
"DJI",2000,1654.81156263727,88792.1610146133,1654.81156263727,88792.1610146141,6,-5.55111512312578e-16,9.10382880192628e-15,2.68261787759942,3.02123278332,88792.1610148663,2.849276370398e-12
"DJI",2001,1689.33876887109,92789.5588253699,1689.33876887109,92789.5588253707,6,2.22044604925031e-16,9.32587340685131e-15,2.56776149941966,2.76729573017,92789.5588254285,6.31494856406789e-13
"DJI",2002,1732.59203425763,96800.2087331316,1732.59203425763,96800.2087331327,6,0,1.17683640610267e-14,2.89496983285113,2.99066486605,96800.2087333423,2.17670326208008e-12
"DJI",2003,1742.20874296291,100702.269372333,1742.20874296291,100702.269372333,6,-6.66133814775094e-16,8.88178419700125e-16,17.3371918126693,17.2162871013,100702.269372356,2.28261853862932e-13
"DJI",2004,1825.35842014895,105248.964422838,1825.35842014895,105248.964422839,6,4.44089209850063e-16,1.73194791841524e-14,1.71552621057548,1.62996968187,105248.964422904,6.30162588777239e-13
"DJI",2005,1827.74449858499,109214.42826546,1827.74449858499,109214.42826546,6,2.22044604925031e-16,4.44089209850063e-16,3.15105029062501,2.885195977,109214.428265682,2.03281835808866e-12
"DJI",2006,1839.1797221307,111967.3029727,1839.1797221307,111967.302972702,6,2.22044604925031e-16,1.3988810110277e-14,10.1827119508324,9.0943620865,111967.302972772,6.3860028376439e-13
"DJI",2007,1861.33232310908,115768.982046822,1861.33232310908,115768.982046823,6,4.44089209850063e-16,7.99360577730113e-15,1.95821672218548,1.69148651699,115768.982047231,3.53095330751785e-12
"DJI",2008,1894.28275567404,120386.938007718,1894.28275567404,120386.938007718,6,-8.88178419700125e-16,-5.55111512312578e-15,0.958448706772102,0.79614011506,120386.938007749,2.52242671194836e-13
"DJI",2009,1927.71900783049,125536.687692587,1927.71900783049,125536.687692589,6,6.66133814775094e-16,1.68753899743024e-14,8.8587627911466,7.05671222809,125536.687692653,5.24691401437849e-13
"DJI",2010,1992.56791832299,131338.472521811,1992.56791832299,131338.472521814,6,-2.22044604925031e-16,1.97619698383278e-14,2.98512925381682,2.2728521175,131338.472522369,4.2490455598454e-12
"DJI",2011,1989.38908693872,137216.793218276,1989.38908693873,137216.793218278,6,4.44089209850063e-16,1.62092561595273e-14,0.0941190579852381,0.06859150092,137216.793221964,2.68769451139406e-11
"DJI",2012,2001.71827586924,143101.520930691,2001.71827586924,143101.520930693,6,-4.44089209850063e-16,1.02140518265514e-14,0.0457360125901835,0.03196053563,143101.520949646,1.3245449181909e-10
"DJI",2013,2004.88943826131,148275.876507259,2004.88943826131,148275.876507262,6,2.22044604925031e-16,1.77635683940025e-14,2.66474935293031,1.79715636535,148275.876507348,5.9974247790251e-13
"DJI",2014,1976.46774512821,152459.009010078,1976.46774512821,152459.009010081,6,-1.11022302462516e-16,1.4432899320127e-14,17.7696958541534,11.65539246879,152459.009010086,4.9737991503207e-14
"DJI",2015,1975.83391624404,156156.288586205,1975.83391624404,156156.288586205,6,-2.22044604925031e-16,1.99840144432528e-15,15.5983083618225,9.98890822972,156156.288586302,6.22613072209788e-13
"DJI",2016,1938.79791254603,158979.862358727,1938.79791254603,158979.862358728,6,-1.11022302462516e-15,6.66133814775094e-15,20.4860383082976,12.88593284982,158979.862358849,7.69606600670159e-13
"DJI",2017,1920.7318403225,161635.356466121,1920.7318403225,161635.356466121,6,0,-2.22044604925031e-16,15.6372440476076,9.67439574452,161635.356466219,6.01740879346835e-13
"DJI",2018,1866.47208292107,164251.159018191,1866.47208292107,164251.159018196,6,2.22044604925031e-16,3.19744231092045e-14,30.8972948499136,18.81100567849,164251.159018276,5.22026866178749e-13
"DJI",2019,1833.65644484513,166378.790336085,1833.65644484513,166378.790336087,6,-1.11022302462516e-16,9.54791801177635e-15,24.8869816759049,14.95802537428,166378.790336173,5.25579579857549e-13
"DJI",2020,1804.26962896496,168231.621062954,1804.26962896496,168231.621062958,6,2.22044604925031e-16,2.64233079860787e-14,32.6140171945109,19.38637753618,168231.62106301,3.37951888695898e-13
"DJI",2021,1790.80778321994,169583.176695721,1790.80778321994,169583.176695724,6,2.22044604925031e-16,1.79856129989275e-14,31.6311526872963,18.65229399732,169583.176695806,4.9871218266162e-13
"DJI",2022,1734.76730878366,170414.439183141,1734.76730878366,170414.439183144,6,4.44089209850063e-16,1.82076576038526e-14,22.2337020125677,13.04684164038,170414.439183153,7.03881397612349e-14
"DJI",2023,1680.42456922884,170204.144755485,1680.42456922884,170204.144755489,6,-4.44089209850063e-16,2.64233079860787e-14,15.281427974833,8.97829368185,170204.144755535,2.93320923105966e-13
"DJI",2024,1619.05851447361,172771.625559554,1619.05851447361,172697.347026831,6,-3.33066907387547e-16,-0.000429923215010231,19.4005119570286,11.2326694505734,172715.061565693,-0.000327391686441136
"ERI",2000,13543.2047210553,677951.427362745,13543.2047210553,677951.427362749,6,4.44089209850063e-16,6.66133814775094e-15,28.745259053018,4.24001748397,677951.427363063,4.69624339416441e-13
"ERI",2001,12980.4420864304,681464.52931955,12980.4420864304,681464.52931955,6,-9.99200722162641e-16,0,88.1275863561756,12.93208708077,681464.529319643,1.35891298214119e-13
"ERI",2002,12713.2466088953,690010.867387913,12713.2466088954,690010.867387916,6,4.44089209850063e-16,3.99680288865056e-15,22.0831181997524,3.2004015072,690010.86738872,1.16862075572044e-12
"ERI",2003,12528.9085346485,702779.202220718,12528.9085346485,702779.20222072,6,-3.33066907387547e-16,1.99840144432528e-15,29.9077537236637,4.25564012554,702779.202220928,2.98205904414317e-13
"ERI",2004,12730.0396204319,730098.459897194,12730.0396204319,730098.459897197,6,-1.11022302462516e-16,3.10862446895044e-15,11.198303694918,1.5338073301,730098.459901603,6.03850303093623e-12
"ERI",2005,12881.6351925552,757870.462540342,12881.6351925552,757870.462540341,6,0,-1.99840144432528e-15,20.5491549999896,2.71143368368,757870.462540686,4.52748949442139e-13
"ERI",2006,12748.5786756787,769182.496134899,12748.5786756787,769182.496134899,6,-6.66133814775094e-16,-3.33066907387547e-16,13.6308652107499,1.77212368706,769182.496136251,1.75792713719147e-12
"ERI",2007,12790.4457611971,782297.483429519,12790.4457611971,782297.483429521,6,-1.11022302462516e-16,2.44249065417534e-15,19.3775674873511,2.47700751923,782297.483431733,2.82995848976952e-12
"ERI",2008,12987.8865599502,795499.161895245,12987.8865599502,795499.161895244,6,-8.88178419700125e-16,-9.99200722162641e-16,12.1944176053291,1.53292651827,795499.161896635,1.74726899615507e-12
"ERI",2009,13202.2542420288,811158.079554412,13202.2542420288,811158.079554416,6,-4.44089209850063e-16,5.10702591327572e-15,12.4679475233587,1.53705521002,811158.079558929,5.56843460230994e-12
"ERI",2010,13295.2785914014,828001.550930061,13295.2785914014,828001.550930059,6,2.22044604925031e-16,-2.1094237467878e-15,41.5058124785338,5.0127698954,828001.55093139,1.60516044900305e-12
"ERI",2011,13185.8647499307,844932.856346871,13185.8647499307,844932.856346873,6,-7.7715611723761e-16,1.99840144432528e-15,53.0440765787273,6.2779043542,844932.856347837,1.14286358154914e-12
"ERI",2012,13119.4068896328,861625.517163371,13119.4068896328,861625.517163375,6,4.44089209850063e-16,5.32907051820075e-15,27.674992792467,3.21195139201,861625.51716414,8.92841356403551e-13
"ERI",2013,13081.0522232162,876084.773658576,13081.0522232162,876084.773658577,6,-3.33066907387547e-16,1.77635683940025e-15,17.8871548625428,2.04171507145,876084.773662349,4.30699920173083e-12
"ERI",2014,12764.8461773431,890024.349570069,12764.8461773431,890024.349570072,6,-4.44089209850063e-16,3.5527136788005e-15,39.3894191051731,4.42565634571,890024.349571451,1.55342405605552e-12
"ERI",2015,12707.9072451884,900124.762734881,12707.9072451884,900124.762734877,6,-4.44089209850063e-16,-4.10782519111308e-15,22.6752348843585,2.51912132885,900124.762736614,1.92512672470002e-12
"ERI",2016,12494.2500293873,907814.951711135,12494.2500293873,907814.951711134,6,2.22044604925031e-16,-6.66133814775094e-16,31.8475996930076,3.50815985493,907814.951711859,7.97806265495637e-13
"ERI",2017,12411.4185634777,916781.661733462,12411.4185634777,916781.661733466,6,-5.55111512312578e-16,3.77475828372553e-15,34.7595743065141,3.79147792297,916781.661734845,1.50812695665081e-12
"ERI",2018,12238.2721188848,926213.908657169,12238.2721188848,926213.908657164,6,-4.44089209850063e-16,-4.66293670342566e-15,30.1515383436459,3.25535365662,926213.908658758,1.71618275146557e-12
"ERI",2019,12075.5845482016,937336.951201217,12075.5845482016,937336.951201219,6,-1.11022302462516e-16,1.99840144432528e-15,58.8569865694506,6.27917063271,937336.951202563,1.43662859386495e-12
"ERI",2020,12009.0885126556,951246.45891496,12009.0885126556,951246.458914965,6,-3.33066907387547e-16,5.77315972805081e-15,50.4659406754122,5.30524347317,951246.458916195,1.29829480499666e-12
"ERI",2021,11863.4725676729,963050.362049284,11863.4725676729,963050.362049294,6,2.22044604925031e-16,1.04360964314765e-14,29.7269371281835,3.08674793132,963050.362051145,1.93223215205762e-12
"ERI",2022,11988.7033673663,972884.0888447,11988.7033673663,972884.088844707,6,-3.33066907387547e-16,7.105427357601e-15,40.4404730255488,4.15676168304,972884.088846132,1.47215573065296e-12
"ERI",2023,11854.9026287502,983453.769302797,11854.9026287502,983453.769302798,6,-4.44089209850063e-16,2.22044604925031e-16,48.6391851563762,4.94575207036,983453.769303801,1.02073904884037e-12
"ERI",2024,11415.5571326635,990220.759709614,11415.5571326635,990153.130063939,6,4.44089209850063e-16,-6.82975437669153e-05,43.3765641194195,4.38175128875186,989936.700213198,-0.000286864816386845
"ETH",2000,405740.067711121,12493665.8406461,405740.067711121,12493665.8406461,6,2.22044604925031e-16,1.11022302462516e-15,12410.5484527996,99.33472377998,12493665.8406462,7.99360577730113e-15
"ETH",2001,387717.977955965,12717865.5222701,387717.977955965,12717865.5222701,6,6.66133814775094e-16,1.55431223447522e-15,26173.8261996315,205.80360874078,12717865.5222702,7.105427357601e-15
"ETH",2002,371273.302245485,12936281.2851287,371273.302245485,12936281.2851288,6,4.44089209850063e-16,5.55111512312578e-15,25904.7914881702,200.24913587763,12936281.2851289,1.50990331349021e-14
"ETH",2003,356560.066597325,13162156.8151167,356560.066597326,13162156.8151167,6,2.22044604925031e-16,4.44089209850063e-16,31518.179495177,239.46059857741,13162156.8151172,3.64153152077051e-14
"ETH",2004,340909.284926282,13387383.8518466,340909.284926282,13387383.8518467,6,-3.33066907387547e-16,4.44089209850063e-15,40270.8560015607,300.81199170221,13387383.8518469,1.88737914186277e-14
"ETH",2005,324374.02190096,13600168.519649,324374.02190096,13600168.5196491,6,0,4.2188474935756e-15,31593.2561718979,232.30047573493,13600168.5196495,3.15303338993544e-14
"ETH",2006,310036.211880669,13791490.1975792,310036.211880669,13791490.1975792,6,6.66133814775094e-16,2.22044604925031e-16,26721.6731468363,193.75479200591,13791490.1975798,4.70734562441066e-14
"ETH",2007,294778.893693407,13957077.39002,294778.893693407,13957077.3900201,6,4.44089209850063e-16,4.88498130835069e-15,22079.5374505783,158.19599500369,13957077.3900207,4.57411886145564e-14
"ETH",2008,281141.881012329,14091446.501656,281141.88101233,14091446.501656,6,2.22044604925031e-16,-3.21964677141295e-15,16930.1107115657,120.14459061797,14091446.5016567,4.9737991503207e-14
"ETH",2009,268567.913032063,14195153.1833961,268567.913032063,14195153.1833962,6,-4.44089209850063e-16,3.10862446895044e-15,21293.3278265018,150.00421306765,14195153.1833968,4.50750547997814e-14
"ETH",2010,256659.852288302,14275849.9286543,256659.852288302,14275849.9286544,6,-8.88178419700125e-16,9.54791801177635e-15,22706.0037190315,159.05185213145,14275849.9286546,2.22044604925031e-14
"ETH",2011,247044.308412219,14343749.97607,247044.308412219,14343749.9760699,6,2.22044604925031e-16,-1.66533453693773e-15,18147.0433950319,126.51533542697,14343749.9760708,5.79536418854332e-14
"ETH",2012,239202.919908354,14424358.2463005,239202.919908354,14424358.2463005,6,6.66133814775094e-16,2.88657986402541e-15,19979.9720894496,138.51550098995,14424358.2463015,6.86117829218347e-14
"ETH",2013,233030.927490135,14523666.3704457,233030.927490135,14523666.3704457,6,2.22044604925031e-16,2.66453525910038e-15,20369.5335795067,140.25062997148,14523666.3704461,3.17523785042795e-14
"ETH",2014,227017.825408377,14634257.0064566,227017.825408377,14634257.0064567,6,-1.11022302462516e-16,9.54791801177635e-15,11576.8744015659,79.10804352047,14634257.0064576,7.19424519957101e-14
"ETH",2015,222280.681072973,14784234.4874015,222280.681072973,14784234.4874016,6,2.22044604925031e-16,9.54791801177635e-15,11813.4580723826,79.90578127294,14784234.4874028,8.74855743404623e-14
"ETH",2016,216512.31735476,14960283.0382362,216512.31735476,14960283.0382364,6,-1.11022302462516e-16,1.48769885299771e-14,9085.66396855891,60.73189889079,14960283.0382383,1.40998324127395e-13
"ETH",2017,210803.0530221,15140421.4892026,210803.0530221,15140421.4892026,6,8.88178419700125e-16,-2.33146835171283e-15,9219.34729337295,60.89227634744,15140421.4892034,5.37347943918576e-14
"ETH",2018,206038.258318185,15335569.1383723,206038.258318185,15335569.1383725,6,-3.33066907387547e-16,1.3988810110277e-14,8206.5222892456,53.51299462836,15335569.1383723,8.88178419700125e-16
"ETH",2019,201197.917936479,15543311.2426359,201197.917936479,15543311.242636,6,-9.99200722162641e-16,2.88657986402541e-15,6145.44369148884,39.53754509291,15543311.2426367,5.19584375524573e-14
"ETH",2020,195617.30770128,15723563.3866094,195617.30770128,15723563.3866095,6,6.66133814775094e-16,9.32587340685131e-15,10134.2931338583,64.45290348426,15723563.3866102,5.15143483426073e-14
"ETH",2021,191876.428205959,15882457.3034746,191876.428205959,15882457.3034746,6,1.11022302462516e-15,-1.22124532708767e-15,7703.29558903591,48.50191278241,15882457.303477,1.46993528460371e-13
"ETH",2022,191573.798129023,16099360.3584701,191573.798129023,16099360.35847,6,6.66133814775094e-16,-2.66453525910038e-15,8485.24736143763,52.70549371219,16099360.3584727,1.62536650805123e-13
"ETH",2023,192091.513265374,16402035.0871669,192091.513265374,16402035.087167,6,-3.33066907387547e-16,6.66133814775094e-15,10318.5989421939,62.91047962863,16402035.0871686,1.00364161426114e-13
"ETH",2024,191455.600459436,16621010.0376415,191455.600459436,16620255.4513038,6,-3.33066907387547e-16,-4.53995476807911e-05,8908.38144328392,53.5357444354829,16640062.7043108,0.00114630017225892
"GAB",2000,2610.17183327178,188726.036987602,2610.17183327178,188726.036987605,6,6.66133814775094e-16,1.19904086659517e-14,386.70972047186,204.90533613931,188726.036987609,3.68594044175552e-14
"GAB",2001,2569.41986008379,190031.490876266,2569.41986008379,190031.490876266,6,-2.22044604925031e-16,1.55431223447522e-15,375.997143119501,197.86043954384,190031.49087627,2.19824158875781e-14
"GAB",2002,2541.03643711022,191428.148688527,2541.03643711022,191428.148688528,6,4.44089209850063e-16,5.10702591327572e-15,354.792309460422,185.33967542971,191428.148688529,8.88178419700125e-15
"GAB",2003,2503.07849064471,193006.918536129,2503.0784906447,193006.918536131,6,-8.88178419700125e-16,9.10382880192628e-15,324.493470099733,168.12530481335,193006.918536136,3.68594044175552e-14
"GAB",2004,2465.82702913574,194859.357080603,2465.82702913574,194859.357080603,6,8.88178419700125e-16,-3.33066907387547e-16,270.650677126091,138.8953967523,194859.357080608,2.42028619368284e-14
"GAB",2005,2434.17926397405,197071.575136878,2434.17926397405,197071.575136877,6,6.66133814775094e-16,-2.22044604925031e-15,247.587005011858,125.6330370526,197071.575136879,7.54951656745106e-15
"GAB",2006,2425.99735018852,199695.668442406,2425.99735018852,199695.668442407,6,0,6.66133814775094e-16,238.551881203401,119.45771436309,199695.668442413,3.19744231092045e-14
"GAB",2007,2412.01579704607,202729.910434806,2412.01579704607,202729.910434807,6,-8.88178419700125e-16,3.77475828372553e-15,223.240797880841,110.11734647445,202729.910434809,1.46549439250521e-14
"GAB",2008,2393.83670653088,206144.734857195,2393.83670653088,206144.734857196,6,0,4.66293670342566e-15,234.863703881847,113.93145890655,206144.7348572,2.37587727269783e-14
"GAB",2009,2367.94541109065,209893.836244823,2367.94541109065,209893.836244824,6,-7.7715611723761e-16,4.66293670342566e-15,257.586349583524,122.72220766076,209893.836244837,6.72795152922845e-14
"GAB",2010,2335.75398435084,213894.323582584,2335.75398435084,213894.323582587,6,-5.55111512312578e-16,1.4210854715202e-14,295.757797453355,138.27285946612,213894.323582585,1.99840144432528e-15
"GAB",2011,2309.69745629883,218037.491306552,2309.69745629882,218037.491306552,6,-5.55111512312578e-16,-1.77635683940025e-15,329.18080773814,150.97440617463,218037.491306561,3.97459842815806e-14
"GAB",2012,2288.98615252794,222216.263053858,2288.98615252794,222216.263053859,6,-4.44089209850063e-16,3.99680288865056e-15,349.430338347172,157.24786905559,222216.263053868,4.50750547997814e-14
"GAB",2013,2278.13831393766,226300.738729621,2278.13831393766,226300.738729623,6,-2.22044604925031e-16,9.99200722162641e-15,347.21246202201,153.42966354027,226300.738729625,2.06501482580279e-14
"GAB",2014,2254.95178522638,230147.120589302,2254.95178522638,230147.120589301,6,-7.7715611723761e-16,-2.55351295663786e-15,339.751325880797,147.62353967794,230147.120589311,3.90798504668055e-14
"GAB",2015,2235.68864689905,233598.048990561,2235.68864689905,233598.048990563,6,4.44089209850063e-16,8.43769498715119e-15,307.793775942293,131.7621346892,233598.048990566,2.24265050974282e-14
"GAB",2016,2181.30559748117,236505.448123677,2181.30559748117,236505.448123679,6,6.66133814775094e-16,8.21565038222616e-15,297.550727048822,125.81136265969,236505.448123691,5.95079541199084e-14
"GAB",2017,2112.5158534589,238758.027181584,2112.5158534589,238758.027181589,6,-2.22044604925031e-16,1.97619698383278e-14,276.03580735781,115.6132049742,238758.027181592,3.15303338993544e-14
"GAB",2018,2033.32380517213,240251.199958315,2033.32380517213,240251.199958318,6,4.44089209850063e-16,1.26565424807268e-14,263.362498776407,109.61963928675,240251.199958327,5.01820807130571e-14
"GAB",2019,1953.07189087615,240888.706591529,1953.07189087615,240888.706591535,6,-4.44089209850063e-16,2.55351295663786e-14,260.863753236123,108.29223043588,240888.706591542,5.37347943918576e-14
"GAB",2020,1899.04752856718,240658.546732928,1899.04752856718,240658.546732934,6,-4.44089209850063e-16,2.50910403565285e-14,290.716942812795,120.8005893659,240658.546732935,2.77555756156289e-14
"GAB",2021,1831.95660369001,239701.127309042,1831.95660369001,239701.127309044,6,2.22044604925031e-16,9.10382880192628e-15,276.559844425259,115.37694775573,239701.12730905,3.68594044175552e-14
"GAB",2022,1774.37552607444,238200.444129903,1774.37552607444,238200.444129908,6,8.88178419700125e-16,1.84297022087776e-14,242.762992227724,101.91542384166,238200.44412992,6.88338275267597e-14
"GAB",2023,1737.34002010295,236439.201572656,1737.34002010295,236439.201572659,6,6.66133814775094e-16,1.24344978758018e-14,248.021426759861,104.8986061153,236439.201572656,-2.22044604925031e-16
"GAB",2024,1762.17544190006,234578.463577268,1762.17544190006,234557.56285535,6,-1.11022302462516e-16,-8.90990656118307e-05,264.514045573738,112.778993607312,234541.945368617,-0.00015567587959342
"GHA",2000,64168.3935256593,3016470.59463117,64168.3935256593,3016470.59463117,6,-3.33066907387547e-16,8.88178419700125e-16,15794.713706053,523.61570287358,3016470.5946312,1.15463194561016e-14
"GHA",2001,62728.8262047785,3069952.54618614,62728.8262047785,3069952.54618614,6,2.22044604925031e-16,6.66133814775094e-16,15670.7346203214,510.45527201355,3069952.54618615,3.99680288865056e-15
"GHA",2002,61456.3475994362,3128045.12115926,61456.3475994362,3128045.12115927,6,2.22044604925031e-16,6.66133814775094e-16,15745.0999807951,503.35271298644,3128045.12115926,-1.66533453693773e-15
"GHA",2003,59706.0638090945,3190690.00231325,59706.0638090945,3190690.00231327,6,8.88178419700125e-16,6.43929354282591e-15,15899.5018734138,498.30920151712,3190690.00231326,5.32907051820075e-15
"GHA",2004,58381.7987915446,3257885.42528369,58381.7987915447,3257885.4252837,6,6.66133814775094e-16,4.66293670342566e-15,15288.2128824654,469.26797252651,3257885.42528368,-1.11022302462516e-16
