"variable","age_band","estimate","se","ridge_lambda","pct","lo","hi","label","level"
"facility","1-3 months",-0.0499698275760153,0.0260914232608585,413.903689862759,-4.87418741687911,-9.61655059614975,0.117004598560566,"Facility delivery","survey-region"
"facility","4-11 months",-0.0549241176934936,0.0227078400796733,411.788981029018,-5.34430278453568,-9.46480213863467,-1.03626846803313,"Facility delivery","survey-region"
"facility","12-23 months",-0.040448659261409,0.0288407560196689,176.392792445658,-3.96415312411579,-9.24227033150705,1.62091888874183,"Facility delivery","survey-region"
"facility","24-35 months",-0.107572571235036,0.0311313123675469,143.951625537769,-10.1988649706748,-15.5144729217821,-4.54881289798779,"Facility delivery","survey-region"
"facility","36-59 months",-0.0660591404213932,0.0284661299221678,207.763358030384,-6.39244972451061,-11.4721288290835,-1.02130151010652,"Facility delivery","survey-region"
"hib3_wuenic","36-59 months",0.0242371997691169,0.0354019829288124,207.763358030384,2.45333081350094,-4.41465634877268,9.81479580259776,"Hib3 coverage (WUENIC)","national-exact-year"
"hib3_wuenic","12-23 months",0.020764822977677,0.0392999746357557,176.392792445658,2.09819119150731,-5.47096285476275,10.2734245410939,"Hib3 coverage (WUENIC)","national-exact-year"
"hib3_wuenic","1-3 months",-0.0477329391800211,0.0284154111677842,413.903689862759,-4.66116342392859,-9.8258283320579,0.799304186015215,"Hib3 coverage (WUENIC)","national-exact-year"
"hib3_wuenic","24-35 months",-0.0119531437990341,0.0359808163557937,143.951625537769,-1.18819887666485,-7.91660423710611,6.03184168379645,"Hib3 coverage (WUENIC)","national-exact-year"
"hib3_wuenic","4-11 months",-0.0139409918797304,0.0302255626264069,411.788981029018,-1.38442662578396,-7.05693593110411,4.63428776908532,"Hib3 coverage (WUENIC)","national-exact-year"
"hib3_wuenic","<1 month",0.0194433993684723,0.0179125741573607,1441.30996629813,1.96336533186576,-1.55431842211577,5.6067437714312,"Hib3 coverage (WUENIC)","national-exact-year"
"imp_sanit","1-3 months",-0.037778932281601,0.0245225359548878,413.903689862759,-3.70742108294096,-8.22617894765909,1.03383130587797,"Improved sanitation (StatCompiler)","survey-region"
"imp_sanit","12-23 months",0.0178310339992459,0.0268958958245571,176.392792445658,1.79909559967655,-3.42834572315298,7.30949927816054,"Improved sanitation (StatCompiler)","survey-region"
"imp_sanit","<1 month",0.0289769013199382,0.0142555899371635,1441.30996629813,2.94008164003974,0.103648181950478,5.85688534345257,"Improved sanitation (StatCompiler)","survey-region"
"imp_sanit","36-59 months",0.0246183076279848,0.0267406434932235,207.763358030384,2.49238402431127,-2.74106718983201,8.00744445232773,"Improved sanitation (StatCompiler)","survey-region"
"imp_sanit","4-11 months",-0.0172913084137561,0.0211879970535414,411.788981029018,-1.71426716813285,-5.71233234068055,2.45332733439778,"Improved sanitation (StatCompiler)","survey-region"
"imp_sanit","24-35 months",-0.0536654283294555,0.0286457354183257,143.951625537769,-5.22508565227641,-10.3996598546526,0.248329136334813,"Improved sanitation (StatCompiler)","survey-region"
"imp_water","1-3 months",-0.0416657284428466,0.0219485042950546,413.903689862759,-4.0809642956043,-8.11981520101518,0.135425615325846,"Improved water (StatCompiler)","survey-region"
"imp_water","12-23 months",-0.0660218618577853,0.0228498178333985,176.392792445658,-6.38896010444988,-10.4888963085799,-2.10123181436945,"Improved water (StatCompiler)","survey-region"
"imp_water","<1 month",0.0121950827991143,0.012363952950258,1441.30996629813,1.22697460207168,-1.19660949623891,3.71000767122867,"Improved water (StatCompiler)","survey-region"
"imp_water","36-59 months",-0.0605972781889943,0.0233476719031074,207.763358030384,-5.87977938811474,-10.0897931283313,-1.47263323869233,"Improved water (StatCompiler)","survey-region"
"imp_water","4-11 months",-0.0141703819021447,0.0183262234775847,411.788981029018,-1.40704546000405,-4.88559729656711,2.19872499472544,"Improved water (StatCompiler)","survey-region"
"imp_water","24-35 months",-0.0319884233779796,0.0250912548962816,143.951625537769,-3.14822058212785,-7.79605629569113,1.73390420793691,"Improved water (StatCompiler)","survey-region"
"log_gdp","<1 month",-0.0104716512405025,0.0203264749495935,1441.30996629813,-1.04170143796751,-4.90668773937885,2.98037392423032,"GDP per capita","national-nearest-year"
"log_gdp","1-3 months",-0.0254515288697403,0.0352044119502894,413.903689862759,-2.51303691465811,-9.01287529978855,4.45112979354019,"GDP per capita","national-nearest-year"
"log_gdp","4-11 months",-0.0124613117710371,0.0364689329751979,411.788981029018,-1.2383991130952,-8.05139629287412,6.07941193769717,"GDP per capita","national-nearest-year"
"log_gdp","12-23 months",-0.0280324154570543,0.0511856281531636,176.392792445658,-2.76431531012284,-12.0460009837754,7.49685611640145,"GDP per capita","national-nearest-year"
"log_gdp","24-35 months",-0.0358646048137626,0.0525409274617014,143.951625537769,-3.5229090022466,-12.9636921374467,6.94191097912389,"GDP per capita","national-nearest-year"
"log_gdp","36-59 months",-0.0293993803258783,0.0463041375402348,207.763358030384,-2.89714226951311,-11.3217459736027,6.32781489608956,"GDP per capita","national-nearest-year"
"log_hexp_pc","1-3 months",0.00383969040333586,0.0349512789466636,413.903689862759,0.384707145849794,-6.2618394268423,7.50253010238437,"Health expenditure per capita","national-nearest-year"
"log_hexp_pc","4-11 months",-0.00324833396186274,0.0361523764684217,411.788981029018,-0.324306383302264,-7.14276611367834,6.99482939727445,"Health expenditure per capita","national-nearest-year"
"log_hexp_pc","12-23 months",-0.023409899923627,0.0508825162323339,176.392792445658,-2.31380139565831,-11.5859800092265,7.93077159892417,"Health expenditure per capita","national-nearest-year"
"log_hexp_pc","24-35 months",-0.0392428028004967,0.052924553920418,143.951625537769,-3.84827782723471,-13.3224199994037,6.661418981991,"Health expenditure per capita","national-nearest-year"
"log_hexp_pc","<1 month",-0.0170378929463154,0.020203178446239,1441.30996629813,-1.68935688701255,-5.5062151751939,2.28167458006165,"Health expenditure per capita","national-nearest-year"
"log_hexp_pc","36-59 months",-0.069095037654128,0.0463413364101726,207.763358030384,-6.67620168851654,-14.7791494236056,2.19718850934436,"Health expenditure per capita","national-nearest-year"
"log_hiv_prev","<1 month",-0.0104571918390296,0.0195839635578877,1441.30996629813,-1.04027054985466,-4.76681856304706,2.83210016804096,"Child HIV prevalence (log, UNAIDS)","national-exact-year"
"log_hiv_prev","1-3 months",0.0770671709012125,0.0332556928079819,413.903689862759,8.01146262288106,1.19569323543218,15.2862902059669,"Child HIV prevalence (log, UNAIDS)","national-exact-year"
"log_hiv_prev","4-11 months",0.0514137834750701,0.0345664443666424,411.788981029018,5.27584172069697,-1.62037314112,12.6554674363543,"Child HIV prevalence (log, UNAIDS)","national-exact-year"
"log_hiv_prev","12-23 months",0.0756247768574724,0.0473305020247334,176.392792445658,7.85577983749086,-1.69969018504597,18.3401076380294,"Child HIV prevalence (log, UNAIDS)","national-exact-year"
"log_hiv_prev","24-35 months",0.0594707705313358,0.049076125890134,143.951625537769,6.12747400294178,-3.60524901463273,16.8428843179938,"Child HIV prevalence (log, UNAIDS)","national-exact-year"
"log_hiv_prev","36-59 months",-0.00113599768743481,0.0429473020576366,207.763358030384,-0.113535268632492,-8.17748984134149,8.65860472874367,"Child HIV prevalence (log, UNAIDS)","national-exact-year"
"mage1","1-3 months",-0.0606098176529834,0.0198102552601078,413.903689862759,-5.88095959783214,-9.46538461425318,-2.15462087643092,"Maternal age at first birth","survey-region"
"mage1","12-23 months",-0.201233975732061,0.0205923197444294,176.392792445658,-18.2278917719659,-21.4625749382568,-14.8599832652966,"Maternal age at first birth","survey-region"
"mage1","<1 month",-0.0611043594787437,0.0113474070337644,1441.30996629813,-5.92749389238552,-7.99665742525983,-3.81179468367641,"Maternal age at first birth","survey-region"
"mage1","36-59 months",-0.168487613509243,0.0210049546341803,207.763358030384,-15.5058270782962,-18.9137939145353,-11.9546270274625,"Maternal age at first birth","survey-region"
"mage1","4-11 months",-0.093245727508115,0.0166081674910705,411.788981029018,-8.90303775045043,-11.8206816051611,-5.88885600207162,"Maternal age at first birth","survey-region"
"mage1","24-35 months",-0.214048868928787,0.0227386211063481,143.951625537769,-19.2691068264024,-22.7880977252182,-15.5897352533497,"Maternal age at first birth","survey-region"
"measles","<1 month",0.0135580552474897,0.014665126220213,1441.30996629813,1.36503824658516,-1.50708724692472,4.32091702365516,"Measles vaccination","survey-region"
"measles","1-3 months",0.0305073808427188,0.0254695101530792,413.903689862759,3.09774995034691,-1.92256429329676,8.37504027542386,"Measles vaccination","survey-region"
"measles","4-11 months",-0.0217061167466393,0.0231947971716886,411.788981029018,-2.14722342777897,-6.49618227121751,2.40400996959043,"Measles vaccination","survey-region"
"measles","12-23 months",0.00454510983004917,0.0296940556419117,176.392792445658,0.455545450836126,-5.22411997614828,6.47557806147909,"Measles vaccination","survey-region"
"measles","24-35 months",-0.000200431255496265,0.0319360652954285,143.951625537769,-0.0200411170494075,-6.08641351452983,6.43819017371912,"Measles vaccination","survey-region"
"measles","36-59 months",0.028801183549517,0.0293734311481903,207.763358030384,2.9219948275407,-2.83608045222724,9.02130202839404,"Measles vaccination","survey-region"
"pct_urban","<1 month",-0.0155236005927984,0.0123606493746805,1441.30996629813,-1.54037305780987,-3.89707883805045,0.874125576877449,"Urban residence","survey-region"
"pct_urban","12-23 months",0.0394792925158137,0.0230913880703323,176.392792445658,4.02689573089399,-0.576315702970132,8.84323098585442,"Urban residence","survey-region"
"pct_urban","1-3 months",-0.000485248167185568,0.0220174285573979,413.903689862759,-0.0485130453334648,-4.27009104970321,4.35923165492473,"Urban residence","survey-region"
"pct_urban","24-35 months",0.0384159787610359,0.0257551385481628,143.951625537769,3.91634128924212,-1.19916133847903,9.29670368423581,"Urban residence","survey-region"
"pct_urban","36-59 months",-0.00369690457032039,0.0242786250031502,207.763358030384,-0.369007943183841,-4.99902293792527,4.48665777131305,"Urban residence","survey-region"
"pct_urban","4-11 months",0.00596125782969436,0.0183438019991705,411.788981029018,0.597906148696614,-2.9547279391316,4.28059509333516,"Urban residence","survey-region"
"pcv3_wuenic","<1 month",-0.0134718032616694,0.0189041379411186,1441.30996629813,-1.33814646497988,-4.92688070299427,2.38605207173774,"PCV completion (WUENIC)","national-exact-year"
"pcv3_wuenic","12-23 months",-0.0453075241026028,0.0440749065243017,176.392792445658,-4.42964652343707,-12.3391102370878,4.19347200716513,"PCV completion (WUENIC)","national-exact-year"
"pcv3_wuenic","1-3 months",-0.0290728183426516,0.0309028135241008,413.903689862759,-2.86542698949515,-8.57418731016838,3.19979660385861,"PCV completion (WUENIC)","national-exact-year"
"pcv3_wuenic","24-35 months",-0.0625464599834394,0.0413026810572598,143.951625537769,-6.06305812880054,-13.3678952786255,1.85772441398331,"PCV completion (WUENIC)","national-exact-year"
"pcv3_wuenic","36-59 months",-0.0356531089827724,0.0383432638183782,207.763358030384,-3.50250234182877,-10.488753203085,4.02901744197011,"PCV completion (WUENIC)","national-exact-year"
"pcv3_wuenic","4-11 months",-0.0420205427283064,0.0333442336709031,411.788981029018,-4.11499170265771,-10.1811427182298,2.36085265858108,"PCV completion (WUENIC)","national-exact-year"
"polstab","12-23 months",-0.0102548090125969,0.0363350738498748,176.392792445658,-1.02024077333249,-7.82410699417816,6.28584564893004,"Political stability (WGI)","national-nearest-year"
"polstab","<1 month",-0.0112401190077526,0.0163234621040577,1441.30996629813,-1.1177184886468,-4.2312835274808,2.09707258315623,"Political stability (WGI)","national-nearest-year"
"polstab","1-3 months",-0.029147580920634,0.0257723965391573,413.903689862759,-2.87268874912729,-7.65711056491977,2.15962104430447,"Political stability (WGI)","national-nearest-year"
"polstab","24-35 months",0.0191470825214571,0.0343551751512457,143.951625537769,1.93315634487647,-4.70463961016216,9.03330781187799,"Political stability (WGI)","national-nearest-year"
"polstab","4-11 months",-0.00279555374654086,0.0282917692480755,411.788981029018,-0.279164982488755,-5.65835029414654,5.40673146584485,"Political stability (WGI)","national-nearest-year"
"polstab","36-59 months",-0.0119309380300545,0.0313373265413298,207.763358030384,-1.1860046602746,-7.07264229987671,5.07353180651469,"Political stability (WGI)","national-nearest-year"
"rotac_wuenic","<1 month",-0.00280484649629063,0.0183581084334097,1441.30996629813,-0.280091658947723,-3.80441650885551,3.37335414638129,"Rotavirus completion (WUENIC)","national-exact-year"
"rotac_wuenic","36-59 months",-0.0740143545667476,0.036850660605383,207.763358030384,-7.13416367428511,-13.6051094736522,-0.178546393963042,"Rotavirus completion (WUENIC)","national-exact-year"
"rotac_wuenic","1-3 months",0.0161639727280471,0.0299047949546976,413.903689862759,1.62953164597888,-4.15610630227741,7.76442091507437,"Rotavirus completion (WUENIC)","national-exact-year"
"rotac_wuenic","4-11 months",-0.019840444267708,0.0324264646513333,411.788981029018,-1.96449178985055,-8.00135294621659,4.46850228573044,"Rotavirus completion (WUENIC)","national-exact-year"
"rotac_wuenic","12-23 months",-0.0238897418977723,0.0426308976448333,176.392792445658,-2.36066408980037,-10.1875250696109,6.14828201064361,"Rotavirus completion (WUENIC)","national-exact-year"
"rotac_wuenic","24-35 months",-0.0892380243879656,0.0403451179338196,143.951625537769,-8.53721560697704,-15.4911949719561,-1.01101386833514,"Rotavirus completion (WUENIC)","national-exact-year"
"wasting","36-59 months",-0.0454442800951362,0.0206182754276435,207.763358030384,-4.44271544833627,-8.22737174079162,-0.501981864386469,"Wasting, WHZ < -2 SD (StatCompiler)","survey-region"
"wasting","12-23 months",-0.0587581099400775,0.0198149736836056,176.392792445658,-5.70651718645315,-9.2984244813263,-1.97236541631942,"Wasting, WHZ < -2 SD (StatCompiler)","survey-region"
"wasting","1-3 months",-0.0144262783487841,0.0192089777515329,413.903689862759,-1.43227181892904,-5.07431605071917,2.34950789470816,"Wasting, WHZ < -2 SD (StatCompiler)","survey-region"
"wasting","24-35 months",-0.0644947816245142,0.0221486462174572,143.951625537769,-6.24589933097093,-10.2288137705958,-2.08627331940762,"Wasting, WHZ < -2 SD (StatCompiler)","survey-region"
"wasting","4-11 months",-0.0555346911699282,0.0160187011754427,411.788981029018,-5.40207940241872,-8.32599681747623,-2.38490443611133,"Wasting, WHZ < -2 SD (StatCompiler)","survey-region"
"wasting","<1 month",-0.0155477263446059,0.0111359735436366,1441.30996629813,-1.54274844167847,-3.66844380244085,0.629853467105401,"Wasting, WHZ < -2 SD (StatCompiler)","survey-region"
