"grouping","age_group","pfpr","hr","lo","hi"
"six bands","12-23 months",10,1.33668682917806,1.24177789035309,1.43884964708951
"six bands","12-23 months",11,1.37731212515365,1.27051254051194,1.49308930813929
"six bands","12-23 months",12,1.41802425740285,1.29934255253656,1.54754632691544
"six bands","12-23 months",13,1.45862339359217,1.32816289480931,1.60189854169944
"six bands","12-23 months",14,1.49890058818391,1.35686047224558,1.65580987818138
"six bands","12-23 months",15,1.53864133868321,1.38531517561031,1.70893758386923
"six bands","12-23 months",16,1.57762941024459,1.41340115270298,1.76093995063532
"six bands","12-23 months",17,1.6156508369839,1.4409883100259,1.81148424930654
"six bands","12-23 months",18,1.65249799354882,1.4679440470518,1.86025456771821
"six bands","12-23 months",19,1.68797362085496,1.49413521756364,1.90695923046927
"six bands","12-23 months",20,1.72189468517991,1.51943030319247,1.95133748525434
"six bands","12-23 months",21,1.75409595149512,1.54370177341797,1.99316516961629
"six bands","12-23 months",22,1.78443315944655,1.56682859359598,2.03225912109787
"six bands","12-23 months",23,1.812785703538,1.58869882811802,2.06848016048745
"six bands","12-23 months",24,1.83905873760886,1.60921227020898,2.10173455857147
"six bands","12-23 months",25,1.86318464545646,1.62828301337092,2.13197398398083
"six bands","12-23 months",26,1.88512384453351,1.64584186410867,2.15919401901552
"six bands","12-23 months",27,1.90486491507011,1.66183848249546,2.18343141218897
"six bands","12-23 months",28,1.92242407243512,1.67624312941345,2.20476030560747
"six bands","12-23 months",29,1.93784402394081,1.68904789929386,2.22328772481411
"six bands","12-23 months",30,1.95119227146644,1.70026732739555,2.23914864379715
"six bands","12-23 months",31,1.96255893779316,1.70993828308555,2.25250093667803
"six bands","12-23 months",32,1.97205420589563,1.71811909482703,2.26352049907353
"six bands","12-23 months",33,1.97980546742827,1.72488789751621,2.27239677111946
"six bands","12-23 months",34,1.98595427838756,1.73034024400036,2.27932882536888
"six bands","12-23 months",35,1.99065321751343,1.7345860751169,2.28452210544206
"six bands","12-23 months",36,1.99406273664538,1.73774619013736,2.28818582382468
"six bands","12-23 months",37,1.99634808285234,1.73994839664245,2.2905309580438
"six bands","12-23 months",38,1.99767636064731,1.74132354177004,2.29176873002738
"six bands","12-23 months",39,1.99821378974861,1.7420016337376,2.29210941724236
"six bands","12-23 months",40,1.99812325269815,1.74210829285202,2.29176139586414
"six bands","12-23 months",41,1.99756240024802,1.74176188748706,2.29093056378769
"six bands","12-23 months",42,1.99668148293265,1.74107085731999,2.28981889365654
"six bands","12-23 months",43,1.99562150726542,1.74013176603582,2.28862278017763
"six bands","12-23 months",44,1.99451286011881,1.73902827769126,2.28753126111362
"six bands","12-23 months",45,1.9934742130755,1.73783094725431,2.28672382919388
"six bands","12-23 months",46,1.99261169072602,1.73659779206165,2.28636784416518
"six bands","12-23 months",47,1.99201828409033,1.73537555676064,2.28661561394661
"six bands","12-23 months",48,1.99177348851642,1.73420152984832,2.28760127429011
"six bands","12-23 months",49,1.99194314490799,1.73310572080852,2.28943765224829
"six bands","12-23 months",50,1.99257965495299,1.73211329909415,2.29221361178219
"six bands","12-23 months",51,1.99372284793518,1.73124722522979,2.29599258641479
"six bands","12-23 months",52,1.99539969573475,1.73052963836475,2.30081002802166
"six bands","12-23 months",53,1.9976246512429,1.72998308537492,2.30667240679321
"six bands","12-23 months",54,2.0004008812049,1.72963162943701,2.31355834237829
"six bands","12-23 months",55,2.00372052207744,1.72950047705406,2.32141938314643
"six bands","12-23 months",56,2.00756518311803,1.72961505635153,2.33018205390123
"six bands","12-23 months",57,2.01190687683614,1.72999976447766,2.33975134804872
"six bands","12-23 months",58,2.01670965390331,1.73067685060785,2.35001573327705
"six bands","12-23 months",59,2.02193079274173,1.73166452415642,2.36085227456443
"six bands","12-23 months",60,2.02752134522385,1.73297428988797,2.37213144437596
"six bands","24-35 months",0,0.957559774505065,0.94836442773617,0.966844279407402
"six bands","24-35 months",1,1,1,1
"six bands","24-35 months",2,1.04429954802926,1.03427988437597,1.05441627792278
"six bands","24-35 months",3,1.09048354360871,1.06968893205222,1.11168239966735
"six bands","24-35 months",4,1.13853901597617,1.10620991117576,1.17181294237566
"six bands","24-35 months",5,1.18841305510059,1.1438028648013,1.23476311608894
"six bands","24-35 months",6,1.24001136735095,1.18240473362849,1.30042459018326
"six bands","24-35 months",7,1.2931973793967,1.22192914276392,1.36862229040198
"six bands","24-35 months",8,1.34779204971796,1.2622664104981,1.43911253137609
"six bands","24-35 months",9,1.4035745441739,1.303283841965,1.51158284758806
"six bands","24-35 months",10,1.46028391568689,1.34482637067999,1.58565385160883
"six bands","24-35 months",11,1.51762189824686,1.3867176068751,1.66088338001887
"six bands","24-35 months",12,1.57525688271137,1.42876134343226,1.73677308525753
"six bands","24-35 months",13,1.63282908819704,1.47074355864342,1.8127774999209
"six bands","24-35 months",14,1.68995688103698,1.51243494027083,1.88831544664846
"six bands","24-35 months",15,1.7462441270864,1.55359393800625,1.96278350268091
"six bands","24-35 months",16,1.80128839701688,1.5939703318763,2.03557106700242
"six bands","24-35 months",17,1.85468978374123,1.6333092833587,2.10607643571364
"six bands","24-35 months",18,1.90606004011,1.67135581406732,2.17372318086051
"six bands","24-35 months",19,1.95503170975472,1.70785963534283,2.23797606492364
"six bands","24-35 months",20,2.00126690598525,1.74258023056238,2.29835571341195
"six bands","24-35 months",21,2.04446539698849,1.77529207190632,2.35445131853429
"six bands","24-35 months",22,2.08437167950473,1.80578983453376,2.4059307540864
"six bands","24-35 months",23,2.12078076659747,1.8338934541519,2.45254763835217
"six bands","24-35 months",24,2.1535424760657,1.85945285999616,2.49414507675594
"six bands","24-35 months",25,2.18256407808591,1.88235220407072,2.53065602954081
"six bands","24-35 months",26,2.20781124110297,1.90251340219608,2.56210046705274
"six bands","24-35 months",27,2.22930729527793,1.91989880354738,2.58857967284356
