"age_band","pfpr","af","af_lo","af_hi","attributable_per_1000cy","attributable_lo","attributable_hi","allcause_rate_per_1000cy","rate_lo","rate_hi","reference_rate_per_1000cy"
"1-3 months",2,0.00923662357704573,-0.000695767575620642,0.0188366948919375,0.297917085929704,-0.0228650499224404,0.589469176973677,32.8699840076714,28.6601183912497,37.5822808225701,32.5720669217418
"1-3 months",3,0.0138143229331787,-0.00103252555078681,0.0281240554395698,0.448273886760329,-0.0339204970833336,0.887864795629576,33.0203408085021,28.8551582424281,37.6521272567856,32.5720669217418
"1-3 months",4,0.0183666922657299,-0.00134862670859112,0.0373277350006854,0.599621609465742,-0.0442909971164085,1.1883783257555,33.1716885312075,29.0942662849493,37.7021652615296,32.5720669217418
"1-3 months",5,0.022895452104759,-0.00162996260476866,0.0464508004861914,0.752017002095563,-0.0535153758628328,1.49064555905801,33.3240839238373,29.3155386219573,37.8460170661963,32.5720669217418
"1-3 months",6,0.0274025313454211,-0.00185986155018158,0.0554962287434412,0.905522191082149,-0.0610493240608944,1.7942202106925,33.4775891128239,29.5331997354365,37.8776689028802,32.5720669217418
"1-3 months",7,0.031889972019832,-0.00201970020111729,0.0644666603143204,1.06020105301921,-0.0666202073164152,2.09858675127054,33.632267974761,29.7241098597124,37.9864776769473,32.5720669217418
"1-3 months",8,0.0363598390871753,-0.00208948285457673,0.0733609067219863,1.21611589614901,-0.0718788249575062,2.40317305379011,33.7881828178907,29.974778814286,38.0952146919295,32.5720669217418
"1-3 months",9,0.0408141355441642,-0.00205263939901855,0.0821815302070078,1.37332445817761,-0.0675347209167037,2.70723386457638,33.9453913799194,30.1427374084556,38.1993169632338,32.5720669217418
"1-3 months",10,0.0452547233028443,-0.00191255006477198,0.0909233927242379,1.53187722217062,-0.0694332153557852,3.01644747147408,34.1039441439124,30.318624960433,38.2747837335759,32.5720669217418
"1-3 months",11,0.0496832504034149,-0.00199801349643165,0.0993289137938891,1.69181504742405,-0.0725300343536629,3.31559631369726,34.2638819691658,30.4898192157263,38.3685494860402,32.5720669217418
"1-3 months",12,0.0541010852040007,-0.00192138907386327,0.107582875446397,1.85316710750924,-0.069597976293146,3.62934512634547,34.4252340292509,30.6601130048508,38.5131996031266,32.5720669217418
"1-3 months",13,0.0585092582244768,-0.00169084223700026,0.115674203910404,2.01594912402936,-0.0612614562698085,3.94847921726531,34.5880160457711,30.8271396647706,38.6128034040849,32.5720669217418
"1-3 months",14,0.0629084122993884,-0.00135434058554332,0.123683064419331,2.18016188170292,-0.0490865158084914,4.25078464135431,34.7522288034447,30.9988905057825,38.7313469458099,32.5720669217418
"1-3 months",15,0.0672987616292188,-0.000893143329177031,0.131403368479026,2.34579000876361,-0.0323792168013167,4.54987247478616,34.9178569305053,31.1755906593182,38.9174426955093,32.5720669217418
"1-3 months",16,0.0716800602105858,-0.000302371751554869,0.138919034176328,2.51280100624006,-0.0109683674933216,4.85526662596099,35.0848679279818,31.3355570874491,39.0246640124502,32.5720669217418
"1-3 months",17,0.0760515799718608,0.000606357775217079,0.146329471521459,2.68114451005451,0.021955755595088,5.18079602173201,35.2532114317962,31.5547190323791,39.2678595324921,32.5720669217418
"1-3 months",18,0.0804120987731766,0.00193698988626406,0.153562153310682,2.85075177173213,0.0701084788511445,5.46699480524804,35.4228186934739,31.7105930598997,39.3878285857336,32.5720669217418
"1-3 months",19,0.0847598982246391,0.00326468657310725,0.160655527040354,3.02153534544159,0.126050941310042,5.78328978972649,35.5936022671834,31.8239575836005,39.5641767065014,32.5720669217418
"1-3 months",20,0.0890927710827634,0.00473415574146273,0.167865948358112,3.19338897220458,0.175461636906401,6.10500571703922,35.7654558939464,31.9914372433645,39.7568697492528,32.5720669217418
"1-3 months",21,0.0934080377786511,0.00679125899712098,0.174883759330282,3.36618765493677,0.230936980154389,6.38855248133534,35.9382545766785,32.115859324329,39.9104534300748,32.5720669217418
"1-3 months",22,0.0977025714448756,0.00879338285293378,0.18078310519653,3.53978792104393,0.315184918863783,6.66595153701811,36.1118548427857,32.2469426914668,40.1113095262703,32.5720669217418
"1-3 months",23,0.101972830643778,0.0111527621216352,0.187339026256756,3.71402827211303,0.410654248573605,6.93387048273186,36.2860951938548,32.4006517133748,40.3113975260713,32.5720669217418
"1-3 months",24,0.106214898853978,0.0137215249618101,0.19401009655782,3.88872982216266,0.493268739794841,7.20638624523144,36.4607967439044,32.5810519624705,40.4859619752022,32.5720669217418
"1-3 months",25,0.110424529674896,0.0168849116542367,0.200026696425004,4.06369712765576,0.597317259571785,7.4703090233421,36.6357640493975,32.7202567476576,40.6178842007155,32.5720669217418
"1-3 months",26,0.114597196631164,0.0197356358675371,0.204916899824413,4.23871921267555,0.72832922785796,7.72757060992886,36.8107861344173,32.8417590922102,40.8982079234507,32.5720669217418
"1-3 months",27,0.118728146434464,0.0226350554790296,0.21055302749353,4.41357079242119,0.829907793282707,7.97047179280346,36.9856377141629,32.9977765376523,41.0973921692125,32.5720669217418
