"subset","split","region","era","prevalence","af","lo","hi"
"Central & East, before 2013","era x region","Central & East","before 2013",63.1011967439951,0.226702701064791,0.0531231762695418,0.377275509645254
"Central & East, before 2013","era x region","Central & East","before 2013",64.856855615466,0.221501133055957,0.0431795705858216,0.373754275496073
"Central & East, before 2013","era x region","Central & East","before 2013",66.612514486937,0.216094795577766,0.0305782801502815,0.37065698814825
"Central & East, before 2013","era x region","Central & East","before 2013",68.3681733584079,0.210534989552758,0.0201664733493406,0.369325792145993
"Central & East, before 2013","era x region","Central & East","before 2013",70.1238322298788,0.204876900728042,0.00801984007919271,0.36902738867608
"West, 2013 onwards","era x region","West","2013 onwards",1.78852012644821,0.00542133567903428,0,0.0185202234897952
"West, 2013 onwards","era x region","West","2013 onwards",3.04932791114705,0.0139730439015489,0,0.0473358400857491
"West, 2013 onwards","era x region","West","2013 onwards",4.31013569584589,0.022389363034542,0,0.0749585597569735
"West, 2013 onwards","era x region","West","2013 onwards",5.57094348054473,0.0306780703185839,0,0.10206830496805
"West, 2013 onwards","era x region","West","2013 onwards",6.83175126524358,0.0388464376582071,0,0.128081673187469
"West, 2013 onwards","era x region","West","2013 onwards",8.09255904994242,0.0468954369919567,0,0.152342728769064
"West, 2013 onwards","era x region","West","2013 onwards",9.35336683464126,0.0548240608868715,0,0.174498479586506
"West, 2013 onwards","era x region","West","2013 onwards",10.6141746193401,0.0626379929000942,0,0.195648247123198
"West, 2013 onwards","era x region","West","2013 onwards",11.8749824040389,0.0703270470723551,0,0.214662739854972
"West, 2013 onwards","era x region","West","2013 onwards",13.1357901887378,0.0778526914158007,0,0.231357177045236
"West, 2013 onwards","era x region","West","2013 onwards",14.3965979734366,0.0852177919318142,0,0.24940596954574
"West, 2013 onwards","era x region","West","2013 onwards",15.6574057581355,0.0923572242506696,0,0.267186315646043
"West, 2013 onwards","era x region","West","2013 onwards",16.9182135428343,0.0992058717442867,0,0.281909929607487
"West, 2013 onwards","era x region","West","2013 onwards",18.1790213275332,0.105715928642677,0,0.294515090248815
"West, 2013 onwards","era x region","West","2013 onwards",19.439829112232,0.11177786279881,0,0.303067372968497
"West, 2013 onwards","era x region","West","2013 onwards",20.7006368969308,0.117314836268626,0,0.312573470769364
"West, 2013 onwards","era x region","West","2013 onwards",21.9614446816297,0.122304104631352,0,0.321124285482332
"West, 2013 onwards","era x region","West","2013 onwards",23.2222524663285,0.126738550205846,0,0.325653576821516
"West, 2013 onwards","era x region","West","2013 onwards",24.4830602510274,0.130636199194273,0,0.329770388703248
"West, 2013 onwards","era x region","West","2013 onwards",25.7438680357262,0.134066794682354,0,0.334037985893392
"West, 2013 onwards","era x region","West","2013 onwards",27.0046758204251,0.137120894912243,0,0.339862944130727
"West, 2013 onwards","era x region","West","2013 onwards",28.2654836051239,0.139899925569481,0,0.343660108163843
"West, 2013 onwards","era x region","West","2013 onwards",29.5262913898227,0.14250258085955,0,0.345736100605713
"West, 2013 onwards","era x region","West","2013 onwards",30.7870991745216,0.145025259538673,0,0.348039093741014
"West, 2013 onwards","era x region","West","2013 onwards",32.0479069592204,0.147565357525365,0,0.348777978271977
"West, 2013 onwards","era x region","West","2013 onwards",33.3087147439193,0.150224198856957,0,0.352673597685272
"West, 2013 onwards","era x region","West","2013 onwards",34.5695225286181,0.153091896951841,0,0.356512505050997
"West, 2013 onwards","era x region","West","2013 onwards",35.830330313317,0.156232203021357,0,0.360764378164421
"West, 2013 onwards","era x region","West","2013 onwards",37.0911380980158,0.159674126604956,0,0.365166373900622
"West, 2013 onwards","era x region","West","2013 onwards",38.3519458827146,0.163445204031066,0,0.369163228651746
"West, 2013 onwards","era x region","West","2013 onwards",39.6127536674135,0.167546044019819,0,0.373551577542195
"West, 2013 onwards","era x region","West","2013 onwards",40.8735614521123,0.171983613218504,0,0.377074756529241
"West, 2013 onwards","era x region","West","2013 onwards",42.1343692368112,0.176721040312208,0,0.382801879297879
"West, 2013 onwards","era x region","West","2013 onwards",43.39517702151,0.181727306571373,0,0.387625349902002
"West, 2013 onwards","era x region","West","2013 onwards",44.6559848062088,0.186964379829615,0,0.391092542298565
"West, 2013 onwards","era x region","West","2013 onwards",45.9167925909077,0.192384287981167,0,0.396659675190858
"West, 2013 onwards","era x region","West","2013 onwards",47.1776003756065,0.197952750428629,0,0.401744279595163
"West, 2013 onwards","era x region","West","2013 onwards",48.4384081603054,0.203643394588666,0,0.411211716793445
"West, 2013 onwards","era x region","West","2013 onwards",49.6992159450042,0.209439898475541,0,0.417677422996524
"West, 2013 onwards","era x region","West","2013 onwards",50.9600237297031,0.215292614508613,0,0.423025808930178
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",1.66607736830632,0.0139579227749851,0.00145337865251199,0.0276767070553274
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",2.82842806513484,0.0377401043075388,0.00406536121824721,0.0740810978384397
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",3.99077876196336,0.0607543452813033,0.00706337236440108,0.117786312655386
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",5.15312945879189,0.0829285376175857,0.0109016801968347,0.158193782109461
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",6.31548015562041,0.104201331936855,0.0158753347166229,0.195643463402916
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",7.47783085244893,0.124549384027318,0.0221888502472229,0.228961731415728
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",8.64018154927745,0.143993232780184,0.0304523861072102,0.257664079536074
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",9.80253224610598,0.162606710255542,0.0404077419325942,0.282743852675849
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",10.9648829429345,0.180501355931154,0.051622202153556,0.305479834388067
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",12.127233639763,0.197790769871686,0.0642375344565016,0.326829115515868
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",13.2895843365915,0.214576903113263,0.0755487650152423,0.345854086321362
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",14.4519350334201,0.230944062820751,0.0890622601632493,0.361551317748496
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",15.6142857302486,0.246947448746418,0.105304193410062,0.378395514645893
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",16.7766364270771,0.262627381606197,0.121265105148829,0.393532346920244
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",17.9389871239056,0.277980748241966,0.137391376870698,0.408614454501034
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",19.1013378207342,0.292968411705547,0.152563811781653,0.42178343851976
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",20.2636885175627,0.307536681886391,0.16713736200205,0.433782620722192
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",21.4260392143912,0.321606871941513,0.182181328495379,0.445710445635719
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",22.5883899112197,0.335078497970906,0.19604952054754,0.45900026374103
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",23.7507406080483,0.347847271781084,0.209593849347955,0.471423326462137
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",24.9130913048768,0.359816958863919,0.220959603217549,0.483654354122382
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",26.0754420017053,0.370906695783059,0.230104413661203,0.494140174176025
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",27.2377926985338,0.381055925222854,0.240118193674045,0.504434026415989
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",28.4001433953623,0.390233185671174,0.247266281966668,0.51300471751983
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",29.5624940921909,0.398430178775724,0.255662837283218,0.519955723823933
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",30.7248447890194,0.405654532010351,0.26285078540869,0.527202478456601
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",31.8871954858479,0.411921781787745,0.268512893436754,0.533138469428876
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",33.0495461826764,0.41724857890511,0.273915440561091,0.538200797398763
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",34.211896879505,0.421660014786114,0.278298977250175,0.542087527840607
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",35.3742475763335,0.425190058757787,0.283601569615987,0.544690243289176
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",36.536598273162,0.427891313321621,0.287651900861239,0.547008264979161
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",37.6989489699905,0.42984733524841,0.288992238857387,0.548055844255014
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",38.861299666819,0.431161272732649,0.291789667360441,0.547657401878864
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",40.0236503636476,0.431942708747608,0.293113612875599,0.549063961221224
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",41.1860010604761,0.432304827988024,0.291148912797968,0.549515958689919
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",42.3483517573046,0.432359064465411,0.289063490537699,0.549749033296371
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",43.5107024541331,0.432207289403752,0.286965442670473,0.549888817145705
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",44.6730531509617,0.431941750759825,0.285886095110654,0.55101617383191
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",45.8354038477902,0.431635892893902,0.281542318655621,0.552205570670472
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",46.9977545446187,0.431343290749323,0.277831016798766,0.554378617016275
