"subset","split","region","era","prevalence","af","lo","hi"
"Central & East, before 2013","era x region","Central & East","before 2013",49.1266771569635,-0.00981996232194308,-0.307190615040244,0.241351150503236
"Central & East, before 2013","era x region","Central & East","before 2013",50.8828214219154,-0.012756413089161,-0.316973201087375,0.24194440488742
"Central & East, before 2013","era x region","Central & East","before 2013",52.6389656868673,-0.0156506498967399,-0.327235294056297,0.243458999586865
"Central & East, before 2013","era x region","Central & East","before 2013",54.3951099518192,-0.0185569813449142,-0.338237888245163,0.249186605788359
"Central & East, before 2013","era x region","Central & East","before 2013",56.1512542167711,-0.0215296038099964,-0.347170675446609,0.253798541482039
"Central & East, before 2013","era x region","Central & East","before 2013",57.907398481723,-0.0246176924637626,-0.36346353875086,0.256184318545643
"Central & East, before 2013","era x region","Central & East","before 2013",59.6635427466748,-0.027860958512542,-0.373170414827276,0.254916047998824
"Central & East, before 2013","era x region","Central & East","before 2013",61.4196870116267,-0.0312868862651454,-0.382173981736607,0.257626511122632
"Central & East, before 2013","era x region","Central & East","before 2013",63.1758312765786,-0.0349123121144979,-0.395831367156461,0.260529787430426
"Central & East, before 2013","era x region","Central & East","before 2013",64.9319755415305,-0.0387493641107151,-0.408824867665028,0.26091988171425
"Central & East, before 2013","era x region","Central & East","before 2013",66.6881198064824,-0.0428111288323125,-0.424396792717366,0.264409941259623
"Central & East, before 2013","era x region","Central & East","before 2013",68.4442640714343,-0.047112986672854,-0.440967656665644,0.265688022776378
"Central & East, before 2013","era x region","Central & East","before 2013",70.2004083363862,-0.0516722942578469,-0.458864840362064,0.26796766115451
"West, 2013 onwards","era x region","West","2013 onwards",1.78501701505593,-0.00351071643296622,-0.02222027856268,0.0138112935548352
"West, 2013 onwards","era x region","West","2013 onwards",3.04752543003848,-0.00933749613302681,-0.0589124817110759,0.0355222694804039
"West, 2013 onwards","era x region","West","2013 onwards",4.31003384502104,-0.0153958261092513,-0.0964280229389655,0.0561562994579787
"West, 2013 onwards","era x region","West","2013 onwards",5.57254226000359,-0.021678875522273,-0.134200447092355,0.0746288182154294
"West, 2013 onwards","era x region","West","2013 onwards",6.83505067498614,-0.0281512624534721,-0.170306654019041,0.0903813560741128
"West, 2013 onwards","era x region","West","2013 onwards",8.09755908996869,-0.0347571770891575,-0.209198351049929,0.105704771440969
"West, 2013 onwards","era x region","West","2013 onwards",9.36006750495125,-0.0414289676801179,-0.244748617423714,0.12022343679871
"West, 2013 onwards","era x region","West","2013 onwards",10.6225759199338,-0.0480929188921931,-0.280062183307219,0.130556190567898
"West, 2013 onwards","era x region","West","2013 onwards",11.8850843349164,-0.0546726487930976,-0.308087531646077,0.140318577599692
"West, 2013 onwards","era x region","West","2013 onwards",13.1475927498989,-0.0610921399772493,-0.334779135976467,0.148069996274772
"West, 2013 onwards","era x region","West","2013 onwards",14.4101011648815,-0.0672762835375366,-0.359170468152678,0.154557508005685
"West, 2013 onwards","era x region","West","2013 onwards",15.672609579864,-0.0731526351981371,-0.381220738393777,0.162169575201397
"West, 2013 onwards","era x region","West","2013 onwards",16.9351179948466,-0.0786539318008822,-0.400981950410702,0.168914777160003
"West, 2013 onwards","era x region","West","2013 onwards",18.1976264098291,-0.0837209790558366,-0.417681695675225,0.174874652603003
"West, 2013 onwards","era x region","West","2013 onwards",19.4601348248117,-0.0883153142735872,-0.431258837333462,0.179019689477039
"West, 2013 onwards","era x region","West","2013 onwards",20.7226432397942,-0.0924444557506594,-0.446970349466433,0.182078471374903
"West, 2013 onwards","era x region","West","2013 onwards",21.9851516547768,-0.0961615481438388,-0.45948536134625,0.189937368935371
"West, 2013 onwards","era x region","West","2013 onwards",23.2476600697593,-0.0995844890518819,-0.473468075037762,0.197994608756404
"West, 2013 onwards","era x region","West","2013 onwards",24.5101684847419,-0.102886913707929,-0.480853487825394,0.198824699904647
"West, 2013 onwards","era x region","West","2013 onwards",25.7726768997244,-0.106263355666827,-0.492269511309232,0.202937964179566
"West, 2013 onwards","era x region","West","2013 onwards",27.035185314707,-0.109910180052014,-0.509862750433865,0.206566551805926
"West, 2013 onwards","era x region","West","2013 onwards",28.2976937296895,-0.114002799670819,-0.521336392561771,0.21052762999664
"West, 2013 onwards","era x region","West","2013 onwards",29.5602021446721,-0.118679466750561,-0.535596451442788,0.212506429887166
"West, 2013 onwards","era x region","West","2013 onwards",30.8227105596546,-0.124047842553212,-0.550015245963601,0.212325522152592
"West, 2013 onwards","era x region","West","2013 onwards",32.0852189746372,-0.130191485577034,-0.56855572882771,0.21253578425422
"West, 2013 onwards","era x region","West","2013 onwards",33.3477273896198,-0.137166955025126,-0.582740467813152,0.211579277623397
"West, 2013 onwards","era x region","West","2013 onwards",34.6102358046023,-0.144988339586046,-0.603474307368273,0.213592003543467
"West, 2013 onwards","era x region","West","2013 onwards",35.8727442195849,-0.153614063607891,-0.624354353264906,0.207694683682358
"West, 2013 onwards","era x region","West","2013 onwards",37.1352526345674,-0.16295839660113,-0.642317383066353,0.205180231458393
"West, 2013 onwards","era x region","West","2013 onwards",38.39776104955,-0.172910724809398,-0.667900206674614,0.20014292589496
"West, 2013 onwards","era x region","West","2013 onwards",39.6602694645325,-0.183337454003812,-0.691894687913022,0.196441311699917
"West, 2013 onwards","era x region","West","2013 onwards",40.9227778795151,-0.194088757242234,-0.704944783834481,0.191304374615344
"West, 2013 onwards","era x region","West","2013 onwards",42.1852862944976,-0.205005419035484,-0.723271638163304,0.188749434708223
"West, 2013 onwards","era x region","West","2013 onwards",43.4477947094802,-0.215937450549388,-0.738756582905721,0.182117825018491
"West, 2013 onwards","era x region","West","2013 onwards",44.7103031244627,-0.22676478478661,-0.768243117225265,0.177007902480709
"West, 2013 onwards","era x region","West","2013 onwards",45.9728115394453,-0.237391928397225,-0.793847824637973,0.171749514741679
"West, 2013 onwards","era x region","West","2013 onwards",47.2353199544278,-0.247738243572728,-0.810399234748997,0.164343163769108
"West, 2013 onwards","era x region","West","2013 onwards",48.4978283694104,-0.257759173172117,-0.832155718149734,0.157628222061023
"West, 2013 onwards","era x region","West","2013 onwards",49.7603367843929,-0.26745564845505,-0.855422566803277,0.155082837319235
"West, 2013 onwards","era x region","West","2013 onwards",51.0228451993755,-0.276878766653138,-0.876851346233772,0.154022604923125
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",1.67457088105136,-0.0048331168239999,-0.0229154169964227,0.00877560800409761
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",2.82634956118289,-0.0132958694682886,-0.0632608101610558,0.0234651038171767
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",3.97812824131443,-0.0219931297865554,-0.104577255489815,0.0375039488929149
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",5.12990692144596,-0.0308366543394374,-0.145750736386166,0.0512460164642701
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",6.28168560157749,-0.0396873218049806,-0.187951078353064,0.0634470015560687
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",7.43346428170902,-0.0483745243518477,-0.22481228954332,0.0735783426195258
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",8.58524296184055,-0.0567074680457344,-0.263337095434932,0.0833590472596003
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",9.73702164197208,-0.0644904946611998,-0.297105661093113,0.0922334688569719
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",10.8888003221036,-0.071535145736779,-0.330005241234811,0.100617126063015
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",12.0405790022351,-0.0776635429115451,-0.357969024680215,0.109322547363454
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",13.1923576823667,-0.0827115998060236,-0.378147256531241,0.118303038504843
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",14.3441363624982,-0.0865313009035151,-0.395762253821103,0.124044400967199
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",15.4959150426297,-0.0889947887392592,-0.408009993059521,0.131361113425019
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",16.6476937227613,-0.0900009511324924,-0.411406711444806,0.139615698175699
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",17.7994724028928,-0.089486347930274,-0.417264622364349,0.147865176171401
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",18.9512510830243,-0.0874260638201268,-0.424385440580533,0.157000450883593
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",20.1030297631559,-0.0838253199954756,-0.424884315277793,0.166327426674777
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",21.2548084432874,-0.0787252085834841,-0.417568702323042,0.175284103672319
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",22.4065871234189,-0.0722099224444873,-0.412023457451688,0.185832000995364
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",23.5583658035505,-0.0643911708687241,-0.401356994877583,0.195576617234379
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",24.710144483682,-0.0553949542900816,-0.394621365890417,0.206804133805987
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",25.8619231638135,-0.0453567409692324,-0.379563954013205,0.215886813184719
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",27.0137018439451,-0.0344134921294273,-0.365745489073409,0.223622914686703
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",28.1654805240766,-0.0227002280871167,-0.346050292440449,0.234944213906735
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",29.3172592042081,-0.010347810791224,-0.331457539617919,0.247145320019272
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",30.4690378843397,0.00251908009930961,-0.313398989565632,0.258396473229181
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",31.6208165644712,0.0157822675018946,-0.295780430877224,0.269967985951789
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",32.7725952446027,0.0293291233216415,-0.27555656983462,0.280105674226693
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",33.9243739247342,0.0430533464725278,-0.258273541538041,0.290741491265286
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",35.0761526048658,0.0568552954787899,-0.23977587772916,0.3028894637691
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",36.2279312849973,0.0706458527300002,-0.217458482262863,0.31274089528113
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",37.3797099651288,0.08435354959218,-0.195200312994151,0.323852679532746
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",38.5314886452604,0.0979250197390033,-0.178209150407697,0.337342516495492
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",39.6832673253919,0.111318958214423,-0.162255458129038,0.344971153927211
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",40.8350460055234,0.124504932126381,-0.152142416374132,0.357985754732977
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",41.986824685655,0.137465986583291,-0.137379173043864,0.373945325232291
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",43.1386033657865,0.150195920584982,-0.126762318042849,0.383911500512066
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",44.290382045918,0.162694521630253,-0.118498149144635,0.395953159274117
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",45.4421607260496,0.174963342852343,-0.110420208187376,0.408003604043703
"Central & East, 2013 onwards","era x region","Central & East","2013 onwards",46.5939394061811,0.18700317243964,-0.102432713022445,0.418010018528454
