"fit_id","model","series","age_band","log_hazard_ratio","standard_error","pfpr_min","pfpr_p025","pfpr_p975","pfpr_max","reference_within_observed_support","hazard_ratio_40_to_20","lower_95","upper_95","contrast_within_observed_support","contrast_within_central_support"
"east_central","east_central","East and Central","12-23",0.0992569888290945,0.0453135235195887,0.598754639038319,1.74574104390516,62.0642659403075,87.6830665543666,TRUE,0.90550997217209,0.828555467601963,0.989611850702314,TRUE,TRUE
"east_central","east_central","East and Central","24-35",0.111507369858872,0.0502022292777681,0.598754639038319,1.71141964213774,62.5086471663939,87.6830665543666,TRUE,0.894484799152243,0.810662277178687,0.98697457429374,TRUE,TRUE
"east_central","east_central","East and Central","36-47",0.0950835650851364,0.058770403484416,0.598754639038319,1.71141964213774,61.9950234901193,87.6830665543666,TRUE,0.909296945816585,0.810362536181822,1.02030992149155,TRUE,TRUE
"east_central","east_central","East and Central","48-59",0.0143106225282178,0.0644212099075965,0.598754639038319,1.66635380349634,61.8713950225618,87.6830665543666,TRUE,0.985791287718147,0.868857460731222,1.11846247153493,TRUE,TRUE
"early","early","Early (2003-2012)","<1",-0.0358016236257528,0.0188635979023682,0.674401713021227,2.63156678722835,75.5906354206313,94.7588284788529,TRUE,1.03645021885926,0.998829657123146,1.07548774559561,TRUE,TRUE
"early","early","Early (2003-2012)","1-5",0.017156411826242,0.0243009356491685,1.22754173353314,2.63378647082624,75.4958986829672,94.7588284788529,TRUE,0.982989921361248,0.937267786987645,1.03094248934273,TRUE,TRUE
"early","early","Early (2003-2012)","6-11",0.110127306795728,0.0315269037826781,1.22754173353314,2.63378647082624,75.4958986829672,94.7588284788529,TRUE,0.895720096782353,0.842046502022349,0.952814945318178,TRUE,TRUE
"early","early","Early (2003-2012)","12-23",0.135465017366675,0.04886074070453,1.22754173353314,2.65801922848775,74.5059983376031,94.7588284788529,TRUE,0.873309713067585,0.793555284966179,0.961079674456069,TRUE,TRUE
"early","early","Early (2003-2012)","24-35",0.0786215495429304,0.0562019128473122,1.22754173353314,2.65380680550968,74.5567446114921,94.7588284788529,TRUE,0.924389693957885,0.827970876335225,1.03203667027243,TRUE,TRUE
"early","early","Early (2003-2012)","36-47",0.139240028456378,0.0606024395875564,1.22754173353314,2.65380680550968,74.5567446114921,94.7588284788529,TRUE,0.870019174034389,0.77257915453036,0.979748623489084,TRUE,TRUE
"early","early","Early (2003-2012)","48-59",0.0677975064703243,0.0728856376234895,1.22754173353314,2.65801922848775,74.5059983376031,94.7588284788529,TRUE,0.934449674433473,0.810054818688573,1.07794704000708,TRUE,TRUE
"late","late","Late (2013-2024)","<1",0.0499173783004419,0.0317578575062548,0.0164865959077473,1.46255919596779,54.701613576432,87.6830665543666,TRUE,0.951308019939236,0.893898737702916,1.01240432571399,TRUE,TRUE
"late","late","Late (2013-2024)","1-5",0.0337964616489751,0.0300028815572746,0.0164865959077473,1.46255919596779,54.9789337683759,87.6830665543666,TRUE,0.966768259030561,0.911556127670656,1.02532453932082,TRUE,TRUE
"late","late","Late (2013-2024)","6-11",0.146474754588153,0.0321043613042477,0.0164865959077473,1.46255919596779,54.7188458224689,87.6830665543666,TRUE,0.86374753772184,0.81107130797587,0.919844903381464,TRUE,TRUE
"late","late","Late (2013-2024)","12-23",0.0929318183664465,0.0437642327680781,0.0164865959077473,1.46255919596779,55.0375792475868,87.6830665543666,TRUE,0.911255629075471,0.836348643970173,0.992871606247677,TRUE,TRUE
"late","late","Late (2013-2024)","24-35",0.184901730024244,0.0459751831295878,0.0164865959077473,1.43781942985971,55.0375792475868,87.6830665543666,TRUE,0.831185960463064,0.759562181282235,0.909563585307304,TRUE,TRUE
"late","late","Late (2013-2024)","36-47",0.129393996993927,0.0556789834053543,0.0164865959077473,1.43781942985971,54.9998999297881,87.6830665543666,TRUE,0.878627720659619,0.787789147323763,0.979940729234556,TRUE,TRUE
"late","late","Late (2013-2024)","48-59",-0.145642665843661,0.0712905417326594,0.0164865959077473,1.39438596434118,55.0375792475868,87.6830665543666,TRUE,1.15678275619828,1.00593072154987,1.33025696140979,TRUE,TRUE
