"iso3","country","pfpr_pct","status","map_population_coverage_within_raster","map_coverage_below_95pct","ihme_under5_deaths","counterfactual_under5_deaths","attributable_under5_deaths","attributable_fraction","model_id","hiv_treatment","year"
"GHA","Ghana",27.1359006682193,"estimated",0.999730304961018,FALSE,45615.0682451127,35971.7373223598,9643.33092275288,0.211406697254829,"age_band_separate_v1","posterior_median",2015
"GIN","Guinea",37.0047253732389,"estimated",0.996935005435981,FALSE,45918.3793797175,32661.9840965455,13256.395283172,0.288694754959655,"age_band_separate_v1","posterior_median",2015
"GMB","The Gambia",16.1615436677223,"estimated",0.99989435444155,FALSE,4466.05170786417,3739.60006377807,726.451644086098,0.162660822490458,"age_band_separate_v1","posterior_median",2015
"GNB","Guinea-Bissau",5.43390998716656,"estimated",0.996068689009789,FALSE,5858.71311364055,5411.40951910067,447.303594539874,0.076348437935703,"age_band_separate_v1","posterior_median",2015
"GNQ","Equatorial Guinea",34.4631748290858,"estimated",0.967788791016353,FALSE,2397.90491647384,1832.04625990464,565.858656569197,0.23598043970872,"age_band_separate_v1","posterior_median",2015
"KEN","Kenya",5.61238811543549,"estimated",0.822215895130027,TRUE,58800.8181651059,54944.0096686144,3856.80849649151,0.0655910685742848,"age_band_separate_v1","posterior_median",2015
"LBR","Liberia",33.370745219075,"estimated",0.999979141849584,FALSE,16738.7379224384,12640.2755771551,4098.46234528327,0.244848946454275,"age_band_separate_v1","posterior_median",2015
"LSO","Lesotho",,"missing_MAP_no_estimate",0,TRUE,3209.90050536876,,,,"age_band_separate_v1","posterior_median",2015
"MDG","Madagascar",6.1292538325627,"estimated",0.965066759112986,FALSE,64918.4040198668,59027.4208933365,5890.98312653028,0.0907444231797116,"age_band_separate_v1","posterior_median",2015
"MLI","Mali",29.3609132094117,"estimated",0.97767054940682,FALSE,87968.2612341849,64054.3269685585,23913.9342656264,0.271847299584152,"age_band_separate_v1","posterior_median",2015
"MOZ","Mozambique",34.6327854633793,"estimated",0.999790945132115,FALSE,74024.3876125815,56185.5183057836,17838.8693067979,0.240986381409334,"age_band_separate_v1","posterior_median",2015
"MRT","Mauritania",6.4035707842887,"estimated",0.840119682930452,TRUE,6687.89899376321,6239.99194706256,447.907046700647,0.0669727588766431,"age_band_separate_v1","posterior_median",2015
"MWI","Malawi",18.220052663991,"estimated",0.999764978481837,FALSE,39889.0024103965,31752.7897006128,8136.2127097837,0.203971325882623,"age_band_separate_v1","posterior_median",2015
"NAM","Namibia",0.747527078008077,"estimated",0.611389973186959,TRUE,2917.63286683462,2885.73457955223,31.8982872823856,0.0109329339016504,"age_band_separate_v1","posterior_median",2015
"NER","Niger",24.4675094266675,"estimated",0.952363358910006,FALSE,130781.033490802,90222.312370267,40558.7211205351,0.310126935366263,"age_band_separate_v1","posterior_median",2015
"NGA","Nigeria",24.7148386742744,"estimated",0.999968748812492,FALSE,864459.156359802,627671.068702478,236788.087657324,0.273914719874595,"age_band_separate_v1","posterior_median",2015
"RWA","Rwanda",3.51517020020461,"estimated",0.814603360177058,TRUE,24192.851240852,22911.5094822438,1281.34175860812,0.0529636521901333,"age_band_separate_v1","posterior_median",2015
"SEN","Senegal",3.7940130969993,"estimated",0.99558981120801,FALSE,25792.154911383,24599.8484484818,1192.30646290114,0.0462274853341135,"age_band_separate_v1","posterior_median",2015
"SLE","Sierra Leone",39.4884460983626,"estimated",0.99816935916103,FALSE,30658.3071959905,22073.8985435976,8584.40865239291,0.280002695436348,"age_band_separate_v1","posterior_median",2015
"SOM","Somalia",3.06207942936047,"estimated",0.983183349547194,FALSE,74992.4241087958,71039.4326067987,3952.9915019971,0.0527118778859885,"age_band_separate_v1","posterior_median",2015
"SSD","South Sudan",26.9542365045867,"estimated",0.998944588913762,FALSE,37596.1477230601,28063.3446792283,9532.80304383181,0.253557973919353,"age_band_separate_v1","posterior_median",2015
"STP","Sao Tome and Principe",,"missing_MAP_no_estimate",,,246.668713665251,,,,"age_band_separate_v1","posterior_median",2015
"SWZ","Swaziland",1.50976317944939,"estimated",0.0264825648638429,TRUE,2182.78050307361,2139.38887510006,43.3916279735447,0.0198790615512848,"age_band_separate_v1","posterior_median",2015
"TCD","Chad",15.4351335502291,"estimated",0.941951498070144,TRUE,80419.5352387474,64254.9267380349,16164.6085007125,0.201003505587585,"age_band_separate_v1","posterior_median",2015
"TGO","Togo",35.5367930048613,"estimated",1,FALSE,19215.9012241169,13841.4072058919,5374.49401822495,0.279689927396156,"age_band_separate_v1","posterior_median",2015
"TZA","Tanzania",10.3871042581125,"estimated",0.982661834291151,FALSE,105515.469734238,93746.9514278611,11768.5183063765,0.111533582099553,"age_band_separate_v1","posterior_median",2015
"UGA","Uganda",22.5283221289013,"estimated",0.972005626882908,FALSE,102980.329081346,79958.4777940413,23021.8512873042,0.223555813937232,"age_band_separate_v1","posterior_median",2015
"ZMB","Zambia",18.7741653137543,"estimated",0.999994981989078,FALSE,40792.1955819214,32172.0335600464,8620.16202187501,0.211318903013285,"age_band_separate_v1","posterior_median",2015
"ZWE","Zimbabwe",6.83446267073993,"estimated",0.993374399109765,FALSE,28833.3741163461,26418.7511375676,2414.62297877854,0.0837440311021264,"age_band_separate_v1","posterior_median",2015
