"iso3","age_band","draw","log_hr_zero_vs_current","variance","model_id","hiv_treatment"
"BFA","1-5",,-0.144467279738758,0.00312694859753243,"age_band_separate_v1","posterior_median"
"BWA","1-5",,-0.000283980383643193,2.62036349501728e-08,"age_band_separate_v1","posterior_median"
"CAF","1-5",,-0.137971752913669,0.00297575955750805,"age_band_separate_v1","posterior_median"
"CIV","1-5",,-0.0872349347859438,0.00175504377174402,"age_band_separate_v1","posterior_median"
"CMR","1-5",,-0.101804356866914,0.00211870040517769,"age_band_separate_v1","posterior_median"
"COD","1-5",,-0.121846020026741,0.00259539769035754,"age_band_separate_v1","posterior_median"
"COG","1-5",,-0.0787250451038953,0.0015284856292503,"age_band_separate_v1","posterior_median"
"COM","1-5",,-0.00102982827688127,3.44587720223523e-07,"age_band_separate_v1","posterior_median"
"DJI","1-5",,-0.0018960791597593,1.16799550894019e-06,"age_band_separate_v1","posterior_median"
"ERI","1-5",,-0.00185995758553862,1.1239231259059e-06,"age_band_separate_v1","posterior_median"
"ETH","1-5",,-0.0188357807618134,0.000113623541873766,"age_band_separate_v1","posterior_median"
"GAB","1-5",,-0.0686157422884162,0.00124545517547382,"age_band_separate_v1","posterior_median"
"GHA","1-5",,-0.108088943049115,0.0022695027925042,"age_band_separate_v1","posterior_median"
"GIN","1-5",,-0.138708713427677,0.00299299781522814,"age_band_separate_v1","posterior_median"
"GMB","1-5",,-0.0671416418661501,0.00120360908571398,"age_band_separate_v1","posterior_median"
"GNB","1-5",,-0.0230244980402177,0.000168551418062224,"age_band_separate_v1","posterior_median"
"GNQ","1-5",,-0.131527298509622,0.00282421958336197,"age_band_separate_v1","posterior_median"
"KEN","1-5",,-0.0237767983297362,0.000179483377737407,"age_band_separate_v1","posterior_median"
"LBR","1-5",,-0.128280040936375,0.00274752149954947,"age_band_separate_v1","posterior_median"
"MDG","1-5",,-0.0259532262981966,0.00021288491481393,"age_band_separate_v1","posterior_median"
"MLI","1-5",,-0.115599209459509,0.00244768996918348,"age_band_separate_v1","posterior_median"
"MOZ","1-5",,-0.132023027120701,0.00283591527492493,"age_band_separate_v1","posterior_median"
"MRT","1-5",,-0.0271069187501533,0.000231640031140796,"age_band_separate_v1","posterior_median"
"MWI","1-5",,-0.0752323592094229,0.00143197141191888,"age_band_separate_v1","posterior_median"
"NAM","1-5",,-0.00317510620150242,3.27441662781606e-06,"age_band_separate_v1","posterior_median"
"NER","1-5",,-0.0986848313654447,0.00204281960008061,"age_band_separate_v1","posterior_median"
"NGA","1-5",,-0.0995735376025367,0.00206452305279289,"age_band_separate_v1","posterior_median"
"RWA","1-5",,-0.0149159345030814,7.16414931856972e-05,"age_band_separate_v1","posterior_median"
"SEN","1-5",,-0.0160963989354432,8.33045375282415e-05,"age_band_separate_v1","posterior_median"
"SLE","1-5",,-0.14519119205801,0.00314373734582355,"age_band_separate_v1","posterior_median"
"SOM","1-5",,-0.0129965763624856,5.45097904955184e-05,"age_band_separate_v1","posterior_median"
"SSD","1-5",,-0.107461999792456,0.00225455283010163,"age_band_separate_v1","posterior_median"
"SWZ","1-5",,-0.00641177872618177,1.33362352139265e-05,"age_band_separate_v1","posterior_median"
"TCD","1-5",,-0.0642505185086917,0.00112159982459881,"age_band_separate_v1","posterior_median"
"TGO","1-5",,-0.134626058799101,0.00289723993995817,"age_band_separate_v1","posterior_median"
"TZA","1-5",,-0.0437215031960161,0.000573227909689374,"age_band_separate_v1","posterior_median"
"UGA","1-5",,-0.0916043540611507,0.00186687820276072,"age_band_separate_v1","posterior_median"
"ZMB","1-5",,-0.0773826965928035,0.00149161566987512,"age_band_separate_v1","posterior_median"
"ZWE","1-5",,-0.0289170147340631,0.000262493521959587,"age_band_separate_v1","posterior_median"
"AGO","6-11",,-0.163055953634174,0.00160121156673131,"age_band_separate_v1","posterior_median"
"BDI","6-11",,-0.221519803416214,0.00262999698626021,"age_band_separate_v1","posterior_median"
"BEN","6-11",,-0.403999697438441,0.00465657505350802,"age_band_separate_v1","posterior_median"
"BFA","6-11",,-0.422579055495652,0.00478411267451479,"age_band_separate_v1","posterior_median"
"BWA","6-11",,-0.000932163552633907,5.88508444334083e-08,"age_band_separate_v1","posterior_median"
"CAF","6-11",,-0.406435553386174,0.00467411119338505,"age_band_separate_v1","posterior_median"
"CIV","6-11",,-0.273667110718273,0.00343178966753791,"age_band_separate_v1","posterior_median"
"CMR","6-11",,-0.31374740362403,0.00389215101799438,"age_band_separate_v1","posterior_median"
"COD","6-11",,-0.366017118413942,0.00436043978377753,"age_band_separate_v1","posterior_median"
"COG","6-11",,-0.249284545874252,0.00308520959623509,"age_band_separate_v1","posterior_median"
"COM","6-11",,-0.00338038936276193,7.73902351989742e-07,"age_band_separate_v1","posterior_median"
"DJI","6-11",,-0.00622376320684038,2.62309409506682e-06,"age_band_separate_v1","posterior_median"
"ERI","6-11",,-0.00610520043160901,2.52412029490442e-06,"age_band_separate_v1","posterior_median"
"ETH","6-11",,-0.0617148735613261,0.000253976065591793,"age_band_separate_v1","posterior_median"
"GAB","6-11",,-0.219331151048444,0.00259218941742546,"age_band_separate_v1","posterior_median"
"GHA","6-11",,-0.33045713003581,0.00405293283958636,"age_band_separate_v1","posterior_median"
"GIN","6-11",,-0.408266310228252,0.00468713368774684,"age_band_separate_v1","posterior_median"
"GMB","6-11",,-0.214882273609011,0.00251476671169782,"age_band_separate_v1","posterior_median"
"GNB","6-11",,-0.0753696055794782,0.000375844064432752,"age_band_separate_v1","posterior_median"
"GNQ","6-11",,-0.390389914076521,0.00455471365674376,"age_band_separate_v1","posterior_median"
"KEN","6-11",,-0.0778177678101505,0.000400024863712162,"age_band_separate_v1","posterior_median"
"LBR","6-11",,-0.382260405179783,0.00449131974732479,"age_band_separate_v1","posterior_median"
"MDG","6-11",,-0.08489225609655,0.000473751319051354,"age_band_separate_v1","posterior_median"
"MLI","6-11",,-0.350027592580344,0.00422644976856557,"age_band_separate_v1","posterior_median"
"MOZ","6-11",,-0.39162775676678,0.00456421807563591,"age_band_separate_v1","posterior_median"
"MRT","6-11",,-0.0886371514611884,0.000515044640181212,"age_band_separate_v1","posterior_median"
"MWI","6-11",,-0.239052391438712,0.00292376543699023,"age_band_separate_v1","posterior_median"
"NAM","6-11",,-0.0104217534944196,7.3531002786225e-06,"age_band_separate_v1","posterior_median"
"NER","6-11",,-0.30532981644743,0.00380522079467997,"age_band_separate_v1","posterior_median"
"NGA","6-11",,-0.307736523807465,0.00383053491662722,"age_band_separate_v1","posterior_median"
"RWA","6-11",,-0.048905386522125,0.000160424366190187,"age_band_separate_v1","posterior_median"
"SEN","6-11",,-0.0527657502769838,0.000186448593859091,"age_band_separate_v1","posterior_median"
"SLE","6-11",,-0.424381694299676,0.00479577634487914,"age_band_separate_v1","posterior_median"
"SOM","6-11",,-0.0426241903895265,0.000122150112572113,"age_band_separate_v1","posterior_median"
"SSD","6-11",,-0.328804456103089,0.00403763263480589,"age_band_separate_v1","posterior_median"
"SWZ","6-11",,-0.0210422615622866,2.99359544877146e-05,"age_band_separate_v1","posterior_median"
"TCD","6-11",,-0.206102913365631,0.00236023268235553,"age_band_separate_v1","posterior_median"
"TGO","6-11",,-0.398116237337452,0.00461329511495918,"age_band_separate_v1","posterior_median"
"TZA","6-11",,-0.142055302230562,0.00125254185174812,"age_band_separate_v1","posterior_median"
"UGA","6-11",,-0.285897892773753,0.00358559522877788,"age_band_separate_v1","posterior_median"
"ZMB","6-11",,-0.245367505484386,0.00302445520475133,"age_band_separate_v1","posterior_median"
"ZWE","6-11",,-0.094504976288636,0.000582808253051348,"age_band_separate_v1","posterior_median"
"AGO","12-23",,-0.396269382963747,0.00363623037361686,"age_band_separate_v1","posterior_median"
"BDI","12-23",,-0.513499460443968,0.00564890577902669,"age_band_separate_v1","posterior_median"
"BEN","12-23",,-0.667751676959872,0.00700865927843891,"age_band_separate_v1","posterior_median"
"BFA","12-23",,-0.671321459801063,0.00701597564209752,"age_band_separate_v1","posterior_median"
"BWA","12-23",,-0.00237083151363309,1.40377031864956e-07,"age_band_separate_v1","posterior_median"
"CAF","12-23",,-0.668154540073286,0.00700874530033574,"age_band_separate_v1","posterior_median"
"CIV","12-23",,-0.592535297339916,0.00676557226844222,"age_band_separate_v1","posterior_median"
"CMR","12-23",,-0.632633386308359,0.00703675106755236,"age_band_separate_v1","posterior_median"
"COD","12-23",,-0.659993280417771,0.00702559422625976,"age_band_separate_v1","posterior_median"
"COG","12-23",,-0.559319504420145,0.00636205414516784,"age_band_separate_v1","posterior_median"
"COM","12-23",,-0.00859744303950534,1.84596454967169e-06,"age_band_separate_v1","posterior_median"
"DJI","12-23",,-0.0158284552156013,6.25652884745304e-06,"age_band_separate_v1","posterior_median"
"ERI","12-23",,-0.0155269562299057,6.02047266700259e-06,"age_band_separate_v1","posterior_median"
"ETH","12-23",,-0.156035167051137,0.00060209905488428,"age_band_separate_v1","posterior_median"
"GAB","12-23",,-0.509565417988957,0.00558294850827132,"age_band_separate_v1","posterior_median"
"GHA","12-23",,-0.644217827003201,0.00705378061709246,"age_band_separate_v1","posterior_median"
"GIN","12-23",,-0.668465708058378,0.0070089196195077,"age_band_separate_v1","posterior_median"
"GMB","12-23",,-0.501440269416732,0.00544537471801982,"age_band_separate_v1","posterior_median"
"GNB","12-23",,-0.189989213382836,0.000888225297870008,"age_band_separate_v1","posterior_median"
"GNQ","12-23",,-0.665517586426384,0.00701055990611167,"age_band_separate_v1","posterior_median"
"KEN","12-23",,-0.196041835435281,0.000944771024208102,"age_band_separate_v1","posterior_median"
"LBR","12-23",,-0.663996130502865,0.00701373817132443,"age_band_separate_v1","posterior_median"
"MDG","12-23",,-0.213465155985018,0.001116698831949,"age_band_separate_v1","posterior_median"
"MLI","12-23",,-0.654267620292192,0.00704188945895415,"age_band_separate_v1","posterior_median"
"MOZ","12-23",,-0.665730898134513,0.00701022274407231,"age_band_separate_v1","posterior_median"
"MRT","12-23",,-0.222645368214206,0.001212672566377,"age_band_separate_v1","posterior_median"
"MWI","12-23",,-0.543376824592749,0.00612895440484089,"age_band_separate_v1","posterior_median"
"NAM","12-23",,-0.026502145912913,1.75365241753072e-05,"age_band_separate_v1","posterior_median"
"NER","12-23",,-0.625680809068473,0.00701164879323485,"age_band_separate_v1","posterior_median"
"NGA","12-23",,-0.627746759641066,0.00702020705040213,"age_band_separate_v1","posterior_median"
"RWA","12-23",,-0.123925493134817,0.000381202449209254,"age_band_separate_v1","posterior_median"
"SEN","12-23",,-0.13362513853299,0.00044275790354863,"age_band_separate_v1","posterior_median"
"SLE","12-23",,-0.671740769552645,0.00701802280350391,"age_band_separate_v1","posterior_median"
"SOM","12-23",,-0.108106272582283,0.000290525502074375,"age_band_separate_v1","posterior_median"
"SSD","12-23",,-0.643199871838272,0.00705359403144628,"age_band_separate_v1","posterior_median"
"SWZ","12-23",,-0.053482496309242,7.13573183111202e-05,"age_band_separate_v1","posterior_median"
"TCD","12-23",,-0.484926804455524,0.00516164411623866,"age_band_separate_v1","posterior_median"
"TGO","12-23",,-0.666802042885982,0.00700900734875627,"age_band_separate_v1","posterior_median"
"TZA","12-23",,-0.349349992707214,0.00288237279977752,"age_band_separate_v1","posterior_median"
"UGA","12-23",,-0.606666109503016,0.0068934437464583,"age_band_separate_v1","posterior_median"
"ZMB","12-23",,-0.553355992533583,0.00627735549233793,"age_band_separate_v1","posterior_median"
"ZWE","12-23",,-0.236965489383139,0.00136965551286287,"age_band_separate_v1","posterior_median"
"AGO","24-35",,-0.505872014073255,0.00441388539545619,"age_band_separate_v1","posterior_median"
"BDI","24-35",,-0.658886124919376,0.00683456875262295,"age_band_separate_v1","posterior_median"
"BEN","24-35",,-0.87905052244478,0.00817839334024549,"age_band_separate_v1","posterior_median"
"BFA","24-35",,-0.880375338358497,0.00817041656570193,"age_band_separate_v1","posterior_median"
"BWA","24-35",,-0.00301231825652681,1.70823745293241e-07,"age_band_separate_v1","posterior_median"
"CAF","24-35",,-0.879331705291522,0.00817538161515586,"age_band_separate_v1","posterior_median"
"CIV","24-35",,-0.766178794872287,0.00813528164649012,"age_band_separate_v1","posterior_median"
"CMR","24-35",,-0.82433939830232,0.00839431376990813,"age_band_separate_v1","posterior_median"
"COD","24-35",,-0.867864532554568,0.00826846796511453,"age_band_separate_v1","posterior_median"
"COG","24-35",,-0.720306750415885,0.00767639943797314,"age_band_separate_v1","posterior_median"
"COM","24-35",,-0.0109237079100063,2.24633875444544e-06,"age_band_separate_v1","posterior_median"
"DJI","24-35",,-0.0201113416198746,7.61350284225922e-06,"age_band_separate_v1","posterior_median"
"ERI","24-35",,-0.0197282582981512,7.32624937115315e-06,"age_band_separate_v1","posterior_median"
"ETH","24-35",,-0.198374225007556,0.000732475571245934,"age_band_separate_v1","posterior_median"
"GAB","24-35",,-0.653676748002945,0.00675593473806766,"age_band_separate_v1","posterior_median"
"GHA","24-35",,-0.842174286620274,0.00838026951154217,"age_band_separate_v1","posterior_median"
"GIN","24-35",,-0.879518874885396,0.0081734149593761,"age_band_separate_v1","posterior_median"
"GMB","24-35",,-0.642941067597367,0.00659166878608651,"age_band_separate_v1","posterior_median"
"GNB","24-35",,-0.24161547463362,0.00108039539779712,"age_band_separate_v1","posterior_median"
"GNQ","24-35",,-0.876658186348397,0.00820191501352504,"age_band_separate_v1","posterior_median"
"KEN","24-35",,-0.24932825238303,0.00114913953429751,"age_band_separate_v1","posterior_median"
"LBR","24-35",,-0.874433335937794,0.00822080045444492,"age_band_separate_v1","posterior_median"
"MDG","24-35",,-0.27153947069011,0.00135812788109378,"age_band_separate_v1","posterior_median"
"MLI","24-35",,-0.858325331269137,0.00832311142381714,"age_band_separate_v1","posterior_median"
"MOZ","24-35",,-0.876940822058241,0.00819934997141374,"age_band_separate_v1","posterior_median"
"MRT","24-35",,-0.283248106560309,0.00147477011068562,"age_band_separate_v1","posterior_median"
"MWI","24-35",,-0.698748318273487,0.00740356258917686,"age_band_separate_v1","posterior_median"
"NAM","24-35",,-0.0336734916050936,2.13399002613706e-05,"age_band_separate_v1","posterior_median"
"NER","24-35",,-0.813925037374872,0.00838030779969873,"age_band_separate_v1","posterior_median"
"NGA","24-35",,-0.817000665211927,0.00838607034023252,"age_band_separate_v1","posterior_median"
"RWA","24-35",,-0.157515838167226,0.000463798386977295,"age_band_separate_v1","posterior_median"
"SEN","24-35",,-0.169855290073478,0.000538674720021986,"age_band_separate_v1","posterior_median"
"SLE","24-35",,-0.880408198394104,0.00817215412685801,"age_band_separate_v1","posterior_median"
"SOM","24-35",,-0.137396167583602,0.000353489977293565,"age_band_separate_v1","posterior_median"
"SSD","24-35",,-0.840577841756239,0.00838357429775103,"age_band_separate_v1","posterior_median"
"SWZ","24-35",,-0.0679581043307562,8.68313674410313e-05,"age_band_separate_v1","posterior_median"
"TCD","24-35",,-0.621208226026819,0.00625200061779495,"age_band_separate_v1","posterior_median"
"TGO","24-35",,-0.878200328856934,0.00818726530280365,"age_band_separate_v1","posterior_median"
"TZA","24-35",,-0.445418688366929,0.0035012815624117,"age_band_separate_v1","posterior_median"
"UGA","24-35",,-0.78622147137372,0.00827145886701521,"age_band_separate_v1","posterior_median"
"ZMB","24-35",,-0.712213309697286,0.00757765805011111,"age_band_separate_v1","posterior_median"
"ZWE","24-35",,-0.301520898383896,0.00166552886158458,"age_band_separate_v1","posterior_median"
"AGO","36-47",,-0.456798702763208,0.00502617495925305,"age_band_separate_v1","posterior_median"
"BDI","36-47",,-0.597045769100893,0.00777173961800137,"age_band_separate_v1","posterior_median"
"BEN","36-47",,-0.811387830124562,0.00932515549291659,"age_band_separate_v1","posterior_median"
"BFA","36-47",,-0.811228825162923,0.00930104248520706,"age_band_separate_v1","posterior_median"
"BWA","36-47",,-0.00271129281197736,1.94824134938538e-07,"age_band_separate_v1","posterior_median"
"CAF","36-47",,-0.811569220456981,0.00932094660381604,"age_band_separate_v1","posterior_median"
"CIV","36-47",,-0.697887768645609,0.00923913515418281,"age_band_separate_v1","posterior_median"
"CMR","36-47",,-0.754774054633826,0.00953340925403994,"age_band_separate_v1","posterior_median"
"COD","36-47",,-0.799751234240462,0.00941468316227177,"age_band_separate_v1","posterior_median"
"COG","36-47",,-0.65431736873497,0.00872252612464806,"age_band_separate_v1","posterior_median"
"COM","36-47",,-0.00983209504390779,2.56194353292443e-06,"age_band_separate_v1","posterior_median"
"DJI","36-47",,-0.0181016528744966,8.68316809320342e-06,"age_band_separate_v1","posterior_median"
"ERI","36-47",,-0.0177568476808327,8.35555735126904e-06,"age_band_separate_v1","posterior_median"
"ETH","36-47",,-0.178624850445959,0.000835211049857374,"age_band_separate_v1","posterior_median"
"GAB","36-47",,-0.592226025527477,0.00768277581269583,"age_band_separate_v1","posterior_median"
"GHA","36-47",,-0.772826964429467,0.00952233506163433,"age_band_separate_v1","posterior_median"
"GIN","36-47",,-0.811664636080558,0.00931790385900096,"age_band_separate_v1","posterior_median"
"GMB","36-47",,-0.582307300983869,0.00749686559591588,"age_band_separate_v1","posterior_median"
"GNB","36-47",,-0.217607095617457,0.00123179924484039,"age_band_separate_v1","posterior_median"
"GNQ","36-47",,-0.809172986507207,0.00935138354874915,"age_band_separate_v1","posterior_median"
"KEN","36-47",,-0.224563076763379,0.001310149107482,"age_band_separate_v1","posterior_median"
"LBR","36-47",,-0.806829385329354,0.00936973395522257,"age_band_separate_v1","posterior_median"
"MDG","36-47",,-0.244600390726086,0.00154831785189746,"age_band_separate_v1","posterior_median"
"MLI","36-47",,-0.789593577736467,0.00946698987199966,"age_band_separate_v1","posterior_median"
"MOZ","36-47",,-0.809461498019811,0.00934879396030128,"age_band_separate_v1","posterior_median"
"MRT","36-47",,-0.255166592214067,0.00168123187824984,"age_band_separate_v1","posterior_median"
"MWI","36-47",,-0.634104758912254,0.00841476014877358,"age_band_separate_v1","posterior_median"
"NAM","36-47",,-0.0303087839839583,2.43379765730275e-05,"age_band_separate_v1","posterior_median"
"NER","36-47",,-0.74439740424272,0.00951625055583005,"age_band_separate_v1","posterior_median"
"NGA","36-47",,-0.747451038305346,0.00952307427510077,"age_band_separate_v1","posterior_median"
"RWA","36-47",,-0.141811841545471,0.000528891659622886,"age_band_separate_v1","posterior_median"
"SEN","36-47",,-0.152927712215113,0.000614263318464908,"age_band_separate_v1","posterior_median"
"SLE","36-47",,-0.811021464531279,0.00930043974265029,"age_band_separate_v1","posterior_median"
"SOM","36-47",,-0.12369023436157,0.000403114533220062,"age_band_separate_v1","posterior_median"
"SSD","36-47",,-0.771193814024743,0.00952546227309283,"age_band_separate_v1","posterior_median"
"SWZ","36-47",,-0.0611698087234853,9.90286494320271e-05,"age_band_separate_v1","posterior_median"
"TCD","36-47",,-0.562279764534592,0.00711218835562237,"age_band_separate_v1","posterior_median"
"TGO","36-47",,-0.81068545190189,0.00933593068922104,"age_band_separate_v1","posterior_median"
"TZA","36-47",,-0.401865751906045,0.0039885421388155,"age_band_separate_v1","posterior_median"
"UGA","36-47",,-0.717232498610755,0.00939242583301313,"age_band_separate_v1","posterior_median"
"ZMB","36-47",,-0.646712063312024,0.00861119519478136,"age_band_separate_v1","posterior_median"
"ZWE","36-47",,-0.271661796964174,0.00189857867531504,"age_band_separate_v1","posterior_median"
"AGO","48-59",,-0.445633377650799,0.00682204321738591,"age_band_separate_v1","posterior_median"
"BDI","48-59",,-0.570538531670168,0.0104952548115017,"age_band_separate_v1","posterior_median"
"BEN","48-59",,-0.651926671558636,0.0122192280791066,"age_band_separate_v1","posterior_median"
"BFA","48-59",,-0.638158708235248,0.0121560708053228,"age_band_separate_v1","posterior_median"
"BWA","48-59",,-0.00269556119750148,2.65620926187819e-07,"age_band_separate_v1","posterior_median"
"CAF","48-59",,-0.650154922857197,0.0122096695063067,"age_band_separate_v1","posterior_median"
"CIV","48-59",,-0.646068862296505,0.0123799806250103,"age_band_separate_v1","posterior_median"
"CMR","48-59",,-0.674559319204232,0.0126747485580322,"age_band_separate_v1","posterior_median"
"COD","48-59",,-0.673962006638161,0.0124000752460644,"age_band_separate_v1","posterior_median"
"COG","48-59",,-0.616028756156759,0.0117358376022193,"age_band_separate_v1","posterior_median"
"COM","48-59",,-0.00977499193867559,3.49291906558104e-06,"age_band_separate_v1","posterior_median"
"DJI","48-59",,-0.0179962336713466,1.18384699614599e-05,"age_band_separate_v1","posterior_median"
"ERI","48-59",,-0.0176534519098823,1.13918138529767e-05,"age_band_separate_v1","posterior_median"
"ETH","48-59",,-0.177159829360601,0.00113808077183474,"age_band_separate_v1","posterior_median"
"GAB","48-59",,-0.566500522817544,0.0103776932880604,"age_band_separate_v1","posterior_median"
"GHA","48-59",,-0.678831293662328,0.0126185442029013,"age_band_separate_v1","posterior_median"
"GIN","48-59",,-0.648811936381239,0.0122026116623558,"age_band_separate_v1","posterior_median"
"GMB","48-59",,-0.55811224533045,0.0101315170914794,"age_band_separate_v1","posterior_median"
"GNB","48-59",,-0.215558091408454,0.00167800438454881,"age_band_separate_v1","posterior_median"
"GNQ","48-59",,-0.661272422950854,0.0122755996601579,"age_band_separate_v1","posterior_median"
"KEN","48-59",,-0.222393396318472,0.00178463244690839,"age_band_separate_v1","posterior_median"
"LBR","48-59",,-0.666191752633447,0.012312830954954,"age_band_separate_v1","posterior_median"
"MDG","48-59",,-0.242051411450024,0.00210867904559916,"age_band_separate_v1","posterior_median"
"MLI","48-59",,-0.678386746575202,0.012500759625006,"age_band_separate_v1","posterior_median"
"MOZ","48-59",,-0.660473383011671,0.0122702207365271,"age_band_separate_v1","posterior_median"
"MRT","48-59",,-0.25239727645115,0.00228946320496647,"age_band_separate_v1","posterior_median"
"MWI","48-59",,-0.600588453558995,0.0113385719280107,"age_band_separate_v1","posterior_median"
"NAM","48-59",,-0.0301309992602013,3.31816213863487e-05,"age_band_separate_v1","posterior_median"
"NER","48-59",,-0.670728514287516,0.0126732950078953,"age_band_separate_v1","posterior_median"
"NGA","48-59",,-0.671939835685868,0.0126762637078676,"age_band_separate_v1","posterior_median"
"RWA","48-59",,-0.140777208510066,0.000720834327591421,"age_band_separate_v1","posterior_median"
"SEN","48-59",,-0.151773790681164,0.000837139867582937,"age_band_separate_v1","posterior_median"
"SLE","48-59",,-0.636802298703734,0.0121523059769814,"age_band_separate_v1","posterior_median"
"SOM","48-59",,-0.122832846077453,0.000549457412959799,"age_band_separate_v1","posterior_median"
"SSD","48-59",,-0.678603542492674,0.0126266918775223,"age_band_separate_v1","posterior_median"
"SWZ","48-59",,-0.0607984294981319,0.000135006068898897,"age_band_separate_v1","posterior_median"
"TCD","48-59",,-0.540886158347352,0.00962031811230521,"age_band_separate_v1","posterior_median"
"TGO","48-59",,-0.656103240444234,0.0122429430392981,"age_band_separate_v1","posterior_median"
"TZA","48-59",,-0.394017120890917,0.00542019926005762,"age_band_separate_v1","posterior_median"
"UGA","48-59",,-0.657520650608582,0.0125565001564175,"age_band_separate_v1","posterior_median"
"ZMB","48-59",,-0.610314159592852,0.0115928449857242,"age_band_separate_v1","posterior_median"
"ZWE","48-59",,-0.268517936767773,0.0025850007029525,"age_band_separate_v1","posterior_median"
