"iso3","source_age","deaths","rate_per100000","implied_person_years","ihme_deaths_lower","ihme_deaths_upper","ihme_rate_lower","ihme_rate_upper"
"SEN","6-11 months",2329.10648495378,964.06263289545,241592.859787395,2155.72038290863,2501.38800022601,892.29474116317,1035.37331460345
"SEN","12 to 23 months",2461.9691116352,509.84309925611,482887.601151678,2274.72570309056,2628.5145396868,471.06732450065,544.33258038058
"SEN","2 to 4",4359.56632279056,309.58734576711,1408186.2138093,4017.72595701878,4697.2169372772,285.3121211967,333.56504212399
"SLE","0 to 6 days (early neonatal)",6933.38813469646,144518.387782414,4797.58198322509,6599.04874619201,7350.03099829206,137549.473240183,153202.822254871
"SLE","7 to 27 days (late neonatal)",1206.3693630245,8538.30208703976,14128.9140478602,1113.76548235734,1299.00307196054,7882.88100971223,9193.93427945211
"SLE","1 to 5 months",6260.26688050819,6133.73809751022,102062.833153071,5820.42586378722,6781.41806313772,5702.78688526893,6644.35608304852
"SLE","6-11 months",5863.36316495412,5070.27580164616,115641.897883552,5378.63752562021,6310.53590487086,4651.1148848805,5456.96328092555
"SLE","12 to 23 months",4500.10393211015,2090.83006713146,215230.496387692,4189.31570186056,4830.91939884661,1946.43220741098,2244.53294487819
"SLE","2 to 4",5894.81572069707,986.62264892393,597474.194123388,5467.37216944099,6384.80442561634,915.08088938682,1068.63266872708
"SOM","0 to 6 days (early neonatal)",15554.6185668903,111148.189107163,13994.4867224902,14738.8785563456,16522.4785833578,105319.179249776,118064.198501863
"SOM","7 to 27 days (late neonatal)",5980.46847482978,14504.3700493667,41232.1835038324,5530.40848909512,6406.1017284602,13412.8440919969,15536.6540990117
"SOM","1 to 5 months",13301.1211542096,4472.22521255957,297416.174768108,12324.4118693051,14313.6370470262,4143.8270393042,4812.66261264585
"SOM","6-11 months",11689.3011415305,3461.54059445215,337690.713789838,10830.308525505,12540.4556543131,3207.16800410603,3713.59209543372
"SOM","12 to 23 months",12086.6639317231,1853.6997265033,652029.223445081,11214.9153986091,13085.7475789475,1720.00195625491,2006.92654691261
"SOM","2 to 4",16380.2508396127,935.67821221564,1750628.64837101,15060.3719923293,17665.7510515942,860.28364761101,1009.10898882139
"SSD","0 to 6 days (early neonatal)",7091.78719628702,101020.503508919,7020.14635638882,6728.21765744882,7501.74920227603,95841.5582222965,106860.296373293
"SSD","7 to 27 days (late neonatal)",1899.50913547153,9142.90264255625,20775.777777947,1770.39171119869,2046.02335949071,8521.42206236883,9848.11919610789
"SSD","1 to 5 months",10174.6601918149,6670.25821421808,152537.725902828,9315.56625444047,11039.0640252487,6107.05725374115,7236.94021260089
"SSD","6-11 months",5273.51694198403,2955.79331516111,178412.912531287,4913.54320329542,5681.23880866068,2754.0289172925,3184.32042168719
"SSD","12 to 23 months",5178.76581966006,1473.83418012108,351380.493783542,4777.8697415714,5607.45535780229,1359.74245187175,1595.83569862492
"SSD","2 to 4",7977.90843784263,791.57530890149,1007852.10808482,7353.27961670457,8578.49392335923,729.59907090711,851.16594533503
"STP","0 to 6 days (early neonatal)",51.574346371993,49652.8660553595,103.86982760369,48.3025597157638,55.029754766673,46502.9747618912,52979.5379815554
"STP","7 to 27 days (late neonatal)",23.050769688459,7442.67037268568,309.71101142749,21.3506171675916,24.8255729321198,6893.72233463203,8015.72175871182
"STP","1 to 5 months",44.3846900807996,1940.7179910892,2287.02419849724,41.2317124729509,48.052230071902,1802.85422865414,2101.08096379025
"STP","6-11 months",40.0498097159192,1484.22547180657,2698.36426315817,37.1491265475973,43.4433932908643,1376.72763662078,1609.98994405663
"STP","12 to 23 months",38.6963653781206,712.77196898323,5428.99651810396,35.9287252040487,41.8496608395078,661.79311561976,770.85444243614
"STP","2 to 4",48.9127324299596,294.0207727083,16635.8084088454,45.4342090199724,52.5384470818343,273.11091774665,315.81541329786
"SWZ","0 to 6 days (early neonatal)",578.439075301826,96522.5193148628,599.278882697747,540.28605973881,612.378391510819,90156.0317471273,102185.878593636
"SWZ","7 to 27 days (late neonatal)",84.7974046380397,4755.63264936132,1783.09408842645,79.2145698303752,92.0712558773394,4442.53448791817,5163.5668849416
"SWZ","1 to 5 months",561.997569965683,4293.35971249711,13089.9250843068,516.181303989141,606.331542679948,3943.34803801115,4632.04746226442
"SWZ","6-11 months",441.485065334786,2887.56538455541,15289.1798639829,407.440399811965,476.684706376185,2664.89375778607,3117.79121324306
"SWZ","12 to 23 months",257.054649931425,855.86704776708,30034.4137097076,238.71558906834,275.741331799275,794.80688844339,918.08461608209
"SWZ","2 to 4",259.006737901848,295.64353585354,87607.779806205,236.261664848197,278.945613410368,269.68114632151,318.40278800287
"TCD","0 to 6 days (early neonatal)",18625.4403595614,137644.452417372,13531.5590512028,17746.0074181075,19488.0127821636,131145.327385835,144018.975998418
"TCD","7 to 27 days (late neonatal)",4827.05500009685,12115.276826122,39842.7132072553,4452.20718742545,5198.20703348967,11174.4578343995,13046.8198951448
"TCD","1 to 5 months",13795.9399230334,4808.39218570824,286913.783032058,12852.9610302384,14961.7381411711,4479.72937877378,5214.71571810107
"TCD","6-11 months",13871.2552661712,4270.37192413557,324825.460465696,12784.2318711092,15143.5572154839,3935.72346600562,4662.05980090751
"TCD","12 to 23 months",10516.2831117467,1680.09675073725,625933.18552232,9663.25161696754,11358.279436648,1543.81519313501,1814.61531348108
"TCD","2 to 4",18783.5615781379,1092.00584307407,1720097.16772768,17393.7986342918,20184.7769257817,1011.21023629553,1173.46724966977
"TGO","0 to 6 days (early neonatal)",5599.6442863541,117105.394412006,4781.71335698948,5288.69290125027,5898.97537116619,110602.46623775,123365.307176843
"TGO","7 to 27 days (late neonatal)",1077.02425500032,7614.781743843,14143.86244059,990.37389950151,1160.63259140493,7002.14600970197,8205.90978086825
"TGO","1 to 5 months",2529.01487602134,2443.16886867429,103513.715668522,2328.96544727735,2746.45732337527,2249.91000683939,2653.23035274877
"TGO","6-11 months",2348.77759136576,1954.72307957812,120159.096493233,2191.53650042045,2535.40685845245,1823.8623328396,2110.04154695458
"TGO","12 to 23 months",2425.19648309061,1026.42553349907,236275.930785076,2235.87343387316,2628.68785173213,946.29758792781,1112.54999313631
"TGO","2 to 4",5236.24373228474,775.19976045165,675470.2464348,4883.58744055159,5652.85042825269,722.99075589601,836.87630329967
"TZA","0 to 6 days (early neonatal)",42548.8797980153,113521.452033153,37480.9157529004,40238.0841085813,44777.5125209644,107356.192612417,119467.498649628
"TZA","7 to 27 days (late neonatal)",6388.05765106985,5754.93957949287,111001.298325234,5971.30167297957,6870.69066150629,5379.48813488979,6189.73900771427
"TZA","1 to 5 months",16271.4735389808,2006.66729202242,810870.521668872,15083.2273608987,17543.5482086048,1860.12772172991,2163.54494827336
"TZA","6-11 months",13174.724934536,1405.86773424297,937124.070325881,12185.7279972601,14210.9963461921,1300.33240881568,1516.44769312673
"TZA","12 to 23 months",12160.1443469395,661.19153270957,1839125.84256897,11307.8795475552,13027.2537546193,614.85077778907,708.33944328803
"TZA","2 to 4",14972.1894646962,288.09528454093,5196957.48875371,13878.9757073898,15999.9747741527,267.05963513121,307.87195794418
"UGA","0 to 6 days (early neonatal)",31706.2751534921,107625.253223391,29459.8843708934,29956.0933227993,33659.7673167503,101684.3547166,114256.277767358
"UGA","7 to 27 days (late neonatal)",5110.37225329876,5862.285221419,87173.7225378768,4748.2472128617,5515.90421626837,5446.87903031628,6327.48499855759
"UGA","1 to 5 months",16736.0725246821,2629.71810899076,636420.780899027,15518.1549173434,17937.1199239445,2438.34824114668,2818.43718217465
"UGA","6-11 months",15154.7613957331,2061.02826057829,735300.999292503,14108.9323098624,16450.4526773076,1918.79683604916,2237.24062569424
"UGA","12 to 23 months",14935.2093776639,1043.76690541365,1430895.08780172,13910.5256373854,16116.3172196574,972.1555239075,1126.31019262334
"UGA","2 to 4",19337.6383764756,481.88091740712,4012949.60599945,17989.6929983098,20845.2728315424,448.29102691484,519.45015208709
"ZMB","0 to 6 days (early neonatal)",11301.0776774266,92046.7714728508,12277.5383607668,10688.2981506753,12015.2420094298,87055.7096757281,97863.6079674143
"ZMB","7 to 27 days (late neonatal)",2415.7465330665,6645.67105876072,36350.678685517,2240.61469035608,2616.66841648185,6163.88681416504,7198.40319659396
"ZMB","1 to 5 months",6871.68616569405,2590.26507103483,265288.917436885,6390.60462760102,7404.69290259237,2408.92257744669,2791.18063963378
"ZMB","6-11 months",6059.23752509029,1979.38866683958,306116.611992372,5601.86427083928,6512.08058884737,1829.97722154944,2127.32022168391
"ZMB","12 to 23 months",6237.93556549641,1034.95063088166,602727.838349391,5787.01634308679,6692.65073076147,960.13755709956,1110.39349851332
"ZMB","2 to 4",7906.51211514753,463.85339584706,1704528.23800269,7339.48903787814,8481.4056758301,430.58770598476,497.58082540002
"ZWE","0 to 6 days (early neonatal)",9730.27207588792,107053.701956979,9089.15048990847,9161.5813839468,10277.2142874053,100796.893990464,113071.230351131
"ZWE","7 to 27 days (late neonatal)",2083.76367009666,7736.84144930714,26933.0021010482,1940.78915765322,2236.79614982403,7205.9889587195,8305.03833710012
"ZWE","1 to 5 months",5207.84125319796,2639.0634628693,197336.719122918,4806.77787631256,5591.24704186487,2435.82537384667,2833.35360328058
"ZWE","6-11 months",3931.7103497084,1708.56374668455,230117.861118021,3648.21115768816,4220.68850849818,1585.36635963998,1834.1420731064
"ZWE","12 to 23 months",3646.74759391121,801.95613026547,454731.55653839,3379.17760617762,3933.00595253817,743.11482402967,864.90719546229
"ZWE","2 to 4",4233.03917354399,321.13813691107,1318136.55464913,3929.70614420505,4567.12642668787,298.12587552821,346.48355745688
